5.0, {'J01': np.float32(4.0)}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': np.float32(-0.0)}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': np.float32(-0.0)}, {'J01': 0}, {'J01': 0}, 
20.0, {'J01': np.float32(-0.04464286)}, {'J01': 1}, {'J01': 3}, 
25.0, {'J01': np.float32(-0.058035713)}, {'J01': 3}, {'J01': 4}, 
30.0, {'J01': np.float32(-0.24107143)}, {'J01': 4}, {'J01': 7}, 
35.0, {'J01': np.float32(-0.4017857)}, {'J01': 4}, {'J01': 12}, 
40.0, {'J01': np.float32(-0.53348213)}, {'J01': 4}, {'J01': 13}, 
45.0, {'J01': np.float32(-0.69866073)}, {'J01': 4}, {'J01': 18}, 
50.0, {'J01': np.float32(-0.21205357)}, {'J01': 5}, {'J01': 18}, 
55.0, {'J01': np.float32(-0.084821425)}, {'J01': 7}, {'J01': 18}, 
60.0, {'J01': np.float32(-0.88616073)}, {'J01': 7}, {'J01': 24}, 
65.0, {'J01': np.float32(-1.0915178)}, {'J01': 8}, {'J01': 29}, 
70.0, {'J01': np.float32(-1.3816965)}, {'J01': 8}, {'J01': 33}, 
75.0, {'J01': np.float32(0.20982143)}, {'J01': 7}, {'J01': 27}, 
80.0, {'J01': np.float32(0.05580357)}, {'J01': 6}, {'J01': 23}, 
85.0, {'J01': np.float32(-1.1986607)}, {'J01': 6}, {'J01': 27}, 
90.0, {'J01': np.float32(-1.3973215)}, {'J01': 7}, {'J01': 32}, 
95.0, {'J01': np.float32(0.16741072)}, {'J01': 7}, {'J01': 31}, 
100.0, {'J01': np.float32(-0.116071425)}, {'J01': 6}, {'J01': 30}, 
105.0, {'J01': np.float32(-0.04910714)}, {'J01': 5}, {'J01': 25}, 
110.0, {'J01': np.float32(1.4285715)}, {'J01': 4}, {'J01': 18}, 
115.0, {'J01': np.float32(-0.11383928)}, {'J01': 4}, {'J01': 14}, 
120.0, {'J01': np.float32(-0.79910713)}, {'J01': 4}, {'J01': 16}, 
125.0, {'J01': np.float32(0.56473213)}, {'J01': 4}, {'J01': 17}, 
130.0, {'J01': np.float32(0.08035714)}, {'J01': 4}, {'J01': 24}, 
135.0, {'J01': np.float32(-1.2901785)}, {'J01': 6}, {'J01': 31}, 
140.0, {'J01': np.float32(-1.734375)}, {'J01': 7}, {'J01': 40}, 
145.0, {'J01': np.float32(-1.1183035)}, {'J01': 7}, {'J01': 36}, 
150.0, {'J01': np.float32(-1.6160715)}, {'J01': 6}, {'J01': 40}, 
155.0, {'J01': np.float32(-2.203125)}, {'J01': 6}, {'J01': 44}, 
160.0, {'J01': np.float32(-1.2299107)}, {'J01': 6}, {'J01': 39}, 
165.0, {'J01': np.float32(-0.026785715)}, {'J01': 6}, {'J01': 29}, 
170.0, {'J01': np.float32(0.9620536)}, {'J01': 6}, {'J01': 26}, 
175.0, {'J01': np.float32(-1.0334822)}, {'J01': 6}, {'J01': 31}, 
180.0, {'J01': np.float32(-1.5982143)}, {'J01': 7}, {'J01': 34}, 
185.0, {'J01': np.float32(-2.0424106)}, {'J01': 8}, {'J01': 40}, 
190.0, {'J01': np.float32(-1.5223215)}, {'J01': 8}, {'J01': 42}, 
195.0, {'J01': np.float32(-2.064732)}, {'J01': 8}, {'J01': 40}, 
200.0, {'J01': np.float32(-2.0267856)}, {'J01': 8}, {'J01': 41}, 
205.0, {'J01': np.float32(-2.2142856)}, {'J01': 8}, {'J01': 43}, 
210.0, {'J01': np.float32(-2.28125)}, {'J01': 8}, {'J01': 45}, 
215.0, {'J01': np.float32(4.0)}, {'J01': 8}, {'J01': 45}, 
220.0, {'J01': np.float32(-2.029018)}, {'J01': 8}, {'J01': 46}, 
225.0, {'J01': np.float32(-2.1964285)}, {'J01': 8}, {'J01': 48}, 
230.0, {'J01': np.float32(-2.345982)}, {'J01': 8}, {'J01': 53}, 
235.0, {'J01': np.float32(-2.502232)}, {'J01': 8}, {'J01': 54}, 
240.0, {'J01': np.float32(-2.544643)}, {'J01': 8}, {'J01': 54}, 
245.0, {'J01': np.float32(-2.5558035)}, {'J01': 8}, {'J01': 54}, 
250.0, {'J01': np.float32(-2.6205356)}, {'J01': 9}, {'J01': 57}, 
255.0, {'J01': np.float32(-2.65625)}, {'J01': 9}, {'J01': 57}, 
260.0, {'J01': np.float32(1.9107143)}, {'J01': 9}, {'J01': 57}, 
265.0, {'J01': np.float32(-2.560268)}, {'J01': 9}, {'J01': 58}, 
270.0, {'J01': np.float32(-1.4419643)}, {'J01': 9}, {'J01': 59}, 
275.0, {'J01': np.float32(-2.65625)}, {'J01': 11}, {'J01': 61}, 
280.0, {'J01': np.float32(-2.7879465)}, {'J01': 11}, {'J01': 63}, 
285.0, {'J01': np.float32(-2.857143)}, {'J01': 11}, {'J01': 63}, 
290.0, {'J01': np.float32(-2.9017856)}, {'J01': 12}, {'J01': 64}, 
295.0, {'J01': np.float32(-2.7433035)}, {'J01': 14}, {'J01': 67}, 
300.0, {'J01': np.float32(-3.013393)}, {'J01': 15}, {'J01': 69}, 
305.0, {'J01': np.float32(-3.1808035)}, {'J01': 15}, {'J01': 70}, 
310.0, {'J01': np.float32(-3.1160715)}, {'J01': 15}, {'J01': 70}, 
315.0, {'J01': np.float32(-3.046875)}, {'J01': 16}, {'J01': 71}, 
320.0, {'J01': np.float32(-3.1919644)}, {'J01': 16}, {'J01': 72}, 
325.0, {'J01': np.float32(-3.2767856)}, {'J01': 16}, {'J01': 74}, 
330.0, {'J01': np.float32(-3.3638394)}, {'J01': 17}, {'J01': 77}, 
335.0, {'J01': np.float32(-3.3638394)}, {'J01': 18}, {'J01': 78}, 
340.0, {'J01': np.float32(-3.5357144)}, {'J01': 20}, {'J01': 80}, 
345.0, {'J01': np.float32(-3.627232)}, {'J01': 20}, {'J01': 80}, 
350.0, {'J01': np.float32(-3.642857)}, {'J01': 20}, {'J01': 80}, 
355.0, {'J01': np.float32(-3.7075894)}, {'J01': 22}, {'J01': 83}, 
360.0, {'J01': np.float32(-3.8236606)}, {'J01': 23}, {'J01': 84}, 
365.0, {'J01': np.float32(-3.517857)}, {'J01': 23}, {'J01': 84}, 
370.0, {'J01': np.float32(-3.625)}, {'J01': 23}, {'J01': 84}, 
375.0, {'J01': np.float32(-3.794643)}, {'J01': 23}, {'J01': 85}, 
380.0, {'J01': np.float32(-3.8660715)}, {'J01': 23}, {'J01': 85}, 
385.0, {'J01': np.float32(-3.7120535)}, {'J01': 24}, {'J01': 86}, 
390.0, {'J01': np.float32(-3.8504465)}, {'J01': 24}, {'J01': 87}, 
395.0, {'J01': np.float32(-3.8839285)}, {'J01': 24}, {'J01': 87}, 
400.0, {'J01': np.float32(-3.9151785)}, {'J01': 25}, {'J01': 90}, 
405.0, {'J01': np.float32(-4.0)}, {'J01': 27}, {'J01': 92}, 
410.0, {'J01': np.float32(-4.0)}, {'J01': 29}, {'J01': 94}, 
415.0, {'J01': np.float32(-4.0)}, {'J01': 29}, {'J01': 95}, 
420.0, {'J01': np.float32(-4.0)}, {'J01': 29}, {'J01': 95}, 
425.0, {'J01': np.float32(-4.0)}, {'J01': 29}, {'J01': 96}, 
430.0, {'J01': np.float32(-4.0)}, {'J01': 29}, {'J01': 96}, 
435.0, {'J01': np.float32(-4.0)}, {'J01': 29}, {'J01': 98}, 
440.0, {'J01': np.float32(-4.0)}, {'J01': 30}, {'J01': 100}, 
445.0, {'J01': np.float32(0.3482143)}, {'J01': 28}, {'J01': 98}, 
450.0, {'J01': np.float32(-4.0)}, {'J01': 31}, {'J01': 101}, 
455.0, {'J01': np.float32(-2.1517856)}, {'J01': 30}, {'J01': 101}, 
460.0, {'J01': np.float32(-4.0)}, {'J01': 30}, {'J01': 101}, 
465.0, {'J01': np.float32(-4.0)}, {'J01': 30}, {'J01': 101}, 
470.0, {'J01': np.float32(-4.0)}, {'J01': 32}, {'J01': 103}, 
475.0, {'J01': np.float32(-4.0)}, {'J01': 32}, {'J01': 103}, 
480.0, {'J01': np.float32(-4.0)}, {'J01': 32}, {'J01': 104}, 
485.0, {'J01': np.float32(-4.0)}, {'J01': 32}, {'J01': 105}, 
490.0, {'J01': np.float32(-4.0)}, {'J01': 34}, {'J01': 108}, 
495.0, {'J01': np.float32(-4.0)}, {'J01': 35}, {'J01': 109}, 
500.0, {'J01': np.float32(-4.0)}, {'J01': 38}, {'J01': 112}, 
505.0, {'J01': np.float32(-4.0)}, {'J01': 38}, {'J01': 112}, 
510.0, {'J01': np.float32(-4.0)}, {'J01': 38}, {'J01': 113}, 
515.0, {'J01': np.float32(-4.0)}, {'J01': 38}, {'J01': 113}, 
520.0, {'J01': np.float32(-4.0)}, {'J01': 38}, {'J01': 115}, 
525.0, {'J01': np.float32(-4.0)}, {'J01': 38}, {'J01': 115}, 
530.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 117}, 
535.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 117}, 
540.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 117}, 
545.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 117}, 
550.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 117}, 
555.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 117}, 
560.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 118}, 
565.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 118}, 
570.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 118}, 
575.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 118}, 
580.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 118}, 
585.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 118}, 
590.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 118}, 
595.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 118}, 
600.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 118}, 
605.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 119}, 
610.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 119}, 
615.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 120}, 
620.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 120}, 
625.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 120}, 
630.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 120}, 
635.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 120}, 
640.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 120}, 
645.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 120}, 
650.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 120}, 
655.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 120}, 
660.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 120}, 
665.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 120}, 
670.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 120}, 
675.0, {'J01': np.float32(-3.9732144)}, {'J01': 40}, {'J01': 121}, 
680.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 122}, 
685.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 122}, 
690.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 122}, 
695.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 122}, 
700.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 122}, 
705.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 122}, 
710.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 122}, 
715.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 122}, 
720.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 122}, 
725.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 122}, 
730.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 122}, 
735.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 122}, 
740.0, {'J01': np.float32(-4.0)}, {'J01': 40}, {'J01': 122}, 
