5.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -7.0}, {'J01': 1}, {'J01': 3}, 
20.0, {'J01': -52.0}, {'J01': 3}, {'J01': 8}, 
25.0, {'J01': -98.0}, {'J01': 3}, {'J01': 7}, 
30.0, {'J01': -132.0}, {'J01': 4}, {'J01': 8}, 
35.0, {'J01': -143.0}, {'J01': 4}, {'J01': 9}, 
40.0, {'J01': -216.5}, {'J01': 4}, {'J01': 12}, 
45.0, {'J01': -255.0}, {'J01': 3}, {'J01': 15}, 
50.0, {'J01': -271.0}, {'J01': 5}, {'J01': 21}, 
55.0, {'J01': -430.5}, {'J01': 6}, {'J01': 24}, 
60.0, {'J01': -667.5}, {'J01': 8}, {'J01': 31}, 
65.0, {'J01': -665.0}, {'J01': 7}, {'J01': 28}, 
70.0, {'J01': -486.5}, {'J01': 5}, {'J01': 21}, 
75.0, {'J01': -478.5}, {'J01': 4}, {'J01': 18}, 
80.0, {'J01': -668.0}, {'J01': 4}, {'J01': 24}, 
85.0, {'J01': -798.0}, {'J01': 7}, {'J01': 28}, 
90.0, {'J01': -873.0}, {'J01': 8}, {'J01': 26}, 
95.0, {'J01': -1037.5}, {'J01': 8}, {'J01': 29}, 
100.0, {'J01': -1338.5}, {'J01': 8}, {'J01': 33}, 
105.0, {'J01': -1271.0}, {'J01': 7}, {'J01': 30}, 
110.0, {'J01': -837.5}, {'J01': 5}, {'J01': 20}, 
115.0, {'J01': -758.5}, {'J01': 4}, {'J01': 20}, 
120.0, {'J01': -908.5}, {'J01': 4}, {'J01': 24}, 
125.0, {'J01': -1086.0}, {'J01': 6}, {'J01': 28}, 
130.0, {'J01': -1383.5}, {'J01': 8}, {'J01': 32}, 
135.0, {'J01': -1709.0}, {'J01': 8}, {'J01': 34}, 
140.0, {'J01': -2059.5}, {'J01': 8}, {'J01': 39}, 
145.0, {'J01': -2037.0}, {'J01': 7}, {'J01': 37}, 
150.0, {'J01': -1768.5}, {'J01': 6}, {'J01': 28}, 
155.0, {'J01': -1718.5}, {'J01': 5}, {'J01': 27}, 
160.0, {'J01': -1999.5}, {'J01': 5}, {'J01': 33}, 
165.0, {'J01': -1704.0}, {'J01': 7}, {'J01': 32}, 
170.0, {'J01': -1408.0}, {'J01': 8}, {'J01': 33}, 
175.0, {'J01': -1663.0}, {'J01': 8}, {'J01': 35}, 
180.0, {'J01': -2021.5}, {'J01': 8}, {'J01': 38}, 
185.0, {'J01': -1718.5}, {'J01': 7}, {'J01': 35}, 
190.0, {'J01': -950.5}, {'J01': 5}, {'J01': 20}, 
195.0, {'J01': -965.5}, {'J01': 4}, {'J01': 20}, 
200.0, {'J01': -1183.0}, {'J01': 4}, {'J01': 26}, 
205.0, {'J01': -1451.5}, {'J01': 7}, {'J01': 29}, 
210.0, {'J01': -1601.0}, {'J01': 8}, {'J01': 31}, 
215.0, {'J01': -1785.5}, {'J01': 8}, {'J01': 30}, 
220.0, {'J01': -2094.0}, {'J01': 8}, {'J01': 34}, 
225.0, {'J01': -1894.5}, {'J01': 7}, {'J01': 29}, 
230.0, {'J01': -1708.0}, {'J01': 6}, {'J01': 23}, 
235.0, {'J01': -1458.0}, {'J01': 5}, {'J01': 21}, 
240.0, {'J01': -1570.0}, {'J01': 5}, {'J01': 25}, 
245.0, {'J01': -1709.0}, {'J01': 7}, {'J01': 31}, 
250.0, {'J01': -1525.5}, {'J01': 8}, {'J01': 27}, 
255.0, {'J01': -1647.0}, {'J01': 8}, {'J01': 29}, 
260.0, {'J01': -1954.5}, {'J01': 8}, {'J01': 34}, 
265.0, {'J01': -1481.0}, {'J01': 7}, {'J01': 27}, 
270.0, {'J01': -743.5}, {'J01': 4}, {'J01': 18}, 
275.0, {'J01': -696.5}, {'J01': 4}, {'J01': 15}, 
280.0, {'J01': -860.0}, {'J01': 4}, {'J01': 21}, 
285.0, {'J01': -949.5}, {'J01': 7}, {'J01': 24}, 
290.0, {'J01': -1022.5}, {'J01': 8}, {'J01': 27}, 
295.0, {'J01': -1204.5}, {'J01': 8}, {'J01': 30}, 
300.0, {'J01': -1525.0}, {'J01': 8}, {'J01': 37}, 
305.0, {'J01': -1245.5}, {'J01': 7}, {'J01': 32}, 
310.0, {'J01': -657.5}, {'J01': 4}, {'J01': 19}, 
315.0, {'J01': -703.5}, {'J01': 4}, {'J01': 20}, 
320.0, {'J01': -832.5}, {'J01': 4}, {'J01': 26}, 
325.0, {'J01': -938.0}, {'J01': 7}, {'J01': 27}, 
330.0, {'J01': -983.0}, {'J01': 8}, {'J01': 29}, 
335.0, {'J01': -1183.5}, {'J01': 8}, {'J01': 31}, 
340.0, {'J01': -1499.5}, {'J01': 8}, {'J01': 34}, 
345.0, {'J01': -1361.0}, {'J01': 7}, {'J01': 29}, 
350.0, {'J01': -783.5}, {'J01': 5}, {'J01': 19}, 
355.0, {'J01': -733.5}, {'J01': 4}, {'J01': 19}, 
360.0, {'J01': -885.0}, {'J01': 4}, {'J01': 24}, 
365.0, {'J01': -1072.5}, {'J01': 6}, {'J01': 27}, 
370.0, {'J01': -1231.5}, {'J01': 8}, {'J01': 31}, 
375.0, {'J01': -1483.5}, {'J01': 8}, {'J01': 31}, 
380.0, {'J01': -1799.5}, {'J01': 8}, {'J01': 33}, 
385.0, {'J01': -1562.5}, {'J01': 7}, {'J01': 26}, 
390.0, {'J01': -810.5}, {'J01': 4}, {'J01': 17}, 
395.0, {'J01': -816.0}, {'J01': 4}, {'J01': 17}, 
400.0, {'J01': -993.5}, {'J01': 4}, {'J01': 22}, 
405.0, {'J01': -975.5}, {'J01': 6}, {'J01': 25}, 
410.0, {'J01': -908.0}, {'J01': 8}, {'J01': 29}, 
415.0, {'J01': -1072.5}, {'J01': 8}, {'J01': 30}, 
420.0, {'J01': -1381.5}, {'J01': 8}, {'J01': 34}, 
425.0, {'J01': -1164.5}, {'J01': 7}, {'J01': 29}, 
430.0, {'J01': -628.5}, {'J01': 4}, {'J01': 19}, 
435.0, {'J01': -652.0}, {'J01': 4}, {'J01': 18}, 
440.0, {'J01': -842.5}, {'J01': 4}, {'J01': 23}, 
445.0, {'J01': -1024.0}, {'J01': 7}, {'J01': 28}, 
450.0, {'J01': -1190.0}, {'J01': 8}, {'J01': 30}, 
455.0, {'J01': -1181.0}, {'J01': 8}, {'J01': 27}, 
460.0, {'J01': -1459.5}, {'J01': 8}, {'J01': 31}, 
465.0, {'J01': -1358.0}, {'J01': 7}, {'J01': 28}, 
470.0, {'J01': -653.0}, {'J01': 4}, {'J01': 16}, 
475.0, {'J01': -748.5}, {'J01': 4}, {'J01': 17}, 
480.0, {'J01': -930.5}, {'J01': 4}, {'J01': 23}, 
485.0, {'J01': -1043.5}, {'J01': 7}, {'J01': 29}, 
490.0, {'J01': -1145.0}, {'J01': 8}, {'J01': 29}, 
495.0, {'J01': -1332.5}, {'J01': 8}, {'J01': 28}, 
500.0, {'J01': -1630.0}, {'J01': 8}, {'J01': 35}, 
505.0, {'J01': -1506.5}, {'J01': 7}, {'J01': 31}, 
510.0, {'J01': -674.0}, {'J01': 4}, {'J01': 20}, 
515.0, {'J01': -807.5}, {'J01': 4}, {'J01': 21}, 
520.0, {'J01': -995.5}, {'J01': 4}, {'J01': 27}, 
525.0, {'J01': -1155.0}, {'J01': 7}, {'J01': 33}, 
530.0, {'J01': -1132.5}, {'J01': 8}, {'J01': 32}, 
535.0, {'J01': -1396.0}, {'J01': 8}, {'J01': 34}, 
540.0, {'J01': -1623.0}, {'J01': 8}, {'J01': 34}, 
545.0, {'J01': -1474.0}, {'J01': 7}, {'J01': 29}, 
550.0, {'J01': -911.0}, {'J01': 5}, {'J01': 20}, 
555.0, {'J01': -749.5}, {'J01': 4}, {'J01': 18}, 
560.0, {'J01': -878.5}, {'J01': 4}, {'J01': 21}, 
565.0, {'J01': -1039.0}, {'J01': 6}, {'J01': 26}, 
570.0, {'J01': -1200.5}, {'J01': 8}, {'J01': 30}, 
575.0, {'J01': -1390.0}, {'J01': 8}, {'J01': 32}, 
580.0, {'J01': -1715.0}, {'J01': 8}, {'J01': 34}, 
585.0, {'J01': -1627.0}, {'J01': 7}, {'J01': 29}, 
590.0, {'J01': -1109.5}, {'J01': 5}, {'J01': 21}, 
595.0, {'J01': -887.0}, {'J01': 4}, {'J01': 18}, 
600.0, {'J01': -1078.0}, {'J01': 4}, {'J01': 23}, 
605.0, {'J01': -1151.0}, {'J01': 6}, {'J01': 26}, 
610.0, {'J01': -1426.0}, {'J01': 8}, {'J01': 30}, 
615.0, {'J01': -1474.5}, {'J01': 8}, {'J01': 29}, 
620.0, {'J01': -1780.0}, {'J01': 8}, {'J01': 34}, 
625.0, {'J01': -1843.5}, {'J01': 8}, {'J01': 34}, 
630.0, {'J01': -1318.5}, {'J01': 6}, {'J01': 25}, 
635.0, {'J01': -1182.5}, {'J01': 5}, {'J01': 20}, 
640.0, {'J01': -1399.0}, {'J01': 5}, {'J01': 27}, 
645.0, {'J01': -1561.0}, {'J01': 7}, {'J01': 35}, 
650.0, {'J01': -1925.5}, {'J01': 8}, {'J01': 39}, 
655.0, {'J01': -2317.0}, {'J01': 8}, {'J01': 40}, 
660.0, {'J01': -2719.5}, {'J01': 8}, {'J01': 41}, 
665.0, {'J01': -3144.5}, {'J01': 9}, {'J01': 46}, 
670.0, {'J01': -3610.0}, {'J01': 9}, {'J01': 49}, 
675.0, {'J01': -3250.5}, {'J01': 7}, {'J01': 40}, 
680.0, {'J01': -3657.0}, {'J01': 7}, {'J01': 43}, 
685.0, {'J01': -3515.0}, {'J01': 9}, {'J01': 44}, 
690.0, {'J01': -3330.0}, {'J01': 9}, {'J01': 41}, 
695.0, {'J01': -3538.0}, {'J01': 11}, {'J01': 42}, 
700.0, {'J01': -3965.0}, {'J01': 11}, {'J01': 45}, 
705.0, {'J01': -3265.0}, {'J01': 9}, {'J01': 39}, 
710.0, {'J01': -1477.5}, {'J01': 6}, {'J01': 23}, 
715.0, {'J01': -1298.0}, {'J01': 4}, {'J01': 22}, 
720.0, {'J01': -1529.0}, {'J01': 4}, {'J01': 27}, 
725.0, {'J01': -1582.0}, {'J01': 7}, {'J01': 31}, 
730.0, {'J01': -1728.0}, {'J01': 8}, {'J01': 32}, 
735.0, {'J01': -1915.5}, {'J01': 8}, {'J01': 31}, 
740.0, {'J01': -2207.0}, {'J01': 8}, {'J01': 33}, 
745.0, {'J01': -1743.0}, {'J01': 7}, {'J01': 28}, 
750.0, {'J01': -764.5}, {'J01': 4}, {'J01': 17}, 
755.0, {'J01': -836.0}, {'J01': 4}, {'J01': 19}, 
760.0, {'J01': -1038.5}, {'J01': 4}, {'J01': 25}, 
765.0, {'J01': -1099.0}, {'J01': 7}, {'J01': 28}, 
