5.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -11.5}, {'J01': 1}, {'J01': 5}, 
20.0, {'J01': -69.0}, {'J01': 3}, {'J01': 9}, 
25.0, {'J01': -118.5}, {'J01': 4}, {'J01': 9}, 
30.0, {'J01': -165.0}, {'J01': 4}, {'J01': 8}, 
35.0, {'J01': -161.5}, {'J01': 4}, {'J01': 8}, 
40.0, {'J01': -218.5}, {'J01': 4}, {'J01': 12}, 
45.0, {'J01': -205.5}, {'J01': 3}, {'J01': 14}, 
50.0, {'J01': -256.5}, {'J01': 5}, {'J01': 21}, 
55.0, {'J01': -444.5}, {'J01': 7}, {'J01': 25}, 
60.0, {'J01': -690.0}, {'J01': 8}, {'J01': 30}, 
65.0, {'J01': -728.0}, {'J01': 7}, {'J01': 28}, 
70.0, {'J01': -480.5}, {'J01': 5}, {'J01': 20}, 
75.0, {'J01': -498.5}, {'J01': 4}, {'J01': 20}, 
80.0, {'J01': -709.0}, {'J01': 4}, {'J01': 26}, 
85.0, {'J01': -861.5}, {'J01': 7}, {'J01': 28}, 
90.0, {'J01': -934.0}, {'J01': 8}, {'J01': 27}, 
95.0, {'J01': -1102.5}, {'J01': 8}, {'J01': 29}, 
100.0, {'J01': -1398.5}, {'J01': 8}, {'J01': 33}, 
105.0, {'J01': -1335.0}, {'J01': 7}, {'J01': 30}, 
110.0, {'J01': -837.0}, {'J01': 5}, {'J01': 21}, 
115.0, {'J01': -756.0}, {'J01': 4}, {'J01': 20}, 
120.0, {'J01': -918.0}, {'J01': 4}, {'J01': 25}, 
125.0, {'J01': -1107.0}, {'J01': 6}, {'J01': 28}, 
130.0, {'J01': -1287.0}, {'J01': 8}, {'J01': 32}, 
135.0, {'J01': -1555.0}, {'J01': 8}, {'J01': 34}, 
140.0, {'J01': -1910.0}, {'J01': 8}, {'J01': 39}, 
145.0, {'J01': -1829.0}, {'J01': 7}, {'J01': 38}, 
150.0, {'J01': -1062.5}, {'J01': 4}, {'J01': 26}, 
155.0, {'J01': -1139.0}, {'J01': 4}, {'J01': 24}, 
160.0, {'J01': -1389.5}, {'J01': 4}, {'J01': 29}, 
165.0, {'J01': -1285.5}, {'J01': 7}, {'J01': 34}, 
170.0, {'J01': -1298.0}, {'J01': 8}, {'J01': 36}, 
175.0, {'J01': -1564.5}, {'J01': 8}, {'J01': 37}, 
180.0, {'J01': -1948.0}, {'J01': 8}, {'J01': 40}, 
185.0, {'J01': -2197.5}, {'J01': 8}, {'J01': 40}, 
190.0, {'J01': -2257.5}, {'J01': 8}, {'J01': 38}, 
195.0, {'J01': -2586.5}, {'J01': 8}, {'J01': 39}, 
