episode,agent,decision,car_wait,bike_wait,ped_wait,car_queue,bike_queue,ped_queue,reward_mean,reward_min,reward_max,epsilon,mean_q
1,IPPO,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1,IPPO,2,2.5,0.0,0.0,1.0,0.0,2.0,-0.01116,-0.01116,-0.01116,,
1,IPPO,3,25.5,0.0,4.5,6.0,0.0,2.0,-0.11384,-0.11384,-0.11384,,
1,IPPO,4,50.0,0.0,0.0,4.0,0.0,0.0,-0.22321,-0.22321,-0.22321,,
1,IPPO,5,67.0,0.0,0.5,4.0,0.0,1.0,-0.29911,-0.29911,-0.29911,,
1,IPPO,6,112.5,0.0,7.5,6.0,0.0,3.0,-0.50223,-0.50223,-0.50223,,
1,IPPO,7,182.0,5.0,17.5,9.0,1.0,5.0,-0.83482,-0.83482,-0.83482,,
1,IPPO,8,254.5,15.0,27.5,11.0,1.0,5.0,-1.20312,-1.20312,-1.20312,,
1,IPPO,9,235.5,27.5,20.5,14.0,2.0,1.0,-1.17411,-1.17411,-1.17411,,
1,IPPO,10,323.5,51.5,27.0,22.0,4.0,3.0,-1.67411,-1.67411,-1.67411,,
1,IPPO,11,422.5,69.0,42.5,20.0,3.0,4.0,-2.1942,-2.1942,-2.1942,,
1,IPPO,12,578.0,99.0,62.5,25.0,3.0,4.0,-3.02232,-3.02232,-3.02232,,
1,IPPO,13,581.0,101.0,82.5,22.0,4.0,4.0,-3.04464,-3.04464,-3.04464,,
1,IPPO,14,765.5,146.0,104.5,25.0,5.0,5.0,-4.0,-4.0,-4.0,,
1,IPPO,15,977.0,163.5,129.5,29.0,5.0,8.0,-4.0,-4.0,-4.0,,
1,IPPO,16,1218.5,215.5,154.5,33.0,7.0,10.0,-4.0,-4.0,-4.0,,
1,IPPO,17,1276.5,56.0,17.0,30.0,3.0,1.0,-4.0,-4.0,-4.0,,
1,IPPO,18,1125.5,65.5,22.0,25.0,2.0,1.0,-4.0,-4.0,-4.0,,
1,IPPO,19,1358.0,90.5,3.0,30.0,5.0,3.0,-4.0,-4.0,-4.0,,
1,IPPO,20,1583.5,143.5,9.0,33.0,6.0,6.0,-4.0,-4.0,-4.0,,
1,IPPO,21,1847.0,206.0,32.0,36.0,7.0,7.0,-4.0,-4.0,-4.0,,
1,IPPO,22,2144.0,281.5,67.5,40.0,9.0,14.0,-4.0,-4.0,-4.0,,
1,IPPO,23,2454.0,376.5,117.5,42.0,11.0,14.0,-4.0,-4.0,-4.0,,
1,IPPO,24,2731.5,492.5,141.0,43.0,13.0,9.0,-4.0,-4.0,-4.0,,
1,IPPO,25,2875.0,503.0,16.5,39.0,12.0,1.0,-4.0,-4.0,-4.0,,
1,IPPO,26,3083.5,592.0,26.5,39.0,13.0,7.0,-4.0,-4.0,-4.0,,
1,IPPO,27,3296.0,712.0,47.0,40.0,13.0,9.0,-4.0,-4.0,-4.0,,
1,IPPO,28,3492.0,852.0,46.5,43.0,17.0,5.0,-4.0,-4.0,-4.0,,
1,IPPO,29,3648.5,1035.0,66.5,44.0,20.0,8.0,-4.0,-4.0,-4.0,,
1,IPPO,30,3888.5,1238.0,91.0,45.0,21.0,13.0,-4.0,-4.0,-4.0,,
1,IPPO,31,4131.0,1451.5,132.0,47.0,22.0,17.0,-4.0,-4.0,-4.0,,
1,IPPO,32,4391.5,1675.5,186.0,53.0,24.0,17.0,-4.0,-4.0,-4.0,,
1,IPPO,33,4683.0,1925.5,206.0,57.0,27.0,9.0,-4.0,-4.0,-4.0,,
1,IPPO,34,4983.0,2203.0,251.5,60.0,30.0,12.0,-4.0,-4.0,-4.0,,
1,IPPO,35,3951.5,1894.5,73.0,52.0,26.0,10.0,-4.0,-4.0,-4.0,,
1,IPPO,36,4166.0,1408.0,108.5,45.0,21.0,16.0,-4.0,-4.0,-4.0,,
1,IPPO,37,4416.0,1618.0,165.5,49.0,21.0,22.0,-4.0,-4.0,-4.0,,
1,IPPO,38,4667.0,1832.5,235.5,51.0,22.0,26.0,-4.0,-4.0,-4.0,,
1,IPPO,39,4874.5,1646.5,74.0,48.0,20.0,11.0,-4.0,-4.0,-4.0,,
1,IPPO,40,5069.5,1808.0,2.0,47.0,20.0,7.0,-4.0,-4.0,-4.0,,
1,IPPO,41,5034.0,1538.0,30.0,42.0,17.0,8.0,-4.0,-4.0,-4.0,,
1,IPPO,42,5239.0,1525.5,65.0,42.0,16.0,12.0,-4.0,-4.0,-4.0,,
1,IPPO,43,5503.5,1685.5,84.0,44.0,16.0,9.0,-4.0,-4.0,-4.0,,
1,IPPO,44,5417.5,1676.5,0.0,42.0,16.0,1.0,-4.0,-4.0,-4.0,,
1,IPPO,45,5362.5,1836.5,2.5,41.0,16.0,6.0,-4.0,-4.0,-4.0,,
1,IPPO,46,5263.5,1782.0,18.0,40.0,15.0,9.0,-4.0,-4.0,-4.0,,
1,IPPO,47,5519.0,1934.5,46.0,44.0,17.0,11.0,-4.0,-4.0,-4.0,,
1,IPPO,48,4128.5,1524.0,43.0,36.0,15.0,4.0,-4.0,-4.0,-4.0,,
1,IPPO,49,4157.5,1280.0,58.0,34.0,14.0,8.0,-4.0,-4.0,-4.0,,
1,IPPO,50,4370.5,1420.0,48.0,39.0,14.0,6.0,-4.0,-4.0,-4.0,,
1,IPPO,51,3372.0,888.0,57.5,33.0,11.0,5.0,-4.0,-4.0,-4.0,,
1,IPPO,52,2950.0,730.5,0.0,27.0,8.0,2.0,-4.0,-4.0,-4.0,,
1,IPPO,53,3140.0,817.5,5.0,33.0,11.0,4.0,-4.0,-4.0,-4.0,,
1,IPPO,54,3365.5,931.5,8.5,39.0,13.0,2.0,-4.0,-4.0,-4.0,,
1,IPPO,55,3506.0,1064.5,0.0,44.0,14.0,0.0,-4.0,-4.0,-4.0,,
1,IPPO,56,3628.5,1204.5,6.0,42.0,14.0,5.0,-4.0,-4.0,-4.0,,
