5.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -0.0, 'top_mgr': 1}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -8.000000000000002, 'top_mgr': 2}, {'J01': 1}, {'J01': 4}, 
20.0, {'J01': -16.0, 'top_mgr': 3}, {'J01': 4}, {'J01': 5}, 
25.0, {'J01': -27.8, 'top_mgr': 2}, {'J01': 4}, {'J01': 7}, 
30.0, {'J01': -32.0, 'top_mgr': 4}, {'J01': 4}, {'J01': 5}, 
35.0, {'J01': -40.0, 'top_mgr': 4}, {'J01': 4}, {'J01': 5}, 
40.0, {'J01': -52.00000000000001, 'top_mgr': 4}, {'J01': 4}, {'J01': 8}, 
45.0, {'J01': -73.00000000000001, 'top_mgr': 3}, {'J01': 4}, {'J01': 11}, 
50.0, {'J01': -70.2, 'top_mgr': 3}, {'J01': 3}, {'J01': 14}, 
55.0, {'J01': -109.20000000000002, 'top_mgr': 3}, {'J01': 4}, {'J01': 19}, 
60.0, {'J01': -140.2, 'top_mgr': 2}, {'J01': 6}, {'J01': 28}, 
65.0, {'J01': -176.20000000000002, 'top_mgr': 1}, {'J01': 7}, {'J01': 33}, 
70.0, {'J01': -197.80000000000004, 'top_mgr': 3}, {'J01': 7}, {'J01': 31}, 
75.0, {'J01': -234.20000000000002, 'top_mgr': 1}, {'J01': 7}, {'J01': 32}, 
80.0, {'J01': -199.00000000000003, 'top_mgr': 9}, {'J01': 6}, {'J01': 25}, 
85.0, {'J01': -159.4, 'top_mgr': 9}, {'J01': 4}, {'J01': 17}, 
90.0, {'J01': -166.6, 'top_mgr': 8}, {'J01': 3}, {'J01': 15}, 
95.0, {'J01': -209.00000000000003, 'top_mgr': 1}, {'J01': 4}, {'J01': 20}, 
100.0, {'J01': -262.00000000000006, 'top_mgr': 0}, {'J01': 7}, {'J01': 29}, 
105.0, {'J01': -202.60000000000002, 'top_mgr': 6}, {'J01': 7}, {'J01': 28}, 
110.0, {'J01': -223.40000000000003, 'top_mgr': 2}, {'J01': 7}, {'J01': 29}, 
115.0, {'J01': -267.4, 'top_mgr': 0}, {'J01': 7}, {'J01': 35}, 
120.0, {'J01': -292.59999999999997, 'top_mgr': 4}, {'J01': 7}, {'J01': 34}, 
125.0, {'J01': -271.0, 'top_mgr': 7}, {'J01': 7}, {'J01': 28}, 
130.0, {'J01': -306.20000000000005, 'top_mgr': 1}, {'J01': 7}, {'J01': 32}, 
135.0, {'J01': -360.2, 'top_mgr': 0}, {'J01': 7}, {'J01': 38}, 
140.0, {'J01': -389.6, 'top_mgr': 1}, {'J01': 7}, {'J01': 40}, 
145.0, {'J01': -274.79999999999995, 'top_mgr': 13}, {'J01': 6}, {'J01': 30}, 
150.0, {'J01': -293.6, 'top_mgr': 5}, {'J01': 5}, {'J01': 27}, 
155.0, {'J01': -343.80000000000007, 'top_mgr': 1}, {'J01': 5}, {'J01': 34}, 
160.0, {'J01': -336.00000000000006, 'top_mgr': 6}, {'J01': 7}, {'J01': 33}, 
165.0, {'J01': -380.0, 'top_mgr': 0}, {'J01': 7}, {'J01': 37}, 
170.0, {'J01': -365.80000000000007, 'top_mgr': 4}, {'J01': 7}, {'J01': 36}, 
175.0, {'J01': -360.8, 'top_mgr': 2}, {'J01': 7}, {'J01': 37}, 
180.0, {'J01': -345.40000000000003, 'top_mgr': 6}, {'J01': 7}, {'J01': 35}, 
185.0, {'J01': -388.8, 'top_mgr': 2}, {'J01': 7}, {'J01': 37}, 
190.0, {'J01': -422.40000000000003, 'top_mgr': 2}, {'J01': 7}, {'J01': 39}, 
195.0, {'J01': -395.20000000000005, 'top_mgr': 4}, {'J01': 7}, {'J01': 36}, 
200.0, {'J01': -431.40000000000003, 'top_mgr': 1}, {'J01': 8}, {'J01': 39}, 
205.0, {'J01': -420.2000000000001, 'top_mgr': 6}, {'J01': 8}, {'J01': 34}, 
210.0, {'J01': -425.80000000000007, 'top_mgr': 5}, {'J01': 8}, {'J01': 32}, 
