5.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -1.8, 'top_mgr': 0}, {'J01': 1}, {'J01': 1}, 
15.0, {'J01': -12.0, 'top_mgr': 2}, {'J01': 3}, {'J01': 6}, 
20.0, {'J01': -20.0, 'top_mgr': 2}, {'J01': 2}, {'J01': 6}, 
25.0, {'J01': -32.2, 'top_mgr': 1}, {'J01': 3}, {'J01': 7}, 
30.0, {'J01': -39.0, 'top_mgr': 5}, {'J01': 4}, {'J01': 9}, 
35.0, {'J01': -52.0, 'top_mgr': 2}, {'J01': 4}, {'J01': 9}, 
40.0, {'J01': -77.0, 'top_mgr': 0}, {'J01': 4}, {'J01': 14}, 
45.0, {'J01': -83.40000000000002, 'top_mgr': 3}, {'J01': 6}, {'J01': 20}, 
50.0, {'J01': -93.0, 'top_mgr': 5}, {'J01': 7}, {'J01': 21}, 
55.0, {'J01': -129.20000000000002, 'top_mgr': 2}, {'J01': 7}, {'J01': 21}, 
60.0, {'J01': -170.8, 'top_mgr': 1}, {'J01': 7}, {'J01': 28}, 
65.0, {'J01': -193.6, 'top_mgr': 1}, {'J01': 7}, {'J01': 31}, 
70.0, {'J01': -220.6, 'top_mgr': 8}, {'J01': 7}, {'J01': 30}, 
75.0, {'J01': -264.8, 'top_mgr': 1}, {'J01': 7}, {'J01': 33}, 
80.0, {'J01': -296.00000000000006, 'top_mgr': 2}, {'J01': 7}, {'J01': 35}, 
85.0, {'J01': -320.0, 'top_mgr': 3}, {'J01': 7}, {'J01': 34}, 
90.0, {'J01': -338.2, 'top_mgr': 1}, {'J01': 7}, {'J01': 34}, 
95.0, {'J01': -331.6, 'top_mgr': 3}, {'J01': 7}, {'J01': 34}, 
100.0, {'J01': -367.4, 'top_mgr': 3}, {'J01': 7}, {'J01': 33}, 
105.0, {'J01': -388.0, 'top_mgr': 2}, {'J01': 7}, {'J01': 33}, 
110.0, {'J01': -441.0, 'top_mgr': 0}, {'J01': 7}, {'J01': 38}, 
115.0, {'J01': -454.59999999999997, 'top_mgr': 3}, {'J01': 7}, {'J01': 37}, 
120.0, {'J01': -489.0, 'top_mgr': 3}, {'J01': 7}, {'J01': 39}, 
125.0, {'J01': -475.20000000000005, 'top_mgr': 1}, {'J01': 7}, {'J01': 43}, 
130.0, {'J01': -482.0, 'top_mgr': 3}, {'J01': 7}, {'J01': 42}, 
135.0, {'J01': -486.6, 'top_mgr': 2}, {'J01': 7}, {'J01': 42}, 
140.0, {'J01': -508.8, 'top_mgr': 2}, {'J01': 9}, {'J01': 45}, 
145.0, {'J01': -549.8, 'top_mgr': 1}, {'J01': 9}, {'J01': 46}, 
150.0, {'J01': -594.8000000000001, 'top_mgr': 0}, {'J01': 11}, {'J01': 51}, 
155.0, {'J01': -634.8000000000002, 'top_mgr': 0}, {'J01': 11}, {'J01': 51}, 
160.0, {'J01': -609.0, 'top_mgr': 8}, {'J01': 9}, {'J01': 45}, 
165.0, {'J01': -649.4000000000001, 'top_mgr': 1}, {'J01': 8}, {'J01': 45}, 
170.0, {'J01': -686.8000000000001, 'top_mgr': 1}, {'J01': 10}, {'J01': 49}, 
175.0, {'J01': -725.4000000000001, 'top_mgr': 2}, {'J01': 12}, {'J01': 52}, 
180.0, {'J01': -766.4000000000001, 'top_mgr': 0}, {'J01': 12}, {'J01': 53}, 
185.0, {'J01': -744.8000000000001, 'top_mgr': 6}, {'J01': 13}, {'J01': 48}, 
190.0, {'J01': -595.8000000000001, 'top_mgr': 15}, {'J01': 11}, {'J01': 33}, 
195.0, {'J01': -488.79999999999995, 'top_mgr': 13}, {'J01': 8}, {'J01': 23}, 
200.0, {'J01': -528.8000000000001, 'top_mgr': 0}, {'J01': 8}, {'J01': 27}, 
205.0, {'J01': -575.8000000000001, 'top_mgr': 0}, {'J01': 9}, {'J01': 38}, 
210.0, {'J01': -613.8000000000001, 'top_mgr': 0}, {'J01': 9}, {'J01': 40}, 
215.0, {'J01': -540.2000000000002, 'top_mgr': 6}, {'J01': 8}, {'J01': 37}, 
220.0, {'J01': -540.6, 'top_mgr': 1}, {'J01': 8}, {'J01': 37}, 
225.0, {'J01': -576.6, 'top_mgr': 0}, {'J01': 10}, {'J01': 41}, 
230.0, {'J01': -608.6, 'top_mgr': 0}, {'J01': 10}, {'J01': 41}, 
235.0, {'J01': -642.6, 'top_mgr': 0}, {'J01': 10}, {'J01': 43}, 
240.0, {'J01': -670.8000000000001, 'top_mgr': 1}, {'J01': 10}, {'J01': 42}, 
245.0, {'J01': -600.2, 'top_mgr': 6}, {'J01': 11}, {'J01': 38}, 
250.0, {'J01': -628.6000000000001, 'top_mgr': 2}, {'J01': 11}, {'J01': 41}, 
255.0, {'J01': -653.2, 'top_mgr': 5}, {'J01': 11}, {'J01': 41}, 
260.0, {'J01': -688.2, 'top_mgr': 0}, {'J01': 12}, {'J01': 45}, 
265.0, {'J01': -544.0000000000001, 'top_mgr': 9}, {'J01': 12}, {'J01': 40}, 
270.0, {'J01': -487.6000000000001, 'top_mgr': 2}, {'J01': 15}, {'J01': 42}, 
275.0, {'J01': -536.6, 'top_mgr': 0}, {'J01': 15}, {'J01': 47}, 
280.0, {'J01': -583.6, 'top_mgr': 0}, {'J01': 15}, {'J01': 50}, 
285.0, {'J01': -608.8000000000001, 'top_mgr': 2}, {'J01': 16}, {'J01': 50}, 
290.0, {'J01': -620.2, 'top_mgr': 1}, {'J01': 17}, {'J01': 50}, 
295.0, {'J01': -660.2, 'top_mgr': 0}, {'J01': 18}, {'J01': 52}, 
300.0, {'J01': -703.2, 'top_mgr': 0}, {'J01': 19}, {'J01': 55}, 
305.0, {'J01': -685.8000000000001, 'top_mgr': 4}, {'J01': 19}, {'J01': 51}, 
310.0, {'J01': -678.6, 'top_mgr': 2}, {'J01': 19}, {'J01': 50}, 
315.0, {'J01': -593.2, 'top_mgr': 5}, {'J01': 21}, {'J01': 51}, 
320.0, {'J01': -630.2, 'top_mgr': 1}, {'J01': 21}, {'J01': 52}, 
325.0, {'J01': -671.6, 'top_mgr': 0}, {'J01': 22}, {'J01': 57}, 
330.0, {'J01': -648.0, 'top_mgr': 6}, {'J01': 23}, {'J01': 53}, 
335.0, {'J01': -643.6, 'top_mgr': 5}, {'J01': 24}, {'J01': 51}, 
340.0, {'J01': -672.0, 'top_mgr': 2}, {'J01': 24}, {'J01': 54}, 
345.0, {'J01': -711.0, 'top_mgr': 0}, {'J01': 24}, {'J01': 57}, 
350.0, {'J01': -749.0, 'top_mgr': 0}, {'J01': 25}, {'J01': 59}, 
355.0, {'J01': -765.8, 'top_mgr': 3}, {'J01': 27}, {'J01': 59}, 
360.0, {'J01': -786.1999999999999, 'top_mgr': 2}, {'J01': 27}, {'J01': 59}, 
365.0, {'J01': -818.1999999999999, 'top_mgr': 2}, {'J01': 27}, {'J01': 61}, 
370.0, {'J01': -843.4, 'top_mgr': 2}, {'J01': 27}, {'J01': 60}, 
375.0, {'J01': -855.9999999999999, 'top_mgr': 2}, {'J01': 27}, {'J01': 60}, 
380.0, {'J01': -832.2, 'top_mgr': 7}, {'J01': 25}, {'J01': 55}, 
385.0, {'J01': -859.2, 'top_mgr': 1}, {'J01': 26}, {'J01': 56}, 
390.0, {'J01': -896.6, 'top_mgr': 0}, {'J01': 26}, {'J01': 60}, 
395.0, {'J01': -720.8, 'top_mgr': 14}, {'J01': 22}, {'J01': 48}, 
400.0, {'J01': -759.8, 'top_mgr': 2}, {'J01': 24}, {'J01': 50}, 
405.0, {'J01': -776.0000000000001, 'top_mgr': 5}, {'J01': 24}, {'J01': 49}, 
410.0, {'J01': -779.8000000000001, 'top_mgr': 3}, {'J01': 24}, {'J01': 53}, 
415.0, {'J01': -816.2, 'top_mgr': 1}, {'J01': 25}, {'J01': 57}, 
420.0, {'J01': -813.2, 'top_mgr': 4}, {'J01': 27}, {'J01': 56}, 
425.0, {'J01': -841.8, 'top_mgr': 2}, {'J01': 27}, {'J01': 58}, 
430.0, {'J01': -880.0, 'top_mgr': 1}, {'J01': 27}, {'J01': 63}, 
435.0, {'J01': -851.2, 'top_mgr': 2}, {'J01': 28}, {'J01': 62}, 
440.0, {'J01': -883.2, 'top_mgr': 2}, {'J01': 28}, {'J01': 60}, 
445.0, {'J01': -921.2, 'top_mgr': 0}, {'J01': 28}, {'J01': 62}, 
450.0, {'J01': -929.2, 'top_mgr': 1}, {'J01': 31}, {'J01': 64}, 
455.0, {'J01': -964.4000000000001, 'top_mgr': 0}, {'J01': 32}, {'J01': 66}, 
460.0, {'J01': -986.4000000000001, 'top_mgr': 3}, {'J01': 33}, {'J01': 64}, 
465.0, {'J01': -955.2000000000002, 'top_mgr': 4}, {'J01': 33}, {'J01': 60}, 
470.0, {'J01': -982.0000000000001, 'top_mgr': 2}, {'J01': 33}, {'J01': 62}, 
475.0, {'J01': -1018.0000000000001, 'top_mgr': 0}, {'J01': 33}, {'J01': 66}, 
480.0, {'J01': -1053.0, 'top_mgr': 1}, {'J01': 34}, {'J01': 69}, 
485.0, {'J01': -1086.0, 'top_mgr': 0}, {'J01': 35}, {'J01': 70}, 
490.0, {'J01': -1108.8, 'top_mgr': 3}, {'J01': 36}, {'J01': 68}, 
495.0, {'J01': -1126.3999999999999, 'top_mgr': 2}, {'J01': 36}, {'J01': 70}, 
500.0, {'J01': -1163.1999999999998, 'top_mgr': 0}, {'J01': 36}, {'J01': 74}, 
505.0, {'J01': -1201.1999999999998, 'top_mgr': 0}, {'J01': 36}, {'J01': 76}, 
510.0, {'J01': -1241.8, 'top_mgr': 0}, {'J01': 36}, {'J01': 79}, 
515.0, {'J01': -1281.8, 'top_mgr': 0}, {'J01': 36}, {'J01': 79}, 
520.0, {'J01': -1322.8, 'top_mgr': 0}, {'J01': 36}, {'J01': 80}, 
525.0, {'J01': -1177.6, 'top_mgr': 12}, {'J01': 33}, {'J01': 69}, 
530.0, {'J01': -1077.3999999999999, 'top_mgr': 4}, {'J01': 32}, {'J01': 65}, 
535.0, {'J01': -1123.4, 'top_mgr': 0}, {'J01': 32}, {'J01': 71}, 
540.0, {'J01': -1168.4, 'top_mgr': 0}, {'J01': 32}, {'J01': 76}, 
545.0, {'J01': -1186.6, 'top_mgr': 4}, {'J01': 32}, {'J01': 72}, 
550.0, {'J01': -1145.1999999999998, 'top_mgr': 3}, {'J01': 32}, {'J01': 70}, 
555.0, {'J01': -1186.1999999999998, 'top_mgr': 0}, {'J01': 36}, {'J01': 75}, 
560.0, {'J01': -1217.7999999999997, 'top_mgr': 1}, {'J01': 36}, {'J01': 74}, 
565.0, {'J01': -1132.6, 'top_mgr': 11}, {'J01': 33}, {'J01': 65}, 
570.0, {'J01': -919.8, 'top_mgr': 8}, {'J01': 31}, {'J01': 58}, 
575.0, {'J01': -961.9999999999999, 'top_mgr': 1}, {'J01': 31}, {'J01': 63}, 
580.0, {'J01': -939.9999999999999, 'top_mgr': 2}, {'J01': 31}, {'J01': 68}, 
585.0, {'J01': -777.4, 'top_mgr': 12}, {'J01': 28}, {'J01': 57}, 
590.0, {'J01': -783.6, 'top_mgr': 7}, {'J01': 27}, {'J01': 52}, 
595.0, {'J01': -826.4, 'top_mgr': 1}, {'J01': 29}, {'J01': 59}, 
600.0, {'J01': -852.0, 'top_mgr': 1}, {'J01': 29}, {'J01': 65}, 
605.0, {'J01': -884.0, 'top_mgr': 0}, {'J01': 29}, {'J01': 65}, 
610.0, {'J01': -868.8, 'top_mgr': 5}, {'J01': 32}, {'J01': 63}, 
615.0, {'J01': -865.0, 'top_mgr': 4}, {'J01': 35}, {'J01': 64}, 
620.0, {'J01': -605.2, 'top_mgr': 12}, {'J01': 31}, {'J01': 54}, 
625.0, {'J01': -520.5999999999999, 'top_mgr': 9}, {'J01': 31}, {'J01': 51}, 
630.0, {'J01': -557.5999999999999, 'top_mgr': 0}, {'J01': 31}, {'J01': 56}, 
635.0, {'J01': -594.5999999999999, 'top_mgr': 0}, {'J01': 31}, {'J01': 61}, 
640.0, {'J01': -628.5999999999999, 'top_mgr': 0}, {'J01': 31}, {'J01': 63}, 
645.0, {'J01': -666.3999999999999, 'top_mgr': 0}, {'J01': 32}, {'J01': 67}, 
650.0, {'J01': -584.4000000000001, 'top_mgr': 11}, {'J01': 32}, {'J01': 61}, 
