5.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
10.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
15.0, {'J8': np.float32(-0.002232143)}, {'J8': 1}, {'J8': 1}, 
20.0, {'J8': np.float32(-0.058035713)}, {'J8': 1}, {'J8': 2}, 
25.0, {'J8': np.float32(-0.14732143)}, {'J8': 1}, {'J8': 2}, 
30.0, {'J8': np.float32(-0.23660715)}, {'J8': 1}, {'J8': 2}, 
35.0, {'J8': np.float32(-0.1875)}, {'J8': 1}, {'J8': 2}, 
40.0, {'J8': np.float32(-0.23660715)}, {'J8': 1}, {'J8': 2}, 
45.0, {'J8': np.float32(-0.34598213)}, {'J8': 3}, {'J8': 4}, 
50.0, {'J8': np.float32(-0.5245536)}, {'J8': 3}, {'J8': 4}, 
55.0, {'J8': np.float32(-0.55803573)}, {'J8': 2}, {'J8': 3}, 
60.0, {'J8': np.float32(-0.56696427)}, {'J8': 3}, {'J8': 4}, 
65.0, {'J8': np.float32(-0.59821427)}, {'J8': 4}, {'J8': 5}, 
70.0, {'J8': np.float32(-0.859375)}, {'J8': 4}, {'J8': 7}, 
75.0, {'J8': np.float32(-1.171875)}, {'J8': 4}, {'J8': 7}, 
80.0, {'J8': np.float32(-1.4933035)}, {'J8': 4}, {'J8': 8}, 
85.0, {'J8': np.float32(-1.8727678)}, {'J8': 4}, {'J8': 9}, 
90.0, {'J8': np.float32(-1.8415178)}, {'J8': 4}, {'J8': 8}, 
95.0, {'J8': np.float32(-2.216518)}, {'J8': 4}, {'J8': 9}, 
100.0, {'J8': np.float32(-2.34375)}, {'J8': 4}, {'J8': 9}, 
105.0, {'J8': np.float32(-2.341518)}, {'J8': 5}, {'J8': 9}, 
110.0, {'J8': np.float32(-2.3392856)}, {'J8': 5}, {'J8': 8}, 
115.0, {'J8': np.float32(-2.7232144)}, {'J8': 5}, {'J8': 10}, 
120.0, {'J8': np.float32(-3.1808035)}, {'J8': 5}, {'J8': 11}, 
125.0, {'J8': np.float32(-3.689732)}, {'J8': 5}, {'J8': 13}, 
130.0, {'J8': np.float32(-4.0)}, {'J8': 5}, {'J8': 14}, 
135.0, {'J8': np.float32(-4.0)}, {'J8': 6}, {'J8': 15}, 
140.0, {'J8': np.float32(-4.0)}, {'J8': 7}, {'J8': 16}, 
145.0, {'J8': np.float32(-4.0)}, {'J8': 8}, {'J8': 17}, 
150.0, {'J8': np.float32(-4.0)}, {'J8': 8}, {'J8': 15}, 
155.0, {'J8': np.float32(-4.0)}, {'J8': 7}, {'J8': 14}, 
