5.0, {'J01': np.float32(0.0)}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': np.float32(0.0)}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': np.float32(-0.020089285)}, {'J01': 1}, {'J01': 2}, 
20.0, {'J01': np.float32(-0.15625)}, {'J01': 4}, {'J01': 6}, 
25.0, {'J01': np.float32(-0.23214285)}, {'J01': 3}, {'J01': 5}, 
30.0, {'J01': np.float32(-0.18526785)}, {'J01': 3}, {'J01': 5}, 
35.0, {'J01': np.float32(-0.43973213)}, {'J01': 3}, {'J01': 10}, 
40.0, {'J01': np.float32(-0.3169643)}, {'J01': 3}, {'J01': 7}, 
45.0, {'J01': np.float32(-0.29464287)}, {'J01': 3}, {'J01': 4}, 
50.0, {'J01': np.float32(-0.3861607)}, {'J01': 2}, {'J01': 7}, 
55.0, {'J01': np.float32(-0.47098213)}, {'J01': 2}, {'J01': 9}, 
60.0, {'J01': np.float32(-0.796875)}, {'J01': 3}, {'J01': 13}, 
65.0, {'J01': np.float32(-1.4308035)}, {'J01': 4}, {'J01': 19}, 
70.0, {'J01': np.float32(-1.8258928)}, {'J01': 3}, {'J01': 18}, 
75.0, {'J01': np.float32(-1.8995535)}, {'J01': 4}, {'J01': 15}, 
80.0, {'J01': np.float32(-1.4598215)}, {'J01': 4}, {'J01': 13}, 
85.0, {'J01': np.float32(-1.6316965)}, {'J01': 4}, {'J01': 16}, 
90.0, {'J01': np.float32(-2.0848215)}, {'J01': 4}, {'J01': 13}, 
95.0, {'J01': np.float32(-2.2857144)}, {'J01': 4}, {'J01': 13}, 
100.0, {'J01': np.float32(-1.9866072)}, {'J01': 3}, {'J01': 16}, 
105.0, {'J01': np.float32(-2.783482)}, {'J01': 5}, {'J01': 22}, 
110.0, {'J01': np.float32(-3.8058035)}, {'J01': 6}, {'J01': 27}, 
115.0, {'J01': np.float32(-4.0)}, {'J01': 7}, {'J01': 33}, 
120.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 31}, 
125.0, {'J01': np.float32(-4.0)}, {'J01': 6}, {'J01': 25}, 
130.0, {'J01': np.float32(-4.0)}, {'J01': 5}, {'J01': 21}, 
135.0, {'J01': np.float32(-4.0)}, {'J01': 5}, {'J01': 25}, 
140.0, {'J01': np.float32(-4.0)}, {'J01': 6}, {'J01': 25}, 
145.0, {'J01': np.float32(-4.0)}, {'J01': 6}, {'J01': 29}, 
150.0, {'J01': np.float32(-4.0)}, {'J01': 6}, {'J01': 26}, 
155.0, {'J01': np.float32(-4.0)}, {'J01': 5}, {'J01': 22}, 
160.0, {'J01': np.float32(-4.0)}, {'J01': 5}, {'J01': 18}, 
165.0, {'J01': np.float32(-4.0)}, {'J01': 6}, {'J01': 17}, 
170.0, {'J01': np.float32(-4.0)}, {'J01': 6}, {'J01': 15}, 
175.0, {'J01': np.float32(-4.0)}, {'J01': 6}, {'J01': 16}, 
180.0, {'J01': np.float32(-4.0)}, {'J01': 7}, {'J01': 20}, 
185.0, {'J01': np.float32(-4.0)}, {'J01': 3}, {'J01': 18}, 
190.0, {'J01': np.float32(-4.0)}, {'J01': 5}, {'J01': 23}, 
195.0, {'J01': np.float32(-4.0)}, {'J01': 6}, {'J01': 27}, 
200.0, {'J01': np.float32(-4.0)}, {'J01': 7}, {'J01': 29}, 
205.0, {'J01': np.float32(-4.0)}, {'J01': 6}, {'J01': 27}, 
210.0, {'J01': np.float32(-4.0)}, {'J01': 6}, {'J01': 28}, 
215.0, {'J01': np.float32(-3.875)}, {'J01': 7}, {'J01': 22}, 
220.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 26}, 
225.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 32}, 
230.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 34}, 
235.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 35}, 
240.0, {'J01': np.float32(-4.0)}, {'J01': 7}, {'J01': 25}, 
245.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 18}, 
250.0, {'J01': np.float32(-3.5580356)}, {'J01': 4}, {'J01': 15}, 
255.0, {'J01': np.float32(-2.65625)}, {'J01': 4}, {'J01': 11}, 
260.0, {'J01': np.float32(-3.1183035)}, {'J01': 4}, {'J01': 15}, 
265.0, {'J01': np.float32(-2.877232)}, {'J01': 5}, {'J01': 22}, 
270.0, {'J01': np.float32(-3.595982)}, {'J01': 8}, {'J01': 34}, 
275.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 37}, 
280.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 33}, 
285.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 31}, 
290.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 34}, 
295.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 35}, 
300.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 40}, 
305.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 41}, 
310.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 40}, 
315.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 39}, 
320.0, {'J01': np.float32(-4.0)}, {'J01': 10}, {'J01': 40}, 
325.0, {'J01': np.float32(-4.0)}, {'J01': 10}, {'J01': 41}, 
330.0, {'J01': np.float32(-4.0)}, {'J01': 9}, {'J01': 37}, 
