5.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -10.0}, {'J01': 1}, {'J01': 5}, 
20.0, {'J01': -66.0}, {'J01': 3}, {'J01': 9}, 
25.0, {'J01': -105.0}, {'J01': 3}, {'J01': 7}, 
30.0, {'J01': -139.0}, {'J01': 4}, {'J01': 8}, 
35.0, {'J01': -121.5}, {'J01': 4}, {'J01': 7}, 
40.0, {'J01': -199.0}, {'J01': 4}, {'J01': 13}, 
45.0, {'J01': -241.0}, {'J01': 3}, {'J01': 14}, 
50.0, {'J01': -245.5}, {'J01': 5}, {'J01': 19}, 
55.0, {'J01': -407.5}, {'J01': 8}, {'J01': 25}, 
60.0, {'J01': -651.5}, {'J01': 8}, {'J01': 29}, 
65.0, {'J01': -692.5}, {'J01': 7}, {'J01': 28}, 
70.0, {'J01': -457.5}, {'J01': 4}, {'J01': 19}, 
75.0, {'J01': -453.0}, {'J01': 4}, {'J01': 18}, 
80.0, {'J01': -645.5}, {'J01': 4}, {'J01': 25}, 
85.0, {'J01': -779.5}, {'J01': 7}, {'J01': 27}, 
90.0, {'J01': -813.5}, {'J01': 8}, {'J01': 26}, 
95.0, {'J01': -1034.0}, {'J01': 8}, {'J01': 28}, 
100.0, {'J01': -1320.5}, {'J01': 8}, {'J01': 31}, 
105.0, {'J01': -1163.0}, {'J01': 7}, {'J01': 28}, 
110.0, {'J01': -741.5}, {'J01': 5}, {'J01': 20}, 
115.0, {'J01': -706.0}, {'J01': 4}, {'J01': 19}, 
120.0, {'J01': -853.0}, {'J01': 4}, {'J01': 22}, 
125.0, {'J01': -1016.0}, {'J01': 6}, {'J01': 27}, 
130.0, {'J01': -1129.0}, {'J01': 8}, {'J01': 29}, 
135.0, {'J01': -1431.0}, {'J01': 8}, {'J01': 33}, 
140.0, {'J01': -1773.5}, {'J01': 8}, {'J01': 37}, 
145.0, {'J01': -1734.5}, {'J01': 7}, {'J01': 33}, 
150.0, {'J01': -952.5}, {'J01': 4}, {'J01': 21}, 
155.0, {'J01': -988.5}, {'J01': 4}, {'J01': 20}, 
160.0, {'J01': -1202.5}, {'J01': 4}, {'J01': 26}, 
165.0, {'J01': -1096.0}, {'J01': 6}, {'J01': 30}, 
170.0, {'J01': -963.5}, {'J01': 8}, {'J01': 31}, 
175.0, {'J01': -1126.5}, {'J01': 8}, {'J01': 33}, 
180.0, {'J01': -1470.5}, {'J01': 8}, {'J01': 39}, 
185.0, {'J01': -1868.5}, {'J01': 8}, {'J01': 41}, 
190.0, {'J01': -2278.5}, {'J01': 8}, {'J01': 41}, 
195.0, {'J01': -2638.5}, {'J01': 8}, {'J01': 41}, 
200.0, {'J01': -2963.5}, {'J01': 8}, {'J01': 40}, 
205.0, {'J01': -3033.0}, {'J01': 8}, {'J01': 35}, 
210.0, {'J01': -3181.5}, {'J01': 8}, {'J01': 33}, 
215.0, {'J01': -3453.0}, {'J01': 8}, {'J01': 35}, 
220.0, {'J01': -3811.5}, {'J01': 8}, {'J01': 38}, 
225.0, {'J01': -2653.5}, {'J01': 7}, {'J01': 29}, 
230.0, {'J01': -1213.0}, {'J01': 4}, {'J01': 16}, 
235.0, {'J01': -1023.5}, {'J01': 4}, {'J01': 14}, 
240.0, {'J01': -1175.0}, {'J01': 4}, {'J01': 19}, 
245.0, {'J01': -1258.5}, {'J01': 6}, {'J01': 25}, 
250.0, {'J01': -1278.5}, {'J01': 8}, {'J01': 25}, 
255.0, {'J01': -1537.0}, {'J01': 8}, {'J01': 29}, 
260.0, {'J01': -1833.5}, {'J01': 8}, {'J01': 32}, 
265.0, {'J01': -1464.5}, {'J01': 7}, {'J01': 26}, 
270.0, {'J01': -535.5}, {'J01': 4}, {'J01': 16}, 
275.0, {'J01': -539.5}, {'J01': 4}, {'J01': 15}, 
280.0, {'J01': -699.0}, {'J01': 4}, {'J01': 21}, 
285.0, {'J01': -778.5}, {'J01': 6}, {'J01': 23}, 
290.0, {'J01': -845.0}, {'J01': 8}, {'J01': 26}, 
295.0, {'J01': -1056.5}, {'J01': 8}, {'J01': 27}, 
300.0, {'J01': -1345.0}, {'J01': 8}, {'J01': 33}, 
305.0, {'J01': -1313.5}, {'J01': 7}, {'J01': 30}, 
310.0, {'J01': -737.5}, {'J01': 5}, {'J01': 18}, 
315.0, {'J01': -761.5}, {'J01': 4}, {'J01': 19}, 
320.0, {'J01': -969.5}, {'J01': 4}, {'J01': 26}, 
325.0, {'J01': -1023.0}, {'J01': 6}, {'J01': 26}, 
