5.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
20.0, {'J01': -11.0}, {'J01': 1}, {'J01': 3}, 
25.0, {'J01': -43.0}, {'J01': 1}, {'J01': 4}, 
30.0, {'J01': -89.5}, {'J01': 2}, {'J01': 7}, 
35.0, {'J01': -172.5}, {'J01': 3}, {'J01': 12}, 
40.0, {'J01': -212.0}, {'J01': 4}, {'J01': 13}, 
45.0, {'J01': -295.0}, {'J01': 5}, {'J01': 15}, 
50.0, {'J01': -463.0}, {'J01': 6}, {'J01': 21}, 
55.0, {'J01': -686.0}, {'J01': 7}, {'J01': 25}, 
60.0, {'J01': -950.0}, {'J01': 7}, {'J01': 29}, 
65.0, {'J01': -1248.0}, {'J01': 7}, {'J01': 32}, 
70.0, {'J01': -1509.5}, {'J01': 7}, {'J01': 29}, 
75.0, {'J01': -1760.0}, {'J01': 7}, {'J01': 30}, 
80.0, {'J01': -1875.0}, {'J01': 7}, {'J01': 32}, 
85.0, {'J01': -2062.0}, {'J01': 7}, {'J01': 28}, 
90.0, {'J01': -2319.5}, {'J01': 7}, {'J01': 28}, 
95.0, {'J01': -2535.0}, {'J01': 7}, {'J01': 26}, 
100.0, {'J01': -2787.0}, {'J01': 7}, {'J01': 31}, 
105.0, {'J01': -3103.0}, {'J01': 7}, {'J01': 34}, 
110.0, {'J01': -3381.0}, {'J01': 7}, {'J01': 33}, 
115.0, {'J01': -3673.0}, {'J01': 7}, {'J01': 33}, 
120.0, {'J01': -3964.5}, {'J01': 7}, {'J01': 33}, 
125.0, {'J01': -4292.5}, {'J01': 8}, {'J01': 38}, 
130.0, {'J01': -3678.5}, {'J01': 7}, {'J01': 35}, 
135.0, {'J01': -1860.0}, {'J01': 5}, {'J01': 23}, 
140.0, {'J01': -1276.5}, {'J01': 4}, {'J01': 17}, 
145.0, {'J01': -1462.5}, {'J01': 4}, {'J01': 23}, 
150.0, {'J01': -1589.0}, {'J01': 6}, {'J01': 26}, 
155.0, {'J01': -1523.0}, {'J01': 8}, {'J01': 29}, 
160.0, {'J01': -1812.0}, {'J01': 8}, {'J01': 33}, 
165.0, {'J01': -2011.0}, {'J01': 8}, {'J01': 33}, 
170.0, {'J01': -2226.5}, {'J01': 8}, {'J01': 37}, 
175.0, {'J01': -2222.0}, {'J01': 8}, {'J01': 36}, 
180.0, {'J01': -1352.0}, {'J01': 6}, {'J01': 31}, 
185.0, {'J01': -1341.5}, {'J01': 5}, {'J01': 28}, 
190.0, {'J01': -1625.5}, {'J01': 6}, {'J01': 32}, 
195.0, {'J01': -1793.0}, {'J01': 6}, {'J01': 35}, 
200.0, {'J01': -2025.5}, {'J01': 8}, {'J01': 38}, 
205.0, {'J01': -1950.5}, {'J01': 8}, {'J01': 35}, 
210.0, {'J01': -2223.0}, {'J01': 8}, {'J01': 36}, 
215.0, {'J01': -2361.5}, {'J01': 8}, {'J01': 36}, 
220.0, {'J01': -2524.5}, {'J01': 8}, {'J01': 33}, 
225.0, {'J01': -2855.0}, {'J01': 8}, {'J01': 34}, 
230.0, {'J01': -3207.0}, {'J01': 9}, {'J01': 38}, 
235.0, {'J01': -3348.5}, {'J01': 9}, {'J01': 39}, 
240.0, {'J01': -3406.0}, {'J01': 9}, {'J01': 35}, 
245.0, {'J01': -3630.5}, {'J01': 9}, {'J01': 34}, 
250.0, {'J01': -3871.0}, {'J01': 10}, {'J01': 39}, 
255.0, {'J01': -4182.5}, {'J01': 10}, {'J01': 40}, 
260.0, {'J01': -2951.5}, {'J01': 7}, {'J01': 31}, 
265.0, {'J01': -2616.0}, {'J01': 6}, {'J01': 27}, 
270.0, {'J01': -2857.0}, {'J01': 6}, {'J01': 30}, 
275.0, {'J01': -3172.5}, {'J01': 10}, {'J01': 35}, 
280.0, {'J01': -3347.5}, {'J01': 10}, {'J01': 39}, 
285.0, {'J01': -3602.5}, {'J01': 10}, {'J01': 42}, 
290.0, {'J01': -2886.0}, {'J01': 9}, {'J01': 36}, 
295.0, {'J01': -2362.5}, {'J01': 8}, {'J01': 31}, 
