5.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
10.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
15.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
20.0, {'J8': np.float32(-0.026785715)}, {'J8': 1}, {'J8': 2}, 
25.0, {'J8': np.float32(-0.06696428)}, {'J8': 1}, {'J8': 1}, 
30.0, {'J8': np.float32(-0.116071425)}, {'J8': 1}, {'J8': 2}, 
35.0, {'J8': np.float32(-0.16964285)}, {'J8': 1}, {'J8': 2}, 
40.0, {'J8': np.float32(-0.20089285)}, {'J8': 1}, {'J8': 1}, 
45.0, {'J8': np.float32(-0.26785713)}, {'J8': 1}, {'J8': 2}, 
50.0, {'J8': np.float32(-0.3705357)}, {'J8': 2}, {'J8': 3}, 
55.0, {'J8': np.float32(-0.39285713)}, {'J8': 1}, {'J8': 2}, 
60.0, {'J8': np.float32(-0.41294643)}, {'J8': 3}, {'J8': 4}, 
65.0, {'J8': np.float32(-0.62946427)}, {'J8': 4}, {'J8': 7}, 
70.0, {'J8': np.float32(-0.78125)}, {'J8': 4}, {'J8': 5}, 
75.0, {'J8': np.float32(-0.9151786)}, {'J8': 4}, {'J8': 5}, 
80.0, {'J8': np.float32(-1.0915178)}, {'J8': 4}, {'J8': 4}, 
85.0, {'J8': np.float32(-1.2745535)}, {'J8': 4}, {'J8': 5}, 
90.0, {'J8': np.float32(-1.5200893)}, {'J8': 4}, {'J8': 7}, 
95.0, {'J8': np.float32(-1.6785715)}, {'J8': 4}, {'J8': 5}, 
100.0, {'J8': np.float32(-1.8058035)}, {'J8': 4}, {'J8': 4}, 
105.0, {'J8': np.float32(-2.0066965)}, {'J8': 5}, {'J8': 6}, 
110.0, {'J8': np.float32(-2.2879465)}, {'J8': 5}, {'J8': 7}, 
115.0, {'J8': np.float32(-2.5066965)}, {'J8': 5}, {'J8': 6}, 
120.0, {'J8': np.float32(-2.6830356)}, {'J8': 5}, {'J8': 6}, 
125.0, {'J8': np.float32(-2.9776785)}, {'J8': 5}, {'J8': 8}, 
130.0, {'J8': np.float32(-3.171875)}, {'J8': 5}, {'J8': 6}, 
135.0, {'J8': np.float32(-3.439732)}, {'J8': 5}, {'J8': 6}, 
140.0, {'J8': np.float32(-3.5848215)}, {'J8': 5}, {'J8': 6}, 
145.0, {'J8': np.float32(-3.859375)}, {'J8': 5}, {'J8': 7}, 
150.0, {'J8': np.float32(-4.0)}, {'J8': 5}, {'J8': 9}, 
155.0, {'J8': np.float32(-4.0)}, {'J8': 5}, {'J8': 9}, 
160.0, {'J8': np.float32(-4.0)}, {'J8': 5}, {'J8': 7}, 
165.0, {'J8': np.float32(-4.0)}, {'J8': 5}, {'J8': 9}, 
170.0, {'J8': np.float32(-4.0)}, {'J8': 6}, {'J8': 11}, 
175.0, {'J8': np.float32(-4.0)}, {'J8': 6}, {'J8': 11}, 
180.0, {'J8': np.float32(-4.0)}, {'J8': 5}, {'J8': 10}, 
185.0, {'J8': np.float32(-4.0)}, {'J8': 5}, {'J8': 11}, 
190.0, {'J8': np.float32(-4.0)}, {'J8': 5}, {'J8': 10}, 
195.0, {'J8': np.float32(-4.0)}, {'J8': 5}, {'J8': 9}, 
200.0, {'J8': np.float32(-4.0)}, {'J8': 5}, {'J8': 7}, 
205.0, {'J8': np.float32(-4.0)}, {'J8': 5}, {'J8': 8}, 
210.0, {'J8': np.float32(-4.0)}, {'J8': 6}, {'J8': 11}, 
215.0, {'J8': np.float32(-4.0)}, {'J8': 7}, {'J8': 12}, 
220.0, {'J8': np.float32(-4.0)}, {'J8': 7}, {'J8': 12}, 
225.0, {'J8': np.float32(-4.0)}, {'J8': 8}, {'J8': 13}, 
230.0, {'J8': np.float32(-4.0)}, {'J8': 8}, {'J8': 13}, 
235.0, {'J8': np.float32(-4.0)}, {'J8': 8}, {'J8': 15}, 
240.0, {'J8': np.float32(-4.0)}, {'J8': 8}, {'J8': 15}, 
245.0, {'J8': np.float32(-4.0)}, {'J8': 8}, {'J8': 15}, 
250.0, {'J8': np.float32(-4.0)}, {'J8': 8}, {'J8': 17}, 
255.0, {'J8': np.float32(-4.0)}, {'J8': 8}, {'J8': 15}, 
260.0, {'J8': np.float32(-4.0)}, {'J8': 8}, {'J8': 13}, 
265.0, {'J8': np.float32(-4.0)}, {'J8': 8}, {'J8': 13}, 
270.0, {'J8': np.float32(-4.0)}, {'J8': 8}, {'J8': 13}, 
275.0, {'J8': np.float32(-4.0)}, {'J8': 8}, {'J8': 13}, 
280.0, {'J8': np.float32(-4.0)}, {'J8': 8}, {'J8': 13}, 
