5.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
10.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
15.0, {'J8': np.float32(-0.018181818)}, {'J8': 1}, {'J8': 1}, 
20.0, {'J8': np.float32(-0.23636363)}, {'J8': 1}, {'J8': 2}, 
25.0, {'J8': np.float32(-0.36363637)}, {'J8': 1}, {'J8': 2}, 
30.0, {'J8': np.float32(0.054545455)}, {'J8': 1}, {'J8': 1}, 
35.0, {'J8': np.float32(-0.23636363)}, {'J8': 1}, {'J8': 3}, 
40.0, {'J8': np.float32(-0.7)}, {'J8': 3}, {'J8': 6}, 
45.0, {'J8': np.float32(-1.1)}, {'J8': 3}, {'J8': 7}, 
50.0, {'J8': np.float32(-0.92727274)}, {'J8': 4}, {'J8': 8}, 
55.0, {'J8': np.float32(-1.5090909)}, {'J8': 4}, {'J8': 9}, 
60.0, {'J8': np.float32(-2.2363636)}, {'J8': 6}, {'J8': 13}, 
65.0, {'J8': np.float32(-2.4818182)}, {'J8': 7}, {'J8': 15}, 
70.0, {'J8': np.float32(-0.6454545)}, {'J8': 6}, {'J8': 13}, 
75.0, {'J8': np.float32(0.3909091)}, {'J8': 6}, {'J8': 12}, 
80.0, {'J8': np.float32(-2.209091)}, {'J8': 6}, {'J8': 13}, 
85.0, {'J8': np.float32(-2.4454546)}, {'J8': 6}, {'J8': 14}, 
90.0, {'J8': np.float32(-2.5545454)}, {'J8': 7}, {'J8': 15}, 
95.0, {'J8': np.float32(-2.7272727)}, {'J8': 7}, {'J8': 15}, 
100.0, {'J8': np.float32(-2.7545455)}, {'J8': 8}, {'J8': 16}, 
105.0, {'J8': np.float32(-2.4363637)}, {'J8': 7}, {'J8': 16}, 
110.0, {'J8': np.float32(-2.909091)}, {'J8': 7}, {'J8': 16}, 
115.0, {'J8': np.float32(-0.7909091)}, {'J8': 7}, {'J8': 16}, 
120.0, {'J8': np.float32(3.0)}, {'J8': 5}, {'J8': 12}, 
125.0, {'J8': np.float32(1.9272727)}, {'J8': 5}, {'J8': 10}, 
130.0, {'J8': np.float32(-0.7090909)}, {'J8': 5}, {'J8': 10}, 
135.0, {'J8': np.float32(1.6636363)}, {'J8': 5}, {'J8': 9}, 
140.0, {'J8': np.float32(1.5181818)}, {'J8': 5}, {'J8': 10}, 
145.0, {'J8': np.float32(-1.9818182)}, {'J8': 5}, {'J8': 13}, 
150.0, {'J8': np.float32(-2.4727273)}, {'J8': 6}, {'J8': 15}, 
155.0, {'J8': np.float32(-2.8)}, {'J8': 7}, {'J8': 16}, 
160.0, {'J8': np.float32(-2.9363637)}, {'J8': 8}, {'J8': 17}, 
165.0, {'J8': np.float32(-3.0)}, {'J8': 8}, {'J8': 17}, 
170.0, {'J8': np.float32(-3.0)}, {'J8': 8}, {'J8': 17}, 
175.0, {'J8': np.float32(-3.0)}, {'J8': 8}, {'J8': 17}, 
180.0, {'J8': np.float32(-3.0)}, {'J8': 8}, {'J8': 17}, 
185.0, {'J8': np.float32(0.6454545)}, {'J8': 6}, {'J8': 15}, 
190.0, {'J8': np.float32(-2.7272727)}, {'J8': 6}, {'J8': 15}, 
195.0, {'J8': np.float32(-0.6727273)}, {'J8': 5}, {'J8': 14}, 
200.0, {'J8': np.float32(-0.45454547)}, {'J8': 5}, {'J8': 13}, 
205.0, {'J8': np.float32(2.209091)}, {'J8': 5}, {'J8': 12}, 
