episode,agent,car_wait_total,bike_wait_total,ped_wait_total,car_queue_total,bike_queue_total,ped_queue_total,reward_mean,reward_std,reward_min,reward_max,bike_wait_frac,ped_wait_frac,bike_queue_frac,ped_queue_frac,epsilon,mean_q,mean_loss,decisions,wall_seconds
1,STOCHASTIC,2984837.5,7015550.0,47806.5,49733.0,23887.0,4666.0,-9259.61806,6874.77461,-29506.0,0.0,0.6982,0.0048,0.3051,0.0596,0.0,0.0,0.0,1080,32.0
2,STOCHASTIC,6866239.5,8166042.0,45969.0,53177.0,25815.0,4688.0,-13918.77917,8514.54864,-43959.5,0.0,0.5416,0.003,0.3085,0.056,0.0,0.0,0.0,1080,33.9
3,STOCHASTIC,3047356.5,11632564.5,35659.0,57028.0,31024.0,4449.0,-13592.51944,10084.75497,-38740.0,0.0,0.7905,0.0024,0.3354,0.0481,0.0,0.0,0.0,1080,34.7
4,STOCHASTIC,3106955.5,2783849.0,39855.0,42283.0,15744.0,4373.0,-5454.44861,3900.06449,-17900.5,0.0,0.4694,0.0067,0.2523,0.0701,0.0,0.0,0.0,1080,30.9
5,STOCHASTIC,2928478.0,6288155.5,35167.0,49438.0,23458.0,4412.0,-8533.91991,5770.09704,-26168.5,0.0,0.6797,0.0038,0.3034,0.0571,0.0,0.0,0.0,1080,31.7
6,STOCHASTIC,2864359.0,2936034.0,53293.5,40131.0,13895.0,4845.0,-5370.73426,5757.51523,-28063.5,0.0,0.5016,0.0091,0.236,0.0823,0.0,0.0,0.0,1080,32.6
7,STOCHASTIC,3092239.5,7148017.5,46906.5,50173.0,24203.0,4646.0,-9481.71944,8099.93797,-40742.5,0.0,0.6948,0.0046,0.3063,0.0588,0.0,0.0,0.0,1080,32.4
8,STOCHASTIC,2773564.0,2395254.5,44185.0,40039.0,14327.0,4765.0,-4785.94306,3984.60061,-20888.5,0.0,0.4595,0.0085,0.2423,0.0806,0.0,0.0,0.0,1080,30.2
9,STOCHASTIC,2492534.0,1204557.0,35126.5,36304.0,10729.0,4425.0,-3423.23241,2322.97801,-14452.0,0.0,0.3227,0.0094,0.2085,0.086,0.0,0.0,0.0,1080,30.0
10,STOCHASTIC,3472584.5,4164237.5,36813.0,44501.0,18488.0,4453.0,-7071.13148,7133.42145,-33113.0,0.0,0.5427,0.0048,0.2741,0.066,0.0,0.0,0.0,1080,33.3
11,STOCHASTIC,2471798.0,766316.5,66087.0,33863.0,8474.0,5211.0,-2998.25417,2203.15041,-12126.0,0.0,0.2319,0.02,0.1782,0.1096,0.0,0.0,0.0,1080,29.3
12,STOCHASTIC,2903889.5,10634892.5,26069.5,55636.0,30022.0,4034.0,-12535.90926,8432.97188,-34882.0,0.0,0.784,0.0019,0.3347,0.045,0.0,0.0,0.0,1080,33.0
