5.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
20.0, {'J01': -11.0}, {'J01': 1}, {'J01': 3}, 
25.0, {'J01': -46.5}, {'J01': 2}, {'J01': 5}, 
30.0, {'J01': -101.0}, {'J01': 3}, {'J01': 8}, 
35.0, {'J01': -188.5}, {'J01': 3}, {'J01': 11}, 
40.0, {'J01': -295.5}, {'J01': 5}, {'J01': 14}, 
45.0, {'J01': -448.5}, {'J01': 5}, {'J01': 19}, 
50.0, {'J01': -626.0}, {'J01': 7}, {'J01': 22}, 
55.0, {'J01': -843.0}, {'J01': 7}, {'J01': 24}, 
60.0, {'J01': -1088.5}, {'J01': 8}, {'J01': 29}, 
65.0, {'J01': -1387.0}, {'J01': 8}, {'J01': 31}, 
70.0, {'J01': -1706.0}, {'J01': 8}, {'J01': 33}, 
75.0, {'J01': -2044.0}, {'J01': 8}, {'J01': 35}, 
80.0, {'J01': -2401.5}, {'J01': 8}, {'J01': 38}, 
85.0, {'J01': -2785.5}, {'J01': 8}, {'J01': 39}, 
90.0, {'J01': -3175.5}, {'J01': 8}, {'J01': 39}, 
95.0, {'J01': -3566.0}, {'J01': 8}, {'J01': 40}, 
100.0, {'J01': -3973.5}, {'J01': 8}, {'J01': 42}, 
105.0, {'J01': -4397.5}, {'J01': 8}, {'J01': 44}, 
110.0, {'J01': -4842.5}, {'J01': 8}, {'J01': 46}, 
115.0, {'J01': -5307.5}, {'J01': 8}, {'J01': 47}, 
120.0, {'J01': -4537.0}, {'J01': 7}, {'J01': 40}, 
125.0, {'J01': -2921.5}, {'J01': 4}, {'J01': 27}, 
130.0, {'J01': -2460.0}, {'J01': 4}, {'J01': 21}, 
135.0, {'J01': -2207.5}, {'J01': 4}, {'J01': 19}, 
140.0, {'J01': -2405.0}, {'J01': 5}, {'J01': 21}, 
145.0, {'J01': -2620.5}, {'J01': 5}, {'J01': 23}, 
150.0, {'J01': -2859.0}, {'J01': 5}, {'J01': 26}, 
155.0, {'J01': -3123.0}, {'J01': 5}, {'J01': 27}, 
160.0, {'J01': -3393.0}, {'J01': 5}, {'J01': 27}, 
165.0, {'J01': -3676.5}, {'J01': 8}, {'J01': 31}, 
170.0, {'J01': -3986.5}, {'J01': 8}, {'J01': 31}, 
175.0, {'J01': -4299.5}, {'J01': 9}, {'J01': 32}, 
180.0, {'J01': -3399.0}, {'J01': 8}, {'J01': 29}, 
185.0, {'J01': -3083.5}, {'J01': 7}, {'J01': 28}, 
190.0, {'J01': -3100.5}, {'J01': 7}, {'J01': 25}, 
195.0, {'J01': -3192.0}, {'J01': 7}, {'J01': 22}, 
200.0, {'J01': -3412.5}, {'J01': 8}, {'J01': 23}, 
205.0, {'J01': -3642.5}, {'J01': 8}, {'J01': 23}, 
210.0, {'J01': -3872.5}, {'J01': 8}, {'J01': 23}, 
215.0, {'J01': -4105.5}, {'J01': 8}, {'J01': 24}, 
220.0, {'J01': -4347.5}, {'J01': 8}, {'J01': 25}, 
225.0, {'J01': -4590.5}, {'J01': 8}, {'J01': 26}, 
230.0, {'J01': -4805.5}, {'J01': 8}, {'J01': 24}, 
235.0, {'J01': -5045.5}, {'J01': 8}, {'J01': 24}, 
240.0, {'J01': -5285.5}, {'J01': 8}, {'J01': 24}, 
245.0, {'J01': -5068.0}, {'J01': 8}, {'J01': 24}, 
250.0, {'J01': -5176.0}, {'J01': 9}, {'J01': 23}, 
255.0, {'J01': -5369.0}, {'J01': 9}, {'J01': 23}, 
260.0, {'J01': -5602.0}, {'J01': 9}, {'J01': 24}, 
265.0, {'J01': -5842.0}, {'J01': 9}, {'J01': 24}, 
270.0, {'J01': -6082.0}, {'J01': 9}, {'J01': 24}, 
275.0, {'J01': -6328.5}, {'J01': 9}, {'J01': 27}, 
280.0, {'J01': -6598.5}, {'J01': 9}, {'J01': 27}, 
285.0, {'J01': -6876.5}, {'J01': 9}, {'J01': 30}, 
290.0, {'J01': -7184.0}, {'J01': 9}, {'J01': 33}, 
295.0, {'J01': -7484.0}, {'J01': 10}, {'J01': 37}, 
