5.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -1.8, 'top_mgr': 0}, {'J01': 1}, {'J01': 1}, 
15.0, {'J01': -4.2, 'top_mgr': 3}, {'J01': 1}, {'J01': 3}, 
20.0, {'J01': -14.4, 'top_mgr': 1}, {'J01': 2}, {'J01': 5}, 
25.0, {'J01': -25.400000000000002, 'top_mgr': 1}, {'J01': 3}, {'J01': 8}, 
30.0, {'J01': -44.00000000000001, 'top_mgr': 1}, {'J01': 4}, {'J01': 10}, 
35.0, {'J01': -55.2, 'top_mgr': 4}, {'J01': 4}, {'J01': 12}, 
40.0, {'J01': -57.199999999999996, 'top_mgr': 4}, {'J01': 4}, {'J01': 12}, 
45.0, {'J01': -65.2, 'top_mgr': 4}, {'J01': 4}, {'J01': 10}, 
50.0, {'J01': -63.2, 'top_mgr': 6}, {'J01': 4}, {'J01': 13}, 
55.0, {'J01': -79.79999999999998, 'top_mgr': 4}, {'J01': 4}, {'J01': 20}, 
60.0, {'J01': -109.19999999999999, 'top_mgr': 2}, {'J01': 7}, {'J01': 26}, 
65.0, {'J01': -143.4, 'top_mgr': 1}, {'J01': 7}, {'J01': 31}, 
70.0, {'J01': -147.60000000000002, 'top_mgr': 7}, {'J01': 6}, {'J01': 27}, 
75.0, {'J01': -170.6, 'top_mgr': 2}, {'J01': 6}, {'J01': 27}, 
80.0, {'J01': -210.2, 'top_mgr': 1}, {'J01': 6}, {'J01': 31}, 
85.0, {'J01': -257.2, 'top_mgr': 1}, {'J01': 7}, {'J01': 34}, 
90.0, {'J01': -296.6, 'top_mgr': 3}, {'J01': 7}, {'J01': 32}, 
95.0, {'J01': -303.40000000000003, 'top_mgr': 3}, {'J01': 7}, {'J01': 32}, 
100.0, {'J01': -324.0, 'top_mgr': 1}, {'J01': 7}, {'J01': 34}, 
105.0, {'J01': -369.0, 'top_mgr': 0}, {'J01': 7}, {'J01': 35}, 
110.0, {'J01': -317.2, 'top_mgr': 7}, {'J01': 7}, {'J01': 32}, 
115.0, {'J01': -341.4, 'top_mgr': 2}, {'J01': 7}, {'J01': 33}, 
120.0, {'J01': -384.59999999999997, 'top_mgr': 0}, {'J01': 7}, {'J01': 39}, 
125.0, {'J01': -390.0, 'top_mgr': 3}, {'J01': 7}, {'J01': 38}, 
130.0, {'J01': -395.2, 'top_mgr': 3}, {'J01': 7}, {'J01': 35}, 
135.0, {'J01': -418.6, 'top_mgr': 3}, {'J01': 7}, {'J01': 36}, 
140.0, {'J01': -457.00000000000006, 'top_mgr': 1}, {'J01': 9}, {'J01': 42}, 
145.0, {'J01': -470.40000000000003, 'top_mgr': 2}, {'J01': 9}, {'J01': 44}, 
150.0, {'J01': -488.00000000000006, 'top_mgr': 3}, {'J01': 10}, {'J01': 44}, 
155.0, {'J01': -506.80000000000007, 'top_mgr': 2}, {'J01': 10}, {'J01': 43}, 
