5.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
10.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
15.0, {'J8': np.float32(-0.0049507697)}, {'J8': 1}, {'J8': 1}, 
20.0, {'J8': np.float32(-0.06350788)}, {'J8': 1}, {'J8': 2}, 
25.0, {'J8': np.float32(-0.04146617)}, {'J8': 1}, {'J8': 1}, 
30.0, {'J8': np.float32(-0.070844784)}, {'J8': 1}, {'J8': 3}, 
35.0, {'J8': np.float32(-0.15470453)}, {'J8': 1}, {'J8': 3}, 
40.0, {'J8': np.float32(-0.0665917)}, {'J8': 1}, {'J8': 2}, 
45.0, {'J8': np.float32(-0.1426446)}, {'J8': 2}, {'J8': 4}, 
50.0, {'J8': np.float32(-0.066361755)}, {'J8': 3}, {'J8': 7}, 
55.0, {'J8': np.float32(-0.22987927)}, {'J8': 3}, {'J8': 7}, 
60.0, {'J8': np.float32(-0.15620619)}, {'J8': 3}, {'J8': 9}, 
65.0, {'J8': np.float32(0.0013510027)}, {'J8': 4}, {'J8': 7}, 
70.0, {'J8': np.float32(-0.44580916)}, {'J8': 4}, {'J8': 10}, 
75.0, {'J8': np.float32(-0.21220328)}, {'J8': 4}, {'J8': 8}, 
80.0, {'J8': np.float32(-0.13726668)}, {'J8': 4}, {'J8': 6}, 
85.0, {'J8': np.float32(-0.4266489)}, {'J8': 4}, {'J8': 8}, 
90.0, {'J8': np.float32(-0.28112808)}, {'J8': 4}, {'J8': 6}, 
95.0, {'J8': np.float32(-0.36959082)}, {'J8': 4}, {'J8': 7}, 
100.0, {'J8': np.float32(-0.5471953)}, {'J8': 4}, {'J8': 10}, 
105.0, {'J8': np.float32(-0.37468228)}, {'J8': 5}, {'J8': 10}, 
110.0, {'J8': np.float32(-0.49083197)}, {'J8': 5}, {'J8': 8}, 
115.0, {'J8': np.float32(-0.65363467)}, {'J8': 5}, {'J8': 10}, 
120.0, {'J8': np.float32(-0.7762607)}, {'J8': 5}, {'J8': 13}, 
125.0, {'J8': np.float32(-0.90874887)}, {'J8': 5}, {'J8': 14}, 
130.0, {'J8': np.float32(-0.98674166)}, {'J8': 5}, {'J8': 15}, 
135.0, {'J8': np.float32(-1.0438311)}, {'J8': 5}, {'J8': 15}, 
140.0, {'J8': np.float32(-1.0730232)}, {'J8': 5}, {'J8': 15}, 
145.0, {'J8': np.float32(-1.1031095)}, {'J8': 5}, {'J8': 15}, 
150.0, {'J8': np.float32(-1.1339161)}, {'J8': 5}, {'J8': 15}, 
155.0, {'J8': np.float32(0.03738834)}, {'J8': 5}, {'J8': 13}, 
160.0, {'J8': np.float32(-0.64323753)}, {'J8': 5}, {'J8': 11}, 
165.0, {'J8': np.float32(-1.0381385)}, {'J8': 5}, {'J8': 14}, 
170.0, {'J8': np.float32(-1.2003511)}, {'J8': 5}, {'J8': 15}, 
175.0, {'J8': np.float32(-1.2519233)}, {'J8': 5}, {'J8': 15}, 
180.0, {'J8': np.float32(-1.2818013)}, {'J8': 5}, {'J8': 15}, 
185.0, {'J8': np.float32(-1.3122193)}, {'J8': 5}, {'J8': 15}, 
190.0, {'J8': np.float32(-0.47682077)}, {'J8': 5}, {'J8': 15}, 
195.0, {'J8': np.float32(0.7845843)}, {'J8': 5}, {'J8': 14}, 
200.0, {'J8': np.float32(1.2685657)}, {'J8': 5}, {'J8': 11}, 
205.0, {'J8': np.float32(-1.121103)}, {'J8': 5}, {'J8': 14}, 
210.0, {'J8': np.float32(-1.172072)}, {'J8': 5}, {'J8': 14}, 
215.0, {'J8': np.float32(-0.8524184)}, {'J8': 5}, {'J8': 14}, 
220.0, {'J8': np.float32(-1.1151944)}, {'J8': 5}, {'J8': 11}, 
225.0, {'J8': np.float32(-1.3307033)}, {'J8': 5}, {'J8': 17}, 
230.0, {'J8': np.float32(-1.492847)}, {'J8': 6}, {'J8': 24}, 
235.0, {'J8': np.float32(-1.785696)}, {'J8': 7}, {'J8': 27}, 
240.0, {'J8': np.float32(-1.8462511)}, {'J8': 8}, {'J8': 28}, 
245.0, {'J8': np.float32(-1.1597819)}, {'J8': 7}, {'J8': 25}, 
250.0, {'J8': np.float32(-0.37951252)}, {'J8': 5}, {'J8': 23}, 
255.0, {'J8': np.float32(-0.80196553)}, {'J8': 5}, {'J8': 18}, 
260.0, {'J8': np.float32(-1.0092907)}, {'J8': 5}, {'J8': 15}, 
265.0, {'J8': np.float32(-0.721012)}, {'J8': 5}, {'J8': 10}, 
270.0, {'J8': np.float32(-0.80161023)}, {'J8': 5}, {'J8': 9}, 
275.0, {'J8': np.float32(-1.5037776)}, {'J8': 5}, {'J8': 15}, 
280.0, {'J8': np.float32(-1.7387276)}, {'J8': 5}, {'J8': 15}, 
285.0, {'J8': np.float32(-1.7622786)}, {'J8': 5}, {'J8': 15}, 
290.0, {'J8': np.float32(-1.3014146)}, {'J8': 5}, {'J8': 15}, 
295.0, {'J8': np.float32(-1.2520877)}, {'J8': 5}, {'J8': 14}, 
300.0, {'J8': np.float32(-1.2621775)}, {'J8': 5}, {'J8': 14}, 
305.0, {'J8': np.float32(-1.2676429)}, {'J8': 5}, {'J8': 14}, 
310.0, {'J8': np.float32(-1.904207)}, {'J8': 5}, {'J8': 21}, 
315.0, {'J8': np.float32(-1.8860526)}, {'J8': 5}, {'J8': 22}, 
320.0, {'J8': np.float32(-1.4580679)}, {'J8': 6}, {'J8': 23}, 
325.0, {'J8': np.float32(-0.93261474)}, {'J8': 7}, {'J8': 20}, 
330.0, {'J8': np.float32(-1.7175798)}, {'J8': 7}, {'J8': 22}, 
335.0, {'J8': np.float32(-0.9443784)}, {'J8': 5}, {'J8': 20}, 
340.0, {'J8': np.float32(-1.5220611)}, {'J8': 5}, {'J8': 18}, 
345.0, {'J8': np.float32(-1.5780628)}, {'J8': 5}, {'J8': 15}, 
350.0, {'J8': np.float32(-1.5221692)}, {'J8': 5}, {'J8': 14}, 
355.0, {'J8': np.float32(-1.8428504)}, {'J8': 5}, {'J8': 20}, 
360.0, {'J8': np.float32(-2.3649704)}, {'J8': 5}, {'J8': 23}, 
365.0, {'J8': np.float32(-2.0024846)}, {'J8': 8}, {'J8': 25}, 
370.0, {'J8': np.float32(-1.5327041)}, {'J8': 7}, {'J8': 20}, 
375.0, {'J8': np.float32(-2.4370875)}, {'J8': 7}, {'J8': 22}, 
380.0, {'J8': np.float32(-1.5705899)}, {'J8': 6}, {'J8': 25}, 
385.0, {'J8': np.float32(-1.2872344)}, {'J8': 5}, {'J8': 22}, 
390.0, {'J8': np.float32(-2.0446)}, {'J8': 5}, {'J8': 20}, 
395.0, {'J8': np.float32(-1.9238685)}, {'J8': 5}, {'J8': 18}, 
400.0, {'J8': np.float32(-1.7540791)}, {'J8': 5}, {'J8': 15}, 
405.0, {'J8': np.float32(-2.3494446)}, {'J8': 5}, {'J8': 16}, 
410.0, {'J8': np.float32(-2.050594)}, {'J8': 5}, {'J8': 18}, 
415.0, {'J8': np.float32(-2.152071)}, {'J8': 5}, {'J8': 21}, 
420.0, {'J8': np.float32(-2.4599962)}, {'J8': 5}, {'J8': 21}, 
425.0, {'J8': np.float32(-2.2096846)}, {'J8': 5}, {'J8': 17}, 
430.0, {'J8': np.float32(-2.3230896)}, {'J8': 5}, {'J8': 15}, 
435.0, {'J8': np.float32(-1.4237928)}, {'J8': 5}, {'J8': 15}, 
440.0, {'J8': np.float32(-1.3078256)}, {'J8': 5}, {'J8': 11}, 
445.0, {'J8': np.float32(-1.1988617)}, {'J8': 5}, {'J8': 10}, 
450.0, {'J8': np.float32(-1.2069982)}, {'J8': 5}, {'J8': 13}, 
455.0, {'J8': np.float32(-2.2390165)}, {'J8': 5}, {'J8': 21}, 
460.0, {'J8': np.float32(-2.5495825)}, {'J8': 5}, {'J8': 23}, 
465.0, {'J8': np.float32(-3.0284169)}, {'J8': 6}, {'J8': 26}, 
470.0, {'J8': np.float32(-2.5169613)}, {'J8': 7}, {'J8': 25}, 
475.0, {'J8': np.float32(-2.6246035)}, {'J8': 7}, {'J8': 24}, 
480.0, {'J8': np.float32(-1.6606305)}, {'J8': 5}, {'J8': 22}, 
485.0, {'J8': np.float32(-2.5390077)}, {'J8': 5}, {'J8': 20}, 
490.0, {'J8': np.float32(-2.0241668)}, {'J8': 5}, {'J8': 18}, 
495.0, {'J8': np.float32(-2.0574386)}, {'J8': 5}, {'J8': 16}, 
500.0, {'J8': np.float32(-2.2404857)}, {'J8': 6}, {'J8': 19}, 
505.0, {'J8': np.float32(-1.760546)}, {'J8': 5}, {'J8': 17}, 
510.0, {'J8': np.float32(-2.4358206)}, {'J8': 5}, {'J8': 17}, 
515.0, {'J8': np.float32(-2.5315542)}, {'J8': 5}, {'J8': 14}, 
520.0, {'J8': np.float32(-2.8936028)}, {'J8': 5}, {'J8': 17}, 
525.0, {'J8': np.float32(-2.5868492)}, {'J8': 5}, {'J8': 18}, 
530.0, {'J8': np.float32(-1.9969879)}, {'J8': 5}, {'J8': 17}, 
535.0, {'J8': np.float32(-2.8370082)}, {'J8': 5}, {'J8': 20}, 
540.0, {'J8': np.float32(-2.312969)}, {'J8': 5}, {'J8': 17}, 
545.0, {'J8': np.float32(-2.2655303)}, {'J8': 5}, {'J8': 14}, 
550.0, {'J8': np.float32(-3.0515814)}, {'J8': 6}, {'J8': 18}, 
555.0, {'J8': np.float32(-3.0327299)}, {'J8': 7}, {'J8': 21}, 
560.0, {'J8': np.float32(-3.1904657)}, {'J8': 7}, {'J8': 23}, 
565.0, {'J8': np.float32(-3.3306139)}, {'J8': 8}, {'J8': 24}, 
570.0, {'J8': np.float32(-3.307206)}, {'J8': 8}, {'J8': 22}, 
575.0, {'J8': np.float32(-2.6871703)}, {'J8': 7}, {'J8': 27}, 
580.0, {'J8': np.float32(-1.3905016)}, {'J8': 5}, {'J8': 22}, 
585.0, {'J8': np.float32(-2.2953274)}, {'J8': 5}, {'J8': 18}, 
590.0, {'J8': np.float32(-2.3662198)}, {'J8': 5}, {'J8': 14}, 
595.0, {'J8': np.float32(-2.1505919)}, {'J8': 5}, {'J8': 11}, 
600.0, {'J8': np.float32(-2.5625281)}, {'J8': 5}, {'J8': 11}, 
605.0, {'J8': np.float32(-2.8792753)}, {'J8': 5}, {'J8': 12}, 
610.0, {'J8': np.float32(-3.245566)}, {'J8': 5}, {'J8': 14}, 
615.0, {'J8': np.float32(-3.3305311)}, {'J8': 5}, {'J8': 15}, 
620.0, {'J8': np.float32(-3.0352557)}, {'J8': 5}, {'J8': 14}, 
625.0, {'J8': np.float32(-2.5413926)}, {'J8': 5}, {'J8': 12}, 
630.0, {'J8': np.float32(-3.223172)}, {'J8': 5}, {'J8': 17}, 
635.0, {'J8': np.float32(-3.5820239)}, {'J8': 5}, {'J8': 22}, 
640.0, {'J8': np.float32(-3.406555)}, {'J8': 5}, {'J8': 20}, 
645.0, {'J8': np.float32(-3.5853577)}, {'J8': 5}, {'J8': 20}, 
650.0, {'J8': np.float32(-2.9619658)}, {'J8': 5}, {'J8': 20}, 
655.0, {'J8': np.float32(-2.1494367)}, {'J8': 7}, {'J8': 19}, 
660.0, {'J8': np.float32(-3.7811623)}, {'J8': 7}, {'J8': 21}, 
665.0, {'J8': np.float32(-3.8998847)}, {'J8': 8}, {'J8': 24}, 
670.0, {'J8': np.float32(-3.380581)}, {'J8': 7}, {'J8': 27}, 
675.0, {'J8': np.float32(-3.1767895)}, {'J8': 6}, {'J8': 22}, 
680.0, {'J8': np.float32(-2.9625177)}, {'J8': 5}, {'J8': 18}, 
685.0, {'J8': np.float32(-3.1525655)}, {'J8': 5}, {'J8': 15}, 
690.0, {'J8': np.float32(-3.7426877)}, {'J8': 5}, {'J8': 17}, 
695.0, {'J8': np.float32(-3.4879086)}, {'J8': 7}, {'J8': 26}, 
700.0, {'J8': np.float32(-3.8602123)}, {'J8': 7}, {'J8': 28}, 
705.0, {'J8': np.float32(-4.0)}, {'J8': 8}, {'J8': 29}, 
710.0, {'J8': np.float32(-4.0)}, {'J8': 8}, {'J8': 29}, 
715.0, {'J8': np.float32(-3.3585284)}, {'J8': 7}, {'J8': 27}, 
720.0, {'J8': np.float32(-3.263284)}, {'J8': 7}, {'J8': 25}, 
725.0, {'J8': np.float32(-4.0)}, {'J8': 7}, {'J8': 25}, 
