5.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -1.8, 'top_mgr': 0}, {'J01': 1}, {'J01': 1}, 
15.0, {'J01': -12.200000000000001, 'top_mgr': 2}, {'J01': 3}, {'J01': 5}, 
20.0, {'J01': -29.2, 'top_mgr': 0}, {'J01': 4}, {'J01': 8}, 
25.0, {'J01': -33.400000000000006, 'top_mgr': 3}, {'J01': 4}, {'J01': 6}, 
30.0, {'J01': -42.400000000000006, 'top_mgr': 2}, {'J01': 4}, {'J01': 9}, 
35.0, {'J01': -70.0, 'top_mgr': 0}, {'J01': 4}, {'J01': 12}, 
40.0, {'J01': -61.80000000000001, 'top_mgr': 6}, {'J01': 4}, {'J01': 7}, 
45.0, {'J01': -38.6, 'top_mgr': 6}, {'J01': 3}, {'J01': 8}, 
50.0, {'J01': -71.4, 'top_mgr': 3}, {'J01': 4}, {'J01': 20}, 
55.0, {'J01': -113.0, 'top_mgr': 0}, {'J01': 7}, {'J01': 28}, 
60.0, {'J01': -154.79999999999998, 'top_mgr': 1}, {'J01': 8}, {'J01': 32}, 
65.0, {'J01': -141.0, 'top_mgr': 11}, {'J01': 7}, {'J01': 24}, 
70.0, {'J01': -171.0, 'top_mgr': 0}, {'J01': 7}, {'J01': 25}, 
75.0, {'J01': -164.8, 'top_mgr': 4}, {'J01': 7}, {'J01': 26}, 
80.0, {'J01': -201.0, 'top_mgr': 0}, {'J01': 8}, {'J01': 31}, 
85.0, {'J01': -245.79999999999998, 'top_mgr': 0}, {'J01': 8}, {'J01': 35}, 
90.0, {'J01': -221.60000000000002, 'top_mgr': 9}, {'J01': 7}, {'J01': 26}, 
95.0, {'J01': -199.2, 'top_mgr': 5}, {'J01': 7}, {'J01': 25}, 
100.0, {'J01': -239.2, 'top_mgr': 0}, {'J01': 7}, {'J01': 29}, 
105.0, {'J01': -251.60000000000002, 'top_mgr': 9}, {'J01': 7}, {'J01': 25}, 
110.0, {'J01': -255.0, 'top_mgr': 10}, {'J01': 4}, {'J01': 17}, 
115.0, {'J01': -267.8, 'top_mgr': 5}, {'J01': 4}, {'J01': 18}, 
120.0, {'J01': -237.79999999999998, 'top_mgr': 5}, {'J01': 3}, {'J01': 20}, 
125.0, {'J01': -256.59999999999997, 'top_mgr': 2}, {'J01': 6}, {'J01': 26}, 
130.0, {'J01': -269.8, 'top_mgr': 2}, {'J01': 8}, {'J01': 31}, 
135.0, {'J01': -308.20000000000005, 'top_mgr': 1}, {'J01': 8}, {'J01': 34}, 
140.0, {'J01': -342.40000000000003, 'top_mgr': 2}, {'J01': 8}, {'J01': 35}, 
145.0, {'J01': -332.4, 'top_mgr': 7}, {'J01': 7}, {'J01': 31}, 
150.0, {'J01': -357.0, 'top_mgr': 4}, {'J01': 7}, {'J01': 29}, 
155.0, {'J01': -363.6, 'top_mgr': 1}, {'J01': 7}, {'J01': 32}, 
160.0, {'J01': -410.6, 'top_mgr': 0}, {'J01': 8}, {'J01': 37}, 
165.0, {'J01': -438.8, 'top_mgr': 1}, {'J01': 8}, {'J01': 41}, 
170.0, {'J01': -456.6, 'top_mgr': 2}, {'J01': 8}, {'J01': 41}, 
175.0, {'J01': -497.20000000000005, 'top_mgr': 1}, {'J01': 8}, {'J01': 42}, 
180.0, {'J01': -461.8, 'top_mgr': 6}, {'J01': 8}, {'J01': 38}, 
185.0, {'J01': -476.4, 'top_mgr': 3}, {'J01': 8}, {'J01': 38}, 
190.0, {'J01': -520.4, 'top_mgr': 0}, {'J01': 8}, {'J01': 42}, 
195.0, {'J01': -410.6, 'top_mgr': 11}, {'J01': 6}, {'J01': 31}, 
200.0, {'J01': -396.8, 'top_mgr': 15}, {'J01': 5}, {'J01': 21}, 
205.0, {'J01': -420.2, 'top_mgr': 4}, {'J01': 5}, {'J01': 22}, 
