5.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -1.8, 'top_mgr': 0}, {'J01': 1}, {'J01': 1}, 
15.0, {'J01': -14.600000000000001, 'top_mgr': 0}, {'J01': 3}, {'J01': 7}, 
20.0, {'J01': -30.400000000000002, 'top_mgr': 2}, {'J01': 4}, {'J01': 10}, 
25.0, {'J01': -47.400000000000006, 'top_mgr': 1}, {'J01': 4}, {'J01': 11}, 
30.0, {'J01': -56.2, 'top_mgr': 5}, {'J01': 4}, {'J01': 9}, 
35.0, {'J01': -71.2, 'top_mgr': 2}, {'J01': 4}, {'J01': 8}, 
40.0, {'J01': -102.60000000000001, 'top_mgr': 0}, {'J01': 4}, {'J01': 16}, 
45.0, {'J01': -91.80000000000001, 'top_mgr': 4}, {'J01': 5}, {'J01': 18}, 
50.0, {'J01': -125.19999999999999, 'top_mgr': 1}, {'J01': 7}, {'J01': 26}, 
55.0, {'J01': -167.8, 'top_mgr': 0}, {'J01': 8}, {'J01': 31}, 
60.0, {'J01': -195.0, 'top_mgr': 3}, {'J01': 8}, {'J01': 31}, 
65.0, {'J01': -206.8, 'top_mgr': 3}, {'J01': 8}, {'J01': 28}, 
70.0, {'J01': -210.8, 'top_mgr': 2}, {'J01': 8}, {'J01': 30}, 
75.0, {'J01': -237.0, 'top_mgr': 4}, {'J01': 8}, {'J01': 28}, 
80.0, {'J01': -257.0, 'top_mgr': 5}, {'J01': 8}, {'J01': 30}, 
85.0, {'J01': -293.40000000000003, 'top_mgr': 2}, {'J01': 8}, {'J01': 32}, 
90.0, {'J01': -302.6, 'top_mgr': 3}, {'J01': 8}, {'J01': 31}, 
95.0, {'J01': -341.40000000000003, 'top_mgr': 0}, {'J01': 8}, {'J01': 35}, 
100.0, {'J01': -261.2, 'top_mgr': 13}, {'J01': 6}, {'J01': 23}, 
105.0, {'J01': -268.6, 'top_mgr': 3}, {'J01': 6}, {'J01': 22}, 
110.0, {'J01': -306.4, 'top_mgr': 0}, {'J01': 6}, {'J01': 30}, 
115.0, {'J01': -325.20000000000005, 'top_mgr': 4}, {'J01': 7}, {'J01': 29}, 
