5.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -6.182}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -1.0}, {'J01': 1}, {'J01': 1}, 
20.0, {'J01': -8.091000000000001}, {'J01': 2}, {'J01': 5}, 
25.0, {'J01': -10.091000000000001}, {'J01': 4}, {'J01': 7}, 
30.0, {'J01': -6.0}, {'J01': 3}, {'J01': 6}, 
35.0, {'J01': -9.091000000000001}, {'J01': 1}, {'J01': 6}, 
40.0, {'J01': -16.182000000000002}, {'J01': 2}, {'J01': 10}, 
45.0, {'J01': -25.631}, {'J01': 3}, {'J01': 12}, 
50.0, {'J01': -24.631}, {'J01': 3}, {'J01': 11}, 
55.0, {'J01': -24.631}, {'J01': 4}, {'J01': 11}, 
60.0, {'J01': -26.898}, {'J01': 4}, {'J01': 12}, 
65.0, {'J01': -28.898}, {'J01': 4}, {'J01': 14}, 
70.0, {'J01': -31.165000000000003}, {'J01': 4}, {'J01': 15}, 
75.0, {'J01': -45.529}, {'J01': 4}, {'J01': 17}, 
80.0, {'J01': -21.448999999999998}, {'J01': 4}, {'J01': 14}, 
85.0, {'J01': -31.432}, {'J01': 4}, {'J01': 14}, 
90.0, {'J01': -37.614}, {'J01': 4}, {'J01': 14}, 
95.0, {'J01': -39.881}, {'J01': 4}, {'J01': 15}, 
100.0, {'J01': -59.427}, {'J01': 4}, {'J01': 16}, 
105.0, {'J01': -27.25}, {'J01': 4}, {'J01': 16}, 
110.0, {'J01': -38.614}, {'J01': 4}, {'J01': 15}, 
115.0, {'J01': -64.342}, {'J01': 4}, {'J01': 16}, 
120.0, {'J01': -44.529}, {'J01': 4}, {'J01': 16}, 
125.0, {'J01': -60.245000000000005}, {'J01': 3}, {'J01': 23}, 
130.0, {'J01': -70.785}, {'J01': 3}, {'J01': 23}, 
135.0, {'J01': -83.325}, {'J01': 3}, {'J01': 25}, 
140.0, {'J01': -99.774}, {'J01': 6}, {'J01': 34}, 
145.0, {'J01': -61.943}, {'J01': 8}, {'J01': 40}, 
150.0, {'J01': -86.84700000000001}, {'J01': 8}, {'J01': 42}, 
155.0, {'J01': -69.392}, {'J01': 8}, {'J01': 40}, 
160.0, {'J01': -53.40899999999999}, {'J01': 8}, {'J01': 34}, 
165.0, {'J01': -80.58000000000001}, {'J01': 8}, {'J01': 37}, 
170.0, {'J01': -74.04599999999999}, {'J01': 7}, {'J01': 33}, 
175.0, {'J01': -76.961}, {'J01': 6}, {'J01': 31}, 
180.0, {'J01': -59.626}, {'J01': 4}, {'J01': 20}, 
185.0, {'J01': -23.801000000000002}, {'J01': 3}, {'J01': 20}, 
190.0, {'J01': -47.08}, {'J01': 3}, {'J01': 26}, 
195.0, {'J01': -64.62}, {'J01': 6}, {'J01': 33}, 
200.0, {'J01': -63.705}, {'J01': 8}, {'J01': 37}, 
205.0, {'J01': -60.790000000000006}, {'J01': 8}, {'J01': 39}, 
210.0, {'J01': -49.517}, {'J01': 8}, {'J01': 37}, 
215.0, {'J01': -68.154}, {'J01': 8}, {'J01': 34}, 
220.0, {'J01': -52.699}, {'J01': 8}, {'J01': 34}, 
225.0, {'J01': -56.614}, {'J01': 8}, {'J01': 33}, 
230.0, {'J01': -52.881}, {'J01': 6}, {'J01': 28}, 
235.0, {'J01': -42.08}, {'J01': 4}, {'J01': 21}, 
240.0, {'J01': -35.813}, {'J01': 4}, {'J01': 16}, 
245.0, {'J01': -35.903999999999996}, {'J01': 4}, {'J01': 13}, 
250.0, {'J01': -20.182000000000002}, {'J01': 3}, {'J01': 14}, 
255.0, {'J01': -34.455}, {'J01': 4}, {'J01': 19}, 
260.0, {'J01': -43.989000000000004}, {'J01': 7}, {'J01': 26}, 
