5.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
10.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
15.0, {'J8': np.float32(-0.004464286)}, {'J8': 1}, {'J8': 1}, 
20.0, {'J8': np.float32(-0.0625)}, {'J8': 1}, {'J8': 2}, 
25.0, {'J8': np.float32(-0.15178572)}, {'J8': 1}, {'J8': 2}, 
30.0, {'J8': np.float32(-0.24776785)}, {'J8': 2}, {'J8': 3}, 
35.0, {'J8': np.float32(-0.18303572)}, {'J8': 1}, {'J8': 1}, 
40.0, {'J8': np.float32(-0.23883928)}, {'J8': 1}, {'J8': 2}, 
45.0, {'J8': np.float32(-0.34598213)}, {'J8': 2}, {'J8': 3}, 
50.0, {'J8': np.float32(-0.32589287)}, {'J8': 1}, {'J8': 2}, 
55.0, {'J8': np.float32(-0.37276787)}, {'J8': 1}, {'J8': 2}, 
60.0, {'J8': np.float32(-0.43526787)}, {'J8': 3}, {'J8': 3}, 
65.0, {'J8': np.float32(-0.59598213)}, {'J8': 4}, {'J8': 5}, 
70.0, {'J8': np.float32(-0.84151787)}, {'J8': 4}, {'J8': 7}, 
75.0, {'J8': np.float32(-1.0558035)}, {'J8': 4}, {'J8': 6}, 
80.0, {'J8': np.float32(-1.21875)}, {'J8': 4}, {'J8': 5}, 
85.0, {'J8': np.float32(-1.3370535)}, {'J8': 4}, {'J8': 7}, 
90.0, {'J8': np.float32(-1.59375)}, {'J8': 4}, {'J8': 7}, 
95.0, {'J8': np.float32(-1.75)}, {'J8': 4}, {'J8': 5}, 
100.0, {'J8': np.float32(-1.8459822)}, {'J8': 4}, {'J8': 5}, 
105.0, {'J8': np.float32(-2.1138394)}, {'J8': 5}, {'J8': 8}, 
110.0, {'J8': np.float32(-2.372768)}, {'J8': 5}, {'J8': 7}, 
115.0, {'J8': np.float32(-2.482143)}, {'J8': 5}, {'J8': 6}, 
120.0, {'J8': np.float32(-2.7611606)}, {'J8': 5}, {'J8': 7}, 
125.0, {'J8': np.float32(-3.0736606)}, {'J8': 5}, {'J8': 7}, 
130.0, {'J8': np.float32(-3.4017856)}, {'J8': 5}, {'J8': 9}, 
