5.0, {'J01': np.float32(-0.0)}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': np.float32(-0.0)}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': np.float32(-0.004625347)}, {'J01': 1}, {'J01': 3}, 
20.0, {'J01': np.float32(-0.5976087)}, {'J01': 2}, {'J01': 6}, 
25.0, {'J01': np.float32(0.44312212)}, {'J01': 3}, {'J01': 8}, 
30.0, {'J01': np.float32(-0.1147086)}, {'J01': 4}, {'J01': 8}, 
35.0, {'J01': np.float32(-0.16743755)}, {'J01': 5}, {'J01': 12}, 
40.0, {'J01': np.float32(-0.24329324)}, {'J01': 6}, {'J01': 19}, 
45.0, {'J01': np.float32(-0.36447734)}, {'J01': 7}, {'J01': 22}, 
50.0, {'J01': np.float32(-0.4406151)}, {'J01': 8}, {'J01': 29}, 
55.0, {'J01': np.float32(-0.53936076)}, {'J01': 8}, {'J01': 31}, 
60.0, {'J01': np.float32(-0.5606827)}, {'J01': 8}, {'J01': 31}, 
65.0, {'J01': np.float32(-0.5606827)}, {'J01': 8}, {'J01': 31}, 
70.0, {'J01': np.float32(-1.0172522)}, {'J01': 8}, {'J01': 31}, 
75.0, {'J01': np.float32(0.8938911)}, {'J01': 7}, {'J01': 26}, 
80.0, {'J01': np.float32(0.9161349)}, {'J01': 5}, {'J01': 23}, 
85.0, {'J01': np.float32(0.42506012)}, {'J01': 4}, {'J01': 18}, 
90.0, {'J01': np.float32(0.23194171)}, {'J01': 3}, {'J01': 18}, 
95.0, {'J01': np.float32(-0.75669336)}, {'J01': 3}, {'J01': 25}, 
100.0, {'J01': np.float32(-3.0)}, {'J01': 7}, {'J01': 32}, 
105.0, {'J01': np.float32(1.4377846)}, {'J01': 8}, {'J01': 33}, 
110.0, {'J01': np.float32(1.5107156)}, {'J01': 8}, {'J01': 36}, 
115.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 36}, 
120.0, {'J01': np.float32(-3.0)}, {'J01': 7}, {'J01': 30}, 
125.0, {'J01': np.float32(3.0)}, {'J01': 7}, {'J01': 30}, 
130.0, {'J01': np.float32(-0.9935389)}, {'J01': 7}, {'J01': 34}, 
135.0, {'J01': np.float32(-2.1021383)}, {'J01': 7}, {'J01': 36}, 
140.0, {'J01': np.float32(1.748049)}, {'J01': 8}, {'J01': 33}, 
145.0, {'J01': np.float32(-1.6478575)}, {'J01': 8}, {'J01': 34}, 
150.0, {'J01': np.float32(-0.114403605)}, {'J01': 8}, {'J01': 34}, 
155.0, {'J01': np.float32(1.1317116)}, {'J01': 8}, {'J01': 32}, 
160.0, {'J01': np.float32(-1.9253497)}, {'J01': 8}, {'J01': 35}, 
165.0, {'J01': np.float32(-2.6017964)}, {'J01': 8}, {'J01': 38}, 
170.0, {'J01': np.float32(2.872489)}, {'J01': 8}, {'J01': 39}, 
175.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 43}, 
180.0, {'J01': np.float32(3.0)}, {'J01': 7}, {'J01': 35}, 
185.0, {'J01': np.float32(0.2579076)}, {'J01': 8}, {'J01': 35}, 
