5.0, {'J01': np.float32(0.0)}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': np.float32(-0.008928572)}, {'J01': 1}, {'J01': 1}, 
15.0, {'J01': np.float32(-0.04017857)}, {'J01': 1}, {'J01': 4}, 
20.0, {'J01': np.float32(-0.23883928)}, {'J01': 3}, {'J01': 7}, 
25.0, {'J01': np.float32(-0.56696427)}, {'J01': 3}, {'J01': 8}, 
30.0, {'J01': np.float32(-0.98883927)}, {'J01': 4}, {'J01': 11}, 
35.0, {'J01': np.float32(-1.5290178)}, {'J01': 5}, {'J01': 15}, 
40.0, {'J01': np.float32(-2.2589285)}, {'J01': 6}, {'J01': 22}, 
45.0, {'J01': np.float32(-3.2857144)}, {'J01': 8}, {'J01': 27}, 
50.0, {'J01': np.float32(-3.1004465)}, {'J01': 7}, {'J01': 27}, 
55.0, {'J01': np.float32(-2.6763394)}, {'J01': 5}, {'J01': 20}, 
60.0, {'J01': np.float32(-2.5424106)}, {'J01': 2}, {'J01': 16}, 
65.0, {'J01': np.float32(-2.5625)}, {'J01': 2}, {'J01': 14}, 
70.0, {'J01': np.float32(-3.2299106)}, {'J01': 4}, {'J01': 19}, 
75.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 19}, 
80.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 20}, 
85.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 21}, 
90.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 21}, 
95.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 22}, 
100.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 22}, 
105.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 22}, 
110.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 21}, 
115.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 18}, 
120.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 22}, 
125.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 23}, 
130.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 23}, 
135.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 24}, 
140.0, {'J01': np.float32(-4.0)}, {'J01': 5}, {'J01': 22}, 
145.0, {'J01': np.float32(-4.0)}, {'J01': 5}, {'J01': 25}, 
150.0, {'J01': np.float32(-4.0)}, {'J01': 5}, {'J01': 34}, 
