5.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -4.0, 'top_mgr': 0}, {'J01': 1}, {'J01': 2}, 
20.0, {'J01': -15.0, 'top_mgr': 3}, {'J01': 4}, {'J01': 5}, 
25.0, {'J01': -23.0, 'top_mgr': 1}, {'J01': 4}, {'J01': 5}, 
30.0, {'J01': -34.400000000000006, 'top_mgr': 1}, {'J01': 4}, {'J01': 7}, 
35.0, {'J01': -41.4, 'top_mgr': 4}, {'J01': 4}, {'J01': 6}, 
40.0, {'J01': -27.400000000000002, 'top_mgr': 5}, {'J01': 3}, {'J01': 6}, 
45.0, {'J01': -40.00000000000001, 'top_mgr': 3}, {'J01': 2}, {'J01': 8}, 
50.0, {'J01': -72.2, 'top_mgr': 1}, {'J01': 3}, {'J01': 14}, 
55.0, {'J01': -65.6, 'top_mgr': 4}, {'J01': 5}, {'J01': 16}, 
60.0, {'J01': -79.4, 'top_mgr': 5}, {'J01': 4}, {'J01': 18}, 
65.0, {'J01': -76.60000000000001, 'top_mgr': 7}, {'J01': 4}, {'J01': 17}, 
70.0, {'J01': -55.60000000000001, 'top_mgr': 9}, {'J01': 4}, {'J01': 11}, 
75.0, {'J01': -65.0, 'top_mgr': 6}, {'J01': 3}, {'J01': 13}, 
80.0, {'J01': -92.2, 'top_mgr': 3}, {'J01': 3}, {'J01': 19}, 
85.0, {'J01': -143.20000000000002, 'top_mgr': 0}, {'J01': 3}, {'J01': 22}, 
90.0, {'J01': -150.40000000000003, 'top_mgr': 6}, {'J01': 4}, {'J01': 18}, 
95.0, {'J01': -116.8, 'top_mgr': 10}, {'J01': 3}, {'J01': 14}, 
100.0, {'J01': -161.6, 'top_mgr': 0}, {'J01': 4}, {'J01': 22}, 
105.0, {'J01': -205.60000000000002, 'top_mgr': 0}, {'J01': 6}, {'J01': 26}, 
110.0, {'J01': -225.60000000000002, 'top_mgr': 2}, {'J01': 7}, {'J01': 30}, 
115.0, {'J01': -227.0, 'top_mgr': 3}, {'J01': 8}, {'J01': 30}, 
120.0, {'J01': -225.2, 'top_mgr': 1}, {'J01': 8}, {'J01': 34}, 
125.0, {'J01': -262.00000000000006, 'top_mgr': 2}, {'J01': 8}, {'J01': 36}, 
130.0, {'J01': -292.00000000000006, 'top_mgr': 3}, {'J01': 8}, {'J01': 38}, 
135.0, {'J01': -333.00000000000006, 'top_mgr': 0}, {'J01': 8}, {'J01': 39}, 
140.0, {'J01': -376.00000000000006, 'top_mgr': 1}, {'J01': 8}, {'J01': 42}, 
145.0, {'J01': -376.2, 'top_mgr': 10}, {'J01': 7}, {'J01': 35}, 
150.0, {'J01': -286.8, 'top_mgr': 13}, {'J01': 5}, {'J01': 25}, 
155.0, {'J01': -304.0, 'top_mgr': 10}, {'J01': 5}, {'J01': 19}, 
160.0, {'J01': -280.20000000000005, 'top_mgr': 7}, {'J01': 5}, {'J01': 16}, 
165.0, {'J01': -326.00000000000006, 'top_mgr': 0}, {'J01': 5}, {'J01': 28}, 
170.0, {'J01': -365.20000000000005, 'top_mgr': 1}, {'J01': 6}, {'J01': 34}, 
175.0, {'J01': -409.2, 'top_mgr': 0}, {'J01': 8}, {'J01': 40}, 
180.0, {'J01': -340.40000000000003, 'top_mgr': 6}, {'J01': 8}, {'J01': 35}, 
185.0, {'J01': -310.6, 'top_mgr': 4}, {'J01': 8}, {'J01': 33}, 
190.0, {'J01': -356.6, 'top_mgr': 0}, {'J01': 8}, {'J01': 39}, 
195.0, {'J01': -286.6, 'top_mgr': 9}, {'J01': 7}, {'J01': 33}, 
200.0, {'J01': -263.0, 'top_mgr': 5}, {'J01': 6}, {'J01': 30}, 
205.0, {'J01': -299.40000000000003, 'top_mgr': 1}, {'J01': 6}, {'J01': 31}, 
210.0, {'J01': -339.8, 'top_mgr': 2}, {'J01': 6}, {'J01': 34}, 
215.0, {'J01': -361.40000000000003, 'top_mgr': 3}, {'J01': 8}, {'J01': 38}, 
220.0, {'J01': -351.4000000000001, 'top_mgr': 11}, {'J01': 6}, {'J01': 27}, 
225.0, {'J01': -377.6, 'top_mgr': 2}, {'J01': 6}, {'J01': 28}, 
230.0, {'J01': -382.20000000000005, 'top_mgr': 2}, {'J01': 6}, {'J01': 32}, 
235.0, {'J01': -349.79999999999995, 'top_mgr': 10}, {'J01': 6}, {'J01': 25}, 
240.0, {'J01': -288.0, 'top_mgr': 10}, {'J01': 4}, {'J01': 17}, 
245.0, {'J01': -301.6, 'top_mgr': 5}, {'J01': 4}, {'J01': 16}, 
250.0, {'J01': -346.4, 'top_mgr': 0}, {'J01': 4}, {'J01': 25}, 
255.0, {'J01': -333.8, 'top_mgr': 6}, {'J01': 4}, {'J01': 19}, 
260.0, {'J01': -297.4, 'top_mgr': 12}, {'J01': 4}, {'J01': 13}, 
265.0, {'J01': -325.8, 'top_mgr': 2}, {'J01': 4}, {'J01': 18}, 
270.0, {'J01': -374.59999999999997, 'top_mgr': 1}, {'J01': 4}, {'J01': 29}, 
275.0, {'J01': -423.59999999999997, 'top_mgr': 0}, {'J01': 7}, {'J01': 36}, 
280.0, {'J01': -392.2, 'top_mgr': 6}, {'J01': 8}, {'J01': 33}, 
285.0, {'J01': -250.40000000000003, 'top_mgr': 5}, {'J01': 8}, {'J01': 30}, 
