episode,agent,car_wait_total,bike_wait_total,ped_wait_total,car_queue_total,bike_queue_total,ped_queue_total,reward_mean,reward_std,reward_min,reward_max,bike_wait_frac,ped_wait_frac,bike_queue_frac,ped_queue_frac,epsilon,mean_q,mean_loss,decisions,wall_seconds
1,FMA2CFull,6985719.5,28927673.0,56795.5,73174.0,47291.0,3853.0,-696.2513,437.93842,-3366.4,19.0,0.8042,0.0016,0.3804,0.031,0.0,0.0,0.0,1080,66.9
2,FMA2CFull,9400865.5,46592511.5,52675.0,75862.0,50211.0,3823.0,-985.33231,670.46141,-5469.0,18.0,0.8313,0.0009,0.3865,0.0294,0.0,0.0,0.0,1080,53.2
3,FMA2CFull,6411806.0,24784708.0,40624.0,69402.0,43963.0,3558.0,-637.88222,382.39972,-3130.0,20.0,0.7934,0.0013,0.376,0.0304,0.0,0.0,0.0,1080,48.9
4,FMA2CFull,6487359.5,31108564.0,51016.5,71239.0,45650.0,3741.0,-692.18963,449.14847,-3387.8,19.0,0.8263,0.0014,0.3784,0.031,0.0,0.0,0.0,1080,49.9
5,FMA2CFull,6505450.5,29050095.0,48603.5,73624.0,47537.0,3473.0,-684.73593,427.33919,-3874.6,20.0,0.8159,0.0014,0.3814,0.0279,0.0,0.0,0.0,1080,50.4
6,FMA2CFull,6322129.5,30448969.0,39697.5,72210.0,46411.0,3703.0,-674.42306,429.80426,-3394.0,17.0,0.8272,0.0011,0.3794,0.0303,0.0,0.0,0.0,1080,50.1
7,FMA2CFull,7264758.0,39818358.0,54575.5,76123.0,50358.0,3799.0,-817.58833,509.27496,-4188.2,19.0,0.8447,0.0012,0.3865,0.0292,0.0,0.0,0.0,1080,50.5
8,FMA2CFull,9865087.0,40732915.5,183334.5,72933.0,47169.0,4915.0,-897.38407,738.74739,-6123.8,19.0,0.8021,0.0036,0.3773,0.0393,0.0,0.0,0.0,1080,51.7
9,FMA2CFull,7105091.0,34418615.0,21087.5,73966.0,47532.0,3099.0,-766.14963,460.38777,-3065.8,20.0,0.8285,0.0005,0.3815,0.0249,0.0,0.0,0.0,1080,50.6
10,FMA2CFull,5206971.5,20406876.5,24571.5,67966.0,42303.0,3304.0,-538.09315,317.62617,-2299.8,18.0,0.7959,0.001,0.3725,0.0291,0.0,0.0,0.0,1080,46.8
11,FMA2CFull,5875764.0,22905017.5,32548.0,66594.0,41235.0,3613.0,-571.77694,382.66918,-3177.4,19.0,0.7949,0.0011,0.37,0.0324,0.0,0.0,0.0,1080,46.2
12,FMA2CFull,5281165.5,19899018.5,25271.0,65387.0,39533.0,3288.0,-517.88917,308.33102,-2431.6,19.0,0.7895,0.001,0.3653,0.0304,0.0,0.0,0.0,1080,45.6
13,FMA2CFull,4436714.5,18082217.0,18984.0,62059.0,36547.0,3235.0,-459.69935,252.40892,-2100.2,20.0,0.8023,0.0008,0.3589,0.0318,0.0,0.0,0.0,1080,44.4
14,FMA2CFull,4733556.5,21564736.5,23437.0,60947.0,35707.0,3197.0,-517.25241,347.04591,-2704.0,19.0,0.8193,0.0009,0.3576,0.032,0.0,0.0,0.0,1080,43.7
15,FMA2CFull,4844913.5,14301292.0,19289.0,60593.0,33449.0,3075.0,-459.40944,223.41454,-1880.8,19.0,0.7462,0.001,0.3444,0.0317,0.0,0.0,0.0,1080,44.2
16,FMA2CFull,4729006.5,15286967.0,24160.5,61158.0,34673.0,3099.0,-461.6062,262.81109,-2399.0,17.0,0.7628,0.0012,0.3505,0.0313,0.0,0.0,0.0,1080,44.7
17,FMA2CFull,5989158.0,23310329.5,20013.5,65469.0,38873.0,2853.0,-594.49102,380.33207,-3004.4,19.0,0.795,0.0007,0.3626,0.0266,0.0,0.0,0.0,1080,45.8
18,FMA2CFull,4917076.0,14636730.5,18499.5,59861.0,32359.0,3105.0,-475.33972,280.13073,-2572.4,18.0,0.7478,0.0009,0.3395,0.0326,0.0,0.0,0.0,1080,44.5
19,FMA2CFull,4116679.0,14174036.5,14964.5,59421.0,33246.0,2964.0,-424.1288,234.11104,-2259.2,17.0,0.7743,0.0008,0.3476,0.031,0.0,0.0,0.0,1080,43.0
20,FMA2CFull,4666606.5,19296537.0,30783.0,62692.0,36141.0,3456.0,-482.39389,272.08865,-2287.8,17.0,0.8042,0.0013,0.3533,0.0338,0.0,0.0,0.0,1080,44.8
21,FMA2CFull,4721382.0,15358835.0,14210.0,60693.0,33369.0,2901.0,-474.84074,272.88499,-2191.0,21.0,0.7643,0.0007,0.3441,0.0299,0.0,0.0,0.0,1080,42.4
22,FMA2CFull,12515314.5,22193824.0,51264.5,66449.0,37732.0,3547.0,-1220.14009,642.48391,-5111.8,20.0,0.6385,0.0015,0.3503,0.0329,0.0,0.0,0.0,1080,48.5
23,FMA2CFull,3394403.5,6844617.0,19935.0,49183.0,23227.0,3193.0,-316.46148,171.23067,-1840.6,18.0,0.6672,0.0019,0.3072,0.0422,0.0,0.0,0.0,1080,38.1
24,FMA2CFull,4027199.5,14492642.0,18616.5,59249.0,32485.0,3190.0,-411.45185,225.33471,-1993.8,17.0,0.7818,0.001,0.3422,0.0336,0.0,0.0,0.0,1080,42.1
25,FMA2CFull,3471245.5,9518840.0,16778.5,54457.0,27948.0,3099.0,-338.88343,189.89519,-1698.2,17.0,0.7318,0.0013,0.3269,0.0362,0.0,0.0,0.0,1080,39.1
26,FMA2CFull,4616256.5,12512766.5,21383.5,56691.0,29961.0,3057.0,-423.92898,217.24994,-1884.8,20.0,0.7296,0.0012,0.334,0.0341,0.0,0.0,0.0,1080,41.8
27,FMA2CFull,3676476.0,6528065.0,21134.5,49438.0,23230.0,3238.0,-323.58806,183.90231,-1747.4,18.0,0.6384,0.0021,0.306,0.0427,0.0,0.0,0.0,1080,38.4
28,FMA2CFull,3571766.5,11856255.5,17527.5,55828.0,30311.0,3190.0,-365.15102,212.53665,-1688.8,17.0,0.7676,0.0011,0.3393,0.0357,0.0,0.0,0.0,1080,40.5
29,FMA2CFull,4150306.5,12979354.0,16818.5,57763.0,31084.0,3103.0,-413.34009,234.76176,-1798.2,17.0,0.757,0.001,0.3381,0.0337,0.0,0.0,0.0,1080,42.3
30,FMA2CFull,3693989.0,10428415.0,19536.0,54497.0,27445.0,3192.0,-373.36907,207.81591,-1526.2,18.0,0.7374,0.0014,0.3224,0.0375,0.0,0.0,0.0,1080,39.7
31,FMA2CFull,3780986.0,13654189.0,13781.0,57683.0,30747.0,3004.0,-382.27093,214.97761,-1909.8,18.0,0.7825,0.0008,0.3363,0.0329,0.0,0.0,0.0,1080,42.3
32,FMA2CFull,2893049.5,9703812.0,21807.5,52636.0,27217.0,3343.0,-310.96565,167.88712,-1345.0,16.0,0.769,0.0017,0.3271,0.0402,0.0,0.0,0.0,1080,39.1
33,FMA2CFull,3037495.0,1908599.5,21494.0,38045.0,12250.0,3453.0,-248.65352,163.44432,-1605.4,16.0,0.3842,0.0043,0.2279,0.0642,0.0,0.0,0.0,1080,36.2
34,FMA2CFull,2921925.5,6891511.5,18382.0,48555.0,22071.0,3258.0,-296.12139,162.2125,-1357.4,16.0,0.7009,0.0019,0.2987,0.0441,0.0,0.0,0.0,1080,38.7
35,FMA2CFull,2899151.0,6223858.5,20787.5,46030.0,20559.0,3336.0,-273.09676,167.90035,-1651.2,18.0,0.6807,0.0023,0.294,0.0477,0.0,0.0,0.0,1080,38.1
36,FMA2CFull,2993386.0,4851833.5,17209.5,44774.0,18791.0,3185.0,-268.32454,168.3788,-1603.6,20.0,0.6171,0.0022,0.2815,0.0477,0.0,0.0,0.0,1080,37.4
37,FMA2CFull,3237795.0,9471514.0,16725.0,54074.0,28066.0,3242.0,-328.89815,193.4341,-1698.0,16.0,0.7443,0.0013,0.3287,0.038,0.0,0.0,0.0,1080,39.1
38,FMA2CFull,2785292.5,1702979.0,21197.0,37704.0,11485.0,3334.0,-236.3563,138.51306,-1389.8,17.0,0.3776,0.0047,0.2187,0.0635,0.0,0.0,0.0,1080,36.2
39,FMA2CFull,2786586.0,6330960.5,21200.0,48437.0,22193.0,3388.0,-278.09222,149.41175,-1597.0,16.0,0.6928,0.0023,0.2998,0.0458,0.0,0.0,0.0,1080,37.5
40,FMA2CFull,2879901.0,7619412.0,15912.5,49990.0,23813.0,3183.0,-295.4525,167.33365,-1488.6,21.0,0.7246,0.0015,0.3093,0.0413,0.0,0.0,0.0,1080,38.5
