5.0, {'J01': np.float32(-0.0)}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': np.float32(-0.0)}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': np.float32(-0.0)}, {'J01': 0}, {'J01': 0}, 
20.0, {'J01': np.float32(-0.017576318)}, {'J01': 1}, {'J01': 3}, 
25.0, {'J01': np.float32(-0.0573543)}, {'J01': 1}, {'J01': 4}, 
30.0, {'J01': np.float32(-0.08695652)}, {'J01': 3}, {'J01': 7}, 
35.0, {'J01': np.float32(-0.1452359)}, {'J01': 3}, {'J01': 10}, 
40.0, {'J01': np.float32(-0.21184088)}, {'J01': 4}, {'J01': 14}, 
45.0, {'J01': np.float32(-0.39205903)}, {'J01': 5}, {'J01': 16}, 
50.0, {'J01': np.float32(0.19131896)}, {'J01': 5}, {'J01': 18}, 
55.0, {'J01': np.float32(-0.41590276)}, {'J01': 7}, {'J01': 26}, 
60.0, {'J01': np.float32(-1.8678473)}, {'J01': 8}, {'J01': 28}, 
65.0, {'J01': np.float32(1.3576198)}, {'J01': 8}, {'J01': 26}, 
70.0, {'J01': np.float32(-0.79840666)}, {'J01': 8}, {'J01': 29}, 
75.0, {'J01': np.float32(-0.0019025902)}, {'J01': 8}, {'J01': 29}, 
80.0, {'J01': np.float32(-0.48504627)}, {'J01': 8}, {'J01': 28}, 
85.0, {'J01': np.float32(-1.4756893)}, {'J01': 8}, {'J01': 30}, 
90.0, {'J01': np.float32(-0.37789539)}, {'J01': 6}, {'J01': 23}, 
95.0, {'J01': np.float32(-0.33472267)}, {'J01': 4}, {'J01': 18}, 
100.0, {'J01': np.float32(3.0)}, {'J01': 3}, {'J01': 14}, 
105.0, {'J01': np.float32(-1.115787)}, {'J01': 3}, {'J01': 19}, 
110.0, {'J01': np.float32(-3.0)}, {'J01': 5}, {'J01': 30}, 
115.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 33}, 
120.0, {'J01': np.float32(-2.3377979)}, {'J01': 8}, {'J01': 35}, 
125.0, {'J01': np.float32(-1.0637981)}, {'J01': 8}, {'J01': 37}, 
130.0, {'J01': np.float32(1.4367738)}, {'J01': 8}, {'J01': 36}, 
135.0, {'J01': np.float32(0.14448936)}, {'J01': 8}, {'J01': 34}, 
140.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 40}, 
145.0, {'J01': np.float32(2.02768)}, {'J01': 8}, {'J01': 41}, 
150.0, {'J01': np.float32(-0.35805598)}, {'J01': 8}, {'J01': 42}, 
155.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 38}, 
160.0, {'J01': np.float32(3.0)}, {'J01': 7}, {'J01': 32}, 
165.0, {'J01': np.float32(-2.2226214)}, {'J01': 7}, {'J01': 35}, 
170.0, {'J01': np.float32(-3.0)}, {'J01': 7}, {'J01': 39}, 
175.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 37}, 
180.0, {'J01': np.float32(2.475673)}, {'J01': 8}, {'J01': 37}, 
185.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 39}, 
190.0, {'J01': np.float32(3.0)}, {'J01': 7}, {'J01': 36}, 
195.0, {'J01': np.float32(-0.6823894)}, {'J01': 8}, {'J01': 38}, 
200.0, {'J01': np.float32(-1.0488236)}, {'J01': 8}, {'J01': 39}, 
205.0, {'J01': np.float32(0.551519)}, {'J01': 9}, {'J01': 44}, 
210.0, {'J01': np.float32(-1.4023019)}, {'J01': 9}, {'J01': 46}, 
215.0, {'J01': np.float32(-1.5702642)}, {'J01': 10}, {'J01': 45}, 
220.0, {'J01': np.float32(-2.5899808)}, {'J01': 11}, {'J01': 42}, 
225.0, {'J01': np.float32(3.0)}, {'J01': 11}, {'J01': 40}, 
230.0, {'J01': np.float32(-1.2171297)}, {'J01': 11}, {'J01': 42}, 
235.0, {'J01': np.float32(-3.0)}, {'J01': 11}, {'J01': 45}, 
240.0, {'J01': np.float32(3.0)}, {'J01': 11}, {'J01': 38}, 
245.0, {'J01': np.float32(-0.7658739)}, {'J01': 11}, {'J01': 41}, 
250.0, {'J01': np.float32(-2.1913135)}, {'J01': 11}, {'J01': 42}, 
255.0, {'J01': np.float32(-1.1890779)}, {'J01': 12}, {'J01': 40}, 
260.0, {'J01': np.float32(3.0)}, {'J01': 13}, {'J01': 37}, 
265.0, {'J01': np.float32(-1.6929629)}, {'J01': 14}, {'J01': 40}, 
270.0, {'J01': np.float32(-1.1380379)}, {'J01': 15}, {'J01': 46}, 
275.0, {'J01': np.float32(-0.89710927)}, {'J01': 14}, {'J01': 45}, 
280.0, {'J01': np.float32(3.0)}, {'J01': 12}, {'J01': 38}, 
285.0, {'J01': np.float32(-2.5048957)}, {'J01': 12}, {'J01': 39}, 
290.0, {'J01': np.float32(-2.3479636)}, {'J01': 13}, {'J01': 39}, 
295.0, {'J01': np.float32(3.0)}, {'J01': 16}, {'J01': 47}, 
300.0, {'J01': np.float32(0.94529706)}, {'J01': 12}, {'J01': 39}, 
305.0, {'J01': np.float32(-1.7536829)}, {'J01': 7}, {'J01': 29}, 
310.0, {'J01': np.float32(3.0)}, {'J01': 6}, {'J01': 24}, 
315.0, {'J01': np.float32(0.46974495)}, {'J01': 4}, {'J01': 28}, 
320.0, {'J01': np.float32(-3.0)}, {'J01': 6}, {'J01': 37}, 
325.0, {'J01': np.float32(1.8032345)}, {'J01': 8}, {'J01': 38}, 
330.0, {'J01': np.float32(-0.21723682)}, {'J01': 8}, {'J01': 39}, 
335.0, {'J01': np.float32(-1.0242937)}, {'J01': 8}, {'J01': 43}, 
340.0, {'J01': np.float32(-2.5549593)}, {'J01': 8}, {'J01': 43}, 
345.0, {'J01': np.float32(1.9820052)}, {'J01': 9}, {'J01': 38}, 
350.0, {'J01': np.float32(-0.70637834)}, {'J01': 10}, {'J01': 39}, 
355.0, {'J01': np.float32(-2.4628048)}, {'J01': 10}, {'J01': 40}, 
360.0, {'J01': np.float32(2.4642534)}, {'J01': 10}, {'J01': 43}, 
365.0, {'J01': np.float32(-0.5879395)}, {'J01': 11}, {'J01': 44}, 
370.0, {'J01': np.float32(-1.6313003)}, {'J01': 12}, {'J01': 49}, 
375.0, {'J01': np.float32(-1.9233617)}, {'J01': 12}, {'J01': 51}, 
380.0, {'J01': np.float32(-2.544111)}, {'J01': 12}, {'J01': 48}, 
385.0, {'J01': np.float32(-3.0)}, {'J01': 12}, {'J01': 44}, 
390.0, {'J01': np.float32(3.0)}, {'J01': 12}, {'J01': 40}, 
395.0, {'J01': np.float32(-0.8084271)}, {'J01': 13}, {'J01': 45}, 
400.0, {'J01': np.float32(-2.1426888)}, {'J01': 14}, {'J01': 43}, 
405.0, {'J01': np.float32(-3.0)}, {'J01': 13}, {'J01': 40}, 
410.0, {'J01': np.float32(3.0)}, {'J01': 13}, {'J01': 41}, 
415.0, {'J01': np.float32(0.4093641)}, {'J01': 15}, {'J01': 44}, 
420.0, {'J01': np.float32(-3.0)}, {'J01': 15}, {'J01': 48}, 
425.0, {'J01': np.float32(2.014096)}, {'J01': 16}, {'J01': 47}, 
430.0, {'J01': np.float32(3.0)}, {'J01': 16}, {'J01': 44}, 
435.0, {'J01': np.float32(-3.0)}, {'J01': 16}, {'J01': 44}, 
440.0, {'J01': np.float32(1.413331)}, {'J01': 16}, {'J01': 44}, 
445.0, {'J01': np.float32(0.81498647)}, {'J01': 17}, {'J01': 48}, 
450.0, {'J01': np.float32(-2.3162324)}, {'J01': 18}, {'J01': 53}, 
455.0, {'J01': np.float32(0.6284624)}, {'J01': 18}, {'J01': 46}, 
460.0, {'J01': np.float32(-0.731391)}, {'J01': 14}, {'J01': 35}, 
465.0, {'J01': np.float32(3.0)}, {'J01': 12}, {'J01': 30}, 
470.0, {'J01': np.float32(-2.8878102)}, {'J01': 12}, {'J01': 33}, 
475.0, {'J01': np.float32(-3.0)}, {'J01': 14}, {'J01': 38}, 
480.0, {'J01': np.float32(3.0)}, {'J01': 14}, {'J01': 46}, 
485.0, {'J01': np.float32(-3.0)}, {'J01': 14}, {'J01': 46}, 
490.0, {'J01': np.float32(3.0)}, {'J01': 14}, {'J01': 45}, 
495.0, {'J01': np.float32(1.2210687)}, {'J01': 16}, {'J01': 48}, 
500.0, {'J01': np.float32(-3.0)}, {'J01': 19}, {'J01': 47}, 
505.0, {'J01': np.float32(3.0)}, {'J01': 19}, {'J01': 47}, 
510.0, {'J01': np.float32(0.41881573)}, {'J01': 17}, {'J01': 48}, 
515.0, {'J01': np.float32(-3.0)}, {'J01': 17}, {'J01': 46}, 
520.0, {'J01': np.float32(1.7072852)}, {'J01': 17}, {'J01': 43}, 
525.0, {'J01': np.float32(-1.368926)}, {'J01': 18}, {'J01': 50}, 
530.0, {'J01': np.float32(-0.42572886)}, {'J01': 19}, {'J01': 52}, 
535.0, {'J01': np.float32(-3.0)}, {'J01': 20}, {'J01': 57}, 
540.0, {'J01': np.float32(-0.123814896)}, {'J01': 19}, {'J01': 53}, 
545.0, {'J01': np.float32(3.0)}, {'J01': 19}, {'J01': 53}, 
550.0, {'J01': np.float32(-0.20033877)}, {'J01': 19}, {'J01': 52}, 
555.0, {'J01': np.float32(-3.0)}, {'J01': 19}, {'J01': 60}, 
560.0, {'J01': np.float32(2.0586817)}, {'J01': 19}, {'J01': 60}, 
565.0, {'J01': np.float32(-1.1421918)}, {'J01': 20}, {'J01': 61}, 
570.0, {'J01': np.float32(-3.0)}, {'J01': 20}, {'J01': 62}, 
575.0, {'J01': np.float32(-2.9693878)}, {'J01': 21}, {'J01': 60}, 
580.0, {'J01': np.float32(3.0)}, {'J01': 19}, {'J01': 53}, 
585.0, {'J01': np.float32(-1.1443287)}, {'J01': 19}, {'J01': 53}, 
590.0, {'J01': np.float32(-3.0)}, {'J01': 19}, {'J01': 55}, 
595.0, {'J01': np.float32(-1.9527903)}, {'J01': 21}, {'J01': 61}, 
600.0, {'J01': np.float32(3.0)}, {'J01': 22}, {'J01': 63}, 
605.0, {'J01': np.float32(-3.0)}, {'J01': 23}, {'J01': 63}, 
610.0, {'J01': np.float32(3.0)}, {'J01': 24}, {'J01': 63}, 
615.0, {'J01': np.float32(-1.0945067)}, {'J01': 24}, {'J01': 64}, 
620.0, {'J01': np.float32(-3.0)}, {'J01': 24}, {'J01': 60}, 
625.0, {'J01': np.float32(3.0)}, {'J01': 25}, {'J01': 54}, 
630.0, {'J01': np.float32(-0.6271346)}, {'J01': 27}, {'J01': 60}, 
635.0, {'J01': np.float32(-1.6367307)}, {'J01': 28}, {'J01': 68}, 
640.0, {'J01': np.float32(-0.08194033)}, {'J01': 28}, {'J01': 60}, 
645.0, {'J01': np.float32(0.48738733)}, {'J01': 25}, {'J01': 48}, 
650.0, {'J01': np.float32(3.0)}, {'J01': 23}, {'J01': 47}, 
655.0, {'J01': np.float32(3.0)}, {'J01': 23}, {'J01': 51}, 
660.0, {'J01': np.float32(-1.2567067)}, {'J01': 23}, {'J01': 56}, 
665.0, {'J01': np.float32(-3.0)}, {'J01': 23}, {'J01': 60}, 
670.0, {'J01': np.float32(3.0)}, {'J01': 24}, {'J01': 56}, 
675.0, {'J01': np.float32(-0.89750683)}, {'J01': 27}, {'J01': 61}, 
680.0, {'J01': np.float32(-3.0)}, {'J01': 27}, {'J01': 63}, 
685.0, {'J01': np.float32(3.0)}, {'J01': 28}, {'J01': 59}, 
690.0, {'J01': np.float32(-0.96848434)}, {'J01': 29}, {'J01': 66}, 
695.0, {'J01': np.float32(-2.4375558)}, {'J01': 29}, {'J01': 63}, 
700.0, {'J01': np.float32(-0.91332227)}, {'J01': 30}, {'J01': 59}, 
705.0, {'J01': np.float32(-0.69241554)}, {'J01': 27}, {'J01': 49}, 
710.0, {'J01': np.float32(3.0)}, {'J01': 25}, {'J01': 42}, 
715.0, {'J01': np.float32(0.69736123)}, {'J01': 25}, {'J01': 46}, 
720.0, {'J01': np.float32(-3.0)}, {'J01': 25}, {'J01': 55}, 
725.0, {'J01': np.float32(-1.6582854)}, {'J01': 25}, {'J01': 58}, 
730.0, {'J01': np.float32(-3.0)}, {'J01': 26}, {'J01': 56}, 
735.0, {'J01': np.float32(-3.0)}, {'J01': 26}, {'J01': 55}, 
740.0, {'J01': np.float32(3.0)}, {'J01': 26}, {'J01': 57}, 
