5.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -18.86}, {'J01': 1}, {'J01': 1}, 
15.0, {'J01': -23.86}, {'J01': 3}, {'J01': 6}, 
20.0, {'J01': -24.86}, {'J01': 4}, {'J01': 7}, 
25.0, {'J01': -25.86}, {'J01': 4}, {'J01': 8}, 
30.0, {'J01': -44.55}, {'J01': 4}, {'J01': 9}, 
35.0, {'J01': -8.83}, {'J01': 4}, {'J01': 9}, 
40.0, {'J01': -42.379999999999995}, {'J01': 4}, {'J01': 7}, 
45.0, {'J01': -25.689999999999998}, {'J01': 3}, {'J01': 8}, 
50.0, {'J01': -30.52}, {'J01': 3}, {'J01': 13}, 
55.0, {'J01': -30.25}, {'J01': 4}, {'J01': 22}, 
60.0, {'J01': -44.84}, {'J01': 6}, {'J01': 28}, 
65.0, {'J01': -57.599999999999994}, {'J01': 8}, {'J01': 32}, 
70.0, {'J01': -56.599999999999994}, {'J01': 8}, {'J01': 31}, 
75.0, {'J01': -68.53}, {'J01': 8}, {'J01': 34}, 
80.0, {'J01': -69.36}, {'J01': 8}, {'J01': 35}, 
85.0, {'J01': -31.98}, {'J01': 8}, {'J01': 33}, 
90.0, {'J01': -67.87}, {'J01': 8}, {'J01': 33}, 
95.0, {'J01': -91.05}, {'J01': 8}, {'J01': 39}, 
100.0, {'J01': -87.56}, {'J01': 8}, {'J01': 35}, 
105.0, {'J01': -82.28999999999999}, {'J01': 8}, {'J01': 39}, 
110.0, {'J01': -94.05}, {'J01': 8}, {'J01': 42}, 
115.0, {'J01': -134.04}, {'J01': 7}, {'J01': 37}, 
120.0, {'J01': -123.54999999999998}, {'J01': 5}, {'J01': 26}, 
125.0, {'J01': -41.349999999999994}, {'J01': 5}, {'J01': 24}, 
130.0, {'J01': -70.97}, {'J01': 5}, {'J01': 27}, 
135.0, {'J01': -38.42}, {'J01': 7}, {'J01': 30}, 
140.0, {'J01': -95.66}, {'J01': 8}, {'J01': 34}, 
145.0, {'J01': -72.19}, {'J01': 8}, {'J01': 38}, 
150.0, {'J01': -83.61}, {'J01': 8}, {'J01': 41}, 
155.0, {'J01': -53.989999999999995}, {'J01': 8}, {'J01': 38}, 
160.0, {'J01': -79.12}, {'J01': 8}, {'J01': 36}, 
165.0, {'J01': -97.15}, {'J01': 8}, {'J01': 36}, 
170.0, {'J01': -117.18}, {'J01': 8}, {'J01': 38}, 
175.0, {'J01': -120.84}, {'J01': 9}, {'J01': 42}, 
180.0, {'J01': -122.5}, {'J01': 10}, {'J01': 44}, 
