5.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -18.86}, {'J01': 1}, {'J01': 1}, 
15.0, {'J01': -24.86}, {'J01': 3}, {'J01': 7}, 
20.0, {'J01': -24.86}, {'J01': 4}, {'J01': 7}, 
25.0, {'J01': -27.86}, {'J01': 4}, {'J01': 10}, 
30.0, {'J01': -44.55}, {'J01': 4}, {'J01': 9}, 
35.0, {'J01': -8.83}, {'J01': 4}, {'J01': 9}, 
40.0, {'J01': -42.55}, {'J01': 4}, {'J01': 7}, 
45.0, {'J01': -47.379999999999995}, {'J01': 4}, {'J01': 12}, 
50.0, {'J01': -17.66}, {'J01': 3}, {'J01': 18}, 
55.0, {'J01': -23.49}, {'J01': 5}, {'J01': 24}, 
60.0, {'J01': -29.15}, {'J01': 6}, {'J01': 30}, 
65.0, {'J01': -28.49}, {'J01': 8}, {'J01': 29}, 
70.0, {'J01': -26.49}, {'J01': 7}, {'J01': 27}, 
75.0, {'J01': -67.47999999999999}, {'J01': 5}, {'J01': 23}, 
80.0, {'J01': -65.47999999999999}, {'J01': 4}, {'J01': 21}, 
85.0, {'J01': -42.62}, {'J01': 4}, {'J01': 16}, 
90.0, {'J01': -61.48}, {'J01': 4}, {'J01': 17}, 
95.0, {'J01': -53.209999999999994}, {'J01': 4}, {'J01': 18}, 
100.0, {'J01': -88.17}, {'J01': 6}, {'J01': 26}, 
105.0, {'J01': -97.0}, {'J01': 8}, {'J01': 35}, 
110.0, {'J01': -48.25}, {'J01': 8}, {'J01': 40}, 
115.0, {'J01': -76.87}, {'J01': 8}, {'J01': 42}, 
120.0, {'J01': -84.46000000000001}, {'J01': 8}, {'J01': 41}, 
125.0, {'J01': -55.67}, {'J01': 8}, {'J01': 39}, 
130.0, {'J01': -83.46000000000001}, {'J01': 8}, {'J01': 40}, 
135.0, {'J01': -117.35}, {'J01': 8}, {'J01': 38}, 
140.0, {'J01': -82.8}, {'J01': 8}, {'J01': 39}, 
145.0, {'J01': -78.53}, {'J01': 8}, {'J01': 44}, 
150.0, {'J01': -113.74}, {'J01': 8}, {'J01': 44}, 
155.0, {'J01': -95.05}, {'J01': 8}, {'J01': 43}, 
160.0, {'J01': -104.81}, {'J01': 8}, {'J01': 44}, 
165.0, {'J01': -41.47}, {'J01': 8}, {'J01': 43}, 
170.0, {'J01': -106.15}, {'J01': 8}, {'J01': 45}, 
175.0, {'J01': -101.66}, {'J01': 8}, {'J01': 40}, 
180.0, {'J01': -41.64}, {'J01': 8}, {'J01': 43}, 
185.0, {'J01': -62.16}, {'J01': 10}, {'J01': 46}, 
