5.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -1.2, 'top_mgr': 1}, {'J01': 1}, {'J01': 1}, 
15.0, {'J01': -2.0, 'top_mgr': 5}, {'J01': 1}, {'J01': 1}, 
20.0, {'J01': -13.4, 'top_mgr': 0}, {'J01': 3}, {'J01': 6}, 
25.0, {'J01': -20.6, 'top_mgr': 3}, {'J01': 3}, {'J01': 6}, 
30.0, {'J01': -25.8, 'top_mgr': 3}, {'J01': 4}, {'J01': 7}, 
35.0, {'J01': -46.6, 'top_mgr': 0}, {'J01': 4}, {'J01': 10}, 
40.0, {'J01': -73.60000000000001, 'top_mgr': 1}, {'J01': 4}, {'J01': 15}, 
45.0, {'J01': -105.4, 'top_mgr': 1}, {'J01': 5}, {'J01': 22}, 
50.0, {'J01': -147.40000000000003, 'top_mgr': 1}, {'J01': 7}, {'J01': 30}, 
55.0, {'J01': -150.8, 'top_mgr': 4}, {'J01': 7}, {'J01': 26}, 
60.0, {'J01': -180.8, 'top_mgr': 1}, {'J01': 7}, {'J01': 25}, 
65.0, {'J01': -210.20000000000002, 'top_mgr': 2}, {'J01': 7}, {'J01': 26}, 
70.0, {'J01': -218.0, 'top_mgr': 5}, {'J01': 7}, {'J01': 28}, 
75.0, {'J01': -262.6, 'top_mgr': 2}, {'J01': 7}, {'J01': 31}, 
80.0, {'J01': -296.6, 'top_mgr': 2}, {'J01': 7}, {'J01': 31}, 
85.0, {'J01': -333.8, 'top_mgr': 1}, {'J01': 7}, {'J01': 34}, 
90.0, {'J01': -382.8, 'top_mgr': 0}, {'J01': 7}, {'J01': 35}, 
95.0, {'J01': -384.0, 'top_mgr': 3}, {'J01': 7}, {'J01': 37}, 
100.0, {'J01': -415.0, 'top_mgr': 1}, {'J01': 7}, {'J01': 37}, 
105.0, {'J01': -337.0, 'top_mgr': 12}, {'J01': 5}, {'J01': 25}, 
110.0, {'J01': -217.4, 'top_mgr': 11}, {'J01': 4}, {'J01': 15}, 
115.0, {'J01': -241.79999999999998, 'top_mgr': 6}, {'J01': 4}, {'J01': 17}, 
120.0, {'J01': -287.00000000000006, 'top_mgr': 0}, {'J01': 4}, {'J01': 25}, 
125.0, {'J01': -254.0, 'top_mgr': 8}, {'J01': 6}, {'J01': 24}, 
130.0, {'J01': -289.00000000000006, 'top_mgr': 0}, {'J01': 7}, {'J01': 27}, 
135.0, {'J01': -324.2000000000001, 'top_mgr': 1}, {'J01': 7}, {'J01': 30}, 
140.0, {'J01': -324.80000000000007, 'top_mgr': 1}, {'J01': 7}, {'J01': 35}, 
145.0, {'J01': -375.4000000000001, 'top_mgr': 0}, {'J01': 7}, {'J01': 40}, 
150.0, {'J01': -416.20000000000005, 'top_mgr': 3}, {'J01': 7}, {'J01': 42}, 
155.0, {'J01': -427.59999999999997, 'top_mgr': 7}, {'J01': 6}, {'J01': 35}, 
160.0, {'J01': -390.0, 'top_mgr': 9}, {'J01': 6}, {'J01': 27}, 
165.0, {'J01': -434.0, 'top_mgr': 1}, {'J01': 6}, {'J01': 34}, 
170.0, {'J01': -399.7999999999999, 'top_mgr': 3}, {'J01': 7}, {'J01': 35}, 
175.0, {'J01': -374.19999999999993, 'top_mgr': 5}, {'J01': 7}, {'J01': 35}, 
180.0, {'J01': -375.59999999999997, 'top_mgr': 2}, {'J01': 7}, {'J01': 37}, 
185.0, {'J01': -363.4, 'top_mgr': 4}, {'J01': 7}, {'J01': 36}, 
190.0, {'J01': -384.8, 'top_mgr': 2}, {'J01': 7}, {'J01': 37}, 
195.0, {'J01': -408.8, 'top_mgr': 3}, {'J01': 7}, {'J01': 35}, 
200.0, {'J01': -216.8, 'top_mgr': 15}, {'J01': 5}, {'J01': 22}, 
205.0, {'J01': -231.20000000000002, 'top_mgr': 5}, {'J01': 4}, {'J01': 19}, 
210.0, {'J01': -273.2, 'top_mgr': 0}, {'J01': 4}, {'J01': 25}, 
215.0, {'J01': -294.79999999999995, 'top_mgr': 2}, {'J01': 6}, {'J01': 27}, 
220.0, {'J01': -285.6, 'top_mgr': 4}, {'J01': 7}, {'J01': 26}, 
225.0, {'J01': -317.20000000000005, 'top_mgr': 3}, {'J01': 7}, {'J01': 27}, 
230.0, {'J01': -324.20000000000005, 'top_mgr': 5}, {'J01': 7}, {'J01': 25}, 
235.0, {'J01': -323.40000000000003, 'top_mgr': 1}, {'J01': 7}, {'J01': 29}, 
240.0, {'J01': -330.6, 'top_mgr': 1}, {'J01': 7}, {'J01': 29}, 
245.0, {'J01': -334.59999999999997, 'top_mgr': 4}, {'J01': 7}, {'J01': 30}, 
250.0, {'J01': -338.6, 'top_mgr': 7}, {'J01': 6}, {'J01': 27}, 
255.0, {'J01': -329.99999999999994, 'top_mgr': 4}, {'J01': 6}, {'J01': 27}, 
260.0, {'J01': -258.6000000000001, 'top_mgr': 7}, {'J01': 5}, {'J01': 22}, 
265.0, {'J01': -289.20000000000005, 'top_mgr': 5}, {'J01': 5}, {'J01': 23}, 
270.0, {'J01': -254.60000000000002, 'top_mgr': 7}, {'J01': 4}, {'J01': 18}, 
275.0, {'J01': -261.00000000000006, 'top_mgr': 6}, {'J01': 4}, {'J01': 18}, 
