5.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
20.0, {'J01': -12.0}, {'J01': 1}, {'J01': 3}, 
25.0, {'J01': -44.0}, {'J01': 1}, {'J01': 4}, 
30.0, {'J01': -92.0}, {'J01': 2}, {'J01': 7}, 
35.0, {'J01': -171.0}, {'J01': 3}, {'J01': 11}, 
40.0, {'J01': -287.5}, {'J01': 3}, {'J01': 14}, 
45.0, {'J01': -421.0}, {'J01': 5}, {'J01': 17}, 
50.0, {'J01': -607.0}, {'J01': 6}, {'J01': 23}, 
55.0, {'J01': -813.5}, {'J01': 8}, {'J01': 25}, 
60.0, {'J01': -1071.0}, {'J01': 8}, {'J01': 28}, 
65.0, {'J01': -1374.0}, {'J01': 8}, {'J01': 34}, 
70.0, {'J01': -1714.0}, {'J01': 8}, {'J01': 34}, 
75.0, {'J01': -2062.0}, {'J01': 8}, {'J01': 36}, 
80.0, {'J01': -2430.5}, {'J01': 8}, {'J01': 39}, 
85.0, {'J01': -2825.5}, {'J01': 8}, {'J01': 40}, 
90.0, {'J01': -3225.5}, {'J01': 8}, {'J01': 40}, 
95.0, {'J01': -3626.5}, {'J01': 8}, {'J01': 41}, 
100.0, {'J01': -4043.5}, {'J01': 8}, {'J01': 44}, 
105.0, {'J01': -4484.5}, {'J01': 8}, {'J01': 45}, 
110.0, {'J01': -4941.5}, {'J01': 8}, {'J01': 48}, 
115.0, {'J01': -5421.5}, {'J01': 8}, {'J01': 48}, 
120.0, {'J01': -4753.5}, {'J01': 7}, {'J01': 41}, 
125.0, {'J01': -4310.0}, {'J01': 6}, {'J01': 38}, 
130.0, {'J01': -3823.0}, {'J01': 5}, {'J01': 31}, 
135.0, {'J01': -2840.0}, {'J01': 4}, {'J01': 22}, 
140.0, {'J01': -2392.5}, {'J01': 5}, {'J01': 19}, 
145.0, {'J01': -2584.5}, {'J01': 5}, {'J01': 21}, 
150.0, {'J01': -2804.0}, {'J01': 5}, {'J01': 23}, 
155.0, {'J01': -3034.0}, {'J01': 5}, {'J01': 23}, 
160.0, {'J01': -3264.0}, {'J01': 5}, {'J01': 23}, 
165.0, {'J01': -3499.0}, {'J01': 6}, {'J01': 24}, 
170.0, {'J01': -3739.0}, {'J01': 6}, {'J01': 24}, 
175.0, {'J01': -3979.0}, {'J01': 6}, {'J01': 24}, 
180.0, {'J01': -4222.5}, {'J01': 7}, {'J01': 25}, 
185.0, {'J01': -4472.5}, {'J01': 7}, {'J01': 25}, 
190.0, {'J01': -2988.5}, {'J01': 7}, {'J01': 19}, 
195.0, {'J01': -2863.0}, {'J01': 7}, {'J01': 21}, 
200.0, {'J01': -3048.5}, {'J01': 7}, {'J01': 22}, 
205.0, {'J01': -3273.5}, {'J01': 8}, {'J01': 23}, 
210.0, {'J01': -3503.5}, {'J01': 8}, {'J01': 23}, 
215.0, {'J01': -3733.5}, {'J01': 8}, {'J01': 23}, 
220.0, {'J01': -3966.0}, {'J01': 8}, {'J01': 24}, 
225.0, {'J01': -4207.0}, {'J01': 8}, {'J01': 25}, 
230.0, {'J01': -4458.0}, {'J01': 8}, {'J01': 26}, 
235.0, {'J01': -4722.5}, {'J01': 8}, {'J01': 27}, 
240.0, {'J01': -4970.5}, {'J01': 8}, {'J01': 29}, 
245.0, {'J01': -5190.0}, {'J01': 8}, {'J01': 26}, 
250.0, {'J01': -5410.0}, {'J01': 9}, {'J01': 25}, 
255.0, {'J01': -4896.5}, {'J01': 9}, {'J01': 23}, 
260.0, {'J01': -4999.5}, {'J01': 9}, {'J01': 26}, 
265.0, {'J01': -5208.0}, {'J01': 9}, {'J01': 24}, 
270.0, {'J01': -5452.5}, {'J01': 9}, {'J01': 25}, 
275.0, {'J01': -5706.0}, {'J01': 9}, {'J01': 27}, 
280.0, {'J01': -5976.0}, {'J01': 9}, {'J01': 27}, 
285.0, {'J01': -6248.5}, {'J01': 9}, {'J01': 28}, 
290.0, {'J01': -6536.0}, {'J01': 9}, {'J01': 30}, 
295.0, {'J01': -6847.5}, {'J01': 10}, {'J01': 34}, 
