5.0, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
10.0, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
15.0, {'J10': 0, 'J11': -4.0, 'J12': -0.5, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': -4.0}, {'J10': 0, 'J11': 1, 'J12': 1, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 0, 'J11': 1, 'J12': 1, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, 
20.0, {'J10': 0, 'J11': -14.0, 'J12': -10.5, 'J13': -0.5, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
25.0, {'J10': -1.0, 'J11': -27.0, 'J12': 0, 'J13': -17.5, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 2, 'J12': 0, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 3, 'J12': 0, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
30.0, {'J10': -11.0, 'J11': -57.0, 'J12': -0.5, 'J13': -53.0, 'cluster3106249630_3106249631_J60_J61_#5more': -1.5}, {'J10': 1, 'J11': 2, 'J12': 1, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 1, 'J11': 3, 'J12': 1, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
35.0, {'J10': -22.5, 'J11': -87.0, 'J12': -10.5, 'J13': -117.0, 'cluster3106249630_3106249631_J60_J61_#5more': -14.0}, {'J10': 1, 'J11': 2, 'J12': 1, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 2, 'J11': 3, 'J12': 1, 'J13': 9, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, 
40.0, {'J10': -42.5, 'J11': -117.0, 'J12': -20.5, 'J13': -217.5, 'cluster3106249630_3106249631_J60_J61_#5more': -54.0}, {'J10': 1, 'J11': 2, 'J12': 1, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 2, 'J11': 3, 'J12': 1, 'J13': 12, 'cluster3106249630_3106249631_J60_J61_#5more': 7}, 
45.0, {'J10': -62.5, 'J11': -147.0, 'J12': -33.0, 'J13': -340.5, 'cluster3106249630_3106249631_J60_J61_#5more': -138.0}, {'J10': 1, 'J11': 2, 'J12': 2, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 2, 'J11': 3, 'J12': 4, 'J13': 13, 'cluster3106249630_3106249631_J60_J61_#5more': 11}, 
50.0, {'J10': -85.5, 'J11': -177.0, 'J12': -62.0, 'J13': -470.5, 'cluster3106249630_3106249631_J60_J61_#5more': -235.5}, {'J10': 2, 'J11': 2, 'J12': 2, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 7}, {'J10': 4, 'J11': 3, 'J12': 3, 'J13': 13, 'cluster3106249630_3106249631_J60_J61_#5more': 13}, 
55.0, {'J10': -129.0, 'J11': -207.0, 'J12': -92.5, 'J13': -605.0, 'cluster3106249630_3106249631_J60_J61_#5more': -372.5}, {'J10': 3, 'J11': 2, 'J12': 3, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 8}, {'J10': 5, 'J11': 3, 'J12': 4, 'J13': 14, 'cluster3106249630_3106249631_J60_J61_#5more': 15}, 
60.0, {'J10': -58.0, 'J11': -239.0, 'J12': -136.0, 'J13': -745.0, 'cluster3106249630_3106249631_J60_J61_#5more': -531.0}, {'J10': 2, 'J11': 2, 'J12': 3, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 10}, {'J10': 4, 'J11': 4, 'J12': 7, 'J13': 14, 'cluster3106249630_3106249631_J60_J61_#5more': 20}, 
65.0, {'J10': -11.5, 'J11': -279.0, 'J12': -25.5, 'J13': -890.0, 'cluster3106249630_3106249631_J60_J61_#5more': -740.5}, {'J10': 1, 'J11': 2, 'J12': 2, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 12}, {'J10': 1, 'J11': 4, 'J12': 5, 'J13': 16, 'cluster3106249630_3106249631_J60_J61_#5more': 23}, 
70.0, {'J10': -23.5, 'J11': -319.0, 'J12': -35.0, 'J13': -1057.5, 'cluster3106249630_3106249631_J60_J61_#5more': -981.5}, {'J10': 2, 'J11': 2, 'J12': 3, 'J13': 9, 'cluster3106249630_3106249631_J60_J61_#5more': 14}, {'J10': 2, 'J11': 4, 'J12': 4, 'J13': 19, 'cluster3106249630_3106249631_J60_J61_#5more': 27}, 
75.0, {'J10': 0, 'J11': -359.5, 'J12': -82.5, 'J13': -756.5, 'cluster3106249630_3106249631_J60_J61_#5more': -1256.0}, {'J10': 0, 'J11': 3, 'J12': 5, 'J13': 8, 'cluster3106249630_3106249631_J60_J61_#5more': 15}, {'J10': 0, 'J11': 5, 'J12': 8, 'J13': 16, 'cluster3106249630_3106249631_J60_J61_#5more': 30}, 
80.0, {'J10': 0, 'J11': -409.5, 'J12': -149.5, 'J13': -711.5, 'cluster3106249630_3106249631_J60_J61_#5more': -1547.5}, {'J10': 0, 'J11': 3, 'J12': 5, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 16}, {'J10': 0, 'J11': 5, 'J12': 8, 'J13': 13, 'cluster3106249630_3106249631_J60_J61_#5more': 31}, 
85.0, {'J10': -3.0, 'J11': -462.5, 'J12': -234.0, 'J13': -848.5, 'cluster3106249630_3106249631_J60_J61_#5more': -1874.0}, {'J10': 1, 'J11': 4, 'J12': 5, 'J13': 8, 'cluster3106249630_3106249631_J60_J61_#5more': 19}, {'J10': 1, 'J11': 6, 'J12': 9, 'J13': 15, 'cluster3106249630_3106249631_J60_J61_#5more': 36}, 
90.0, {'J10': -13.0, 'J11': -522.5, 'J12': -317.5, 'J13': -1001.0, 'cluster3106249630_3106249631_J60_J61_#5more': -2207.5}, {'J10': 1, 'J11': 4, 'J12': 8, 'J13': 8, 'cluster3106249630_3106249631_J60_J61_#5more': 20}, {'J10': 1, 'J11': 6, 'J12': 11, 'J13': 17, 'cluster3106249630_3106249631_J60_J61_#5more': 37}, 
95.0, {'J10': -23.0, 'J11': -584.5, 'J12': -435.0, 'J13': -1173.0, 'cluster3106249630_3106249631_J60_J61_#5more': -2583.5}, {'J10': 1, 'J11': 5, 'J12': 11, 'J13': 9, 'cluster3106249630_3106249631_J60_J61_#5more': 22}, {'J10': 1, 'J11': 7, 'J12': 14, 'J13': 18, 'cluster3106249630_3106249631_J60_J61_#5more': 41}, 
100.0, {'J10': -33.0, 'J11': -654.5, 'J12': -575.5, 'J13': -1357.5, 'cluster3106249630_3106249631_J60_J61_#5more': -3002.0}, {'J10': 1, 'J11': 5, 'J12': 11, 'J13': 10, 'cluster3106249630_3106249631_J60_J61_#5more': 23}, {'J10': 1, 'J11': 7, 'J12': 15, 'J13': 19, 'cluster3106249630_3106249631_J60_J61_#5more': 43}, 
105.0, {'J10': -45.0, 'J11': -725.0, 'J12': -729.5, 'J13': -1549.5, 'cluster3106249630_3106249631_J60_J61_#5more': -3329.5}, {'J10': 2, 'J11': 6, 'J12': 13, 'J13': 11, 'cluster3106249630_3106249631_J60_J61_#5more': 24}, {'J10': 2, 'J11': 8, 'J12': 17, 'J13': 21, 'cluster3106249630_3106249631_J60_J61_#5more': 41}, 
110.0, {'J10': -12.0, 'J11': -805.0, 'J12': -904.5, 'J13': -1762.5, 'cluster3106249630_3106249631_J60_J61_#5more': -3685.5}, {'J10': 1, 'J11': 6, 'J12': 13, 'J13': 12, 'cluster3106249630_3106249631_J60_J61_#5more': 24}, {'J10': 1, 'J11': 8, 'J12': 18, 'J13': 22, 'cluster3106249630_3106249631_J60_J61_#5more': 40}, 
115.0, {'J10': -2.0, 'J11': -885.0, 'J12': -1089.5, 'J13': -1988.0, 'cluster3106249630_3106249631_J60_J61_#5more': -4090.0}, {'J10': 1, 'J11': 6, 'J12': 14, 'J13': 14, 'cluster3106249630_3106249631_J60_J61_#5more': 26}, {'J10': 1, 'J11': 8, 'J12': 20, 'J13': 24, 'cluster3106249630_3106249631_J60_J61_#5more': 42}, 
120.0, {'J10': -3.5, 'J11': -965.0, 'J12': -1296.0, 'J13': -2228.0, 'cluster3106249630_3106249631_J60_J61_#5more': -4439.5}, {'J10': 1, 'J11': 6, 'J12': 14, 'J13': 14, 'cluster3106249630_3106249631_J60_J61_#5more': 26}, {'J10': 1, 'J11': 8, 'J12': 22, 'J13': 24, 'cluster3106249630_3106249631_J60_J61_#5more': 42}, 
125.0, {'J10': -13.5, 'J11': -1045.0, 'J12': -1434.0, 'J13': -2470.5, 'cluster3106249630_3106249631_J60_J61_#5more': -4863.0}, {'J10': 1, 'J11': 6, 'J12': 15, 'J13': 15, 'cluster3106249630_3106249631_J60_J61_#5more': 27}, {'J10': 1, 'J11': 8, 'J12': 27, 'J13': 25, 'cluster3106249630_3106249631_J60_J61_#5more': 43}, 
130.0, {'J10': -23.5, 'J11': -1133.0, 'J12': -1708.5, 'J13': -2724.5, 'cluster3106249630_3106249631_J60_J61_#5more': -5297.5}, {'J10': 1, 'J11': 8, 'J12': 15, 'J13': 16, 'cluster3106249630_3106249631_J60_J61_#5more': 27}, {'J10': 1, 'J11': 11, 'J12': 29, 'J13': 26, 'cluster3106249630_3106249631_J60_J61_#5more': 44}, 
135.0, {'J10': -3.0, 'J11': -1243.0, 'J12': -1977.0, 'J13': -2984.5, 'cluster3106249630_3106249631_J60_J61_#5more': -5667.0}, {'J10': 1, 'J11': 8, 'J12': 15, 'J13': 16, 'cluster3106249630_3106249631_J60_J61_#5more': 28}, {'J10': 1, 'J11': 11, 'J12': 31, 'J13': 26, 'cluster3106249630_3106249631_J60_J61_#5more': 45}, 
140.0, {'J10': 0, 'J11': -1353.5, 'J12': -1773.0, 'J13': -2458.0, 'cluster3106249630_3106249631_J60_J61_#5more': -6123.0}, {'J10': 0, 'J11': 9, 'J12': 15, 'J13': 14, 'cluster3106249630_3106249631_J60_J61_#5more': 30}, {'J10': 0, 'J11': 12, 'J12': 30, 'J13': 22, 'cluster3106249630_3106249631_J60_J61_#5more': 47}, 
145.0, {'J10': 0, 'J11': -1474.5, 'J12': -2081.0, 'J13': -2098.0, 'cluster3106249630_3106249631_J60_J61_#5more': -6507.0}, {'J10': 0, 'J11': 9, 'J12': 15, 'J13': 12, 'cluster3106249630_3106249631_J60_J61_#5more': 31}, {'J10': 0, 'J11': 13, 'J12': 33, 'J13': 19, 'cluster3106249630_3106249631_J60_J61_#5more': 46}, 
