episode,agent,car_wait_total,bike_wait_total,ped_wait_total,car_queue_total,bike_queue_total,ped_queue_total,reward_mean,reward_std,reward_min,reward_max,bike_wait_frac,ped_wait_frac,bike_queue_frac,ped_queue_frac,epsilon,mean_q,mean_loss,decisions,wall_seconds
1,IPPO,3214046.0,4219455.5,52728.0,44931.0,18574.0,5004.0,-3.87949,0.5221,-4.0,0.0,0.5636,0.007,0.2711,0.073,0.0,0.0,0.0,1080,30.2
2,IPPO,3132285.5,9460521.0,43021.5,52103.0,26411.0,4434.0,-3.78341,0.66719,-4.0,0.0,0.7487,0.0034,0.3184,0.0535,0.0,0.0,0.0,1080,31.0
3,IPPO,2720957.5,5918909.5,43911.0,46300.0,20715.0,4661.0,-3.81882,0.64821,-4.0,0.0,0.6816,0.0051,0.289,0.065,0.0,0.0,0.0,1080,27.6
4,IPPO,3810659.5,13412003.5,39649.5,56182.0,31068.0,4456.0,-3.77974,0.74789,-4.0,0.0,0.777,0.0023,0.3388,0.0486,0.0,0.0,0.0,1080,28.4
5,IPPO,3123927.0,5104690.0,39353.5,46679.0,20915.0,4486.0,-3.78484,0.67944,-4.0,0.0,0.6174,0.0048,0.2902,0.0622,0.0,0.0,0.0,1080,25.0
6,IPPO,2866859.0,4022618.5,46183.5,43566.0,17646.0,4712.0,-3.87895,0.51977,-4.0,0.0,0.58,0.0067,0.2677,0.0715,0.0,0.0,0.0,1080,25.0
7,IPPO,2865165.0,5997761.0,40652.0,47485.0,22058.0,4352.0,-3.82561,0.61322,-4.0,0.0,0.6736,0.0046,0.2985,0.0589,0.0,0.0,0.0,1080,25.5
8,IPPO,3110725.5,5718699.5,34346.0,45294.0,19524.0,4257.0,-3.82964,0.63674,-4.0,0.0,0.6452,0.0039,0.2826,0.0616,0.0,0.0,0.0,1080,25.5
9,IPPO,3123623.5,6323158.5,38020.5,48234.0,22185.0,4633.0,-3.91088,0.42934,-4.0,0.0,0.6667,0.004,0.2956,0.0617,0.0,0.0,0.0,1080,25.7
10,IPPO,2573152.5,1330428.5,40350.5,36179.0,10257.0,4634.0,-3.87143,0.50992,-4.0,0.0,0.3373,0.0102,0.2008,0.0907,0.0,0.0,0.0,1080,23.9
11,IPPO,3083643.0,1733037.5,34511.0,38169.0,12288.0,4125.0,-3.84173,0.57668,-4.0,0.0,0.3572,0.0071,0.2251,0.0756,0.0,0.0,0.0,1080,24.2
12,IPPO,2987668.0,2909185.5,39532.0,40210.0,14342.0,4444.0,-3.80952,0.64868,-4.0,0.0,0.4901,0.0067,0.2431,0.0753,0.0,0.0,0.0,1080,24.4
13,IPPO,3109773.5,4592701.5,35432.5,44607.0,18499.0,4530.0,-3.8562,0.57076,-4.0,0.0,0.5935,0.0046,0.2735,0.067,0.0,0.0,0.0,1080,25.7
14,IPPO,2915621.5,2719992.0,39650.0,41375.0,15347.0,4455.0,-3.85593,0.57833,-4.0,0.0,0.4793,0.007,0.2509,0.0728,0.0,0.0,0.0,1080,24.4
15,IPPO,3245597.0,4034435.0,38655.0,44423.0,18570.0,4323.0,-3.87616,0.54954,-4.0,0.0,0.5513,0.0053,0.2759,0.0642,0.0,0.0,0.0,1080,24.9
16,IPPO,3059540.5,9870754.0,34203.5,52237.0,26502.0,4212.0,-3.78719,0.66016,-4.0,0.0,0.7614,0.0026,0.3195,0.0508,0.0,0.0,0.0,1080,27.3
17,IPPO,3400643.0,10917684.5,41171.5,54275.0,28943.0,4331.0,-3.85506,0.61793,-4.0,0.0,0.7603,0.0029,0.3306,0.0495,0.0,0.0,0.0,1080,26.3
18,IPPO,2863374.5,2000935.5,44992.5,39291.0,13532.0,4591.0,-3.86,0.56751,-4.0,0.0,0.4076,0.0092,0.2357,0.08,0.0,0.0,0.0,1080,23.8
19,IPPO,2876665.5,3168879.0,51021.5,41424.0,15710.0,5042.0,-3.81562,0.62734,-4.0,0.0,0.5198,0.0084,0.2527,0.0811,0.0,0.0,0.0,1080,25.0
20,IPPO,3400598.0,13379560.0,29174.0,56549.0,31301.0,4004.0,-3.79927,0.66587,-4.0,0.0,0.796,0.0017,0.3408,0.0436,0.0,0.0,0.0,1080,29.4
21,IPPO,3095616.0,10421392.0,46200.0,54269.0,28680.0,4528.0,-3.83482,0.59153,-4.0,0.0,0.7684,0.0034,0.3279,0.0518,0.0,0.0,0.0,1080,26.7
22,IPPO,3071603.0,11007102.5,41997.5,54867.0,29484.0,4227.0,-3.76278,0.7349,-4.0,0.0,0.7795,0.003,0.3329,0.0477,0.0,0.0,0.0,1080,27.1
