episode,car_wait_total,bike_wait_total,ped_wait_total,car_queue_total,bike_queue_total,reward_mean,reward_std,reward_min,reward_max,bike_wait_frac,ped_wait_frac,epsilon,mean_q,mean_loss,decisions,wall_seconds
1,2816223.0,4953621.5,43455.0,45366.0,19369.0,-0.76543,1.93312,-3.0,3.0,0.634,0.0056,nan,1.56675,nan,1080,45.6
2,2842131.0,9049125.5,33724.5,51585.0,25721.0,-0.62963,1.99421,-3.0,3.0,0.7588,0.0028,0.9644,1.93477,0.600394,1080,46.3
3,2769336.5,5397518.0,29575.0,46673.0,20683.0,-0.6481,1.89441,-3.0,3.0,0.6585,0.0036,0.9407,4.25534,0.689499,1080,44.7
4,3277519.5,9477388.0,29232.5,53256.0,27314.0,-0.65344,1.94217,-3.0,3.0,0.7413,0.0023,0.9169,4.80962,0.742263,1080,45.3
5,2740894.5,9351284.5,27127.5,53712.0,27876.0,-0.58337,1.94896,-3.0,3.0,0.7716,0.0022,0.8932,3.62797,0.678581,1080,47.2
6,2693961.0,5580990.0,23577.5,46604.0,21117.0,-0.50219,1.96231,-3.0,3.0,0.6725,0.0028,0.8694,2.57557,0.599357,1080,43.0
7,2519450.0,5251824.5,21017.5,45048.0,19270.0,-0.55078,1.95303,-3.0,3.0,0.674,0.0027,0.8457,1.05966,0.611287,1080,42.1
8,2409227.5,5098452.0,27383.0,46868.0,20920.0,-0.57377,1.84382,-3.0,3.0,0.6766,0.0036,0.8219,0.74958,0.591287,1080,44.0
9,2444617.5,1775058.0,20663.5,37892.0,12454.0,-0.50457,1.91294,-3.0,3.0,0.4186,0.0049,0.7982,0.17423,0.601029,1080,43.0
10,2437218.5,6979699.0,18540.0,49401.0,23797.0,-0.46866,1.85762,-3.0,3.0,0.7397,0.002,0.7744,0.5316,0.545213,1080,43.8
11,2449296.0,3099650.5,20061.0,42022.0,16392.0,-0.44736,1.82158,-3.0,3.0,0.5566,0.0036,0.7507,0.12317,0.537378,1080,42.2
