episode,car_wait_total,bike_wait_total,ped_wait_total,car_queue_total,bike_queue_total,reward_mean,reward_std,reward_min,reward_max,bike_wait_frac,ped_wait_frac,epsilon,mean_q,mean_loss,decisions,wall_seconds
1,2012969.5,17400471.5,4906519.5,48585.0,37900.0,-0.20774,0.90867,-2.22814,3.0,0.7155,0.2017,nan,7.61316,nan,720,54.4
2,1771944.5,15075591.5,29601.5,50067.0,39607.0,-0.0107,0.33822,-0.5088,2.44142,0.8933,0.0018,0.9644,47.34557,2.773702,720,47.6
3,1912412.5,14639407.5,57935.5,49355.0,39451.0,-0.01105,0.34669,-0.38788,2.5163,0.8814,0.0035,0.9407,27.62361,1.604104,720,48.2
4,2579981.5,29366610.5,33196902.5,50981.0,40881.0,-0.89253,2.05439,-3.0,3.0,0.4508,0.5096,0.9169,41.3517,1.701348,720,82.5
5,1498902.0,16517834.0,2805182.0,48222.0,38820.0,-0.15737,0.68413,-1.5534,3.0,0.7933,0.1347,0.8932,69.6184,3.028358,720,50.3
6,1459142.0,18759439.5,2240358.0,49025.0,38987.0,-0.09924,0.62528,-1.95599,3.0,0.8353,0.0998,0.8694,50.38946,2.084976,720,49.8
7,2003344.0,20663985.5,13567263.0,49866.0,39593.0,-0.53921,1.35574,-2.49801,3.0,0.5703,0.3744,0.8457,36.57993,1.388909,720,65.6
8,1879892.0,21931199.0,12792053.5,49170.0,39783.0,-0.4338,1.3725,-2.55468,3.0,0.5992,0.3495,0.8219,27.87567,0.917317,720,65.4
9,2290803.0,15059221.0,21436818.5,49376.0,39584.0,-0.72764,1.76977,-2.92338,3.0,0.3883,0.5527,0.7982,16.21011,0.468261,720,76.9
10,2333319.5,16909865.0,15477535.5,49232.0,39221.0,-0.61464,1.50029,-2.74416,3.0,0.487,0.4458,0.7744,6.84335,0.357765,720,70.1
11,1200781.5,16348422.0,34794.0,49028.0,39525.0,-0.01389,0.31005,-0.36125,2.13022,0.9297,0.002,0.7507,0.4843,0.467092,720,49.3
12,1235534.0,22621915.5,2729774.5,49486.0,39817.0,-0.1421,0.60755,-2.03411,3.0,0.8509,0.1027,0.7269,-2.5087,0.51638,720,51.2
