5.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -2}, {'J01': 1}, {'J01': 2}, 
20.0, {'J01': -7}, {'J01': 3}, {'J01': 7}, 
25.0, {'J01': -7}, {'J01': 4}, {'J01': 7}, 
30.0, {'J01': -10}, {'J01': 4}, {'J01': 10}, 
35.0, {'J01': -12}, {'J01': 4}, {'J01': 12}, 
40.0, {'J01': -15}, {'J01': 4}, {'J01': 15}, 
45.0, {'J01': -17}, {'J01': 5}, {'J01': 17}, 
50.0, {'J01': -21}, {'J01': 6}, {'J01': 21}, 
55.0, {'J01': -27}, {'J01': 7}, {'J01': 27}, 
60.0, {'J01': -31}, {'J01': 8}, {'J01': 31}, 
65.0, {'J01': -32}, {'J01': 8}, {'J01': 32}, 
70.0, {'J01': -27}, {'J01': 7}, {'J01': 27}, 
75.0, {'J01': -24}, {'J01': 6}, {'J01': 24}, 
80.0, {'J01': -25}, {'J01': 6}, {'J01': 25}, 
85.0, {'J01': -21}, {'J01': 6}, {'J01': 21}, 
90.0, {'J01': -26}, {'J01': 8}, {'J01': 26}, 
95.0, {'J01': -27}, {'J01': 8}, {'J01': 27}, 
100.0, {'J01': -31}, {'J01': 8}, {'J01': 31}, 
105.0, {'J01': -33}, {'J01': 8}, {'J01': 33}, 
110.0, {'J01': -36}, {'J01': 8}, {'J01': 36}, 
115.0, {'J01': -34}, {'J01': 8}, {'J01': 34}, 
120.0, {'J01': -34}, {'J01': 8}, {'J01': 34}, 
125.0, {'J01': -40}, {'J01': 8}, {'J01': 40}, 
130.0, {'J01': -41}, {'J01': 8}, {'J01': 41}, 
135.0, {'J01': -39}, {'J01': 8}, {'J01': 39}, 
140.0, {'J01': -42}, {'J01': 8}, {'J01': 42}, 
145.0, {'J01': -37}, {'J01': 8}, {'J01': 37}, 
150.0, {'J01': -40}, {'J01': 9}, {'J01': 40}, 
155.0, {'J01': -46}, {'J01': 10}, {'J01': 46}, 
160.0, {'J01': -41}, {'J01': 10}, {'J01': 41}, 
165.0, {'J01': -43}, {'J01': 11}, {'J01': 43}, 
170.0, {'J01': -45}, {'J01': 12}, {'J01': 45}, 
175.0, {'J01': -43}, {'J01': 13}, {'J01': 43}, 
180.0, {'J01': -45}, {'J01': 14}, {'J01': 45}, 
185.0, {'J01': -48}, {'J01': 16}, {'J01': 48}, 
190.0, {'J01': -48}, {'J01': 16}, {'J01': 48}, 
195.0, {'J01': -42}, {'J01': 14}, {'J01': 42}, 
200.0, {'J01': -40}, {'J01': 14}, {'J01': 40}, 
205.0, {'J01': -42}, {'J01': 15}, {'J01': 42}, 
210.0, {'J01': -45}, {'J01': 14}, {'J01': 45}, 
215.0, {'J01': -42}, {'J01': 13}, {'J01': 42}, 
220.0, {'J01': -43}, {'J01': 13}, {'J01': 43}, 
225.0, {'J01': -41}, {'J01': 13}, {'J01': 41}, 
230.0, {'J01': -39}, {'J01': 14}, {'J01': 39}, 
235.0, {'J01': -35}, {'J01': 13}, {'J01': 35}, 
240.0, {'J01': -32}, {'J01': 11}, {'J01': 32}, 
245.0, {'J01': -37}, {'J01': 11}, {'J01': 37}, 
250.0, {'J01': -38}, {'J01': 12}, {'J01': 38}, 
255.0, {'J01': -36}, {'J01': 12}, {'J01': 36}, 
260.0, {'J01': -41}, {'J01': 13}, {'J01': 41}, 
265.0, {'J01': -42}, {'J01': 14}, {'J01': 42}, 
270.0, {'J01': -42}, {'J01': 15}, {'J01': 42}, 
275.0, {'J01': -42}, {'J01': 16}, {'J01': 42}, 
280.0, {'J01': -36}, {'J01': 14}, {'J01': 36}, 
285.0, {'J01': -34}, {'J01': 12}, {'J01': 34}, 
290.0, {'J01': -37}, {'J01': 12}, {'J01': 37}, 
295.0, {'J01': -43}, {'J01': 15}, {'J01': 43}, 
300.0, {'J01': -42}, {'J01': 15}, {'J01': 42}, 
305.0, {'J01': -43}, {'J01': 16}, {'J01': 43}, 
310.0, {'J01': -44}, {'J01': 16}, {'J01': 44}, 
315.0, {'J01': -41}, {'J01': 16}, {'J01': 41}, 
320.0, {'J01': -45}, {'J01': 18}, {'J01': 45}, 
325.0, {'J01': -37}, {'J01': 15}, {'J01': 37}, 
330.0, {'J01': -41}, {'J01': 16}, {'J01': 41}, 
335.0, {'J01': -40}, {'J01': 16}, {'J01': 40}, 
340.0, {'J01': -46}, {'J01': 17}, {'J01': 46}, 
345.0, {'J01': -49}, {'J01': 18}, {'J01': 49}, 
350.0, {'J01': -53}, {'J01': 18}, {'J01': 53}, 
355.0, {'J01': -52}, {'J01': 18}, {'J01': 52}, 
360.0, {'J01': -49}, {'J01': 20}, {'J01': 49}, 
365.0, {'J01': -49}, {'J01': 20}, {'J01': 49}, 
370.0, {'J01': -51}, {'J01': 20}, {'J01': 51}, 
375.0, {'J01': -52}, {'J01': 20}, {'J01': 52}, 
380.0, {'J01': -52}, {'J01': 20}, {'J01': 52}, 
385.0, {'J01': -39}, {'J01': 17}, {'J01': 39}, 
390.0, {'J01': -30}, {'J01': 15}, {'J01': 30}, 
395.0, {'J01': -30}, {'J01': 13}, {'J01': 30}, 
400.0, {'J01': -21}, {'J01': 9}, {'J01': 21}, 
405.0, {'J01': -19}, {'J01': 7}, {'J01': 19}, 
410.0, {'J01': -25}, {'J01': 8}, {'J01': 25}, 
415.0, {'J01': -31}, {'J01': 11}, {'J01': 31}, 
420.0, {'J01': -31}, {'J01': 11}, {'J01': 31}, 
425.0, {'J01': -23}, {'J01': 9}, {'J01': 23}, 
430.0, {'J01': -28}, {'J01': 9}, {'J01': 28}, 
435.0, {'J01': -37}, {'J01': 9}, {'J01': 37}, 
440.0, {'J01': -37}, {'J01': 9}, {'J01': 37}, 
445.0, {'J01': -35}, {'J01': 9}, {'J01': 35}, 
450.0, {'J01': -39}, {'J01': 10}, {'J01': 39}, 
455.0, {'J01': -44}, {'J01': 13}, {'J01': 44}, 
460.0, {'J01': -48}, {'J01': 14}, {'J01': 48}, 
465.0, {'J01': -47}, {'J01': 14}, {'J01': 47}, 
470.0, {'J01': -40}, {'J01': 13}, {'J01': 40}, 
475.0, {'J01': -41}, {'J01': 13}, {'J01': 41}, 
480.0, {'J01': -35}, {'J01': 11}, {'J01': 35}, 
485.0, {'J01': -35}, {'J01': 9}, {'J01': 35}, 
490.0, {'J01': -28}, {'J01': 7}, {'J01': 28}, 
495.0, {'J01': -27}, {'J01': 7}, {'J01': 27}, 
500.0, {'J01': -31}, {'J01': 9}, {'J01': 31}, 
505.0, {'J01': -41}, {'J01': 11}, {'J01': 41}, 
510.0, {'J01': -45}, {'J01': 13}, {'J01': 45}, 
515.0, {'J01': -47}, {'J01': 13}, {'J01': 47}, 
520.0, {'J01': -49}, {'J01': 14}, {'J01': 49}, 
525.0, {'J01': -53}, {'J01': 14}, {'J01': 53}, 
530.0, {'J01': -42}, {'J01': 11}, {'J01': 42}, 
535.0, {'J01': -37}, {'J01': 9}, {'J01': 37}, 
540.0, {'J01': -38}, {'J01': 8}, {'J01': 38}, 
545.0, {'J01': -43}, {'J01': 10}, {'J01': 43}, 
550.0, {'J01': -45}, {'J01': 10}, {'J01': 45}, 
555.0, {'J01': -46}, {'J01': 10}, {'J01': 46}, 
560.0, {'J01': -45}, {'J01': 10}, {'J01': 45}, 
565.0, {'J01': -42}, {'J01': 10}, {'J01': 42}, 
570.0, {'J01': -34}, {'J01': 9}, {'J01': 34}, 
575.0, {'J01': -30}, {'J01': 7}, {'J01': 30}, 
580.0, {'J01': -29}, {'J01': 5}, {'J01': 29}, 
585.0, {'J01': -27}, {'J01': 5}, {'J01': 27}, 
590.0, {'J01': -32}, {'J01': 7}, {'J01': 32}, 
595.0, {'J01': -32}, {'J01': 8}, {'J01': 32}, 
600.0, {'J01': -32}, {'J01': 8}, {'J01': 32}, 
605.0, {'J01': -37}, {'J01': 8}, {'J01': 37}, 
610.0, {'J01': -29}, {'J01': 7}, {'J01': 29}, 
615.0, {'J01': -27}, {'J01': 6}, {'J01': 27}, 
620.0, {'J01': -31}, {'J01': 6}, {'J01': 31}, 
625.0, {'J01': -28}, {'J01': 6}, {'J01': 28}, 
630.0, {'J01': -28}, {'J01': 6}, {'J01': 28}, 
635.0, {'J01': -33}, {'J01': 6}, {'J01': 33}, 
640.0, {'J01': -33}, {'J01': 8}, {'J01': 33}, 
645.0, {'J01': -26}, {'J01': 7}, {'J01': 26}, 
650.0, {'J01': -24}, {'J01': 7}, {'J01': 24}, 
655.0, {'J01': -29}, {'J01': 7}, {'J01': 29}, 
660.0, {'J01': -31}, {'J01': 8}, {'J01': 31}, 
665.0, {'J01': -37}, {'J01': 8}, {'J01': 37}, 
670.0, {'J01': -40}, {'J01': 8}, {'J01': 40}, 
675.0, {'J01': -48}, {'J01': 8}, {'J01': 48}, 
680.0, {'J01': -50}, {'J01': 8}, {'J01': 50}, 
685.0, {'J01': -51}, {'J01': 9}, {'J01': 51}, 
690.0, {'J01': -44}, {'J01': 10}, {'J01': 44}, 
695.0, {'J01': -46}, {'J01': 11}, {'J01': 46}, 
700.0, {'J01': -50}, {'J01': 12}, {'J01': 50}, 
705.0, {'J01': -50}, {'J01': 13}, {'J01': 50}, 
710.0, {'J01': -47}, {'J01': 13}, {'J01': 47}, 
715.0, {'J01': -42}, {'J01': 14}, {'J01': 42}, 
720.0, {'J01': -42}, {'J01': 14}, {'J01': 42}, 
725.0, {'J01': -44}, {'J01': 14}, {'J01': 44}, 
730.0, {'J01': -49}, {'J01': 14}, {'J01': 49}, 
735.0, {'J01': -49}, {'J01': 14}, {'J01': 49}, 
740.0, {'J01': -44}, {'J01': 14}, {'J01': 44}, 
745.0, {'J01': -46}, {'J01': 14}, {'J01': 46}, 
750.0, {'J01': -51}, {'J01': 16}, {'J01': 51}, 
755.0, {'J01': -56}, {'J01': 16}, {'J01': 56}, 
760.0, {'J01': -53}, {'J01': 16}, {'J01': 53}, 
765.0, {'J01': -42}, {'J01': 13}, {'J01': 42}, 
770.0, {'J01': -36}, {'J01': 12}, {'J01': 36}, 
775.0, {'J01': -39}, {'J01': 12}, {'J01': 39}, 
780.0, {'J01': -42}, {'J01': 12}, {'J01': 42}, 
785.0, {'J01': -50}, {'J01': 13}, {'J01': 50}, 
790.0, {'J01': -46}, {'J01': 13}, {'J01': 46}, 
795.0, {'J01': -47}, {'J01': 13}, {'J01': 47}, 
