5.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -10.5}, {'J01': 1}, {'J01': 4}, 
20.0, {'J01': -62.0}, {'J01': 3}, {'J01': 9}, 
25.0, {'J01': -105.5}, {'J01': 3}, {'J01': 8}, 
30.0, {'J01': -147.0}, {'J01': 4}, {'J01': 8}, 
35.0, {'J01': -146.0}, {'J01': 4}, {'J01': 7}, 
40.0, {'J01': -201.0}, {'J01': 4}, {'J01': 10}, 
45.0, {'J01': -229.0}, {'J01': 3}, {'J01': 17}, 
50.0, {'J01': -262.5}, {'J01': 5}, {'J01': 21}, 
55.0, {'J01': -426.5}, {'J01': 8}, {'J01': 26}, 
60.0, {'J01': -675.0}, {'J01': 8}, {'J01': 30}, 
65.0, {'J01': -787.5}, {'J01': 8}, {'J01': 30}, 
70.0, {'J01': -551.0}, {'J01': 6}, {'J01': 21}, 
75.0, {'J01': -551.5}, {'J01': 5}, {'J01': 19}, 
80.0, {'J01': -760.5}, {'J01': 5}, {'J01': 28}, 
85.0, {'J01': -834.5}, {'J01': 7}, {'J01': 25}, 
90.0, {'J01': -946.0}, {'J01': 8}, {'J01': 25}, 
95.0, {'J01': -1149.0}, {'J01': 8}, {'J01': 28}, 
100.0, {'J01': -1435.5}, {'J01': 8}, {'J01': 32}, 
105.0, {'J01': -1305.5}, {'J01': 7}, {'J01': 28}, 
110.0, {'J01': -866.0}, {'J01': 5}, {'J01': 20}, 
115.0, {'J01': -809.5}, {'J01': 4}, {'J01': 20}, 
120.0, {'J01': -969.5}, {'J01': 4}, {'J01': 24}, 
125.0, {'J01': -1150.0}, {'J01': 6}, {'J01': 28}, 
130.0, {'J01': -1203.5}, {'J01': 8}, {'J01': 27}, 
135.0, {'J01': -1354.0}, {'J01': 8}, {'J01': 29}, 
140.0, {'J01': -1658.5}, {'J01': 8}, {'J01': 34}, 
145.0, {'J01': -1408.0}, {'J01': 7}, {'J01': 32}, 
150.0, {'J01': -823.0}, {'J01': 5}, {'J01': 19}, 
155.0, {'J01': -776.5}, {'J01': 4}, {'J01': 19}, 
160.0, {'J01': -981.0}, {'J01': 4}, {'J01': 26}, 
165.0, {'J01': -1122.5}, {'J01': 6}, {'J01': 31}, 
170.0, {'J01': -1014.0}, {'J01': 8}, {'J01': 30}, 
175.0, {'J01': -1245.5}, {'J01': 8}, {'J01': 35}, 
180.0, {'J01': -1603.0}, {'J01': 8}, {'J01': 38}, 
185.0, {'J01': -1869.0}, {'J01': 8}, {'J01': 39}, 
190.0, {'J01': -2104.5}, {'J01': 8}, {'J01': 36}, 
195.0, {'J01': -2415.0}, {'J01': 8}, {'J01': 36}, 
200.0, {'J01': -2696.5}, {'J01': 8}, {'J01': 37}, 
205.0, {'J01': -2883.0}, {'J01': 8}, {'J01': 35}, 
210.0, {'J01': -3045.5}, {'J01': 8}, {'J01': 32}, 
215.0, {'J01': -3307.0}, {'J01': 9}, {'J01': 34}, 
220.0, {'J01': -3656.5}, {'J01': 10}, {'J01': 38}, 
225.0, {'J01': -2782.0}, {'J01': 8}, {'J01': 30}, 
230.0, {'J01': -1385.5}, {'J01': 5}, {'J01': 17}, 
235.0, {'J01': -1166.5}, {'J01': 4}, {'J01': 16}, 
240.0, {'J01': -1333.5}, {'J01': 4}, {'J01': 20}, 
245.0, {'J01': -1430.0}, {'J01': 7}, {'J01': 26}, 
250.0, {'J01': -1460.0}, {'J01': 8}, {'J01': 25}, 
255.0, {'J01': -1716.0}, {'J01': 8}, {'J01': 29}, 
260.0, {'J01': -2014.5}, {'J01': 8}, {'J01': 32}, 
265.0, {'J01': -1713.5}, {'J01': 7}, {'J01': 28}, 
270.0, {'J01': -648.5}, {'J01': 5}, {'J01': 18}, 
275.0, {'J01': -671.0}, {'J01': 4}, {'J01': 17}, 
280.0, {'J01': -854.5}, {'J01': 4}, {'J01': 24}, 
285.0, {'J01': -969.5}, {'J01': 7}, {'J01': 28}, 
290.0, {'J01': -1029.5}, {'J01': 8}, {'J01': 27}, 
295.0, {'J01': -1248.0}, {'J01': 8}, {'J01': 31}, 
300.0, {'J01': -1578.5}, {'J01': 8}, {'J01': 37}, 
305.0, {'J01': -1497.5}, {'J01': 7}, {'J01': 33}, 
310.0, {'J01': -975.0}, {'J01': 5}, {'J01': 22}, 
315.0, {'J01': -790.5}, {'J01': 4}, {'J01': 20}, 
320.0, {'J01': -967.5}, {'J01': 4}, {'J01': 26}, 
325.0, {'J01': -1017.0}, {'J01': 6}, {'J01': 25}, 
330.0, {'J01': -1107.0}, {'J01': 8}, {'J01': 29}, 
335.0, {'J01': -1274.0}, {'J01': 8}, {'J01': 30}, 
340.0, {'J01': -1581.0}, {'J01': 8}, {'J01': 34}, 
345.0, {'J01': -1339.5}, {'J01': 7}, {'J01': 27}, 
350.0, {'J01': -572.0}, {'J01': 4}, {'J01': 16}, 
355.0, {'J01': -556.5}, {'J01': 4}, {'J01': 16}, 
360.0, {'J01': -730.5}, {'J01': 4}, {'J01': 21}, 
365.0, {'J01': -901.0}, {'J01': 6}, {'J01': 29}, 
370.0, {'J01': -1011.0}, {'J01': 8}, {'J01': 31}, 
375.0, {'J01': -1166.0}, {'J01': 8}, {'J01': 29}, 
380.0, {'J01': -1432.5}, {'J01': 8}, {'J01': 32}, 
385.0, {'J01': -1196.5}, {'J01': 7}, {'J01': 24}, 
390.0, {'J01': -646.5}, {'J01': 4}, {'J01': 15}, 
395.0, {'J01': -683.0}, {'J01': 4}, {'J01': 17}, 
400.0, {'J01': -866.5}, {'J01': 4}, {'J01': 23}, 
405.0, {'J01': -836.5}, {'J01': 7}, {'J01': 25}, 
410.0, {'J01': -921.5}, {'J01': 8}, {'J01': 28}, 
415.0, {'J01': -1186.5}, {'J01': 8}, {'J01': 30}, 
420.0, {'J01': -1501.5}, {'J01': 8}, {'J01': 36}, 
425.0, {'J01': -1212.0}, {'J01': 7}, {'J01': 29}, 
430.0, {'J01': -631.5}, {'J01': 4}, {'J01': 18}, 
435.0, {'J01': -547.0}, {'J01': 4}, {'J01': 15}, 
440.0, {'J01': -666.0}, {'J01': 4}, {'J01': 20}, 
445.0, {'J01': -806.0}, {'J01': 6}, {'J01': 24}, 
450.0, {'J01': -836.5}, {'J01': 8}, {'J01': 26}, 
455.0, {'J01': -1075.0}, {'J01': 8}, {'J01': 29}, 
460.0, {'J01': -1377.5}, {'J01': 8}, {'J01': 33}, 
465.0, {'J01': -1343.5}, {'J01': 7}, {'J01': 30}, 
470.0, {'J01': -857.0}, {'J01': 5}, {'J01': 22}, 
475.0, {'J01': -918.5}, {'J01': 5}, {'J01': 22}, 
480.0, {'J01': -1098.5}, {'J01': 5}, {'J01': 26}, 
485.0, {'J01': -1124.0}, {'J01': 7}, {'J01': 27}, 
490.0, {'J01': -1284.5}, {'J01': 8}, {'J01': 30}, 
495.0, {'J01': -1519.0}, {'J01': 8}, {'J01': 32}, 
500.0, {'J01': -1846.0}, {'J01': 8}, {'J01': 36}, 
505.0, {'J01': -1731.5}, {'J01': 8}, {'J01': 34}, 
510.0, {'J01': -941.5}, {'J01': 6}, {'J01': 24}, 
515.0, {'J01': -934.5}, {'J01': 4}, {'J01': 24}, 
520.0, {'J01': -1186.0}, {'J01': 5}, {'J01': 31}, 
525.0, {'J01': -1455.0}, {'J01': 7}, {'J01': 38}, 
530.0, {'J01': -1631.5}, {'J01': 8}, {'J01': 40}, 
535.0, {'J01': -1827.5}, {'J01': 8}, {'J01': 40}, 
540.0, {'J01': -2119.0}, {'J01': 8}, {'J01': 42}, 
545.0, {'J01': -1690.5}, {'J01': 7}, {'J01': 34}, 
550.0, {'J01': -962.0}, {'J01': 4}, {'J01': 21}, 
555.0, {'J01': -849.0}, {'J01': 4}, {'J01': 18}, 
560.0, {'J01': -897.0}, {'J01': 4}, {'J01': 21}, 
565.0, {'J01': -1006.0}, {'J01': 5}, {'J01': 25}, 
570.0, {'J01': -971.5}, {'J01': 8}, {'J01': 29}, 
575.0, {'J01': -1202.0}, {'J01': 8}, {'J01': 30}, 
580.0, {'J01': -1519.0}, {'J01': 8}, {'J01': 35}, 
585.0, {'J01': -1348.5}, {'J01': 7}, {'J01': 31}, 
590.0, {'J01': -702.5}, {'J01': 4}, {'J01': 19}, 
595.0, {'J01': -652.0}, {'J01': 4}, {'J01': 16}, 
600.0, {'J01': -769.5}, {'J01': 4}, {'J01': 20}, 
605.0, {'J01': -931.5}, {'J01': 6}, {'J01': 26}, 
610.0, {'J01': -1154.5}, {'J01': 8}, {'J01': 33}, 
615.0, {'J01': -1485.0}, {'J01': 8}, {'J01': 34}, 
620.0, {'J01': -1836.0}, {'J01': 8}, {'J01': 38}, 
625.0, {'J01': -1627.0}, {'J01': 7}, {'J01': 32}, 
630.0, {'J01': -1127.0}, {'J01': 5}, {'J01': 21}, 
635.0, {'J01': -1232.0}, {'J01': 5}, {'J01': 24}, 
640.0, {'J01': -1487.5}, {'J01': 5}, {'J01': 30}, 
645.0, {'J01': -1145.0}, {'J01': 7}, {'J01': 31}, 
650.0, {'J01': -1207.0}, {'J01': 8}, {'J01': 32}, 
655.0, {'J01': -1492.0}, {'J01': 8}, {'J01': 35}, 
660.0, {'J01': -1853.5}, {'J01': 8}, {'J01': 40}, 
665.0, {'J01': -1428.0}, {'J01': 7}, {'J01': 31}, 
670.0, {'J01': -773.5}, {'J01': 4}, {'J01': 20}, 
675.0, {'J01': -694.0}, {'J01': 4}, {'J01': 20}, 
680.0, {'J01': -903.5}, {'J01': 4}, {'J01': 25}, 
685.0, {'J01': -967.5}, {'J01': 7}, {'J01': 29}, 
690.0, {'J01': -1081.5}, {'J01': 8}, {'J01': 29}, 
695.0, {'J01': -1313.0}, {'J01': 8}, {'J01': 32}, 
700.0, {'J01': -1645.0}, {'J01': 8}, {'J01': 37}, 
705.0, {'J01': -1377.0}, {'J01': 7}, {'J01': 32}, 
710.0, {'J01': -631.0}, {'J01': 4}, {'J01': 19}, 
715.0, {'J01': -661.0}, {'J01': 4}, {'J01': 18}, 
720.0, {'J01': -852.0}, {'J01': 4}, {'J01': 23}, 
725.0, {'J01': -1095.5}, {'J01': 7}, {'J01': 28}, 
730.0, {'J01': -1166.0}, {'J01': 8}, {'J01': 29}, 
735.0, {'J01': -1260.5}, {'J01': 8}, {'J01': 27}, 
740.0, {'J01': -1539.0}, {'J01': 8}, {'J01': 31}, 
