5.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.0), 'J12': np.float32(-0.0), 'J13': np.float32(-0.0), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.0)}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
10.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.0), 'J12': np.float32(-0.0), 'J13': np.float32(-0.0), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.0)}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
15.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.0), 'J12': np.float32(-0.0), 'J13': np.float32(-0.0), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.0)}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
20.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.0), 'J12': np.float32(-0.0037002775), 'J13': np.float32(-0.012025902), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.0)}, {'J10': 0, 'J11': 0, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 2, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
25.0, {'J10': np.float32(-0.0018501388), 'J11': np.float32(-0.0), 'J12': np.float32(-0.0), 'J13': np.float32(0.012025902), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.0037002775)}, {'J10': 1, 'J11': 0, 'J12': 1, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 0, 'J12': 1, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
30.0, {'J10': np.float32(-0.018501388), 'J11': np.float32(-0.0), 'J12': np.float32(-0.024051804), 'J13': np.float32(-0.005550416), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.009250694)}, {'J10': 1, 'J11': 0, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 0, 'J12': 2, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
35.0, {'J10': np.float32(-0.026827011), 'J11': np.float32(-0.0), 'J12': np.float32(-0.037002776), 'J13': np.float32(-0.022201665), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.011100832)}, {'J10': 1, 'J11': 0, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 2, 'J11': 0, 'J12': 2, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
40.0, {'J10': np.float32(-0.037002776), 'J11': np.float32(-0.0037002775), 'J12': np.float32(-0.037002776), 'J13': np.float32(0.027752081), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.012025902)}, {'J10': 1, 'J11': 1, 'J12': 1, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 2, 'J11': 1, 'J12': 2, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
45.0, {'J10': np.float32(-0.041628122), 'J11': np.float32(-0.018501388), 'J12': np.float32(0.0138760405), 'J13': np.float32(-0.0), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.020351527)}, {'J10': 1, 'J11': 1, 'J12': 1, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 2, 'J11': 1, 'J12': 3, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
50.0, {'J10': np.float32(-0.06845514), 'J11': np.float32(0.022201665), 'J12': np.float32(0.026827011), 'J13': np.float32(-0.0), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.022201665)}, {'J10': 3, 'J11': 0, 'J12': 2, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 5, 'J11': 0, 'J12': 3, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
55.0, {'J10': np.float32(-0.10823312), 'J11': np.float32(-0.008325624), 'J12': np.float32(-0.09620722), 'J13': np.float32(-0.0), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.024051804)}, {'J10': 4, 'J11': 1, 'J12': 3, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 6, 'J11': 1, 'J12': 8, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
