5.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.0), 'J12': np.float32(-0.0), 'J13': np.float32(-0.0), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.0)}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
10.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.0), 'J12': np.float32(-0.0), 'J13': np.float32(-0.0), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.0018501388)}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
15.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.0), 'J12': np.float32(-0.004625347), 'J13': np.float32(-0.0), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.018501388)}, {'J10': 0, 'J11': 0, 'J12': 1, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 0, 'J11': 0, 'J12': 1, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
20.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.010175764), 'J12': np.float32(-0.026827011), 'J13': np.float32(-0.002775208), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.025901943)}, {'J10': 0, 'J11': 0, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 0, 'J11': 0, 'J12': 4, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, 
25.0, {'J10': np.float32(-0.010175764), 'J11': np.float32(-0.027752081), 'J12': np.float32(0.027752081), 'J13': np.float32(-0.018501388), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.047178537)}, {'J10': 2, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 3, 'J11': 2, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
30.0, {'J10': np.float32(-0.06567992), 'J11': np.float32(-0.055504162), 'J12': np.float32(-0.020351527), 'J13': np.float32(0.021276595), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(0.040703055)}, {'J10': 3, 'J11': 1, 'J12': 1, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 5, 'J11': 2, 'J12': 2, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, 
35.0, {'J10': np.float32(-0.10175763), 'J11': np.float32(-0.055504162), 'J12': np.float32(-0.037002776), 'J13': np.float32(-0.0018501388), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(0.0037002775)}, {'J10': 5, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 7, 'J11': 2, 'J12': 2, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
40.0, {'J10': np.float32(0.13135985), 'J11': np.float32(-0.06567992), 'J12': np.float32(-0.037002776), 'J13': np.float32(-0.018501388), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.06382979)}, {'J10': 2, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 2, 'J11': 2, 'J12': 2, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, 
45.0, {'J10': np.float32(0.035152636), 'J11': np.float32(-0.07030527), 'J12': np.float32(-0.0453284), 'J13': np.float32(-0.018501388), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.0573543)}, {'J10': 1, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, {'J10': 2, 'J11': 2, 'J12': 3, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 9}, 
50.0, {'J10': np.float32(-0.049953748), 'J11': np.float32(-0.07678076), 'J12': np.float32(-0.07308048), 'J13': np.float32(-0.018501388), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.012025902)}, {'J10': 2, 'J11': 1, 'J12': 3, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 3, 'J11': 2, 'J12': 7, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 7}, 
55.0, {'J10': np.float32(-0.067530066), 'J11': np.float32(-0.07215541), 'J12': np.float32(-0.13783534), 'J13': np.float32(-0.018501388), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(0.036077704)}, {'J10': 3, 'J11': 1, 'J12': 3, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 4, 'J11': 2, 'J12': 11, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
