5.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.0), 'J12': np.float32(-0.0), 'J13': np.float32(-0.0), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.0)}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
10.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.0009250694), 'J12': np.float32(-0.0), 'J13': np.float32(-0.0), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.0)}, {'J10': 0, 'J11': 1, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
15.0, {'J10': np.float32(-0.0018501388), 'J11': np.float32(0.0009250694), 'J12': np.float32(-0.0), 'J13': np.float32(-0.0), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.0)}, {'J10': 1, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
20.0, {'J10': np.float32(0.0018501388), 'J11': np.float32(-0.006475486), 'J12': np.float32(-0.0), 'J13': np.float32(-0.019426458), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.0018501388)}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
25.0, {'J10': np.float32(-0.007400555), 'J11': np.float32(-0.021276595), 'J12': np.float32(-0.0018501388), 'J13': np.float32(-0.06105458), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(0.0009250694)}, {'J10': 1, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 2, 'J12': 1, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
30.0, {'J10': np.float32(-0.018501388), 'J11': np.float32(-0.04625347), 'J12': np.float32(-0.022201665), 'J13': np.float32(-0.08973173), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.008325624)}, {'J10': 1, 'J11': 1, 'J12': 1, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 1, 'J11': 2, 'J12': 2, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
35.0, {'J10': np.float32(-0.02960222), 'J11': np.float32(-0.050878815), 'J12': np.float32(-0.037002776), 'J13': np.float32(-0.12950972), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.037002776)}, {'J10': 1, 'J11': 1, 'J12': 1, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 2, 'J11': 2, 'J12': 2, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, 
40.0, {'J10': np.float32(-0.04625347), 'J11': np.float32(-0.058279373), 'J12': np.float32(-0.037002776), 'J13': np.float32(-0.06475486), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.06382979)}, {'J10': 1, 'J11': 1, 'J12': 1, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 2, 'J11': 2, 'J12': 2, 'J13': 8, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
45.0, {'J10': np.float32(-0.04625347), 'J11': np.float32(-0.06105458), 'J12': np.float32(-0.049028676), 'J13': np.float32(0.15541166), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.095282145)}, {'J10': 1, 'J11': 1, 'J12': 2, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 2, 'J11': 2, 'J12': 4, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
50.0, {'J10': np.float32(-0.06012951), 'J11': np.float32(-0.06475486), 'J12': np.float32(-0.079555966), 'J13': np.float32(0.08603145), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.111008324)}, {'J10': 3, 'J11': 1, 'J12': 2, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 5, 'J11': 2, 'J12': 5, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, 
55.0, {'J10': np.float32(-0.10638298), 'J11': np.float32(-0.078630894), 'J12': np.float32(-0.10638298), 'J13': np.float32(-0.047178537), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.15263645)}, {'J10': 4, 'J11': 1, 'J12': 4, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, {'J10': 6, 'J11': 2, 'J12': 8, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 9}, 
60.0, {'J10': np.float32(-0.12580943), 'J11': np.float32(-0.09713229), 'J12': np.float32(-0.017576318), 'J13': np.float32(-0.054579094), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.22756706)}, {'J10': 4, 'J11': 2, 'J12': 5, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 7}, {'J10': 6, 'J11': 3, 'J12': 8, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 13}, 
65.0, {'J10': np.float32(-0.12950972), 'J11': np.float32(-0.12765957), 'J12': np.float32(-0.10638298), 'J13': np.float32(-0.08048104), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.27659574)}, {'J10': 4, 'J11': 2, 'J12': 5, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 7}, {'J10': 6, 'J11': 3, 'J12': 11, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 13}, 
70.0, {'J10': np.float32(-0.12950972), 'J11': np.float32(-0.1480111), 'J12': np.float32(-0.20906568), 'J13': np.float32(-0.12118409), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.30989826)}, {'J10': 4, 'J11': 2, 'J12': 7, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 9}, {'J10': 6, 'J11': 3, 'J12': 14, 'J13': 10, 'cluster3106249630_3106249631_J60_J61_#5more': 17}, 
75.0, {'J10': np.float32(-0.12950972), 'J11': np.float32(-0.15078631), 'J12': np.float32(-0.26827013), 'J13': np.float32(-0.19241443), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.42090657)}, {'J10': 4, 'J11': 3, 'J12': 7, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 12}, {'J10': 6, 'J11': 4, 'J12': 15, 'J13': 11, 'cluster3106249630_3106249631_J60_J61_#5more': 25}, 
80.0, {'J10': np.float32(0.38020352), 'J11': np.float32(-0.16651249), 'J12': np.float32(-0.2867715), 'J13': np.float32(0.15448658), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.04255319)}, {'J10': 3, 'J11': 3, 'J12': 7, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 11}, {'J10': 5, 'J11': 4, 'J12': 15, 'J13': 8, 'cluster3106249630_3106249631_J60_J61_#5more': 26}, 
85.0, {'J10': np.float32(0.06105458), 'J11': np.float32(-0.17391305), 'J12': np.float32(-0.29509714), 'J13': np.float32(0.17576317), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.160037)}, {'J10': 3, 'J11': 4, 'J12': 7, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 10}, {'J10': 6, 'J11': 5, 'J12': 17, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 24}, 
90.0, {'J10': np.float32(-0.07308048), 'J11': np.float32(-0.19888991), 'J12': np.float32(-0.32377428), 'J13': np.float32(-0.10175763), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.4921369)}, {'J10': 4, 'J11': 4, 'J12': 7, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 10}, {'J10': 5, 'J11': 5, 'J12': 17, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 25}, 
95.0, {'J10': np.float32(-0.054579094), 'J11': np.float32(-0.22386679), 'J12': np.float32(-0.32377428), 'J13': np.float32(-0.07030527), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.5319149)}, {'J10': 4, 'J11': 5, 'J12': 7, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 13}, {'J10': 4, 'J11': 6, 'J12': 17, 'J13': 8, 'cluster3106249630_3106249631_J60_J61_#5more': 29}, 
100.0, {'J10': np.float32(-0.07678076), 'J11': np.float32(1.492137), 'J12': np.float32(-0.3320999), 'J13': np.float32(-0.15263645), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.5883441)}, {'J10': 5, 'J11': 3, 'J12': 8, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 15}, {'J10': 5, 'J11': 4, 'J12': 18, 'J13': 9, 'cluster3106249630_3106249631_J60_J61_#5more': 32}, 
105.0, {'J10': np.float32(-0.09250694), 'J11': np.float32(0.08695652), 'J12': np.float32(-0.3533765), 'J13': np.float32(0.31637374), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(0.13413507)}, {'J10': 5, 'J11': 1, 'J12': 8, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 14}, {'J10': 5, 'J11': 1, 'J12': 20, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 30}, 
110.0, {'J10': np.float32(-0.09250694), 'J11': np.float32(-0.09620722), 'J12': np.float32(-0.3839038), 'J13': np.float32(-0.09805735), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(0.016651249)}, {'J10': 5, 'J11': 2, 'J12': 8, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 12}, {'J10': 5, 'J11': 3, 'J12': 21, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 28}, 
115.0, {'J10': np.float32(-0.09250694), 'J11': np.float32(-0.11933395), 'J12': np.float32(-0.41905642), 'J13': np.float32(-0.103607774), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.5587419)}, {'J10': 5, 'J11': 2, 'J12': 9, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 12}, {'J10': 5, 'J11': 3, 'J12': 24, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 28}, 
120.0, {'J10': np.float32(-0.09250694), 'J11': np.float32(-0.09435707), 'J12': np.float32(-0.45143387), 'J13': np.float32(-0.13228492), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.39037928)}, {'J10': 5, 'J11': 2, 'J12': 9, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 12}, {'J10': 5, 'J11': 3, 'J12': 26, 'J13': 8, 'cluster3106249630_3106249631_J60_J61_#5more': 28}, 
125.0, {'J10': np.float32(-0.09250694), 'J11': np.float32(-0.13320999), 'J12': np.float32(-0.49583718), 'J13': np.float32(-0.15726179), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.58649397)}, {'J10': 5, 'J11': 2, 'J12': 10, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 12}, {'J10': 5, 'J11': 3, 'J12': 27, 'J13': 8, 'cluster3106249630_3106249631_J60_J61_#5more': 29}, 
130.0, {'J10': np.float32(-0.09250694), 'J11': np.float32(-0.160037), 'J12': np.float32(-0.5263645), 'J13': np.float32(-0.1720629), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.4014801)}, {'J10': 5, 'J11': 4, 'J12': 11, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 13}, {'J10': 5, 'J11': 6, 'J12': 29, 'J13': 10, 'cluster3106249630_3106249631_J60_J61_#5more': 30}, 
135.0, {'J10': np.float32(-0.09250694), 'J11': np.float32(-0.19703978), 'J12': np.float32(-0.5800185), 'J13': np.float32(-0.11840888), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.40425533)}, {'J10': 5, 'J11': 4, 'J12': 12, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 13}, {'J10': 5, 'J11': 7, 'J12': 33, 'J13': 9, 'cluster3106249630_3106249631_J60_J61_#5more': 29}, 
140.0, {'J10': np.float32(-0.09250694), 'J11': np.float32(-0.19703978), 'J12': np.float32(-0.63829786), 'J13': np.float32(-0.1813136), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.62904716)}, {'J10': 5, 'J11': 4, 'J12': 12, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 15}, {'J10': 5, 'J11': 6, 'J12': 33, 'J13': 9, 'cluster3106249630_3106249631_J60_J61_#5more': 32}, 
145.0, {'J10': np.float32(0.2627197), 'J11': np.float32(-0.2053654), 'J12': np.float32(-0.65402406), 'J13': np.float32(-0.18501388), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.7076781)}, {'J10': 4, 'J11': 5, 'J12': 12, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 15}, {'J10': 4, 'J11': 7, 'J12': 35, 'J13': 9, 'cluster3106249630_3106249631_J60_J61_#5more': 35}, 
150.0, {'J10': np.float32(0.29694727), 'J11': np.float32(-0.22201665), 'J12': np.float32(-0.6771508), 'J13': np.float32(-0.19241443), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.73635525)}, {'J10': 3, 'J11': 5, 'J12': 12, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 16}, {'J10': 3, 'J11': 7, 'J12': 36, 'J13': 10, 'cluster3106249630_3106249631_J60_J61_#5more': 36}, 
155.0, {'J10': np.float32(-0.06012951), 'J11': np.float32(-0.25161886), 'J12': np.float32(-0.6947271), 'J13': np.float32(-0.20351526), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.7613321)}, {'J10': 5, 'J11': 6, 'J12': 12, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 20}, {'J10': 5, 'J11': 8, 'J12': 36, 'J13': 10, 'cluster3106249630_3106249631_J60_J61_#5more': 41}, 
160.0, {'J10': np.float32(-0.09250694), 'J11': np.float32(-0.2775208), 'J12': np.float32(-0.719704), 'J13': np.float32(-0.20999075), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.86771506)}, {'J10': 5, 'J11': 6, 'J12': 12, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 23}, {'J10': 5, 'J11': 8, 'J12': 39, 'J13': 11, 'cluster3106249630_3106249631_J60_J61_#5more': 44}, 
165.0, {'J10': np.float32(-0.09250694), 'J11': np.float32(-0.28492138), 'J12': np.float32(-0.7678076), 'J13': np.float32(-0.24976873), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.9278446)}, {'J10': 5, 'J11': 6, 'J12': 12, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 24}, {'J10': 5, 'J11': 9, 'J12': 40, 'J13': 14, 'cluster3106249630_3106249631_J60_J61_#5more': 47}, 
170.0, {'J10': np.float32(-0.09435707), 'J11': np.float32(-0.2987974), 'J12': np.float32(-0.78723407), 'J13': np.float32(1.0434783), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.95652175)}, {'J10': 5, 'J11': 6, 'J12': 12, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 26}, {'J10': 5, 'J11': 9, 'J12': 41, 'J13': 9, 'cluster3106249630_3106249631_J60_J61_#5more': 50}, 
175.0, {'J10': np.float32(-0.10175763), 'J11': np.float32(-0.30712304), 'J12': np.float32(-0.82053655), 'J13': np.float32(0.5245143), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-1.012951)}, {'J10': 5, 'J11': 6, 'J12': 12, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 27}, {'J10': 5, 'J11': 9, 'J12': 44, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 52}, 
180.0, {'J10': np.float32(-0.10175763), 'J11': np.float32(2.081406), 'J12': np.float32(-0.8760407), 'J13': np.float32(0.24421832), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-1.0999075)}, {'J10': 5, 'J11': 4, 'J12': 12, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 29}, {'J10': 5, 'J11': 6, 'J12': 45, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 56}, 
185.0, {'J10': np.float32(-0.10175763), 'J11': np.float32(0.52821463), 'J12': np.float32(0.036077704), 'J13': np.float32(-0.10915819), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-1.1322849)}, {'J10': 5, 'J11': 2, 'J12': 12, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 34}, {'J10': 5, 'J11': 3, 'J12': 47, 'J13': 8, 'cluster3106249630_3106249631_J60_J61_#5more': 62}, 
190.0, {'J10': np.float32(0.8094357), 'J11': np.float32(-0.09805735), 'J12': np.float32(0.35522664), 'J13': np.float32(-0.16373728), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-1.2904718)}, {'J10': 3, 'J11': 2, 'J12': 12, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 36}, {'J10': 5, 'J11': 5, 'J12': 46, 'J13': 9, 'cluster3106249630_3106249631_J60_J61_#5more': 66}, 
195.0, {'J10': np.float32(-0.0693802), 'J11': np.float32(-0.13968548), 'J12': np.float32(-0.5430157), 'J13': np.float32(-0.14708602), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-1.2858465)}, {'J10': 3, 'J11': 3, 'J12': 12, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 36}, {'J10': 4, 'J11': 7, 'J12': 47, 'J13': 9, 'cluster3106249630_3106249631_J60_J61_#5more': 67}, 
200.0, {'J10': np.float32(-0.037927844), 'J11': np.float32(-0.15633672), 'J12': np.float32(-0.51433855), 'J13': np.float32(-0.19426458), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(0.21554117)}, {'J10': 5, 'J11': 2, 'J12': 12, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 35}, {'J10': 5, 'J11': 6, 'J12': 46, 'J13': 10, 'cluster3106249630_3106249631_J60_J61_#5more': 64}, 
205.0, {'J10': np.float32(-0.09250694), 'J11': np.float32(-0.14431082), 'J12': np.float32(-0.5106383), 'J13': np.float32(-0.22109158), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(2.6382978)}, {'J10': 5, 'J11': 3, 'J12': 12, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 33}, {'J10': 5, 'J11': 5, 'J12': 46, 'J13': 12, 'cluster3106249630_3106249631_J60_J61_#5more': 57}, 
