5.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.0), 'J12': np.float32(-0.0), 'J13': np.float32(-0.0), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.0)}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
10.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.0), 'J12': np.float32(-0.0), 'J13': np.float32(-0.0), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.0018501388)}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
15.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.0), 'J12': np.float32(-0.0), 'J13': np.float32(-0.0), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(0.0018501388)}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
20.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.005550416), 'J12': np.float32(-0.0), 'J13': np.float32(-0.012025902), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.005550416)}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
25.0, {'J10': np.float32(-0.007400555), 'J11': np.float32(0.005550416), 'J12': np.float32(-0.004625347), 'J13': np.float32(-0.04347826), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.038852915)}, {'J10': 1, 'J11': 0, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 1, 'J11': 0, 'J12': 1, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, 
30.0, {'J10': np.float32(-0.018501388), 'J11': np.float32(-0.0), 'J12': np.float32(-0.024976874), 'J13': np.float32(-0.07308048), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.07215541)}, {'J10': 1, 'J11': 0, 'J12': 1, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 1, 'J11': 0, 'J12': 2, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
35.0, {'J10': np.float32(-0.026827011), 'J11': np.float32(-0.006475486), 'J12': np.float32(-0.037002776), 'J13': np.float32(-0.11285847), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.09250694)}, {'J10': 1, 'J11': 0, 'J12': 1, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 2, 'J11': 0, 'J12': 2, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, 
40.0, {'J10': np.float32(-0.037002776), 'J11': np.float32(-0.011100832), 'J12': np.float32(-0.037002776), 'J13': np.float32(-0.14246069), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(0.020351527)}, {'J10': 1, 'J11': 0, 'J12': 1, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 2, 'J11': 0, 'J12': 2, 'J13': 9, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, 
45.0, {'J10': np.float32(-0.038852915), 'J11': np.float32(-0.01480111), 'J12': np.float32(-0.050878815), 'J13': np.float32(-0.17391305), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(0.123959295)}, {'J10': 1, 'J11': 0, 'J12': 2, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 2, 'J11': 0, 'J12': 4, 'J13': 10, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
50.0, {'J10': np.float32(-0.06105458), 'J11': np.float32(-0.018501388), 'J12': np.float32(0.012950972), 'J13': np.float32(-0.18501388), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.022201665)}, {'J10': 3, 'J11': 0, 'J12': 3, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 5, 'J11': 0, 'J12': 5, 'J13': 10, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
55.0, {'J10': np.float32(-0.10915819), 'J11': np.float32(-0.021276595), 'J12': np.float32(-0.083256245), 'J13': np.float32(-0.1933395), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.06382979)}, {'J10': 4, 'J11': 1, 'J12': 5, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 6, 'J11': 1, 'J12': 7, 'J13': 11, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
60.0, {'J10': np.float32(0.15171137), 'J11': np.float32(-0.052728955), 'J12': np.float32(-0.14431082), 'J13': np.float32(-0.20814061), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.016651249)}, {'J10': 3, 'J11': 1, 'J12': 5, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 4, 'J11': 1, 'J12': 9, 'J13': 12, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
65.0, {'J10': np.float32(0.14708602), 'J11': np.float32(0.12025902), 'J12': np.float32(-0.18778908), 'J13': np.float32(-0.22294173), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.07400555)}, {'J10': 0, 'J11': 1, 'J12': 6, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 0, 'J11': 2, 'J12': 12, 'J13': 13, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, 
70.0, {'J10': np.float32(-0.007400555), 'J11': np.float32(0.004625347), 'J12': np.float32(-0.23034227), 'J13': np.float32(-0.25809437), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.08788159)}, {'J10': 2, 'J11': 0, 'J12': 7, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 3, 'J11': 0, 'J12': 14, 'J13': 16, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
75.0, {'J10': np.float32(0.007400555), 'J11': np.float32(-0.009250694), 'J12': np.float32(-0.2812211), 'J13': np.float32(-0.2960222), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.027752081)}, {'J10': 0, 'J11': 1, 'J12': 8, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 0, 'J11': 1, 'J12': 16, 'J13': 16, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
80.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.016651249), 'J12': np.float32(-0.3052729), 'J13': np.float32(0.50878817), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.0693802)}, {'J10': 0, 'J11': 2, 'J12': 8, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 0, 'J11': 2, 'J12': 16, 'J13': 14, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, 
85.0, {'J10': np.float32(-0.009250694), 'J11': np.float32(-0.037002776), 'J12': np.float32(-0.31267345), 'J13': np.float32(0.49953747), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.11378353)}, {'J10': 1, 'J11': 2, 'J12': 8, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 1, 'J11': 2, 'J12': 17, 'J13': 11, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, 
90.0, {'J10': np.float32(-0.018501388), 'J11': np.float32(-0.04440333), 'J12': np.float32(-0.33302498), 'J13': np.float32(-0.16558743), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.11285847)}, {'J10': 1, 'J11': 2, 'J12': 8, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 1, 'J11': 2, 'J12': 18, 'J13': 11, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
95.0, {'J10': np.float32(-0.018501388), 'J11': np.float32(-0.05920444), 'J12': np.float32(-0.34227568), 'J13': np.float32(-0.20814061), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.14616096)}, {'J10': 1, 'J11': 3, 'J12': 8, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 1, 'J11': 3, 'J12': 18, 'J13': 13, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, 
