5.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.0), 'J12': np.float32(-0.0), 'J13': np.float32(-0.0), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.0)}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
10.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.0009250694), 'J12': np.float32(-0.0), 'J13': np.float32(-0.0), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.0)}, {'J10': 0, 'J11': 1, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 1, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
15.0, {'J10': np.float32(-0.0), 'J11': np.float32(0.0009250694), 'J12': np.float32(-0.0), 'J13': np.float32(-0.0018501388), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.0)}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
20.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.0), 'J12': np.float32(-0.0), 'J13': np.float32(-0.007400555), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.0037002775)}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
25.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.0), 'J12': np.float32(-0.0037002775), 'J13': np.float32(-0.041628122), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.027752081)}, {'J10': 0, 'J11': 0, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 0, 'J11': 0, 'J12': 1, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
30.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.0), 'J12': np.float32(-0.018501388), 'J13': np.float32(-0.07308048), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.07585569)}, {'J10': 0, 'J11': 0, 'J12': 1, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 0, 'J11': 0, 'J12': 1, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
35.0, {'J10': np.float32(-0.009250694), 'J11': np.float32(-0.0), 'J12': np.float32(-0.021276595), 'J13': np.float32(-0.10915819), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.038852915)}, {'J10': 1, 'J11': 0, 'J12': 1, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 1, 'J11': 0, 'J12': 2, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
40.0, {'J10': np.float32(-0.018501388), 'J11': np.float32(-0.0009250694), 'J12': np.float32(-0.037002776), 'J13': np.float32(0.08788159), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.08973173)}, {'J10': 1, 'J11': 0, 'J12': 1, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, {'J10': 1, 'J11': 0, 'J12': 2, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 9}, 
45.0, {'J10': np.float32(-0.020351527), 'J11': np.float32(0.0009250694), 'J12': np.float32(-0.047178537), 'J13': np.float32(0.08788159), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.20166512)}, {'J10': 1, 'J11': 0, 'J12': 2, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, {'J10': 2, 'J11': 0, 'J12': 4, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 13}, 
50.0, {'J10': np.float32(-0.054579094), 'J11': np.float32(-0.004625347), 'J12': np.float32(-0.079555966), 'J13': np.float32(-0.033302497), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(0.024976874)}, {'J10': 2, 'J11': 0, 'J12': 2, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 3, 'J11': 0, 'J12': 5, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 11}, 
55.0, {'J10': np.float32(-0.07770583), 'J11': np.float32(0.004625347), 'J12': np.float32(-0.10545791), 'J13': np.float32(-0.062904716), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(0.040703055)}, {'J10': 3, 'J11': 0, 'J12': 4, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 5, 'J11': 0, 'J12': 8, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 8}, 
