5.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.0), 'J12': np.float32(-0.0), 'J13': np.float32(-0.0), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.0)}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
10.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.0009250694), 'J12': np.float32(-0.0), 'J13': np.float32(-0.0), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.002775208)}, {'J10': 0, 'J11': 1, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 0, 'J11': 1, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
15.0, {'J10': np.float32(-0.0), 'J11': np.float32(0.0009250694), 'J12': np.float32(-0.0), 'J13': np.float32(-0.0018501388), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(0.002775208)}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
20.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.0), 'J12': np.float32(-0.0), 'J13': np.float32(-0.02960222), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.005550416)}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
25.0, {'J10': np.float32(-0.004625347), 'J11': np.float32(-0.004625347), 'J12': np.float32(-0.004625347), 'J13': np.float32(-0.061979648), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.03052729)}, {'J10': 1, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 1, 'J11': 1, 'J12': 1, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, 
30.0, {'J10': np.float32(-0.018501388), 'J11': np.float32(-0.018501388), 'J12': np.float32(-0.024976874), 'J13': np.float32(0.036077704), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.06567992)}, {'J10': 1, 'J11': 1, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 3}, {'J10': 1, 'J11': 1, 'J12': 2, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
35.0, {'J10': np.float32(-0.026827011), 'J11': np.float32(0.023126734), 'J12': np.float32(-0.037002776), 'J13': np.float32(0.04810361), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.08603145)}, {'J10': 1, 'J11': 0, 'J12': 1, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 2, 'J11': 0, 'J12': 2, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, 
40.0, {'J10': np.float32(0.04440333), 'J11': np.float32(-0.0), 'J12': np.float32(0.023126734), 'J13': np.float32(-0.051803887), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.13691027)}, {'J10': 1, 'J11': 0, 'J12': 1, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, {'J10': 1, 'J11': 0, 'J12': 1, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 8}, 
45.0, {'J10': np.float32(-0.02960222), 'J11': np.float32(-0.0), 'J12': np.float32(-0.03422757), 'J13': np.float32(-0.099907495), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.19703978)}, {'J10': 2, 'J11': 0, 'J12': 2, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 6}, {'J10': 4, 'J11': 0, 'J12': 3, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 13}, 
50.0, {'J10': np.float32(-0.012950972), 'J11': np.float32(-0.0), 'J12': np.float32(-0.06012951), 'J13': np.float32(0.09250694), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.2654949)}, {'J10': 2, 'J11': 0, 'J12': 3, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 7}, {'J10': 3, 'J11': 0, 'J12': 5, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 14}, 
55.0, {'J10': np.float32(-0.06475486), 'J11': np.float32(-0.0), 'J12': np.float32(-0.09435707), 'J13': np.float32(0.066604994), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.20629047)}, {'J10': 2, 'J11': 0, 'J12': 3, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 7}, {'J10': 3, 'J11': 0, 'J12': 7, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 17}, 
