5.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.0), 'J12': np.float32(-0.0), 'J13': np.float32(-0.0), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.0)}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 0, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
10.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.0009250694), 'J12': np.float32(-0.0), 'J13': np.float32(-0.0), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.0018501388)}, {'J10': 0, 'J11': 1, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 0, 'J11': 1, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
15.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.018501388), 'J12': np.float32(-0.0), 'J13': np.float32(-0.0), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.018501388)}, {'J10': 0, 'J11': 1, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 0, 'J11': 1, 'J12': 0, 'J13': 0, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
20.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.026827011), 'J12': np.float32(-0.0), 'J13': np.float32(-0.005550416), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(0.017576318)}, {'J10': 0, 'J11': 1, 'J12': 0, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 0, 'J11': 1, 'J12': 0, 'J13': 1, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
25.0, {'J10': np.float32(-0.0), 'J11': np.float32(-0.038852915), 'J12': np.float32(-0.004625347), 'J13': np.float32(-0.035152636), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(0.0009250694)}, {'J10': 0, 'J11': 2, 'J12': 1, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 0, 'J11': 3, 'J12': 1, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
30.0, {'J10': np.float32(-0.008325624), 'J11': np.float32(-0.07400555), 'J12': np.float32(-0.024051804), 'J13': np.float32(-0.09713229), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.009250694)}, {'J10': 1, 'J11': 2, 'J12': 1, 'J13': 4, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, {'J10': 1, 'J11': 3, 'J12': 2, 'J13': 9, 'cluster3106249630_3106249631_J60_J61_#5more': 0}, 
35.0, {'J10': np.float32(-0.026827011), 'J11': np.float32(-0.07585569), 'J12': np.float32(-0.037002776), 'J13': np.float32(-0.17113784), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.023126734)}, {'J10': 1, 'J11': 2, 'J12': 1, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 2, 'J11': 3, 'J12': 2, 'J13': 10, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
40.0, {'J10': np.float32(-0.037002776), 'J11': np.float32(-0.08603145), 'J12': np.float32(-0.037002776), 'J13': np.float32(-0.2025902), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.035152636)}, {'J10': 1, 'J11': 2, 'J12': 1, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 2, 'J11': 3, 'J12': 2, 'J13': 13, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, 
45.0, {'J10': np.float32(-0.039777983), 'J11': np.float32(-0.08880666), 'J12': np.float32(-0.041628122), 'J13': np.float32(-0.24051803), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.0573543)}, {'J10': 1, 'J11': 2, 'J12': 1, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 2, 'J11': 3, 'J12': 3, 'J13': 13, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, 
50.0, {'J10': np.float32(-0.06475486), 'J11': np.float32(-0.095282145), 'J12': np.float32(-0.067530066), 'J13': np.float32(-0.24051803), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.06567992)}, {'J10': 3, 'J11': 2, 'J12': 2, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 5, 'J11': 3, 'J12': 5, 'J13': 13, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, 
55.0, {'J10': np.float32(-0.10545791), 'J11': np.float32(-0.1147086), 'J12': np.float32(-0.10453284), 'J13': np.float32(-0.24791859), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(0.037002776)}, {'J10': 4, 'J11': 2, 'J12': 4, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 6, 'J11': 3, 'J12': 8, 'J13': 14, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, 
60.0, {'J10': np.float32(0.13043478), 'J11': np.float32(-0.14431082), 'J12': np.float32(-0.02867715), 'J13': np.float32(-0.26456985), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.056429233)}, {'J10': 3, 'J11': 2, 'J12': 5, 'J13': 7, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, {'J10': 4, 'J11': 4, 'J12': 10, 'J13': 15, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, 
65.0, {'J10': np.float32(-0.07400555), 'J11': np.float32(-0.17113784), 'J12': np.float32(-0.11748381), 'J13': np.float32(0.47641072), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.016651249)}, {'J10': 3, 'J11': 2, 'J12': 5, 'J13': 5, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 4, 'J11': 4, 'J12': 10, 'J13': 11, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
70.0, {'J10': np.float32(-0.07400555), 'J11': np.float32(-0.17576317), 'J12': np.float32(-0.21184088), 'J13': np.float32(0.413506), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(0.017576318)}, {'J10': 3, 'J11': 2, 'J12': 6, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 4, 'J11': 4, 'J12': 13, 'J13': 9, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, 
75.0, {'J10': np.float32(-0.07400555), 'J11': np.float32(0.9241443), 'J12': np.float32(-0.25439408), 'J13': np.float32(0.21461609), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.07493062)}, {'J10': 3, 'J11': 1, 'J12': 6, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 1}, {'J10': 4, 'J11': 1, 'J12': 14, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 2}, 
80.0, {'J10': np.float32(-0.07493062), 'J11': np.float32(0.17576317), 'J12': np.float32(-0.26827013), 'J13': np.float32(0.18408881), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.123959295)}, {'J10': 4, 'J11': 0, 'J12': 6, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 5, 'J11': 0, 'J12': 14, 'J13': 6, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
85.0, {'J10': np.float32(-0.09250694), 'J11': np.float32(-0.03422757), 'J12': np.float32(-0.27659574), 'J13': np.float32(0.054579094), 'cluster3106249630_3106249631_J60_J61_#5more': np.float32(-0.14061055)}, {'J10': 4, 'J11': 1, 'J12': 6, 'J13': 2, 'cluster3106249630_3106249631_J60_J61_#5more': 4}, {'J10': 5, 'J11': 1, 'J12': 16, 'J13': 3, 'cluster3106249630_3106249631_J60_J61_#5more': 5}, 
