5.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -5.4, 'top_mgr': 0}, {'J01': 1}, {'J01': 3}, 
20.0, {'J01': -10.0, 'top_mgr': 2}, {'J01': 1}, {'J01': 3}, 
25.0, {'J01': -23.800000000000004, 'top_mgr': 3}, {'J01': 1}, {'J01': 4}, 
30.0, {'J01': -45.2, 'top_mgr': 1}, {'J01': 2}, {'J01': 8}, 
35.0, {'J01': -68.6, 'top_mgr': 3}, {'J01': 3}, {'J01': 11}, 
40.0, {'J01': -84.60000000000001, 'top_mgr': 3}, {'J01': 3}, {'J01': 11}, 
45.0, {'J01': -108.4, 'top_mgr': 1}, {'J01': 5}, {'J01': 17}, 
50.0, {'J01': -123.4, 'top_mgr': 8}, {'J01': 5}, {'J01': 17}, 
55.0, {'J01': -106.6, 'top_mgr': 4}, {'J01': 5}, {'J01': 17}, 
60.0, {'J01': -113.40000000000002, 'top_mgr': 6}, {'J01': 4}, {'J01': 17}, 
65.0, {'J01': -130.79999999999998, 'top_mgr': 6}, {'J01': 4}, {'J01': 17}, 
70.0, {'J01': -104.8, 'top_mgr': 6}, {'J01': 4}, {'J01': 13}, 
75.0, {'J01': -145.0, 'top_mgr': 1}, {'J01': 4}, {'J01': 19}, 
80.0, {'J01': -185.8, 'top_mgr': 3}, {'J01': 4}, {'J01': 22}, 
85.0, {'J01': -174.00000000000003, 'top_mgr': 5}, {'J01': 6}, {'J01': 21}, 
90.0, {'J01': -204.8, 'top_mgr': 1}, {'J01': 8}, {'J01': 31}, 
95.0, {'J01': -257.20000000000005, 'top_mgr': 0}, {'J01': 8}, {'J01': 35}, 
100.0, {'J01': -237.6, 'top_mgr': 6}, {'J01': 8}, {'J01': 32}, 
105.0, {'J01': -279.59999999999997, 'top_mgr': 1}, {'J01': 8}, {'J01': 34}, 
110.0, {'J01': -264.0, 'top_mgr': 8}, {'J01': 7}, {'J01': 28}, 
115.0, {'J01': -262.0, 'top_mgr': 4}, {'J01': 6}, {'J01': 26}, 
120.0, {'J01': -269.40000000000003, 'top_mgr': 7}, {'J01': 5}, {'J01': 22}, 
125.0, {'J01': -299.8, 'top_mgr': 6}, {'J01': 5}, {'J01': 23}, 
130.0, {'J01': -349.2, 'top_mgr': 2}, {'J01': 5}, {'J01': 32}, 
135.0, {'J01': -381.79999999999995, 'top_mgr': 5}, {'J01': 5}, {'J01': 31}, 
140.0, {'J01': -416.4, 'top_mgr': 4}, {'J01': 5}, {'J01': 31}, 
145.0, {'J01': -398.8, 'top_mgr': 1}, {'J01': 6}, {'J01': 40}, 
150.0, {'J01': -450.8, 'top_mgr': 0}, {'J01': 7}, {'J01': 44}, 
155.0, {'J01': -470.8, 'top_mgr': 2}, {'J01': 8}, {'J01': 45}, 
160.0, {'J01': -510.8, 'top_mgr': 0}, {'J01': 8}, {'J01': 45}, 
165.0, {'J01': -554.8, 'top_mgr': 0}, {'J01': 8}, {'J01': 49}, 
170.0, {'J01': -594.8, 'top_mgr': 0}, {'J01': 8}, {'J01': 49}, 
175.0, {'J01': -637.8, 'top_mgr': 1}, {'J01': 8}, {'J01': 52}, 
180.0, {'J01': -585.4, 'top_mgr': 11}, {'J01': 7}, {'J01': 42}, 
185.0, {'J01': -477.80000000000007, 'top_mgr': 12}, {'J01': 7}, {'J01': 31}, 
190.0, {'J01': -457.40000000000003, 'top_mgr': 13}, {'J01': 7}, {'J01': 24}, 
195.0, {'J01': -468.20000000000005, 'top_mgr': 6}, {'J01': 7}, {'J01': 23}, 
200.0, {'J01': -510.20000000000005, 'top_mgr': 0}, {'J01': 7}, {'J01': 32}, 
205.0, {'J01': -548.4000000000001, 'top_mgr': 2}, {'J01': 7}, {'J01': 37}, 
210.0, {'J01': -590.8000000000001, 'top_mgr': 1}, {'J01': 8}, {'J01': 41}, 
215.0, {'J01': -630.8000000000001, 'top_mgr': 0}, {'J01': 8}, {'J01': 41}, 
220.0, {'J01': -673.8000000000001, 'top_mgr': 0}, {'J01': 8}, {'J01': 44}, 
225.0, {'J01': -594.1999999999999, 'top_mgr': 7}, {'J01': 8}, {'J01': 38}, 
