5.0, {'J01': np.float32(0.0)}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': np.float32(-0.008928572)}, {'J01': 1}, {'J01': 1}, 
15.0, {'J01': np.float32(-0.029017856)}, {'J01': 1}, {'J01': 4}, 
20.0, {'J01': np.float32(-0.22544643)}, {'J01': 2}, {'J01': 6}, 
25.0, {'J01': np.float32(-0.53571427)}, {'J01': 3}, {'J01': 9}, 
30.0, {'J01': np.float32(-0.9776786)}, {'J01': 4}, {'J01': 11}, 
35.0, {'J01': np.float32(-1.53125)}, {'J01': 5}, {'J01': 16}, 
40.0, {'J01': np.float32(-2.294643)}, {'J01': 7}, {'J01': 22}, 
45.0, {'J01': np.float32(-3.328125)}, {'J01': 8}, {'J01': 27}, 
50.0, {'J01': np.float32(-3.955357)}, {'J01': 8}, {'J01': 30}, 
55.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 32}, 
60.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 35}, 
65.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 30}, 
70.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 30}, 
75.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 31}, 
80.0, {'J01': np.float32(-4.0)}, {'J01': 7}, {'J01': 29}, 
85.0, {'J01': np.float32(-4.0)}, {'J01': 5}, {'J01': 22}, 
90.0, {'J01': np.float32(-4.0)}, {'J01': 3}, {'J01': 17}, 
95.0, {'J01': np.float32(-3.7254465)}, {'J01': 4}, {'J01': 16}, 
100.0, {'J01': np.float32(-3.482143)}, {'J01': 4}, {'J01': 15}, 
105.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 15}, 
110.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 15}, 
115.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 17}, 
120.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 20}, 
125.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 20}, 
130.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 18}, 
135.0, {'J01': np.float32(-4.0)}, {'J01': 4}, {'J01': 24}, 
140.0, {'J01': np.float32(-4.0)}, {'J01': 7}, {'J01': 35}, 
145.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 43}, 
150.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 43}, 
155.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 38}, 
160.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 36}, 
165.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 39}, 
170.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 43}, 
175.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 45}, 
180.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 46}, 
185.0, {'J01': np.float32(-4.0)}, {'J01': 8}, {'J01': 48}, 
