episode,agent,car_wait_total,bike_wait_total,ped_wait_total,car_queue_total,bike_queue_total,ped_queue_total,reward_mean,reward_std,reward_min,reward_max,bike_wait_frac,ped_wait_frac,bike_queue_frac,ped_queue_frac,epsilon,mean_q,mean_loss,decisions,wall_seconds
1,MPLight_MM,3745382.5,11907924.0,42053.0,58286.0,32011.0,4479.0,-105.56618,56.18934,-211.385,-0.0,0.7587,0.0027,0.3378,0.0473,0.0,0.0,0.0,1080,45.8
2,MPLight_MM,3033843.5,5815752.5,35801.5,46273.0,21035.0,4483.0,-81.65814,51.87628,-216.124,-0.0,0.6545,0.004,0.293,0.0624,0.0,0.0,0.0,1080,48.6
3,MPLight_MM,2804102.5,1995282.0,28233.0,38737.0,13158.0,4074.0,-64.3748,36.93601,-166.045,-0.0,0.4133,0.0058,0.2351,0.0728,0.0,0.0,0.0,1080,48.8
4,MPLight_MM,2964362.5,3832194.5,27341.5,44083.0,18053.0,3988.0,-74.84126,42.0511,-171.051,-0.0,0.5616,0.004,0.273,0.0603,0.0,0.0,0.0,1080,54.5
5,MPLight_MM,2645928.5,5884821.5,40537.5,47097.0,21858.0,4364.0,-82.9344,47.05401,-182.357,-0.0,0.6866,0.0047,0.2981,0.0595,0.0,0.0,0.0,1080,47.7
6,MPLight_MM,2576649.0,1910471.5,31074.5,36945.0,12023.0,4183.0,-61.55001,36.90489,-147.466,-0.0,0.4228,0.0069,0.2262,0.0787,0.0,0.0,0.0,1080,43.9
7,MPLight_MM,2383322.0,1899394.0,40156.0,38025.0,13234.0,4409.0,-64.5889,36.22866,-145.847,-0.0,0.4394,0.0093,0.2377,0.0792,0.0,0.0,0.0,1080,47.4
8,MPLight_MM,2427199.0,2699467.0,29418.0,39492.0,14669.0,4149.0,-66.94667,39.50406,-149.499,-0.0,0.5235,0.0057,0.2516,0.0712,0.0,0.0,0.0,1080,48.5
9,MPLight_MM,2580011.0,1425980.5,32382.5,36633.0,10931.0,4416.0,-60.70414,33.39124,-149.561,-0.0,0.3531,0.008,0.2103,0.085,0.0,0.0,0.0,1080,48.0
10,MPLight_MM,1966189.0,498970.5,49875.0,31431.0,6594.0,4795.0,-51.52363,28.74495,-122.148,-0.0,0.1984,0.0198,0.154,0.112,0.0,0.0,0.0,1080,46.7
11,MPLight_MM,1828545.0,354235.5,69094.0,29428.0,5545.0,5298.0,-49.90087,27.10027,-122.643,-0.0,0.1573,0.0307,0.1377,0.1316,0.0,0.0,0.0,1080,42.2
12,MPLight_MM,1831634.0,274781.0,49644.5,28657.0,4962.0,4836.0,-47.21225,26.1846,-122.177,-0.0,0.1274,0.023,0.129,0.1258,0.0,0.0,0.0,1080,45.2
13,MPLight_MM,1924001.5,450593.0,72026.5,29606.0,6275.0,5426.0,-51.4487,29.85507,-132.245,-0.0,0.1842,0.0294,0.1519,0.1314,0.0,0.0,0.0,1080,110.2
14,MPLight_MM,2075835.0,549444.0,51261.0,29753.0,6151.0,4849.0,-49.78508,29.68718,-126.005,-0.0,0.2053,0.0192,0.1509,0.119,0.0,0.0,0.0,1080,97.9
15,MPLight_MM,1758648.5,176700.0,42728.5,27459.0,3890.0,4894.0,-44.96559,25.66678,-112.575,-0.0,0.0893,0.0216,0.1073,0.135,0.0,0.0,0.0,1080,115.7
16,MPLight_MM,1850520.5,310523.5,46859.0,28924.0,5134.0,4953.0,-48.17929,27.09635,-123.705,-0.0,0.1406,0.0212,0.1316,0.127,0.0,0.0,0.0,1080,94.8
17,MPLight_MM,1690349.5,287263.5,44658.5,28261.0,4889.0,4567.0,-46.21044,26.24597,-115.728,-0.0,0.142,0.0221,0.1296,0.1211,0.0,0.0,0.0,1080,114.6
18,MPLight_MM,1813778.5,225952.0,32661.5,28430.0,4212.0,4562.0,-45.62421,26.29778,-126.177,-0.0,0.109,0.0158,0.1132,0.1226,0.0,0.0,0.0,1080,129.1
19,MPLight_MM,1740719.5,369622.0,29961.0,28894.0,5024.0,4228.0,-46.12493,26.73202,-133.773,-0.0,0.1727,0.014,0.1317,0.1108,0.0,0.0,0.0,1080,110.2
20,MPLight_MM,1756334.5,215792.0,44926.5,28145.0,4417.0,4822.0,-46.25336,25.94142,-118.177,-0.0,0.107,0.0223,0.1182,0.129,0.0,0.0,0.0,1080,94.8
21,MPLight_MM,1836035.5,169657.0,39036.0,28259.0,4011.0,4475.0,-45.04977,25.22838,-114.552,-0.0,0.083,0.0191,0.1092,0.1218,0.0,0.0,0.0,1080,113.1
22,MPLight_MM,1878627.5,197582.0,26411.5,28264.0,4197.0,3912.0,-43.75,23.62387,-108.308,-0.0,0.094,0.0126,0.1154,0.1076,0.0,0.0,0.0,1080,119.6
23,MPLight_MM,1902338.5,231568.5,27033.5,28106.0,4585.0,4204.0,-44.78871,25.58063,-119.177,-0.0,0.1072,0.0125,0.1243,0.1139,0.0,0.0,0.0,1080,100.8
24,MPLight_MM,1843934.5,343264.5,37739.5,28542.0,5351.0,4480.0,-46.84089,26.97534,-127.063,-0.0,0.1543,0.017,0.1394,0.1167,0.0,0.0,0.0,1080,140.9
25,MPLight_MM,2007387.5,335206.5,38131.0,28037.0,5007.0,4369.0,-45.55188,27.3079,-119.585,-0.0,0.1408,0.016,0.1338,0.1168,0.0,0.0,0.0,1080,100.8
26,MPLight_MM,1854257.5,205499.5,29449.5,27235.0,3981.0,3809.0,-42.15745,24.80884,-126.086,-0.0,0.0984,0.0141,0.1137,0.1088,0.0,0.0,0.0,1080,133.9
27,MPLight_MM,1964520.5,377003.0,44231.0,28999.0,5568.0,4608.0,-47.85347,29.74077,-137.017,-0.0,0.158,0.0185,0.1421,0.1176,0.0,0.0,0.0,1080,106.7
28,MPLight_MM,1823023.5,254102.5,28760.0,27839.0,4774.0,4160.0,-44.60293,26.23096,-121.91,-0.0,0.1207,0.0137,0.1298,0.1131,0.0,0.0,0.0,1080,135.8
29,MPLight_MM,1938103.5,377203.5,29384.5,28390.0,5393.0,4141.0,-45.73626,26.71128,-112.177,-0.0,0.1609,0.0125,0.1422,0.1092,0.0,0.0,0.0,1080,104.2
30,MPLight_MM,1908855.5,229362.0,34825.5,27796.0,4564.0,4289.0,-44.706,25.93846,-129.597,-0.0,0.1055,0.016,0.1245,0.117,0.0,0.0,0.0,1080,120.5
31,MPLight_MM,1776424.5,208327.0,70967.0,25626.0,4127.0,4971.0,-44.22756,25.88839,-125.995,-0.0,0.1013,0.0345,0.1189,0.1432,0.0,0.0,0.0,1080,99.7
