5.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
10.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
15.0, {'J8': np.float32(-0.004464286)}, {'J8': 1}, {'J8': 1}, 
20.0, {'J8': np.float32(-0.04910714)}, {'J8': 1}, {'J8': 1}, 
25.0, {'J8': np.float32(-0.10714286)}, {'J8': 1}, {'J8': 2}, 
30.0, {'J8': np.float32(-0.14732143)}, {'J8': 1}, {'J8': 2}, 
35.0, {'J8': np.float32(-0.18303572)}, {'J8': 1}, {'J8': 1}, 
40.0, {'J8': np.float32(-0.23660715)}, {'J8': 1}, {'J8': 2}, 
45.0, {'J8': np.float32(-0.2767857)}, {'J8': 1}, {'J8': 2}, 
50.0, {'J8': np.float32(-0.32589287)}, {'J8': 1}, {'J8': 2}, 
55.0, {'J8': np.float32(-0.36160713)}, {'J8': 1}, {'J8': 1}, 
60.0, {'J8': np.float32(-0.44419643)}, {'J8': 3}, {'J8': 4}, 
65.0, {'J8': np.float32(-0.58928573)}, {'J8': 4}, {'J8': 4}, 
70.0, {'J8': np.float32(-0.76785713)}, {'J8': 4}, {'J8': 4}, 
75.0, {'J8': np.float32(-0.96428573)}, {'J8': 4}, {'J8': 6}, 
80.0, {'J8': np.float32(-1.171875)}, {'J8': 4}, {'J8': 5}, 
85.0, {'J8': np.float32(-1.3035715)}, {'J8': 4}, {'J8': 4}, 
90.0, {'J8': np.float32(-1.4866072)}, {'J8': 4}, {'J8': 5}, 
95.0, {'J8': np.float32(-1.7098215)}, {'J8': 4}, {'J8': 5}, 
100.0, {'J8': np.float32(-1.9419643)}, {'J8': 4}, {'J8': 6}, 
105.0, {'J8': np.float32(-2.091518)}, {'J8': 5}, {'J8': 6}, 
110.0, {'J8': np.float32(-2.2611606)}, {'J8': 5}, {'J8': 5}, 
115.0, {'J8': np.float32(-2.517857)}, {'J8': 5}, {'J8': 8}, 
120.0, {'J8': np.float32(-2.8169644)}, {'J8': 5}, {'J8': 7}, 
125.0, {'J8': np.float32(-3.1339285)}, {'J8': 5}, {'J8': 8}, 
130.0, {'J8': np.float32(-3.5357144)}, {'J8': 5}, {'J8': 12}, 
