5.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
10.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
15.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
20.0, {'J8': np.float32(-7.0)}, {'J8': 1}, {'J8': 2}, 
25.0, {'J8': np.float32(-20.5)}, {'J8': 1}, {'J8': 3}, 
30.0, {'J8': np.float32(-34.5)}, {'J8': 3}, {'J8': 5}, 
35.0, {'J8': np.float32(-53.5)}, {'J8': 3}, {'J8': 7}, 
40.0, {'J8': np.float32(-73.5)}, {'J8': 4}, {'J8': 9}, 
45.0, {'J8': np.float32(-89.5)}, {'J8': 5}, {'J8': 10}, 
50.0, {'J8': np.float32(-103.0)}, {'J8': 7}, {'J8': 12}, 
55.0, {'J8': np.float32(-97.5)}, {'J8': 6}, {'J8': 11}, 
60.0, {'J8': np.float32(-120.5)}, {'J8': 7}, {'J8': 14}, 
65.0, {'J8': np.float32(-136.5)}, {'J8': 7}, {'J8': 15}, 
70.0, {'J8': np.float32(-150.0)}, {'J8': 7}, {'J8': 15}, 
75.0, {'J8': np.float32(-138.0)}, {'J8': 7}, {'J8': 15}, 
80.0, {'J8': np.float32(-150.0)}, {'J8': 7}, {'J8': 15}, 
85.0, {'J8': np.float32(-142.0)}, {'J8': 7}, {'J8': 15}, 
90.0, {'J8': np.float32(-150.0)}, {'J8': 7}, {'J8': 15}, 
95.0, {'J8': np.float32(-138.0)}, {'J8': 7}, {'J8': 15}, 
100.0, {'J8': np.float32(-150.0)}, {'J8': 7}, {'J8': 15}, 
105.0, {'J8': np.float32(-145.5)}, {'J8': 7}, {'J8': 16}, 
110.0, {'J8': np.float32(-160.0)}, {'J8': 7}, {'J8': 16}, 
115.0, {'J8': np.float32(-148.0)}, {'J8': 7}, {'J8': 16}, 
120.0, {'J8': np.float32(-160.0)}, {'J8': 7}, {'J8': 16}, 
125.0, {'J8': np.float32(-152.0)}, {'J8': 7}, {'J8': 16}, 
130.0, {'J8': np.float32(-160.0)}, {'J8': 7}, {'J8': 16}, 
135.0, {'J8': np.float32(-148.0)}, {'J8': 7}, {'J8': 16}, 
140.0, {'J8': np.float32(-160.0)}, {'J8': 7}, {'J8': 16}, 
145.0, {'J8': np.float32(-152.0)}, {'J8': 7}, {'J8': 16}, 
150.0, {'J8': np.float32(-160.0)}, {'J8': 7}, {'J8': 16}, 
155.0, {'J8': np.float32(-148.0)}, {'J8': 7}, {'J8': 16}, 
160.0, {'J8': np.float32(110.5)}, {'J8': 7}, {'J8': 15}, 
165.0, {'J8': np.float32(131.5)}, {'J8': 7}, {'J8': 14}, 
170.0, {'J8': np.float32(-142.0)}, {'J8': 7}, {'J8': 15}, 
175.0, {'J8': np.float32(-143.0)}, {'J8': 7}, {'J8': 16}, 
180.0, {'J8': np.float32(-160.0)}, {'J8': 7}, {'J8': 16}, 
185.0, {'J8': np.float32(-152.0)}, {'J8': 7}, {'J8': 16}, 
190.0, {'J8': np.float32(-160.0)}, {'J8': 7}, {'J8': 16}, 
195.0, {'J8': np.float32(494.5)}, {'J8': 7}, {'J8': 14}, 
200.0, {'J8': np.float32(-140.0)}, {'J8': 7}, {'J8': 14}, 
205.0, {'J8': np.float32(-135.0)}, {'J8': 7}, {'J8': 16}, 
210.0, {'J8': np.float32(-160.0)}, {'J8': 7}, {'J8': 16}, 
215.0, {'J8': np.float32(-148.0)}, {'J8': 7}, {'J8': 16}, 
220.0, {'J8': np.float32(-160.0)}, {'J8': 7}, {'J8': 16}, 
225.0, {'J8': np.float32(-40.0)}, {'J8': 7}, {'J8': 15}, 
230.0, {'J8': np.float32(68.0)}, {'J8': 7}, {'J8': 12}, 
235.0, {'J8': np.float32(-109.5)}, {'J8': 7}, {'J8': 13}, 
240.0, {'J8': np.float32(-134.0)}, {'J8': 7}, {'J8': 15}, 
245.0, {'J8': np.float32(-107.5)}, {'J8': 7}, {'J8': 13}, 
250.0, {'J8': np.float32(-109.0)}, {'J8': 7}, {'J8': 12}, 
255.0, {'J8': np.float32(-108.0)}, {'J8': 7}, {'J8': 12}, 
260.0, {'J8': np.float32(-120.0)}, {'J8': 7}, {'J8': 12}, 
265.0, {'J8': np.float32(-112.0)}, {'J8': 7}, {'J8': 12}, 
270.0, {'J8': np.float32(-120.0)}, {'J8': 7}, {'J8': 12}, 
275.0, {'J8': np.float32(-108.0)}, {'J8': 7}, {'J8': 12}, 
280.0, {'J8': np.float32(-120.0)}, {'J8': 7}, {'J8': 12}, 
285.0, {'J8': np.float32(-112.0)}, {'J8': 7}, {'J8': 12}, 
