5.0, {'J8': 0}, {'J8': 0}, {'J8': 0}, 
10.0, {'J8': 0}, {'J8': 0}, {'J8': 0}, 
15.0, {'J8': -0.5}, {'J8': 1}, {'J8': 1}, 
20.0, {'J8': -10.5}, {'J8': 1}, {'J8': 1}, 
25.0, {'J8': -21.0}, {'J8': 1}, {'J8': 2}, 
30.0, {'J8': -44.5}, {'J8': 3}, {'J8': 4}, 
35.0, {'J8': -86.5}, {'J8': 4}, {'J8': 5}, 
40.0, {'J8': -136.5}, {'J8': 4}, {'J8': 5}, 
45.0, {'J8': -186.5}, {'J8': 4}, {'J8': 5}, 
50.0, {'J8': -236.5}, {'J8': 4}, {'J8': 5}, 
55.0, {'J8': -286.5}, {'J8': 4}, {'J8': 5}, 
60.0, {'J8': -342.5}, {'J8': 4}, {'J8': 7}, 
65.0, {'J8': -416.5}, {'J8': 4}, {'J8': 8}, 
70.0, {'J8': -496.5}, {'J8': 4}, {'J8': 8}, 
75.0, {'J8': -576.5}, {'J8': 4}, {'J8': 8}, 
80.0, {'J8': -656.5}, {'J8': 4}, {'J8': 8}, 
85.0, {'J8': -736.5}, {'J8': 4}, {'J8': 8}, 
90.0, {'J8': -816.5}, {'J8': 4}, {'J8': 8}, 
95.0, {'J8': -896.5}, {'J8': 4}, {'J8': 8}, 
100.0, {'J8': -976.5}, {'J8': 4}, {'J8': 8}, 
105.0, {'J8': -1060.5}, {'J8': 5}, {'J8': 9}, 
110.0, {'J8': -1150.5}, {'J8': 5}, {'J8': 9}, 
115.0, {'J8': -1240.5}, {'J8': 5}, {'J8': 9}, 
120.0, {'J8': -1330.5}, {'J8': 5}, {'J8': 9}, 
125.0, {'J8': -1420.5}, {'J8': 5}, {'J8': 9}, 
130.0, {'J8': -1510.5}, {'J8': 5}, {'J8': 9}, 
135.0, {'J8': -1600.5}, {'J8': 5}, {'J8': 9}, 
140.0, {'J8': -1690.5}, {'J8': 5}, {'J8': 9}, 
145.0, {'J8': -1780.5}, {'J8': 5}, {'J8': 9}, 
150.0, {'J8': -1870.5}, {'J8': 5}, {'J8': 9}, 
155.0, {'J8': -1960.5}, {'J8': 5}, {'J8': 9}, 
160.0, {'J8': -2050.5}, {'J8': 5}, {'J8': 9}, 
165.0, {'J8': -2140.5}, {'J8': 5}, {'J8': 9}, 
170.0, {'J8': -2230.5}, {'J8': 5}, {'J8': 9}, 
175.0, {'J8': -2320.5}, {'J8': 5}, {'J8': 9}, 
180.0, {'J8': -2410.5}, {'J8': 5}, {'J8': 9}, 
185.0, {'J8': -2500.5}, {'J8': 5}, {'J8': 9}, 
190.0, {'J8': -2590.5}, {'J8': 5}, {'J8': 9}, 
195.0, {'J8': -2680.5}, {'J8': 5}, {'J8': 9}, 
200.0, {'J8': -2770.5}, {'J8': 5}, {'J8': 9}, 
205.0, {'J8': -2860.5}, {'J8': 5}, {'J8': 9}, 
210.0, {'J8': -2950.5}, {'J8': 5}, {'J8': 9}, 
215.0, {'J8': -3040.5}, {'J8': 5}, {'J8': 9}, 
220.0, {'J8': -3130.5}, {'J8': 5}, {'J8': 9}, 
225.0, {'J8': -3220.5}, {'J8': 5}, {'J8': 9}, 
230.0, {'J8': -3310.5}, {'J8': 5}, {'J8': 9}, 
235.0, {'J8': -3400.5}, {'J8': 5}, {'J8': 9}, 
240.0, {'J8': -3490.5}, {'J8': 5}, {'J8': 9}, 
245.0, {'J8': -3580.5}, {'J8': 5}, {'J8': 9}, 
250.0, {'J8': -3670.5}, {'J8': 5}, {'J8': 9}, 
255.0, {'J8': -3760.5}, {'J8': 5}, {'J8': 9}, 
260.0, {'J8': -3850.5}, {'J8': 5}, {'J8': 9}, 
265.0, {'J8': -3940.5}, {'J8': 5}, {'J8': 9}, 
270.0, {'J8': -4030.5}, {'J8': 5}, {'J8': 9}, 
275.0, {'J8': -4120.5}, {'J8': 5}, {'J8': 9}, 
280.0, {'J8': -4210.5}, {'J8': 5}, {'J8': 9}, 
285.0, {'J8': -4300.5}, {'J8': 5}, {'J8': 9}, 
290.0, {'J8': -4390.5}, {'J8': 5}, {'J8': 9}, 
295.0, {'J8': -4480.5}, {'J8': 5}, {'J8': 9}, 
300.0, {'J8': -4570.5}, {'J8': 5}, {'J8': 9}, 
305.0, {'J8': -4660.5}, {'J8': 5}, {'J8': 9}, 
310.0, {'J8': -4750.5}, {'J8': 5}, {'J8': 9}, 
315.0, {'J8': -4840.5}, {'J8': 5}, {'J8': 9}, 
320.0, {'J8': -4930.5}, {'J8': 5}, {'J8': 9}, 
325.0, {'J8': -5020.5}, {'J8': 5}, {'J8': 9}, 
330.0, {'J8': -5110.5}, {'J8': 5}, {'J8': 9}, 
335.0, {'J8': -5200.5}, {'J8': 5}, {'J8': 9}, 
340.0, {'J8': -5290.5}, {'J8': 5}, {'J8': 9}, 
345.0, {'J8': -5380.5}, {'J8': 5}, {'J8': 9}, 
350.0, {'J8': -5470.5}, {'J8': 5}, {'J8': 9}, 
355.0, {'J8': -5560.5}, {'J8': 5}, {'J8': 9}, 
360.0, {'J8': -5650.5}, {'J8': 5}, {'J8': 9}, 
365.0, {'J8': -5740.5}, {'J8': 5}, {'J8': 9}, 
370.0, {'J8': -5830.5}, {'J8': 5}, {'J8': 9}, 
375.0, {'J8': -5920.5}, {'J8': 5}, {'J8': 9}, 
380.0, {'J8': -6010.5}, {'J8': 5}, {'J8': 9}, 
385.0, {'J8': -6100.5}, {'J8': 5}, {'J8': 9}, 
390.0, {'J8': -6190.5}, {'J8': 5}, {'J8': 9}, 
395.0, {'J8': -6280.5}, {'J8': 5}, {'J8': 9}, 
400.0, {'J8': -6370.5}, {'J8': 5}, {'J8': 9}, 
405.0, {'J8': -6460.5}, {'J8': 5}, {'J8': 9}, 
410.0, {'J8': -6550.5}, {'J8': 5}, {'J8': 9}, 
415.0, {'J8': -6640.5}, {'J8': 5}, {'J8': 9}, 
420.0, {'J8': -6730.5}, {'J8': 5}, {'J8': 9}, 
425.0, {'J8': -6820.5}, {'J8': 5}, {'J8': 9}, 
430.0, {'J8': -6910.5}, {'J8': 5}, {'J8': 9}, 
435.0, {'J8': -7000.5}, {'J8': 5}, {'J8': 9}, 
440.0, {'J8': -7090.5}, {'J8': 5}, {'J8': 9}, 
445.0, {'J8': -7180.5}, {'J8': 5}, {'J8': 9}, 
450.0, {'J8': -7270.5}, {'J8': 5}, {'J8': 9}, 
455.0, {'J8': -7360.5}, {'J8': 5}, {'J8': 9}, 
460.0, {'J8': -7450.5}, {'J8': 5}, {'J8': 9}, 
465.0, {'J8': -7540.5}, {'J8': 5}, {'J8': 9}, 
470.0, {'J8': -7630.5}, {'J8': 5}, {'J8': 9}, 
475.0, {'J8': -7720.5}, {'J8': 5}, {'J8': 9}, 
480.0, {'J8': -7810.5}, {'J8': 5}, {'J8': 9}, 
485.0, {'J8': -7900.5}, {'J8': 5}, {'J8': 9}, 
490.0, {'J8': -7990.5}, {'J8': 5}, {'J8': 9}, 
495.0, {'J8': -8080.5}, {'J8': 5}, {'J8': 9}, 
500.0, {'J8': -8170.5}, {'J8': 5}, {'J8': 9}, 
505.0, {'J8': -8260.5}, {'J8': 5}, {'J8': 9}, 
510.0, {'J8': -8350.5}, {'J8': 5}, {'J8': 9}, 
515.0, {'J8': -8440.5}, {'J8': 5}, {'J8': 9}, 
520.0, {'J8': -8530.5}, {'J8': 5}, {'J8': 9}, 
525.0, {'J8': -8620.5}, {'J8': 5}, {'J8': 9}, 
530.0, {'J8': -8710.5}, {'J8': 5}, {'J8': 9}, 
535.0, {'J8': -8800.5}, {'J8': 5}, {'J8': 9}, 
540.0, {'J8': -8890.5}, {'J8': 5}, {'J8': 9}, 
545.0, {'J8': -8980.5}, {'J8': 5}, {'J8': 9}, 
550.0, {'J8': -9070.5}, {'J8': 5}, {'J8': 9}, 
555.0, {'J8': -9160.5}, {'J8': 5}, {'J8': 9}, 
560.0, {'J8': -9250.5}, {'J8': 5}, {'J8': 9}, 
565.0, {'J8': -9340.5}, {'J8': 5}, {'J8': 9}, 
570.0, {'J8': -9430.5}, {'J8': 5}, {'J8': 9}, 
575.0, {'J8': -9520.5}, {'J8': 5}, {'J8': 9}, 
580.0, {'J8': -9610.5}, {'J8': 5}, {'J8': 9}, 
585.0, {'J8': -9700.5}, {'J8': 5}, {'J8': 9}, 
590.0, {'J8': -9790.5}, {'J8': 5}, {'J8': 9}, 
595.0, {'J8': -9880.5}, {'J8': 5}, {'J8': 9}, 
600.0, {'J8': -9970.5}, {'J8': 5}, {'J8': 9}, 
605.0, {'J8': -10060.5}, {'J8': 5}, {'J8': 9}, 
610.0, {'J8': -10150.5}, {'J8': 5}, {'J8': 9}, 
615.0, {'J8': -10240.5}, {'J8': 5}, {'J8': 9}, 
620.0, {'J8': -10330.5}, {'J8': 5}, {'J8': 9}, 
625.0, {'J8': -10420.5}, {'J8': 5}, {'J8': 9}, 
630.0, {'J8': -10510.5}, {'J8': 5}, {'J8': 9}, 
635.0, {'J8': -10600.5}, {'J8': 5}, {'J8': 9}, 
640.0, {'J8': -10690.5}, {'J8': 5}, {'J8': 9}, 
645.0, {'J8': -10780.5}, {'J8': 5}, {'J8': 9}, 
650.0, {'J8': -10870.5}, {'J8': 5}, {'J8': 9}, 
655.0, {'J8': -10960.5}, {'J8': 5}, {'J8': 9}, 
660.0, {'J8': -11050.5}, {'J8': 5}, {'J8': 9}, 
665.0, {'J8': -11140.5}, {'J8': 5}, {'J8': 9}, 
670.0, {'J8': -11230.5}, {'J8': 5}, {'J8': 9}, 
675.0, {'J8': -11320.5}, {'J8': 5}, {'J8': 9}, 
680.0, {'J8': -11410.5}, {'J8': 5}, {'J8': 9}, 
685.0, {'J8': -11500.5}, {'J8': 5}, {'J8': 9}, 
690.0, {'J8': -11590.5}, {'J8': 5}, {'J8': 9}, 
695.0, {'J8': -11680.5}, {'J8': 5}, {'J8': 9}, 
700.0, {'J8': -11770.5}, {'J8': 5}, {'J8': 9}, 
705.0, {'J8': -11860.5}, {'J8': 5}, {'J8': 9}, 
710.0, {'J8': -11950.5}, {'J8': 5}, {'J8': 9}, 
715.0, {'J8': -12040.5}, {'J8': 5}, {'J8': 9}, 
720.0, {'J8': -12130.5}, {'J8': 5}, {'J8': 9}, 
725.0, {'J8': -12220.5}, {'J8': 5}, {'J8': 9}, 
730.0, {'J8': -12310.5}, {'J8': 5}, {'J8': 9}, 
735.0, {'J8': -12400.5}, {'J8': 5}, {'J8': 9}, 
740.0, {'J8': -12490.5}, {'J8': 5}, {'J8': 9}, 
745.0, {'J8': -12580.5}, {'J8': 5}, {'J8': 9}, 
750.0, {'J8': -12670.5}, {'J8': 5}, {'J8': 9}, 
755.0, {'J8': -12760.5}, {'J8': 5}, {'J8': 9}, 
760.0, {'J8': -12850.5}, {'J8': 5}, {'J8': 9}, 
765.0, {'J8': -12940.5}, {'J8': 5}, {'J8': 9}, 
770.0, {'J8': -13030.5}, {'J8': 5}, {'J8': 9}, 
775.0, {'J8': -13120.5}, {'J8': 5}, {'J8': 9}, 
780.0, {'J8': -13210.5}, {'J8': 5}, {'J8': 9}, 
785.0, {'J8': -13300.5}, {'J8': 5}, {'J8': 9}, 
790.0, {'J8': -13390.5}, {'J8': 5}, {'J8': 9}, 
795.0, {'J8': -13480.5}, {'J8': 5}, {'J8': 9}, 
800.0, {'J8': -13570.5}, {'J8': 5}, {'J8': 9}, 
805.0, {'J8': -13660.5}, {'J8': 5}, {'J8': 9}, 
810.0, {'J8': -13750.5}, {'J8': 5}, {'J8': 9}, 
815.0, {'J8': -13840.5}, {'J8': 5}, {'J8': 9}, 
820.0, {'J8': -13930.5}, {'J8': 5}, {'J8': 9}, 
825.0, {'J8': -14020.5}, {'J8': 5}, {'J8': 9}, 
830.0, {'J8': -14110.5}, {'J8': 5}, {'J8': 9}, 
835.0, {'J8': -14200.5}, {'J8': 5}, {'J8': 9}, 
840.0, {'J8': -14290.5}, {'J8': 5}, {'J8': 9}, 
845.0, {'J8': -14380.5}, {'J8': 5}, {'J8': 9}, 
850.0, {'J8': -14470.5}, {'J8': 5}, {'J8': 9}, 
