episode,car_wait_total,bike_wait_total,ped_wait_total,car_queue_total,bike_queue_total,reward_mean,reward_std,reward_min,reward_max,bike_wait_frac,ped_wait_frac,epsilon,mean_q,mean_loss,decisions,wall_seconds
1,2648042.5,10175620.5,37824.0,45034.0,26811.0,-1.01149,2.31621,-3.0,3.0,0.7912,0.0029,nan,2.01685,nan,720,22.5
2,2293922.5,8173755.5,44651.0,43512.0,25229.0,-1.10889,2.25784,-3.0,3.0,0.7775,0.0042,0.9644,0.80944,0.758929,720,21.4
3,2085848.5,3244453.5,27801.0,34391.0,16270.0,-0.87519,2.24998,-3.0,3.0,0.6055,0.0052,0.9407,-2.00732,0.684469,720,19.6
4,2430122.5,8480897.0,24329.5,43563.0,25131.0,-1.00314,2.26416,-3.0,3.0,0.7755,0.0022,0.9169,-4.6238,0.683312,720,21.8
5,2477321.5,2956942.0,23418.5,33629.0,15193.0,-0.87641,2.20411,-3.0,3.0,0.5418,0.0043,0.8932,-5.42143,0.642256,720,19.5
6,1986793.5,938966.0,29421.0,27430.0,9170.0,-0.85795,2.15315,-3.0,3.0,0.3177,0.01,0.8694,-5.08118,0.620768,720,48.0
7,1948026.5,1134105.0,31701.0,28509.0,10176.0,-0.86905,2.21142,-3.0,3.0,0.3642,0.0102,0.8457,-4.685,0.593817,720,64.0
8,2363843.5,6317198.5,20314.0,38865.0,20732.0,-0.809,2.18773,-3.0,3.0,0.726,0.0023,0.8219,-4.28418,0.609382,720,64.7
9,2097092.5,2568991.0,23513.0,32584.0,14204.0,-0.87392,2.223,-3.0,3.0,0.5478,0.005,0.7982,-4.03796,0.583632,720,61.9
10,1971385.5,1615761.0,15428.5,29712.0,11363.0,-0.62285,2.14853,-3.0,3.0,0.4485,0.0043,0.7744,-4.11097,0.590365,720,62.2
11,2473818.0,6651230.5,19716.0,40936.0,22292.0,-0.76282,2.24155,-3.0,3.0,0.7273,0.0022,0.7507,-3.9982,0.562287,720,105.5
12,2418309.0,7078405.5,19284.5,41059.0,22608.0,-0.77591,2.25613,-3.0,3.0,0.7438,0.002,0.7269,-3.85053,0.564433,720,63.9
13,2139400.5,4701609.0,16660.0,38204.0,19571.0,-0.6693,2.20861,-3.0,3.0,0.6856,0.0024,0.7032,-4.64544,0.570435,720,62.4
14,2244200.0,2796122.0,20794.0,32551.0,13924.0,-0.68471,2.15582,-3.0,3.0,0.5525,0.0041,0.6794,-4.61367,0.590714,720,63.3
15,2049985.0,7531164.0,16324.5,42362.0,23932.0,-0.61347,2.20231,-3.0,3.0,0.7847,0.0017,0.6557,-4.65179,0.557568,720,64.7
16,2032158.0,6324934.0,15066.0,39886.0,21422.0,-0.59559,2.16142,-3.0,3.0,0.7555,0.0018,0.6319,-4.39223,0.549932,720,22.3
17,1876737.0,2509496.5,15384.0,32890.0,14162.0,-0.59786,2.22101,-3.0,3.0,0.5701,0.0035,0.6082,-4.0393,0.557774,720,20.2
18,2114899.0,4029232.5,11923.5,35246.0,16262.0,-0.47892,2.17344,-3.0,3.0,0.6545,0.0019,0.5844,-4.02937,0.535569,720,20.7
