episode,decision,signal_id,reward
1,50,J01,-3.0
1,100,J01,-1.0958
1,150,J01,-2.01248
1,200,J01,-1.7159
1,250,J01,-0.02571
1,300,J01,3.0
1,350,J01,-3.0
1,400,J01,-3.0
1,450,J01,3.0
1,500,J01,-3.0
1,550,J01,-3.0
1,600,J01,-3.0
1,650,J01,-3.0
1,700,J01,-1.75465
2,50,J01,-0.62702
2,100,J01,-1.92534
2,150,J01,-3.0
2,200,J01,-3.0
2,250,J01,0.54203
2,300,J01,-3.0
2,350,J01,-3.0
2,400,J01,-1.79422
2,450,J01,-1.56234
2,500,J01,3.0
2,550,J01,-3.0
2,600,J01,-3.0
2,650,J01,3.0
2,700,J01,-3.0
3,50,J01,-3.0
3,100,J01,0.58415
3,150,J01,0.97957
3,200,J01,-3.0
3,250,J01,-3.0
3,300,J01,-0.16598
3,350,J01,3.0
3,400,J01,3.0
3,450,J01,3.0
3,500,J01,-0.8179
3,550,J01,-3.0
3,600,J01,3.0
3,650,J01,-0.80748
3,700,J01,-1.99512
4,50,J01,3.0
4,100,J01,-1.65596
4,150,J01,3.0
4,200,J01,-1.64257
4,250,J01,-2.15066
4,300,J01,1.21374
4,350,J01,-3.0
4,400,J01,-3.0
4,450,J01,-1.45787
4,500,J01,-0.94996
4,550,J01,1.51171
4,600,J01,-3.0
4,650,J01,-3.0
4,700,J01,-3.0
5,50,J01,3.0
5,100,J01,-3.0
5,150,J01,-3.0
5,200,J01,-1.53075
5,250,J01,-0.75678
5,300,J01,-3.0
5,350,J01,0.5375
5,400,J01,-3.0
5,450,J01,3.0
5,500,J01,0.36856
5,550,J01,-0.72563
5,600,J01,-2.79561
5,650,J01,-1.44362
5,700,J01,-3.0
6,50,J01,-0.9472
6,100,J01,3.0
6,150,J01,-1.67062
6,200,J01,-0.8203
6,250,J01,0.60071
6,300,J01,-1.05861
6,350,J01,-3.0
6,400,J01,-3.0
6,450,J01,-3.0
6,500,J01,0.30689
6,550,J01,-3.0
6,600,J01,3.0
6,650,J01,2.28011
6,700,J01,-0.72263
7,50,J01,-0.18056
7,100,J01,-2.49601
7,150,J01,-3.0
7,200,J01,-1.63503
7,250,J01,3.0
7,300,J01,-3.0
7,350,J01,-0.52096
7,400,J01,-3.0
7,450,J01,-1.77042
7,500,J01,-3.0
7,550,J01,-3.0
7,600,J01,0.40677
7,650,J01,-1.33484
7,700,J01,0.42062
8,50,J01,-1.54228
8,100,J01,-3.0
8,150,J01,-2.85494
8,200,J01,3.0
8,250,J01,-2.22603
8,300,J01,-3.0
8,350,J01,-3.0
8,400,J01,-3.0
8,450,J01,3.0
8,500,J01,0.54716
8,550,J01,-3.0
8,600,J01,-3.0
8,650,J01,-3.0
8,700,J01,-1.21198
9,50,J01,0.07473
9,100,J01,1.28445
9,150,J01,-3.0
9,200,J01,2.18961
9,250,J01,0.73345
9,300,J01,3.0
9,350,J01,0.26234
9,400,J01,-0.21216
9,450,J01,-3.0
9,500,J01,-1.7349
9,550,J01,3.0
9,600,J01,-3.0
9,650,J01,3.0
9,700,J01,-0.87663
10,50,J01,1.27466
10,100,J01,-0.38338
10,150,J01,-3.0
10,200,J01,3.0
10,250,J01,3.0
10,300,J01,3.0
10,350,J01,-2.55038
10,400,J01,-1.26416
10,450,J01,-2.6468
10,500,J01,-0.19379
10,550,J01,3.0
10,600,J01,-1.3849
10,650,J01,-3.0
10,700,J01,-0.45759
11,50,J01,3.0
11,100,J01,-3.0
11,150,J01,-1.08596
11,200,J01,-2.35609
11,250,J01,-1.43452
11,300,J01,-2.0057
11,350,J01,-0.66778
11,400,J01,-3.0
11,450,J01,-2.94599
11,500,J01,-0.476
11,550,J01,1.48234
11,600,J01,-1.05535
11,650,J01,-3.0
11,700,J01,-3.0
12,50,J01,-2.86894
12,100,J01,-2.21291
12,150,J01,0.31538
12,200,J01,-0.97949
12,250,J01,-0.4528
12,300,J01,-1.03025
12,350,J01,-1.47287
12,400,J01,-3.0
12,450,J01,-0.62639
12,500,J01,0.12687
12,550,J01,-3.0
12,600,J01,-1.75321
12,650,J01,3.0
12,700,J01,3.0
13,50,J01,-1.61918
13,100,J01,1.93111
13,150,J01,-3.0
13,200,J01,3.0
13,250,J01,-1.64009
13,300,J01,0.00759
13,350,J01,0.69721
13,400,J01,-1.69191
13,450,J01,-2.44752
13,500,J01,-0.31692
13,550,J01,-0.20742
13,600,J01,3.0
13,650,J01,3.0
13,700,J01,-3.0
14,50,J01,3.0
14,100,J01,0.88672
14,150,J01,-0.0364
14,200,J01,-1.71788
14,250,J01,3.0
14,300,J01,-3.0
14,350,J01,3.0
14,400,J01,-3.0
14,450,J01,-1.66029
14,500,J01,-3.0
14,550,J01,-2.05476
14,600,J01,0.08035
14,650,J01,-0.55678
14,700,J01,-3.0
15,50,J01,2.11015
15,100,J01,3.0
15,150,J01,-3.0
15,200,J01,-0.94088
15,250,J01,-1.89443
15,300,J01,-1.07463
15,350,J01,0.39452
15,400,J01,-3.0
15,450,J01,-2.34715
15,500,J01,0.43007
15,550,J01,0.33568
15,600,J01,-3.0
15,650,J01,-0.0451
15,700,J01,-0.68719
16,50,J01,-0.28877
16,100,J01,-2.01338
16,150,J01,3.0
16,200,J01,2.80056
16,250,J01,-1.16967
16,300,J01,3.0
16,350,J01,-3.0
16,400,J01,3.0
16,450,J01,-2.63669
16,500,J01,-1.56328
16,550,J01,3.0
16,600,J01,-2.50399
16,650,J01,-3.0
16,700,J01,-3.0
17,50,J01,-0.24076
17,100,J01,-3.0
17,150,J01,-1.43627
17,200,J01,-3.0
17,250,J01,0.41697
17,300,J01,-3.0
17,350,J01,3.0
17,400,J01,3.0
17,450,J01,3.0
17,500,J01,0.57688
17,550,J01,-2.51505
17,600,J01,-1.70626
17,650,J01,3.0
17,700,J01,-2.72398
18,50,J01,-0.5151
18,100,J01,1.26014
18,150,J01,-0.21028
18,200,J01,0.17764
18,250,J01,3.0
18,300,J01,1.89119
18,350,J01,0.02935
18,400,J01,-3.0
18,450,J01,-2.57839
18,500,J01,-0.77241
18,550,J01,-3.0
18,600,J01,-1.06661
18,650,J01,-3.0
18,700,J01,-3.0
19,50,J01,-0.80948
19,100,J01,-1.9136
19,150,J01,-2.23914
19,200,J01,3.0
19,250,J01,2.85948
19,300,J01,0.09283
