5.0, {'J01': np.float32(-0.0)}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': np.float32(-0.0)}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': np.float32(-0.0)}, {'J01': 0}, {'J01': 0}, 
20.0, {'J01': np.float32(-0.018501388)}, {'J01': 1}, {'J01': 3}, 
25.0, {'J01': np.float32(-0.0573543)}, {'J01': 1}, {'J01': 4}, 
30.0, {'J01': np.float32(-0.5091693)}, {'J01': 2}, {'J01': 7}, 
35.0, {'J01': np.float32(0.39710045)}, {'J01': 3}, {'J01': 10}, 
40.0, {'J01': np.float32(-0.30061886)}, {'J01': 3}, {'J01': 12}, 
45.0, {'J01': np.float32(-1.7141051)}, {'J01': 3}, {'J01': 12}, 
50.0, {'J01': np.float32(-0.7204851)}, {'J01': 5}, {'J01': 19}, 
55.0, {'J01': np.float32(1.9990681)}, {'J01': 7}, {'J01': 26}, 
60.0, {'J01': np.float32(-0.47616282)}, {'J01': 7}, {'J01': 27}, 
65.0, {'J01': np.float32(-0.3558249)}, {'J01': 8}, {'J01': 32}, 
70.0, {'J01': np.float32(-1.6916242)}, {'J01': 8}, {'J01': 32}, 
75.0, {'J01': np.float32(1.6355335)}, {'J01': 6}, {'J01': 24}, 
80.0, {'J01': np.float32(-0.2391307)}, {'J01': 6}, {'J01': 23}, 
85.0, {'J01': np.float32(-1.1732831)}, {'J01': 6}, {'J01': 27}, 
90.0, {'J01': np.float32(-1.086498)}, {'J01': 7}, {'J01': 24}, 
95.0, {'J01': np.float32(-1.4643099)}, {'J01': 8}, {'J01': 28}, 
100.0, {'J01': np.float32(-2.6316187)}, {'J01': 8}, {'J01': 31}, 
105.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 33}, 
110.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 35}, 
115.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 36}, 
120.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 37}, 
125.0, {'J01': np.float32(3.0)}, {'J01': 7}, {'J01': 32}, 
130.0, {'J01': np.float32(-3.0)}, {'J01': 6}, {'J01': 27}, 
135.0, {'J01': np.float32(3.0)}, {'J01': 6}, {'J01': 28}, 
140.0, {'J01': np.float32(2.2973206)}, {'J01': 6}, {'J01': 30}, 
145.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 37}, 
150.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 39}, 
155.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 43}, 
160.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 43}, 
165.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 46}, 
170.0, {'J01': np.float32(3.0)}, {'J01': 7}, {'J01': 38}, 
175.0, {'J01': np.float32(3.0)}, {'J01': 6}, {'J01': 30}, 
180.0, {'J01': np.float32(-3.0)}, {'J01': 6}, {'J01': 32}, 
185.0, {'J01': np.float32(-2.1017663)}, {'J01': 7}, {'J01': 38}, 
190.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 36}, 
195.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 34}, 
200.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 38}, 
205.0, {'J01': np.float32(-2.8062212)}, {'J01': 8}, {'J01': 44}, 
210.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 45}, 
215.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 46}, 
220.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 44}, 
225.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 44}, 
230.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 47}, 
235.0, {'J01': np.float32(-2.4871123)}, {'J01': 7}, {'J01': 42}, 
240.0, {'J01': np.float32(-0.79143256)}, {'J01': 5}, {'J01': 28}, 
245.0, {'J01': np.float32(-2.7148044)}, {'J01': 4}, {'J01': 19}, 
250.0, {'J01': np.float32(-3.0)}, {'J01': 4}, {'J01': 20}, 
255.0, {'J01': np.float32(3.0)}, {'J01': 4}, {'J01': 25}, 
260.0, {'J01': np.float32(0.020626826)}, {'J01': 7}, {'J01': 26}, 
265.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 31}, 
270.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 32}, 
275.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 37}, 
280.0, {'J01': np.float32(3.0)}, {'J01': 7}, {'J01': 29}, 
285.0, {'J01': np.float32(-1.7658197)}, {'J01': 6}, {'J01': 22}, 
290.0, {'J01': np.float32(-2.949039)}, {'J01': 6}, {'J01': 26}, 
295.0, {'J01': np.float32(3.0)}, {'J01': 7}, {'J01': 26}, 
300.0, {'J01': np.float32(-0.66767234)}, {'J01': 8}, {'J01': 28}, 
305.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 34}, 
310.0, {'J01': np.float32(-1.0153636)}, {'J01': 8}, {'J01': 34}, 
315.0, {'J01': np.float32(-2.2984474)}, {'J01': 7}, {'J01': 26}, 
320.0, {'J01': np.float32(-3.0)}, {'J01': 5}, {'J01': 16}, 
325.0, {'J01': np.float32(-3.0)}, {'J01': 4}, {'J01': 20}, 
330.0, {'J01': np.float32(-3.0)}, {'J01': 4}, {'J01': 23}, 
335.0, {'J01': np.float32(-3.0)}, {'J01': 6}, {'J01': 31}, 
340.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 36}, 
345.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 31}, 
350.0, {'J01': np.float32(0.29861665)}, {'J01': 8}, {'J01': 26}, 
355.0, {'J01': np.float32(-1.3204081)}, {'J01': 8}, {'J01': 29}, 
360.0, {'J01': np.float32(0.37557262)}, {'J01': 8}, {'J01': 27}, 
365.0, {'J01': np.float32(-0.8156338)}, {'J01': 8}, {'J01': 31}, 
370.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 33}, 
375.0, {'J01': np.float32(3.0)}, {'J01': 7}, {'J01': 25}, 
380.0, {'J01': np.float32(-0.21100268)}, {'J01': 4}, {'J01': 15}, 
385.0, {'J01': np.float32(3.0)}, {'J01': 4}, {'J01': 14}, 
390.0, {'J01': np.float32(-1.2643832)}, {'J01': 4}, {'J01': 19}, 
395.0, {'J01': np.float32(0.6513905)}, {'J01': 6}, {'J01': 24}, 
400.0, {'J01': np.float32(-1.8586993)}, {'J01': 8}, {'J01': 32}, 
405.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 35}, 
410.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 36}, 
415.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 37}, 
420.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 34}, 
425.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 33}, 
430.0, {'J01': np.float32(-2.9319148)}, {'J01': 8}, {'J01': 34}, 
435.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 36}, 
440.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 39}, 
445.0, {'J01': np.float32(-3.0)}, {'J01': 7}, {'J01': 31}, 
450.0, {'J01': np.float32(-3.0)}, {'J01': 5}, {'J01': 18}, 
455.0, {'J01': np.float32(-3.0)}, {'J01': 5}, {'J01': 19}, 
460.0, {'J01': np.float32(-3.0)}, {'J01': 5}, {'J01': 23}, 
465.0, {'J01': np.float32(-3.0)}, {'J01': 7}, {'J01': 28}, 
470.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 32}, 
475.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 31}, 
480.0, {'J01': np.float32(-1.2599163)}, {'J01': 8}, {'J01': 30}, 
485.0, {'J01': np.float32(-1.7088834)}, {'J01': 8}, {'J01': 29}, 
490.0, {'J01': np.float32(-1.8429221)}, {'J01': 8}, {'J01': 32}, 
495.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 30}, 
500.0, {'J01': np.float32(0.584147)}, {'J01': 6}, {'J01': 24}, 
505.0, {'J01': np.float32(-0.9534545)}, {'J01': 6}, {'J01': 22}, 
510.0, {'J01': np.float32(-2.5380723)}, {'J01': 4}, {'J01': 15}, 
515.0, {'J01': np.float32(-2.8384287)}, {'J01': 4}, {'J01': 14}, 
520.0, {'J01': np.float32(3.0)}, {'J01': 4}, {'J01': 19}, 
525.0, {'J01': np.float32(1.7424862)}, {'J01': 7}, {'J01': 27}, 
530.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 31}, 
535.0, {'J01': np.float32(0.842595)}, {'J01': 8}, {'J01': 35}, 
540.0, {'J01': np.float32(2.7059443)}, {'J01': 8}, {'J01': 36}, 
545.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 37}, 
550.0, {'J01': np.float32(-1.8604662)}, {'J01': 8}, {'J01': 36}, 
555.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 38}, 
560.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 39}, 
565.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 37}, 
570.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 38}, 
575.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 41}, 
580.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 41}, 
585.0, {'J01': np.float32(3.0)}, {'J01': 10}, {'J01': 39}, 
590.0, {'J01': np.float32(-3.0)}, {'J01': 11}, {'J01': 42}, 
595.0, {'J01': np.float32(-3.0)}, {'J01': 11}, {'J01': 45}, 
600.0, {'J01': np.float32(-3.0)}, {'J01': 11}, {'J01': 47}, 
605.0, {'J01': np.float32(-3.0)}, {'J01': 11}, {'J01': 48}, 
610.0, {'J01': np.float32(3.0)}, {'J01': 11}, {'J01': 47}, 
615.0, {'J01': np.float32(-3.0)}, {'J01': 11}, {'J01': 43}, 
620.0, {'J01': np.float32(3.0)}, {'J01': 11}, {'J01': 46}, 
625.0, {'J01': np.float32(-2.8909454)}, {'J01': 11}, {'J01': 50}, 
630.0, {'J01': np.float32(-0.61952126)}, {'J01': 11}, {'J01': 46}, 
635.0, {'J01': np.float32(-3.0)}, {'J01': 14}, {'J01': 51}, 
640.0, {'J01': np.float32(-3.0)}, {'J01': 14}, {'J01': 51}, 
645.0, {'J01': np.float32(3.0)}, {'J01': 11}, {'J01': 46}, 
650.0, {'J01': np.float32(-2.327328)}, {'J01': 10}, {'J01': 41}, 
655.0, {'J01': np.float32(-2.2242491)}, {'J01': 8}, {'J01': 32}, 
660.0, {'J01': np.float32(3.0)}, {'J01': 7}, {'J01': 27}, 
665.0, {'J01': np.float32(-1.8511279)}, {'J01': 7}, {'J01': 32}, 
670.0, {'J01': np.float32(-2.9126935)}, {'J01': 9}, {'J01': 42}, 
675.0, {'J01': np.float32(-2.462526)}, {'J01': 10}, {'J01': 47}, 
680.0, {'J01': np.float32(3.0)}, {'J01': 10}, {'J01': 47}, 
685.0, {'J01': np.float32(-1.982261)}, {'J01': 11}, {'J01': 46}, 
690.0, {'J01': np.float32(-3.0)}, {'J01': 11}, {'J01': 45}, 
695.0, {'J01': np.float32(-3.0)}, {'J01': 12}, {'J01': 42}, 
700.0, {'J01': np.float32(3.0)}, {'J01': 15}, {'J01': 43}, 
705.0, {'J01': np.float32(-2.3102071)}, {'J01': 15}, {'J01': 47}, 
710.0, {'J01': np.float32(-2.9210553)}, {'J01': 15}, {'J01': 50}, 
715.0, {'J01': np.float32(-3.0)}, {'J01': 15}, {'J01': 52}, 
720.0, {'J01': np.float32(-3.0)}, {'J01': 14}, {'J01': 45}, 
725.0, {'J01': np.float32(3.0)}, {'J01': 14}, {'J01': 43}, 
730.0, {'J01': np.float32(-3.0)}, {'J01': 14}, {'J01': 45}, 
735.0, {'J01': np.float32(3.0)}, {'J01': 14}, {'J01': 46}, 
740.0, {'J01': np.float32(-3.0)}, {'J01': 14}, {'J01': 44}, 
745.0, {'J01': np.float32(3.0)}, {'J01': 15}, {'J01': 44}, 
