5.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -8.0}, {'J01': 1}, {'J01': 4}, 
20.0, {'J01': -58.0}, {'J01': 3}, {'J01': 8}, 
25.0, {'J01': -104.0}, {'J01': 3}, {'J01': 7}, 
30.0, {'J01': -137.0}, {'J01': 4}, {'J01': 8}, 
35.0, {'J01': -138.0}, {'J01': 4}, {'J01': 9}, 
40.0, {'J01': -211.5}, {'J01': 4}, {'J01': 11}, 
45.0, {'J01': -246.5}, {'J01': 3}, {'J01': 15}, 
50.0, {'J01': -264.0}, {'J01': 5}, {'J01': 19}, 
55.0, {'J01': -395.0}, {'J01': 6}, {'J01': 24}, 
60.0, {'J01': -652.5}, {'J01': 8}, {'J01': 31}, 
65.0, {'J01': -702.5}, {'J01': 7}, {'J01': 29}, 
70.0, {'J01': -443.0}, {'J01': 4}, {'J01': 20}, 
75.0, {'J01': -400.5}, {'J01': 4}, {'J01': 16}, 
80.0, {'J01': -571.5}, {'J01': 4}, {'J01': 23}, 
85.0, {'J01': -678.0}, {'J01': 5}, {'J01': 24}, 
90.0, {'J01': -772.5}, {'J01': 8}, {'J01': 27}, 
95.0, {'J01': -937.5}, {'J01': 8}, {'J01': 29}, 
100.0, {'J01': -1240.5}, {'J01': 8}, {'J01': 33}, 
105.0, {'J01': -1180.0}, {'J01': 7}, {'J01': 30}, 
110.0, {'J01': -726.5}, {'J01': 5}, {'J01': 20}, 
115.0, {'J01': -747.0}, {'J01': 4}, {'J01': 19}, 
120.0, {'J01': -894.5}, {'J01': 4}, {'J01': 24}, 
125.0, {'J01': -934.5}, {'J01': 7}, {'J01': 26}, 
130.0, {'J01': -1079.0}, {'J01': 8}, {'J01': 27}, 
135.0, {'J01': -1356.5}, {'J01': 8}, {'J01': 30}, 
140.0, {'J01': -1673.5}, {'J01': 8}, {'J01': 37}, 
145.0, {'J01': -1749.5}, {'J01': 8}, {'J01': 34}, 
150.0, {'J01': -1087.5}, {'J01': 6}, {'J01': 22}, 
155.0, {'J01': -1120.5}, {'J01': 5}, {'J01': 22}, 
160.0, {'J01': -1351.0}, {'J01': 5}, {'J01': 29}, 
165.0, {'J01': -1335.0}, {'J01': 6}, {'J01': 29}, 
170.0, {'J01': -1176.0}, {'J01': 8}, {'J01': 31}, 
175.0, {'J01': -1475.5}, {'J01': 8}, {'J01': 34}, 
180.0, {'J01': -1825.0}, {'J01': 8}, {'J01': 38}, 
185.0, {'J01': -2212.5}, {'J01': 8}, {'J01': 40}, 
190.0, {'J01': -1958.0}, {'J01': 7}, {'J01': 33}, 
195.0, {'J01': -1774.0}, {'J01': 6}, {'J01': 27}, 
200.0, {'J01': -1967.0}, {'J01': 6}, {'J01': 30}, 
205.0, {'J01': -2107.0}, {'J01': 6}, {'J01': 28}, 
210.0, {'J01': -2206.0}, {'J01': 8}, {'J01': 29}, 
215.0, {'J01': -2437.0}, {'J01': 8}, {'J01': 31}, 
220.0, {'J01': -2759.5}, {'J01': 8}, {'J01': 35}, 
225.0, {'J01': -1999.0}, {'J01': 7}, {'J01': 27}, 
230.0, {'J01': -946.0}, {'J01': 4}, {'J01': 16}, 
235.0, {'J01': -804.0}, {'J01': 4}, {'J01': 16}, 
240.0, {'J01': -972.0}, {'J01': 4}, {'J01': 21}, 
