5.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -6.182}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -0.0}, {'J01': 0}, {'J01': 0}, 
20.0, {'J01': -6.091}, {'J01': 1}, {'J01': 3}, 
25.0, {'J01': -9.091000000000001}, {'J01': 3}, {'J01': 6}, 
30.0, {'J01': -11.091000000000001}, {'J01': 4}, {'J01': 8}, 
35.0, {'J01': -15.449}, {'J01': 4}, {'J01': 8}, 
40.0, {'J01': -8.0}, {'J01': 3}, {'J01': 8}, 
45.0, {'J01': -24.631}, {'J01': 3}, {'J01': 11}, 
50.0, {'J01': -18.182000000000002}, {'J01': 4}, {'J01': 12}, 
55.0, {'J01': -20.54}, {'J01': 4}, {'J01': 10}, 
60.0, {'J01': -11.0}, {'J01': 3}, {'J01': 11}, 
65.0, {'J01': -20.267}, {'J01': 4}, {'J01': 19}, 
70.0, {'J01': -25.182000000000002}, {'J01': 5}, {'J01': 19}, 
75.0, {'J01': -29.448999999999998}, {'J01': 5}, {'J01': 22}, 
80.0, {'J01': -41.897999999999996}, {'J01': 7}, {'J01': 27}, 
85.0, {'J01': -43.074}, {'J01': 8}, {'J01': 30}, 
90.0, {'J01': -40.807}, {'J01': 8}, {'J01': 29}, 
95.0, {'J01': -63.154}, {'J01': 8}, {'J01': 29}, 
100.0, {'J01': -71.069}, {'J01': 8}, {'J01': 32}, 
105.0, {'J01': -58.796}, {'J01': 8}, {'J01': 29}, 
110.0, {'J01': -54.881}, {'J01': 8}, {'J01': 30}, 
115.0, {'J01': -50.96600000000001}, {'J01': 8}, {'J01': 31}, 
120.0, {'J01': -89.85300000000001}, {'J01': 8}, {'J01': 37}, 
125.0, {'J01': -78.404}, {'J01': 7}, {'J01': 33}, 
130.0, {'J01': -90.944}, {'J01': 7}, {'J01': 35}, 
135.0, {'J01': -84.882}, {'J01': 6}, {'J01': 26}, 
140.0, {'J01': -80.97300000000001}, {'J01': 4}, {'J01': 19}, 
145.0, {'J01': -81.507}, {'J01': 4}, {'J01': 17}, 
150.0, {'J01': -49.506}, {'J01': 4}, {'J01': 19}, 
155.0, {'J01': -52.42100000000001}, {'J01': 4}, {'J01': 17}, 
160.0, {'J01': -71.882}, {'J01': 4}, {'J01': 13}, 
165.0, {'J01': -82.507}, {'J01': 4}, {'J01': 18}, 
170.0, {'J01': -87.68299999999999}, {'J01': 4}, {'J01': 25}, 
175.0, {'J01': -91.24000000000001}, {'J01': 6}, {'J01': 28}, 
180.0, {'J01': -84.41}, {'J01': 6}, {'J01': 31}, 
185.0, {'J01': -83.501}, {'J01': 5}, {'J01': 27}, 
190.0, {'J01': -40.784000000000006}, {'J01': 5}, {'J01': 27}, 
195.0, {'J01': -47.522999999999996}, {'J01': 5}, {'J01': 27}, 
200.0, {'J01': -59.324}, {'J01': 7}, {'J01': 35}, 
205.0, {'J01': -47.25}, {'J01': 8}, {'J01': 36}, 
210.0, {'J01': -62.796}, {'J01': 8}, {'J01': 33}, 
215.0, {'J01': -46.340999999999994}, {'J01': 8}, {'J01': 32}, 
220.0, {'J01': -51.96600000000001}, {'J01': 8}, {'J01': 32}, 
225.0, {'J01': -51.96600000000001}, {'J01': 8}, {'J01': 32}, 
230.0, {'J01': -55.233000000000004}, {'J01': 8}, {'J01': 34}, 
235.0, {'J01': -54.233000000000004}, {'J01': 8}, {'J01': 33}, 
240.0, {'J01': -58.766999999999996}, {'J01': 8}, {'J01': 35}, 
245.0, {'J01': -55.676}, {'J01': 8}, {'J01': 35}, 
250.0, {'J01': -43.96}, {'J01': 8}, {'J01': 32}, 
255.0, {'J01': -53.324}, {'J01': 8}, {'J01': 29}, 
260.0, {'J01': -59.858000000000004}, {'J01': 8}, {'J01': 33}, 
265.0, {'J01': -57.852000000000004}, {'J01': 8}, {'J01': 39}, 
270.0, {'J01': -61.034000000000006}, {'J01': 8}, {'J01': 36}, 
275.0, {'J01': -61.301}, {'J01': 7}, {'J01': 35}, 
280.0, {'J01': -69.659}, {'J01': 8}, {'J01': 39}, 
285.0, {'J01': -72.926}, {'J01': 9}, {'J01': 41}, 
290.0, {'J01': -63.949}, {'J01': 6}, {'J01': 34}, 
295.0, {'J01': -53.324}, {'J01': 5}, {'J01': 29}, 
300.0, {'J01': -69.03999999999999}, {'J01': 6}, {'J01': 36}, 
305.0, {'J01': -90.029}, {'J01': 7}, {'J01': 39}, 
310.0, {'J01': -84.023}, {'J01': 8}, {'J01': 41}, 
315.0, {'J01': -77.137}, {'J01': 7}, {'J01': 33}, 
320.0, {'J01': -33.426}, {'J01': 6}, {'J01': 24}, 
325.0, {'J01': -53.324}, {'J01': 6}, {'J01': 29}, 
330.0, {'J01': -53.676}, {'J01': 7}, {'J01': 33}, 
335.0, {'J01': -54.676}, {'J01': 8}, {'J01': 34}, 
340.0, {'J01': -55.943}, {'J01': 8}, {'J01': 34}, 
345.0, {'J01': -66.392}, {'J01': 9}, {'J01': 37}, 
350.0, {'J01': -55.119}, {'J01': 9}, {'J01': 35}, 
355.0, {'J01': -56.295}, {'J01': 9}, {'J01': 38}, 
360.0, {'J01': -69.659}, {'J01': 10}, {'J01': 39}, 
365.0, {'J01': -72.75}, {'J01': 10}, {'J01': 39}, 
370.0, {'J01': -62.125}, {'J01': 8}, {'J01': 34}, 
375.0, {'J01': -66.779}, {'J01': 6}, {'J01': 27}, 
380.0, {'J01': -57.858000000000004}, {'J01': 7}, {'J01': 31}, 
385.0, {'J01': -65.03999999999999}, {'J01': 7}, {'J01': 32}, 
390.0, {'J01': -82.756}, {'J01': 8}, {'J01': 41}, 
395.0, {'J01': -65.301}, {'J01': 8}, {'J01': 39}, 
400.0, {'J01': -64.301}, {'J01': 8}, {'J01': 38}, 
405.0, {'J01': -84.023}, {'J01': 9}, {'J01': 41}, 
410.0, {'J01': -90.557}, {'J01': 11}, {'J01': 45}, 
415.0, {'J01': -70.307}, {'J01': 9}, {'J01': 36}, 
420.0, {'J01': -65.87}, {'J01': 7}, {'J01': 23}, 
425.0, {'J01': -57.512}, {'J01': 5}, {'J01': 19}, 
430.0, {'J01': -37.790000000000006}, {'J01': 5}, {'J01': 16}, 
435.0, {'J01': -68.785}, {'J01': 5}, {'J01': 21}, 
440.0, {'J01': -72.694}, {'J01': 6}, {'J01': 28}, 
445.0, {'J01': -82.228}, {'J01': 8}, {'J01': 35}, 
450.0, {'J01': -76.342}, {'J01': 7}, {'J01': 28}, 
455.0, {'J01': -85.43900000000001}, {'J01': 6}, {'J01': 26}, 
460.0, {'J01': -80.257}, {'J01': 6}, {'J01': 27}, 
465.0, {'J01': -98.774}, {'J01': 6}, {'J01': 33}, 
470.0, {'J01': -56.40899999999999}, {'J01': 8}, {'J01': 37}, 
475.0, {'J01': -71.864}, {'J01': 8}, {'J01': 37}, 
480.0, {'J01': -70.864}, {'J01': 8}, {'J01': 36}, 
485.0, {'J01': -48.403}, {'J01': 8}, {'J01': 37}, 
490.0, {'J01': -71.21600000000001}, {'J01': 8}, {'J01': 40}, 
495.0, {'J01': -83.108}, {'J01': 9}, {'J01': 45}, 
500.0, {'J01': -85.375}, {'J01': 10}, {'J01': 46}, 
505.0, {'J01': -70.187}, {'J01': 11}, {'J01': 45}, 
510.0, {'J01': -76.079}, {'J01': 13}, {'J01': 44}, 
515.0, {'J01': -81.17}, {'J01': 13}, {'J01': 46}, 
520.0, {'J01': -94.977}, {'J01': 14}, {'J01': 48}, 
525.0, {'J01': -96.244}, {'J01': 14}, {'J01': 48}, 
530.0, {'J01': -107.78399999999999}, {'J01': 14}, {'J01': 49}, 
535.0, {'J01': -116.852}, {'J01': 16}, {'J01': 53}, 
540.0, {'J01': -130.216}, {'J01': 16}, {'J01': 54}, 
545.0, {'J01': -120.94300000000001}, {'J01': 16}, {'J01': 54}, 
550.0, {'J01': -104.312}, {'J01': 16}, {'J01': 51}, 
555.0, {'J01': -115.676}, {'J01': 16}, {'J01': 50}, 
560.0, {'J01': -113.676}, {'J01': 16}, {'J01': 48}, 
565.0, {'J01': -121.125}, {'J01': 17}, {'J01': 48}, 
570.0, {'J01': -114.94300000000001}, {'J01': 17}, {'J01': 48}, 
575.0, {'J01': -134.108}, {'J01': 17}, {'J01': 51}, 
580.0, {'J01': -130.19299999999998}, {'J01': 18}, {'J01': 52}, 
585.0, {'J01': -131.636}, {'J01': 18}, {'J01': 54}, 
590.0, {'J01': -153.449}, {'J01': 19}, {'J01': 56}, 
595.0, {'J01': -138.437}, {'J01': 19}, {'J01': 57}, 
600.0, {'J01': -154.892}, {'J01': 19}, {'J01': 58}, 
605.0, {'J01': -171.31799999999998}, {'J01': 23}, {'J01': 65}, 
610.0, {'J01': -172.31799999999998}, {'J01': 23}, {'J01': 66}, 
615.0, {'J01': -173.31799999999998}, {'J01': 23}, {'J01': 67}, 
620.0, {'J01': -157.687}, {'J01': 23}, {'J01': 65}, 
625.0, {'J01': -160.045}, {'J01': 24}, {'J01': 63}, 
630.0, {'J01': -166.40300000000002}, {'J01': 25}, {'J01': 65}, 
635.0, {'J01': -172.585}, {'J01': 25}, {'J01': 65}, 
640.0, {'J01': -179.119}, {'J01': 27}, {'J01': 69}, 
645.0, {'J01': -183.386}, {'J01': 27}, {'J01': 72}, 
650.0, {'J01': -185.653}, {'J01': 28}, {'J01': 73}, 
655.0, {'J01': -179.562}, {'J01': 29}, {'J01': 70}, 
660.0, {'J01': -184.92}, {'J01': 30}, {'J01': 71}, 
665.0, {'J01': -182.92000000000002}, {'J01': 30}, {'J01': 69}, 
670.0, {'J01': -142.91299999999998}, {'J01': 31}, {'J01': 71}, 
675.0, {'J01': -194.988}, {'J01': 32}, {'J01': 76}, 
680.0, {'J01': -165.078}, {'J01': 33}, {'J01': 77}, 
685.0, {'J01': -155.192}, {'J01': 30}, {'J01': 66}, 
690.0, {'J01': -157.28300000000002}, {'J01': 29}, {'J01': 65}, 
695.0, {'J01': -133.118}, {'J01': 29}, {'J01': 57}, 
700.0, {'J01': -136.76600000000002}, {'J01': 26}, {'J01': 57}, 
705.0, {'J01': -127.698}, {'J01': 26}, {'J01': 53}, 
710.0, {'J01': -128.164}, {'J01': 26}, {'J01': 56}, 
715.0, {'J01': -129.27800000000002}, {'J01': 26}, {'J01': 56}, 
720.0, {'J01': -146.528}, {'J01': 26}, {'J01': 62}, 
725.0, {'J01': -142.994}, {'J01': 27}, {'J01': 61}, 
730.0, {'J01': -152.619}, {'J01': 27}, {'J01': 65}, 
735.0, {'J01': -145.81799999999998}, {'J01': 27}, {'J01': 62}, 
740.0, {'J01': -143.81799999999998}, {'J01': 27}, {'J01': 60}, 
745.0, {'J01': -97.10099999999998}, {'J01': 29}, {'J01': 56}, 
750.0, {'J01': -116.55599999999998}, {'J01': 29}, {'J01': 60}, 
755.0, {'J01': -109.374}, {'J01': 29}, {'J01': 59}, 
760.0, {'J01': -137.369}, {'J01': 29}, {'J01': 61}, 
765.0, {'J01': -158.091}, {'J01': 30}, {'J01': 65}, 
770.0, {'J01': -116.175}, {'J01': 30}, {'J01': 62}, 
775.0, {'J01': -116.175}, {'J01': 30}, {'J01': 62}, 
780.0, {'J01': -133.249}, {'J01': 31}, {'J01': 66}, 
785.0, {'J01': -127.067}, {'J01': 31}, {'J01': 66}, 
790.0, {'J01': -105.726}, {'J01': 31}, {'J01': 59}, 
795.0, {'J01': -118.26599999999999}, {'J01': 31}, {'J01': 61}, 
800.0, {'J01': -127.715}, {'J01': 32}, {'J01': 63}, 
805.0, {'J01': -115.533}, {'J01': 32}, {'J01': 57}, 
810.0, {'J01': -92.10099999999998}, {'J01': 28}, {'J01': 51}, 
815.0, {'J01': -90.215}, {'J01': 26}, {'J01': 48}, 
820.0, {'J01': -95.397}, {'J01': 26}, {'J01': 47}, 
825.0, {'J01': -98.397}, {'J01': 26}, {'J01': 50}, 
830.0, {'J01': -102.397}, {'J01': 26}, {'J01': 54}, 
835.0, {'J01': -103.931}, {'J01': 27}, {'J01': 53}, 
840.0, {'J01': -89.397}, {'J01': 25}, {'J01': 41}, 
845.0, {'J01': -80.863}, {'J01': 22}, {'J01': 35}, 
850.0, {'J01': -75.062}, {'J01': 19}, {'J01': 33}, 
855.0, {'J01': -96.693}, {'J01': 19}, {'J01': 41}, 
860.0, {'J01': -81.323}, {'J01': 19}, {'J01': 46}, 
865.0, {'J01': -99.13}, {'J01': 20}, {'J01': 52}, 
870.0, {'J01': -102.664}, {'J01': 21}, {'J01': 53}, 
875.0, {'J01': -117.295}, {'J01': 22}, {'J01': 54}, 
880.0, {'J01': -95.215}, {'J01': 22}, {'J01': 53}, 
885.0, {'J01': -111.28899999999999}, {'J01': 23}, {'J01': 56}, 
890.0, {'J01': -124.738}, {'J01': 23}, {'J01': 62}, 
895.0, {'J01': -118.55599999999998}, {'J01': 23}, {'J01': 62}, 
900.0, {'J01': -114.08399999999999}, {'J01': 26}, {'J01': 63}, 
905.0, {'J01': -127.715}, {'J01': 26}, {'J01': 63}, 
910.0, {'J01': -114.26}, {'J01': 26}, {'J01': 65}, 
915.0, {'J01': -115.08399999999999}, {'J01': 26}, {'J01': 64}, 
920.0, {'J01': -123.976}, {'J01': 28}, {'J01': 66}, 
925.0, {'J01': -119.88499999999999}, {'J01': 28}, {'J01': 65}, 
930.0, {'J01': -132.42499999999998}, {'J01': 28}, {'J01': 67}, 
935.0, {'J01': -141.69799999999998}, {'J01': 28}, {'J01': 67}, 
940.0, {'J01': -128.158}, {'J01': 28}, {'J01': 64}, 
945.0, {'J01': -131.42499999999998}, {'J01': 28}, {'J01': 66}, 
950.0, {'J01': -141.874}, {'J01': 28}, {'J01': 69}, 
955.0, {'J01': -131.34}, {'J01': 28}, {'J01': 61}, 
960.0, {'J01': -120.45400000000001}, {'J01': 29}, {'J01': 49}, 
965.0, {'J01': -108.914}, {'J01': 27}, {'J01': 48}, 
970.0, {'J01': -102.817}, {'J01': 27}, {'J01': 53}, 
975.0, {'J01': -108.08399999999999}, {'J01': 27}, {'J01': 57}, 
980.0, {'J01': -121.357}, {'J01': 27}, {'J01': 61}, 
985.0, {'J01': -120.357}, {'J01': 28}, {'J01': 60}, 
990.0, {'J01': -116.82300000000001}, {'J01': 28}, {'J01': 59}, 
995.0, {'J01': -122.624}, {'J01': 29}, {'J01': 61}, 
1000.0, {'J01': -124.89099999999999}, {'J01': 29}, {'J01': 62}, 
1005.0, {'J01': -128.721}, {'J01': 28}, {'J01': 56}, 
1010.0, {'J01': -110.005}, {'J01': 26}, {'J01': 46}, 
1015.0, {'J01': -107.738}, {'J01': 24}, {'J01': 45}, 
1020.0, {'J01': -94.93700000000001}, {'J01': 22}, {'J01': 36}, 
1025.0, {'J01': -89.227}, {'J01': 19}, {'J01': 31}, 
1030.0, {'J01': -87.693}, {'J01': 17}, {'J01': 32}, 
1035.0, {'J01': -80.53399999999999}, {'J01': 14}, {'J01': 33}, 
1040.0, {'J01': -93.71600000000001}, {'J01': 14}, {'J01': 40}, 
1045.0, {'J01': -105.07400000000001}, {'J01': 14}, {'J01': 47}, 
1050.0, {'J01': -109.34100000000001}, {'J01': 15}, {'J01': 50}, 
1055.0, {'J01': -112.432}, {'J01': 15}, {'J01': 50}, 
1060.0, {'J01': -117.78999999999999}, {'J01': 16}, {'J01': 51}, 
1065.0, {'J01': -68.454}, {'J01': 16}, {'J01': 42}, 
1070.0, {'J01': -80.17}, {'J01': 17}, {'J01': 45}, 
1075.0, {'J01': -73.164}, {'J01': 17}, {'J01': 46}, 
1080.0, {'J01': -85.528}, {'J01': 17}, {'J01': 46}, 
1085.0, {'J01': -85.352}, {'J01': 17}, {'J01': 44}, 
1090.0, {'J01': -90.267}, {'J01': 17}, {'J01': 44}, 
1095.0, {'J01': -100.159}, {'J01': 19}, {'J01': 47}, 
1100.0, {'J01': -106.608}, {'J01': 20}, {'J01': 46}, 
1105.0, {'J01': -84.056}, {'J01': 21}, {'J01': 50}, 
1110.0, {'J01': -76.164}, {'J01': 19}, {'J01': 49}, 
1115.0, {'J01': -75.164}, {'J01': 18}, {'J01': 48}, 
1120.0, {'J01': -71.721}, {'J01': 17}, {'J01': 44}, 
1125.0, {'J01': -82.43700000000001}, {'J01': 17}, {'J01': 46}, 
1130.0, {'J01': -65.539}, {'J01': 17}, {'J01': 44}, 
1135.0, {'J01': -89.176}, {'J01': 17}, {'J01': 46}, 
1140.0, {'J01': -102.983}, {'J01': 18}, {'J01': 48}, 
1145.0, {'J01': -109.165}, {'J01': 18}, {'J01': 48}, 
1150.0, {'J01': -114.523}, {'J01': 18}, {'J01': 49}, 
1155.0, {'J01': -123.97200000000001}, {'J01': 18}, {'J01': 51}, 
1160.0, {'J01': -123.97200000000001}, {'J01': 18}, {'J01': 51}, 
1165.0, {'J01': -129.32999999999998}, {'J01': 19}, {'J01': 52}, 
1170.0, {'J01': -131.59699999999998}, {'J01': 20}, {'J01': 53}, 
1175.0, {'J01': -136.131}, {'J01': 22}, {'J01': 55}, 
1180.0, {'J01': -94.244}, {'J01': 19}, {'J01': 46}, 
1185.0, {'J01': -98.631}, {'J01': 16}, {'J01': 40}, 
1190.0, {'J01': -95.54}, {'J01': 16}, {'J01': 40}, 
1195.0, {'J01': -115.262}, {'J01': 16}, {'J01': 43}, 
1200.0, {'J01': -106.699}, {'J01': 19}, {'J01': 43}, 
1205.0, {'J01': -111.444}, {'J01': 17}, {'J01': 33}, 
1210.0, {'J01': -109.177}, {'J01': 15}, {'J01': 32}, 
1215.0, {'J01': -111.177}, {'J01': 15}, {'J01': 34}, 
1220.0, {'J01': -115.177}, {'J01': 15}, {'J01': 38}, 
1225.0, {'J01': -122.177}, {'J01': 15}, {'J01': 45}, 
1230.0, {'J01': -115.643}, {'J01': 13}, {'J01': 41}, 
1235.0, {'J01': -106.10900000000001}, {'J01': 10}, {'J01': 34}, 
