5.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -1.8, 'top_mgr': 0}, {'J01': 1}, {'J01': 1}, 
15.0, {'J01': -13.200000000000001, 'top_mgr': 2}, {'J01': 3}, {'J01': 6}, 
20.0, {'J01': -32.2, 'top_mgr': 0}, {'J01': 4}, {'J01': 9}, 
25.0, {'J01': -35.2, 'top_mgr': 3}, {'J01': 4}, {'J01': 7}, 
30.0, {'J01': -40.4, 'top_mgr': 3}, {'J01': 4}, {'J01': 8}, 
35.0, {'J01': -48.60000000000001, 'top_mgr': 4}, {'J01': 4}, {'J01': 6}, 
40.0, {'J01': -66.60000000000001, 'top_mgr': 3}, {'J01': 4}, {'J01': 10}, 
45.0, {'J01': -80.60000000000001, 'top_mgr': 8}, {'J01': 4}, {'J01': 9}, 
50.0, {'J01': -56.2, 'top_mgr': 5}, {'J01': 3}, {'J01': 10}, 
55.0, {'J01': -80.60000000000001, 'top_mgr': 2}, {'J01': 4}, {'J01': 18}, 
60.0, {'J01': -127.60000000000001, 'top_mgr': 1}, {'J01': 6}, {'J01': 26}, 
65.0, {'J01': -176.8, 'top_mgr': 0}, {'J01': 6}, {'J01': 31}, 
70.0, {'J01': -207.00000000000003, 'top_mgr': 2}, {'J01': 8}, {'J01': 34}, 
75.0, {'J01': -240.2, 'top_mgr': 3}, {'J01': 8}, {'J01': 32}, 
80.0, {'J01': -285.20000000000005, 'top_mgr': 2}, {'J01': 8}, {'J01': 33}, 
85.0, {'J01': -282.40000000000003, 'top_mgr': 9}, {'J01': 6}, {'J01': 27}, 
90.0, {'J01': -280.8, 'top_mgr': 7}, {'J01': 4}, {'J01': 22}, 
95.0, {'J01': -295.20000000000005, 'top_mgr': 10}, {'J01': 4}, {'J01': 17}, 
100.0, {'J01': -240.39999999999998, 'top_mgr': 5}, {'J01': 4}, {'J01': 15}, 
105.0, {'J01': -272.6, 'top_mgr': 3}, {'J01': 4}, {'J01': 22}, 
110.0, {'J01': -324.8, 'top_mgr': 3}, {'J01': 7}, {'J01': 31}, 
115.0, {'J01': -302.0, 'top_mgr': 6}, {'J01': 8}, {'J01': 29}, 
120.0, {'J01': -211.20000000000002, 'top_mgr': 5}, {'J01': 8}, {'J01': 29}, 
125.0, {'J01': -197.8, 'top_mgr': 3}, {'J01': 8}, {'J01': 31}, 
130.0, {'J01': -235.20000000000005, 'top_mgr': 0}, {'J01': 8}, {'J01': 36}, 
135.0, {'J01': -273.20000000000005, 'top_mgr': 0}, {'J01': 8}, {'J01': 38}, 
140.0, {'J01': -221.40000000000003, 'top_mgr': 7}, {'J01': 7}, {'J01': 37}, 
145.0, {'J01': -204.60000000000002, 'top_mgr': 11}, {'J01': 5}, {'J01': 27}, 
150.0, {'J01': -194.20000000000005, 'top_mgr': 9}, {'J01': 4}, {'J01': 21}, 
155.0, {'J01': -216.40000000000006, 'top_mgr': 8}, {'J01': 4}, {'J01': 20}, 
160.0, {'J01': -206.00000000000006, 'top_mgr': 9}, {'J01': 4}, {'J01': 17}, 
165.0, {'J01': -197.40000000000003, 'top_mgr': 6}, {'J01': 6}, {'J01': 18}, 
170.0, {'J01': -228.40000000000003, 'top_mgr': 6}, {'J01': 8}, {'J01': 21}, 
175.0, {'J01': -210.60000000000002, 'top_mgr': 6}, {'J01': 7}, {'J01': 20}, 
180.0, {'J01': -163.60000000000002, 'top_mgr': 7}, {'J01': 7}, {'J01': 18}, 
185.0, {'J01': -203.8, 'top_mgr': 1}, {'J01': 8}, {'J01': 28}, 
190.0, {'J01': -201.4, 'top_mgr': 1}, {'J01': 8}, {'J01': 36}, 
195.0, {'J01': -223.0, 'top_mgr': 5}, {'J01': 8}, {'J01': 35}, 
200.0, {'J01': -231.4, 'top_mgr': 9}, {'J01': 9}, {'J01': 31}, 
205.0, {'J01': -223.2, 'top_mgr': 14}, {'J01': 4}, {'J01': 21}, 
210.0, {'J01': -199.60000000000002, 'top_mgr': 11}, {'J01': 4}, {'J01': 14}, 
215.0, {'J01': -209.4, 'top_mgr': 5}, {'J01': 4}, {'J01': 13}, 
220.0, {'J01': -186.2, 'top_mgr': 7}, {'J01': 4}, {'J01': 13}, 
225.0, {'J01': -193.39999999999998, 'top_mgr': 1}, {'J01': 4}, {'J01': 17}, 
230.0, {'J01': -230.2, 'top_mgr': 1}, {'J01': 6}, {'J01': 22}, 
235.0, {'J01': -268.6, 'top_mgr': 2}, {'J01': 8}, {'J01': 26}, 
240.0, {'J01': -197.79999999999998, 'top_mgr': 3}, {'J01': 8}, {'J01': 28}, 
245.0, {'J01': -128.2, 'top_mgr': 4}, {'J01': 8}, {'J01': 33}, 
250.0, {'J01': -159.6, 'top_mgr': 1}, {'J01': 8}, {'J01': 38}, 
255.0, {'J01': -196.6, 'top_mgr': 2}, {'J01': 8}, {'J01': 36}, 
260.0, {'J01': -191.4, 'top_mgr': 7}, {'J01': 7}, {'J01': 31}, 
265.0, {'J01': -194.6, 'top_mgr': 9}, {'J01': 5}, {'J01': 24}, 
270.0, {'J01': -194.2, 'top_mgr': 10}, {'J01': 4}, {'J01': 17}, 
275.0, {'J01': -162.0, 'top_mgr': 7}, {'J01': 4}, {'J01': 15}, 
280.0, {'J01': -196.4, 'top_mgr': 5}, {'J01': 4}, {'J01': 16}, 
285.0, {'J01': -190.00000000000003, 'top_mgr': 8}, {'J01': 4}, {'J01': 12}, 
290.0, {'J01': -174.20000000000002, 'top_mgr': 4}, {'J01': 4}, {'J01': 18}, 
295.0, {'J01': -169.0, 'top_mgr': 5}, {'J01': 7}, {'J01': 24}, 
300.0, {'J01': -126.60000000000001, 'top_mgr': 4}, {'J01': 8}, {'J01': 29}, 
305.0, {'J01': -164.2, 'top_mgr': 2}, {'J01': 8}, {'J01': 33}, 
310.0, {'J01': -178.60000000000002, 'top_mgr': 5}, {'J01': 7}, {'J01': 31}, 
315.0, {'J01': -154.00000000000003, 'top_mgr': 15}, {'J01': 5}, {'J01': 23}, 
320.0, {'J01': -176.60000000000002, 'top_mgr': 8}, {'J01': 4}, {'J01': 18}, 
325.0, {'J01': -164.40000000000003, 'top_mgr': 7}, {'J01': 4}, {'J01': 15}, 
330.0, {'J01': -196.00000000000003, 'top_mgr': 7}, {'J01': 4}, {'J01': 17}, 
335.0, {'J01': -228.00000000000003, 'top_mgr': 7}, {'J01': 4}, {'J01': 17}, 
340.0, {'J01': -163.0, 'top_mgr': 4}, {'J01': 4}, {'J01': 18}, 
345.0, {'J01': -166.00000000000003, 'top_mgr': 6}, {'J01': 4}, {'J01': 20}, 
350.0, {'J01': -172.20000000000002, 'top_mgr': 3}, {'J01': 5}, {'J01': 25}, 
355.0, {'J01': -128.79999999999998, 'top_mgr': 7}, {'J01': 8}, {'J01': 27}, 
360.0, {'J01': -117.00000000000001, 'top_mgr': 3}, {'J01': 8}, {'J01': 27}, 
365.0, {'J01': -147.80000000000004, 'top_mgr': 2}, {'J01': 8}, {'J01': 29}, 
370.0, {'J01': -143.60000000000002, 'top_mgr': 7}, {'J01': 7}, {'J01': 27}, 
375.0, {'J01': -105.00000000000003, 'top_mgr': 11}, {'J01': 5}, {'J01': 19}, 
380.0, {'J01': -113.00000000000001, 'top_mgr': 8}, {'J01': 4}, {'J01': 15}, 
385.0, {'J01': -110.60000000000001, 'top_mgr': 7}, {'J01': 4}, {'J01': 11}, 
390.0, {'J01': -106.6, 'top_mgr': 6}, {'J01': 4}, {'J01': 11}, 
395.0, {'J01': -134.8, 'top_mgr': 4}, {'J01': 4}, {'J01': 14}, 
400.0, {'J01': -162.8, 'top_mgr': 6}, {'J01': 4}, {'J01': 14}, 
405.0, {'J01': -180.79999999999998, 'top_mgr': 6}, {'J01': 4}, {'J01': 15}, 
410.0, {'J01': -179.59999999999997, 'top_mgr': 5}, {'J01': 3}, {'J01': 18}, 
415.0, {'J01': -135.99999999999997, 'top_mgr': 5}, {'J01': 6}, {'J01': 22}, 
420.0, {'J01': -174.59999999999997, 'top_mgr': 4}, {'J01': 8}, {'J01': 28}, 
425.0, {'J01': -141.0, 'top_mgr': 4}, {'J01': 8}, {'J01': 33}, 
430.0, {'J01': -182.99999999999997, 'top_mgr': 1}, {'J01': 8}, {'J01': 35}, 
