5.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -0.0, 'top_mgr': 1}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -6.6000000000000005, 'top_mgr': 2}, {'J01': 1}, {'J01': 3}, 
20.0, {'J01': -23.0, 'top_mgr': 1}, {'J01': 3}, {'J01': 6}, 
25.0, {'J01': -30.0, 'top_mgr': 2}, {'J01': 2}, {'J01': 5}, 
30.0, {'J01': -37.0, 'top_mgr': 5}, {'J01': 2}, {'J01': 5}, 
35.0, {'J01': -29.4, 'top_mgr': 2}, {'J01': 3}, {'J01': 8}, 
40.0, {'J01': -37.199999999999996, 'top_mgr': 2}, {'J01': 3}, {'J01': 9}, 
45.0, {'J01': -66.80000000000001, 'top_mgr': 3}, {'J01': 4}, {'J01': 14}, 
50.0, {'J01': -113.40000000000002, 'top_mgr': 0}, {'J01': 7}, {'J01': 27}, 
55.0, {'J01': -162.4, 'top_mgr': 1}, {'J01': 7}, {'J01': 31}, 
60.0, {'J01': -175.2, 'top_mgr': 6}, {'J01': 7}, {'J01': 31}, 
65.0, {'J01': -146.20000000000002, 'top_mgr': 10}, {'J01': 7}, {'J01': 23}, 
70.0, {'J01': -170.20000000000002, 'top_mgr': 2}, {'J01': 7}, {'J01': 24}, 
75.0, {'J01': -169.40000000000003, 'top_mgr': 3}, {'J01': 8}, {'J01': 25}, 
80.0, {'J01': -202.40000000000003, 'top_mgr': 4}, {'J01': 8}, {'J01': 26}, 
85.0, {'J01': -237.20000000000005, 'top_mgr': 1}, {'J01': 8}, {'J01': 27}, 
90.0, {'J01': -269.40000000000003, 'top_mgr': 3}, {'J01': 8}, {'J01': 28}, 
95.0, {'J01': -315.6, 'top_mgr': 0}, {'J01': 8}, {'J01': 33}, 
100.0, {'J01': -311.79999999999995, 'top_mgr': 7}, {'J01': 7}, {'J01': 28}, 
105.0, {'J01': -203.8, 'top_mgr': 8}, {'J01': 6}, {'J01': 22}, 
110.0, {'J01': -215.6, 'top_mgr': 4}, {'J01': 6}, {'J01': 23}, 
115.0, {'J01': -250.20000000000002, 'top_mgr': 1}, {'J01': 7}, {'J01': 26}, 
120.0, {'J01': -302.2, 'top_mgr': 0}, {'J01': 8}, {'J01': 34}, 
125.0, {'J01': -299.40000000000003, 'top_mgr': 6}, {'J01': 8}, {'J01': 31}, 
130.0, {'J01': -329.0, 'top_mgr': 1}, {'J01': 8}, {'J01': 32}, 
135.0, {'J01': -337.80000000000007, 'top_mgr': 2}, {'J01': 8}, {'J01': 32}, 
140.0, {'J01': -323.40000000000003, 'top_mgr': 4}, {'J01': 8}, {'J01': 34}, 
145.0, {'J01': -333.59999999999997, 'top_mgr': 5}, {'J01': 7}, {'J01': 36}, 
150.0, {'J01': -298.0, 'top_mgr': 9}, {'J01': 6}, {'J01': 29}, 
155.0, {'J01': -277.0, 'top_mgr': 6}, {'J01': 5}, {'J01': 26}, 
160.0, {'J01': -297.0, 'top_mgr': 7}, {'J01': 4}, {'J01': 23}, 
165.0, {'J01': -282.8, 'top_mgr': 6}, {'J01': 4}, {'J01': 21}, 
170.0, {'J01': -304.4, 'top_mgr': 3}, {'J01': 4}, {'J01': 27}, 
175.0, {'J01': -346.0, 'top_mgr': 3}, {'J01': 7}, {'J01': 36}, 
180.0, {'J01': -367.2, 'top_mgr': 2}, {'J01': 8}, {'J01': 37}, 
185.0, {'J01': -376.0, 'top_mgr': 4}, {'J01': 8}, {'J01': 35}, 
190.0, {'J01': -312.8, 'top_mgr': 7}, {'J01': 7}, {'J01': 29}, 
195.0, {'J01': -340.00000000000006, 'top_mgr': 3}, {'J01': 7}, {'J01': 28}, 
200.0, {'J01': -362.4000000000001, 'top_mgr': 1}, {'J01': 7}, {'J01': 34}, 
205.0, {'J01': -399.4000000000001, 'top_mgr': 0}, {'J01': 8}, {'J01': 35}, 
210.0, {'J01': -439.2000000000001, 'top_mgr': 0}, {'J01': 8}, {'J01': 38}, 
215.0, {'J01': -474.4000000000001, 'top_mgr': 1}, {'J01': 8}, {'J01': 38}, 
220.0, {'J01': -406.8, 'top_mgr': 9}, {'J01': 7}, {'J01': 29}, 
225.0, {'J01': -304.40000000000003, 'top_mgr': 11}, {'J01': 5}, {'J01': 19}, 
230.0, {'J01': -279.20000000000005, 'top_mgr': 9}, {'J01': 4}, {'J01': 15}, 
235.0, {'J01': -284.4000000000001, 'top_mgr': 1}, {'J01': 4}, {'J01': 19}, 
240.0, {'J01': -299.6, 'top_mgr': 5}, {'J01': 6}, {'J01': 21}, 
245.0, {'J01': -326.4000000000001, 'top_mgr': 4}, {'J01': 8}, {'J01': 24}, 
250.0, {'J01': -270.0, 'top_mgr': 4}, {'J01': 8}, {'J01': 24}, 
255.0, {'J01': -304.00000000000006, 'top_mgr': 1}, {'J01': 8}, {'J01': 26}, 
260.0, {'J01': -240.79999999999998, 'top_mgr': 2}, {'J01': 8}, {'J01': 26}, 
265.0, {'J01': -254.2, 'top_mgr': 4}, {'J01': 8}, {'J01': 28}, 
270.0, {'J01': -238.8, 'top_mgr': 4}, {'J01': 8}, {'J01': 28}, 
275.0, {'J01': -207.60000000000002, 'top_mgr': 8}, {'J01': 6}, {'J01': 26}, 
280.0, {'J01': -206.6, 'top_mgr': 7}, {'J01': 5}, {'J01': 21}, 
285.0, {'J01': -234.99999999999997, 'top_mgr': 3}, {'J01': 5}, {'J01': 23}, 
290.0, {'J01': -265.0, 'top_mgr': 2}, {'J01': 6}, {'J01': 28}, 
295.0, {'J01': -298.4, 'top_mgr': 2}, {'J01': 8}, {'J01': 34}, 
300.0, {'J01': -327.20000000000005, 'top_mgr': 1}, {'J01': 8}, {'J01': 35}, 
305.0, {'J01': -328.20000000000005, 'top_mgr': 3}, {'J01': 8}, {'J01': 34}, 
310.0, {'J01': -363.00000000000006, 'top_mgr': 2}, {'J01': 8}, {'J01': 36}, 
315.0, {'J01': -404.40000000000003, 'top_mgr': 0}, {'J01': 8}, {'J01': 40}, 
320.0, {'J01': -411.59999999999997, 'top_mgr': 3}, {'J01': 8}, {'J01': 39}, 
325.0, {'J01': -361.8, 'top_mgr': 8}, {'J01': 7}, {'J01': 32}, 
330.0, {'J01': -329.2, 'top_mgr': 12}, {'J01': 5}, {'J01': 25}, 
335.0, {'J01': -270.0, 'top_mgr': 12}, {'J01': 5}, {'J01': 17}, 
340.0, {'J01': -282.8, 'top_mgr': 4}, {'J01': 5}, {'J01': 18}, 
345.0, {'J01': -307.6, 'top_mgr': 6}, {'J01': 5}, {'J01': 16}, 
350.0, {'J01': -337.20000000000005, 'top_mgr': 4}, {'J01': 5}, {'J01': 17}, 
355.0, {'J01': -383.20000000000005, 'top_mgr': 0}, {'J01': 5}, {'J01': 27}, 
360.0, {'J01': -431.20000000000005, 'top_mgr': 1}, {'J01': 8}, {'J01': 37}, 
365.0, {'J01': -357.4, 'top_mgr': 9}, {'J01': 7}, {'J01': 31}, 
370.0, {'J01': -357.79999999999995, 'top_mgr': 8}, {'J01': 5}, {'J01': 24}, 
375.0, {'J01': -392.59999999999997, 'top_mgr': 2}, {'J01': 5}, {'J01': 26}, 
380.0, {'J01': -278.99999999999994, 'top_mgr': 6}, {'J01': 5}, {'J01': 24}, 
385.0, {'J01': -234.80000000000004, 'top_mgr': 3}, {'J01': 7}, {'J01': 26}, 
390.0, {'J01': -257.20000000000005, 'top_mgr': 1}, {'J01': 8}, {'J01': 31}, 
395.0, {'J01': -283.6, 'top_mgr': 2}, {'J01': 8}, {'J01': 31}, 
400.0, {'J01': -303.8, 'top_mgr': 4}, {'J01': 7}, {'J01': 29}, 
405.0, {'J01': -347.8, 'top_mgr': 0}, {'J01': 7}, {'J01': 33}, 
410.0, {'J01': -296.2, 'top_mgr': 6}, {'J01': 7}, {'J01': 29}, 
415.0, {'J01': -314.6, 'top_mgr': 2}, {'J01': 8}, {'J01': 33}, 
420.0, {'J01': -320.40000000000003, 'top_mgr': 3}, {'J01': 8}, {'J01': 34}, 
425.0, {'J01': -270.40000000000003, 'top_mgr': 6}, {'J01': 7}, {'J01': 30}, 
430.0, {'J01': -309.40000000000003, 'top_mgr': 0}, {'J01': 7}, {'J01': 33}, 
435.0, {'J01': -315.40000000000003, 'top_mgr': 4}, {'J01': 7}, {'J01': 30}, 
440.0, {'J01': -290.59999999999997, 'top_mgr': 4}, {'J01': 8}, {'J01': 29}, 
445.0, {'J01': -320.2, 'top_mgr': 2}, {'J01': 8}, {'J01': 32}, 
450.0, {'J01': -363.2, 'top_mgr': 0}, {'J01': 9}, {'J01': 39}, 
455.0, {'J01': -404.40000000000003, 'top_mgr': 0}, {'J01': 9}, {'J01': 43}, 
460.0, {'J01': -433.6, 'top_mgr': 4}, {'J01': 10}, {'J01': 41}, 
465.0, {'J01': -426.40000000000003, 'top_mgr': 4}, {'J01': 11}, {'J01': 38}, 
470.0, {'J01': -447.00000000000006, 'top_mgr': 2}, {'J01': 11}, {'J01': 39}, 
475.0, {'J01': -396.6000000000001, 'top_mgr': 5}, {'J01': 10}, {'J01': 38}, 
480.0, {'J01': -385.80000000000007, 'top_mgr': 2}, {'J01': 10}, {'J01': 40}, 
485.0, {'J01': -413.00000000000006, 'top_mgr': 2}, {'J01': 11}, {'J01': 42}, 
490.0, {'J01': -414.80000000000007, 'top_mgr': 5}, {'J01': 11}, {'J01': 38}, 
495.0, {'J01': -439.80000000000007, 'top_mgr': 2}, {'J01': 11}, {'J01': 39}, 
500.0, {'J01': -473.00000000000006, 'top_mgr': 1}, {'J01': 14}, {'J01': 46}, 
505.0, {'J01': -510.6000000000001, 'top_mgr': 0}, {'J01': 16}, {'J01': 51}, 
510.0, {'J01': -549.0000000000001, 'top_mgr': 0}, {'J01': 16}, {'J01': 53}, 
515.0, {'J01': -471.80000000000007, 'top_mgr': 14}, {'J01': 12}, {'J01': 39}, 
520.0, {'J01': -495.6, 'top_mgr': 5}, {'J01': 8}, {'J01': 35}, 
525.0, {'J01': -517.4, 'top_mgr': 2}, {'J01': 8}, {'J01': 37}, 
530.0, {'J01': -537.2, 'top_mgr': 1}, {'J01': 8}, {'J01': 41}, 
535.0, {'J01': -561.0, 'top_mgr': 3}, {'J01': 11}, {'J01': 44}, 
540.0, {'J01': -594.0, 'top_mgr': 1}, {'J01': 11}, {'J01': 45}, 
545.0, {'J01': -608.4000000000001, 'top_mgr': 2}, {'J01': 11}, {'J01': 45}, 
550.0, {'J01': -635.0, 'top_mgr': 3}, {'J01': 11}, {'J01': 44}, 
555.0, {'J01': -576.0, 'top_mgr': 7}, {'J01': 11}, {'J01': 40}, 
560.0, {'J01': -594.4, 'top_mgr': 2}, {'J01': 11}, {'J01': 40}, 
565.0, {'J01': -635.4, 'top_mgr': 1}, {'J01': 12}, {'J01': 45}, 
570.0, {'J01': -634.1999999999999, 'top_mgr': 2}, {'J01': 12}, {'J01': 48}, 
575.0, {'J01': -593.5999999999999, 'top_mgr': 9}, {'J01': 9}, {'J01': 41}, 
580.0, {'J01': -436.8, 'top_mgr': 14}, {'J01': 9}, {'J01': 28}, 
585.0, {'J01': -338.79999999999995, 'top_mgr': 6}, {'J01': 9}, {'J01': 26}, 
590.0, {'J01': -382.0, 'top_mgr': 1}, {'J01': 8}, {'J01': 32}, 
595.0, {'J01': -435.0, 'top_mgr': 0}, {'J01': 9}, {'J01': 41}, 
600.0, {'J01': -486.0, 'top_mgr': 0}, {'J01': 11}, {'J01': 48}, 
605.0, {'J01': -516.4, 'top_mgr': 4}, {'J01': 13}, {'J01': 51}, 
610.0, {'J01': -509.0, 'top_mgr': 2}, {'J01': 13}, {'J01': 51}, 
615.0, {'J01': -553.0, 'top_mgr': 0}, {'J01': 13}, {'J01': 54}, 
620.0, {'J01': -556.2, 'top_mgr': 4}, {'J01': 13}, {'J01': 51}, 
625.0, {'J01': -596.4, 'top_mgr': 2}, {'J01': 14}, {'J01': 54}, 
630.0, {'J01': -604.6, 'top_mgr': 5}, {'J01': 16}, {'J01': 53}, 
635.0, {'J01': -644.0, 'top_mgr': 1}, {'J01': 17}, {'J01': 57}, 
640.0, {'J01': -691.0000000000001, 'top_mgr': 0}, {'J01': 17}, {'J01': 60}, 
645.0, {'J01': -629.8000000000001, 'top_mgr': 8}, {'J01': 17}, {'J01': 53}, 
650.0, {'J01': -446.40000000000003, 'top_mgr': 16}, {'J01': 15}, {'J01': 40}, 
655.0, {'J01': -438.40000000000003, 'top_mgr': 9}, {'J01': 15}, {'J01': 33}, 
660.0, {'J01': -418.2, 'top_mgr': 7}, {'J01': 13}, {'J01': 30}, 
665.0, {'J01': -390.6000000000001, 'top_mgr': 4}, {'J01': 12}, {'J01': 35}, 
670.0, {'J01': -407.40000000000003, 'top_mgr': 6}, {'J01': 11}, {'J01': 34}, 
675.0, {'J01': -454.6, 'top_mgr': 1}, {'J01': 10}, {'J01': 40}, 
680.0, {'J01': -355.2, 'top_mgr': 12}, {'J01': 7}, {'J01': 35}, 
685.0, {'J01': -271.4, 'top_mgr': 6}, {'J01': 7}, {'J01': 33}, 
690.0, {'J01': -279.6000000000001, 'top_mgr': 4}, {'J01': 7}, {'J01': 31}, 
695.0, {'J01': -315.80000000000007, 'top_mgr': 2}, {'J01': 10}, {'J01': 37}, 
700.0, {'J01': -352.40000000000003, 'top_mgr': 2}, {'J01': 13}, {'J01': 42}, 
705.0, {'J01': -394.40000000000003, 'top_mgr': 0}, {'J01': 14}, {'J01': 48}, 
710.0, {'J01': -402.40000000000003, 'top_mgr': 1}, {'J01': 14}, {'J01': 47}, 
715.0, {'J01': -428.8, 'top_mgr': 1}, {'J01': 15}, {'J01': 47}, 
720.0, {'J01': -451.6, 'top_mgr': 2}, {'J01': 15}, {'J01': 45}, 
725.0, {'J01': -478.40000000000003, 'top_mgr': 2}, {'J01': 15}, {'J01': 43}, 
730.0, {'J01': -514.4, 'top_mgr': 0}, {'J01': 15}, {'J01': 47}, 
735.0, {'J01': -457.2, 'top_mgr': 10}, {'J01': 11}, {'J01': 37}, 
740.0, {'J01': -486.6, 'top_mgr': 2}, {'J01': 11}, {'J01': 36}, 
745.0, {'J01': -469.0, 'top_mgr': 8}, {'J01': 9}, {'J01': 30}, 
750.0, {'J01': -456.40000000000003, 'top_mgr': 13}, {'J01': 6}, {'J01': 22}, 
755.0, {'J01': -460.4000000000001, 'top_mgr': 5}, {'J01': 6}, {'J01': 22}, 
760.0, {'J01': -509.4000000000001, 'top_mgr': 0}, {'J01': 7}, {'J01': 34}, 
765.0, {'J01': -419.59999999999997, 'top_mgr': 8}, {'J01': 6}, {'J01': 28}, 
770.0, {'J01': -418.8, 'top_mgr': 11}, {'J01': 6}, {'J01': 20}, 
775.0, {'J01': -377.4, 'top_mgr': 11}, {'J01': 3}, {'J01': 19}, 
780.0, {'J01': -355.59999999999997, 'top_mgr': 2}, {'J01': 4}, {'J01': 28}, 
785.0, {'J01': -393.79999999999995, 'top_mgr': 2}, {'J01': 7}, {'J01': 35}, 
790.0, {'J01': -439.2, 'top_mgr': 1}, {'J01': 8}, {'J01': 40}, 
795.0, {'J01': -487.19999999999993, 'top_mgr': 0}, {'J01': 8}, {'J01': 40}, 
800.0, {'J01': -535.2, 'top_mgr': 0}, {'J01': 8}, {'J01': 40}, 
805.0, {'J01': -586.2, 'top_mgr': 0}, {'J01': 8}, {'J01': 43}, 
810.0, {'J01': -630.4000000000001, 'top_mgr': 1}, {'J01': 8}, {'J01': 42}, 
815.0, {'J01': -598.0, 'top_mgr': 3}, {'J01': 8}, {'J01': 40}, 
820.0, {'J01': -609.9999999999999, 'top_mgr': 2}, {'J01': 8}, {'J01': 39}, 
825.0, {'J01': -572.4000000000001, 'top_mgr': 8}, {'J01': 8}, {'J01': 37}, 
830.0, {'J01': -607.8000000000001, 'top_mgr': 1}, {'J01': 8}, {'J01': 38}, 
835.0, {'J01': -503.20000000000005, 'top_mgr': 9}, {'J01': 7}, {'J01': 30}, 
840.0, {'J01': -384.40000000000003, 'top_mgr': 10}, {'J01': 6}, {'J01': 25}, 
845.0, {'J01': -392.00000000000006, 'top_mgr': 3}, {'J01': 6}, {'J01': 28}, 
850.0, {'J01': -403.6000000000001, 'top_mgr': 1}, {'J01': 7}, {'J01': 31}, 
855.0, {'J01': -452.00000000000006, 'top_mgr': 0}, {'J01': 8}, {'J01': 36}, 
860.0, {'J01': -276.0, 'top_mgr': 6}, {'J01': 8}, {'J01': 32}, 
865.0, {'J01': -309.40000000000003, 'top_mgr': 1}, {'J01': 8}, {'J01': 36}, 
