5.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -1.8, 'top_mgr': 0}, {'J01': 1}, {'J01': 1}, 
15.0, {'J01': -14.000000000000002, 'top_mgr': 2}, {'J01': 3}, {'J01': 6}, 
20.0, {'J01': -21.400000000000002, 'top_mgr': 3}, {'J01': 2}, {'J01': 5}, 
25.0, {'J01': -39.400000000000006, 'top_mgr': 1}, {'J01': 2}, {'J01': 6}, 
30.0, {'J01': -65.4, 'top_mgr': 0}, {'J01': 3}, {'J01': 10}, 
35.0, {'J01': -61.0, 'top_mgr': 3}, {'J01': 4}, {'J01': 12}, 
40.0, {'J01': -91.0, 'top_mgr': 0}, {'J01': 4}, {'J01': 18}, 
45.0, {'J01': -122.0, 'top_mgr': 0}, {'J01': 5}, {'J01': 23}, 
50.0, {'J01': -161.59999999999997, 'top_mgr': 0}, {'J01': 8}, {'J01': 29}, 
55.0, {'J01': -157.2, 'top_mgr': 4}, {'J01': 8}, {'J01': 29}, 
60.0, {'J01': -190.4, 'top_mgr': 1}, {'J01': 8}, {'J01': 30}, 
65.0, {'J01': -212.60000000000002, 'top_mgr': 3}, {'J01': 8}, {'J01': 32}, 
70.0, {'J01': -215.0, 'top_mgr': 5}, {'J01': 7}, {'J01': 30}, 
75.0, {'J01': -143.8, 'top_mgr': 14}, {'J01': 4}, {'J01': 20}, 
80.0, {'J01': -165.20000000000002, 'top_mgr': 8}, {'J01': 4}, {'J01': 17}, 
85.0, {'J01': -152.0, 'top_mgr': 10}, {'J01': 3}, {'J01': 11}, 
90.0, {'J01': -151.79999999999998, 'top_mgr': 2}, {'J01': 3}, {'J01': 14}, 
95.0, {'J01': -203.0, 'top_mgr': 0}, {'J01': 6}, {'J01': 28}, 
100.0, {'J01': -240.8, 'top_mgr': 2}, {'J01': 8}, {'J01': 32}, 
105.0, {'J01': -264.20000000000005, 'top_mgr': 4}, {'J01': 8}, {'J01': 32}, 
110.0, {'J01': -196.0, 'top_mgr': 12}, {'J01': 6}, {'J01': 25}, 
115.0, {'J01': -203.20000000000005, 'top_mgr': 5}, {'J01': 5}, {'J01': 25}, 
120.0, {'J01': -205.20000000000002, 'top_mgr': 5}, {'J01': 5}, {'J01': 26}, 
125.0, {'J01': -238.40000000000003, 'top_mgr': 4}, {'J01': 5}, {'J01': 25}, 
130.0, {'J01': -255.40000000000003, 'top_mgr': 2}, {'J01': 8}, {'J01': 31}, 
135.0, {'J01': -231.20000000000002, 'top_mgr': 3}, {'J01': 8}, {'J01': 30}, 
140.0, {'J01': -243.00000000000003, 'top_mgr': 1}, {'J01': 8}, {'J01': 36}, 
145.0, {'J01': -241.80000000000004, 'top_mgr': 5}, {'J01': 8}, {'J01': 34}, 
150.0, {'J01': -245.20000000000002, 'top_mgr': 1}, {'J01': 8}, {'J01': 35}, 
155.0, {'J01': -282.6, 'top_mgr': 2}, {'J01': 8}, {'J01': 37}, 
160.0, {'J01': -271.0, 'top_mgr': 5}, {'J01': 8}, {'J01': 38}, 
165.0, {'J01': -247.6, 'top_mgr': 13}, {'J01': 6}, {'J01': 27}, 
170.0, {'J01': -250.59999999999997, 'top_mgr': 10}, {'J01': 4}, {'J01': 21}, 
175.0, {'J01': -238.2, 'top_mgr': 10}, {'J01': 4}, {'J01': 16}, 
180.0, {'J01': -200.39999999999998, 'top_mgr': 8}, {'J01': 4}, {'J01': 16}, 
185.0, {'J01': -237.39999999999998, 'top_mgr': 9}, {'J01': 4}, {'J01': 17}, 
190.0, {'J01': -210.8, 'top_mgr': 4}, {'J01': 4}, {'J01': 18}, 
195.0, {'J01': -247.8, 'top_mgr': 4}, {'J01': 4}, {'J01': 21}, 
200.0, {'J01': -243.60000000000002, 'top_mgr': 4}, {'J01': 6}, {'J01': 27}, 
205.0, {'J01': -299.6000000000001, 'top_mgr': 0}, {'J01': 8}, {'J01': 35}, 
210.0, {'J01': -348.6, 'top_mgr': 0}, {'J01': 8}, {'J01': 36}, 
215.0, {'J01': -380.8, 'top_mgr': 1}, {'J01': 8}, {'J01': 36}, 
220.0, {'J01': -428.00000000000006, 'top_mgr': 1}, {'J01': 8}, {'J01': 36}, 
225.0, {'J01': -413.20000000000005, 'top_mgr': 2}, {'J01': 8}, {'J01': 36}, 
230.0, {'J01': -285.2, 'top_mgr': 5}, {'J01': 8}, {'J01': 34}, 
235.0, {'J01': -282.4, 'top_mgr': 1}, {'J01': 8}, {'J01': 37}, 
240.0, {'J01': -320.40000000000003, 'top_mgr': 0}, {'J01': 8}, {'J01': 39}, 
245.0, {'J01': -297.40000000000003, 'top_mgr': 8}, {'J01': 7}, {'J01': 32}, 
250.0, {'J01': -232.00000000000003, 'top_mgr': 13}, {'J01': 4}, {'J01': 21}, 
255.0, {'J01': -243.60000000000002, 'top_mgr': 11}, {'J01': 4}, {'J01': 16}, 
260.0, {'J01': -179.8, 'top_mgr': 7}, {'J01': 4}, {'J01': 12}, 
265.0, {'J01': -203.8, 'top_mgr': 10}, {'J01': 4}, {'J01': 12}, 
270.0, {'J01': -174.20000000000002, 'top_mgr': 5}, {'J01': 4}, {'J01': 13}, 
275.0, {'J01': -209.4, 'top_mgr': 1}, {'J01': 4}, {'J01': 19}, 
280.0, {'J01': -227.00000000000003, 'top_mgr': 5}, {'J01': 4}, {'J01': 17}, 
285.0, {'J01': -236.0, 'top_mgr': 6}, {'J01': 4}, {'J01': 15}, 
290.0, {'J01': -191.20000000000002, 'top_mgr': 2}, {'J01': 5}, {'J01': 21}, 
295.0, {'J01': -236.0, 'top_mgr': 3}, {'J01': 7}, {'J01': 32}, 
300.0, {'J01': -275.00000000000006, 'top_mgr': 2}, {'J01': 8}, {'J01': 36}, 
305.0, {'J01': -136.8, 'top_mgr': 8}, {'J01': 8}, {'J01': 30}, 
310.0, {'J01': -167.60000000000002, 'top_mgr': 2}, {'J01': 8}, {'J01': 32}, 
315.0, {'J01': -212.00000000000003, 'top_mgr': 0}, {'J01': 8}, {'J01': 37}, 
320.0, {'J01': -232.80000000000004, 'top_mgr': 5}, {'J01': 7}, {'J01': 38}, 
325.0, {'J01': -167.8, 'top_mgr': 14}, {'J01': 5}, {'J01': 27}, 
330.0, {'J01': -177.00000000000003, 'top_mgr': 13}, {'J01': 4}, {'J01': 19}, 
335.0, {'J01': -148.4, 'top_mgr': 8}, {'J01': 4}, {'J01': 17}, 
340.0, {'J01': -180.4, 'top_mgr': 7}, {'J01': 4}, {'J01': 17}, 
345.0, {'J01': -185.60000000000002, 'top_mgr': 4}, {'J01': 4}, {'J01': 18}, 
350.0, {'J01': -158.60000000000002, 'top_mgr': 4}, {'J01': 4}, {'J01': 17}, 
355.0, {'J01': -180.80000000000004, 'top_mgr': 2}, {'J01': 5}, {'J01': 24}, 
360.0, {'J01': -162.8, 'top_mgr': 7}, {'J01': 8}, {'J01': 28}, 
365.0, {'J01': -134.6, 'top_mgr': 3}, {'J01': 8}, {'J01': 27}, 
370.0, {'J01': -138.2, 'top_mgr': 3}, {'J01': 8}, {'J01': 29}, 
375.0, {'J01': -169.6, 'top_mgr': 1}, {'J01': 8}, {'J01': 29}, 
380.0, {'J01': -181.8, 'top_mgr': 3}, {'J01': 8}, {'J01': 29}, 
385.0, {'J01': -191.20000000000002, 'top_mgr': 3}, {'J01': 8}, {'J01': 29}, 
390.0, {'J01': -147.6, 'top_mgr': 8}, {'J01': 7}, {'J01': 24}, 
395.0, {'J01': -135.39999999999998, 'top_mgr': 14}, {'J01': 4}, {'J01': 19}, 
400.0, {'J01': -162.79999999999998, 'top_mgr': 7}, {'J01': 4}, {'J01': 15}, 
405.0, {'J01': -121.60000000000001, 'top_mgr': 6}, {'J01': 4}, {'J01': 12}, 
410.0, {'J01': -109.8, 'top_mgr': 4}, {'J01': 4}, {'J01': 14}, 
415.0, {'J01': -145.79999999999998, 'top_mgr': 1}, {'J01': 4}, {'J01': 19}, 
420.0, {'J01': -191.0, 'top_mgr': 0}, {'J01': 5}, {'J01': 27}, 
425.0, {'J01': -140.6, 'top_mgr': 11}, {'J01': 5}, {'J01': 21}, 
430.0, {'J01': -180.8, 'top_mgr': 0}, {'J01': 5}, {'J01': 26}, 
435.0, {'J01': -177.8, 'top_mgr': 4}, {'J01': 7}, {'J01': 31}, 
