5.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -12.0}, {'J01': 1}, {'J01': 4}, 
20.0, {'J01': -53.5}, {'J01': 2}, {'J01': 5}, 
25.0, {'J01': -47.5}, {'J01': 2}, {'J01': 4}, 
30.0, {'J01': -84.5}, {'J01': 2}, {'J01': 5}, 
35.0, {'J01': -130.5}, {'J01': 3}, {'J01': 8}, 
40.0, {'J01': -210.5}, {'J01': 3}, {'J01': 8}, 
45.0, {'J01': -299.0}, {'J01': 3}, {'J01': 11}, 
50.0, {'J01': -371.0}, {'J01': 4}, {'J01': 15}, 
55.0, {'J01': -515.5}, {'J01': 4}, {'J01': 18}, 
60.0, {'J01': -707.0}, {'J01': 4}, {'J01': 24}, 
65.0, {'J01': -779.5}, {'J01': 4}, {'J01': 17}, 
70.0, {'J01': -908.5}, {'J01': 4}, {'J01': 17}, 
75.0, {'J01': -1078.5}, {'J01': 4}, {'J01': 17}, 
80.0, {'J01': -1250.0}, {'J01': 4}, {'J01': 18}, 
85.0, {'J01': -1432.5}, {'J01': 4}, {'J01': 19}, 
90.0, {'J01': -1098.5}, {'J01': 3}, {'J01': 13}, 
95.0, {'J01': -1015.5}, {'J01': 3}, {'J01': 17}, 
100.0, {'J01': -1212.0}, {'J01': 4}, {'J01': 28}, 
105.0, {'J01': -1515.5}, {'J01': 6}, {'J01': 35}, 
110.0, {'J01': -1717.0}, {'J01': 6}, {'J01': 32}, 
115.0, {'J01': -1850.0}, {'J01': 4}, {'J01': 26}, 
120.0, {'J01': -1962.0}, {'J01': 4}, {'J01': 23}, 
125.0, {'J01': -2037.0}, {'J01': 4}, {'J01': 20}, 
130.0, {'J01': -2237.0}, {'J01': 4}, {'J01': 20}, 
135.0, {'J01': -2440.5}, {'J01': 4}, {'J01': 21}, 
140.0, {'J01': -2487.0}, {'J01': 4}, {'J01': 23}, 
145.0, {'J01': -2680.5}, {'J01': 4}, {'J01': 20}, 
150.0, {'J01': -2890.0}, {'J01': 4}, {'J01': 22}, 
155.0, {'J01': -3110.0}, {'J01': 4}, {'J01': 22}, 
160.0, {'J01': -3330.0}, {'J01': 4}, {'J01': 22}, 
165.0, {'J01': -3557.0}, {'J01': 4}, {'J01': 24}, 
170.0, {'J01': -3800.0}, {'J01': 5}, {'J01': 25}, 
175.0, {'J01': -4050.0}, {'J01': 5}, {'J01': 25}, 
180.0, {'J01': -4302.0}, {'J01': 6}, {'J01': 27}, 
185.0, {'J01': -3366.5}, {'J01': 7}, {'J01': 24}, 
190.0, {'J01': -3479.5}, {'J01': 7}, {'J01': 26}, 
195.0, {'J01': -3738.0}, {'J01': 7}, {'J01': 34}, 
200.0, {'J01': -3986.0}, {'J01': 7}, {'J01': 32}, 
205.0, {'J01': -4186.0}, {'J01': 7}, {'J01': 28}, 
210.0, {'J01': -3404.0}, {'J01': 7}, {'J01': 23}, 
215.0, {'J01': -3645.0}, {'J01': 7}, {'J01': 28}, 
220.0, {'J01': -3958.5}, {'J01': 7}, {'J01': 38}, 
225.0, {'J01': -4240.5}, {'J01': 7}, {'J01': 38}, 
230.0, {'J01': -4397.0}, {'J01': 7}, {'J01': 33}, 
235.0, {'J01': -4497.0}, {'J01': 7}, {'J01': 26}, 
240.0, {'J01': -3702.5}, {'J01': 7}, {'J01': 23}, 
245.0, {'J01': -3943.5}, {'J01': 7}, {'J01': 28}, 
250.0, {'J01': -4243.5}, {'J01': 7}, {'J01': 33}, 
255.0, {'J01': -4590.5}, {'J01': 7}, {'J01': 38}, 
260.0, {'J01': -4737.0}, {'J01': 7}, {'J01': 33}, 
265.0, {'J01': -4817.0}, {'J01': 7}, {'J01': 27}, 
270.0, {'J01': -4976.0}, {'J01': 7}, {'J01': 26}, 
275.0, {'J01': -4439.0}, {'J01': 7}, {'J01': 22}, 
280.0, {'J01': -4492.0}, {'J01': 7}, {'J01': 24}, 
285.0, {'J01': -4750.5}, {'J01': 7}, {'J01': 31}, 
290.0, {'J01': -5069.0}, {'J01': 7}, {'J01': 34}, 
295.0, {'J01': -5255.5}, {'J01': 7}, {'J01': 31}, 
300.0, {'J01': -5372.0}, {'J01': 7}, {'J01': 25}, 
305.0, {'J01': -5521.0}, {'J01': 7}, {'J01': 23}, 
310.0, {'J01': -5346.0}, {'J01': 7}, {'J01': 21}, 
315.0, {'J01': -5379.5}, {'J01': 7}, {'J01': 22}, 
320.0, {'J01': -5614.0}, {'J01': 7}, {'J01': 29}, 
325.0, {'J01': -5789.5}, {'J01': 7}, {'J01': 26}, 
330.0, {'J01': -5961.0}, {'J01': 7}, {'J01': 24}, 
335.0, {'J01': -6201.5}, {'J01': 7}, {'J01': 25}, 
340.0, {'J01': -6451.5}, {'J01': 7}, {'J01': 25}, 
345.0, {'J01': -6701.5}, {'J01': 7}, {'J01': 25}, 
350.0, {'J01': -6951.5}, {'J01': 7}, {'J01': 25}, 
355.0, {'J01': -7201.5}, {'J01': 7}, {'J01': 25}, 
360.0, {'J01': -7015.0}, {'J01': 7}, {'J01': 24}, 
365.0, {'J01': -6911.5}, {'J01': 7}, {'J01': 23}, 
370.0, {'J01': -7122.5}, {'J01': 7}, {'J01': 25}, 
375.0, {'J01': -7338.0}, {'J01': 7}, {'J01': 27}, 
380.0, {'J01': -7587.0}, {'J01': 7}, {'J01': 26}, 
385.0, {'J01': -7826.0}, {'J01': 7}, {'J01': 25}, 
390.0, {'J01': -7627.0}, {'J01': 7}, {'J01': 23}, 
395.0, {'J01': -7864.0}, {'J01': 7}, {'J01': 27}, 
400.0, {'J01': -8104.5}, {'J01': 7}, {'J01': 28}, 
405.0, {'J01': -8339.5}, {'J01': 7}, {'J01': 27}, 
410.0, {'J01': -8234.0}, {'J01': 7}, {'J01': 28}, 
415.0, {'J01': -8082.5}, {'J01': 7}, {'J01': 29}, 
420.0, {'J01': -8245.5}, {'J01': 7}, {'J01': 23}, 
425.0, {'J01': -8480.5}, {'J01': 7}, {'J01': 24}, 
430.0, {'J01': -8720.5}, {'J01': 7}, {'J01': 24}, 
435.0, {'J01': -8960.5}, {'J01': 7}, {'J01': 24}, 
440.0, {'J01': -8557.0}, {'J01': 7}, {'J01': 21}, 
445.0, {'J01': -7815.0}, {'J01': 7}, {'J01': 21}, 
450.0, {'J01': -7736.5}, {'J01': 7}, {'J01': 28}, 
455.0, {'J01': -8026.0}, {'J01': 7}, {'J01': 31}, 
460.0, {'J01': -8338.0}, {'J01': 7}, {'J01': 33}, 
465.0, {'J01': -8421.0}, {'J01': 7}, {'J01': 28}, 
470.0, {'J01': -8599.5}, {'J01': 7}, {'J01': 27}, 
475.0, {'J01': -8815.0}, {'J01': 7}, {'J01': 25}, 
480.0, {'J01': -8834.0}, {'J01': 7}, {'J01': 24}, 
485.0, {'J01': -8748.5}, {'J01': 7}, {'J01': 23}, 
490.0, {'J01': -8998.0}, {'J01': 7}, {'J01': 29}, 
495.0, {'J01': -9266.0}, {'J01': 7}, {'J01': 31}, 
500.0, {'J01': -9282.0}, {'J01': 7}, {'J01': 22}, 
505.0, {'J01': -9415.5}, {'J01': 7}, {'J01': 20}, 
510.0, {'J01': -9620.5}, {'J01': 7}, {'J01': 22}, 
515.0, {'J01': -9840.5}, {'J01': 7}, {'J01': 22}, 
520.0, {'J01': -10063.5}, {'J01': 7}, {'J01': 24}, 
525.0, {'J01': -10219.0}, {'J01': 7}, {'J01': 25}, 
530.0, {'J01': -10380.0}, {'J01': 7}, {'J01': 21}, 
535.0, {'J01': -10594.0}, {'J01': 7}, {'J01': 22}, 
540.0, {'J01': -9944.0}, {'J01': 7}, {'J01': 20}, 
