5.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -0.0, 'top_mgr': 1}, {'J01': 0}, {'J01': 0}, 
20.0, {'J01': -6.800000000000001, 'top_mgr': 3}, {'J01': 1}, {'J01': 3}, 
25.0, {'J01': -20.400000000000002, 'top_mgr': 2}, {'J01': 1}, {'J01': 4}, 
30.0, {'J01': -39.6, 'top_mgr': 0}, {'J01': 2}, {'J01': 7}, 
35.0, {'J01': -54.2, 'top_mgr': 4}, {'J01': 3}, {'J01': 8}, 
40.0, {'J01': -75.6, 'top_mgr': 2}, {'J01': 3}, {'J01': 9}, 
45.0, {'J01': -97.6, 'top_mgr': 2}, {'J01': 5}, {'J01': 12}, 
50.0, {'J01': -108.4, 'top_mgr': 4}, {'J01': 3}, {'J01': 15}, 
55.0, {'J01': -132.2, 'top_mgr': 7}, {'J01': 2}, {'J01': 13}, 
60.0, {'J01': -100.2, 'top_mgr': 4}, {'J01': 2}, {'J01': 11}, 
65.0, {'J01': -92.2, 'top_mgr': 5}, {'J01': 3}, {'J01': 13}, 
70.0, {'J01': -124.99999999999999, 'top_mgr': 1}, {'J01': 4}, {'J01': 17}, 
75.0, {'J01': -121.8, 'top_mgr': 5}, {'J01': 4}, {'J01': 21}, 
80.0, {'J01': -123.60000000000001, 'top_mgr': 2}, {'J01': 6}, {'J01': 26}, 
85.0, {'J01': -131.6, 'top_mgr': 6}, {'J01': 6}, {'J01': 22}, 
90.0, {'J01': -128.8, 'top_mgr': 9}, {'J01': 4}, {'J01': 15}, 
95.0, {'J01': -151.8, 'top_mgr': 4}, {'J01': 4}, {'J01': 15}, 
100.0, {'J01': -194.60000000000002, 'top_mgr': 0}, {'J01': 4}, {'J01': 24}, 
105.0, {'J01': -247.60000000000002, 'top_mgr': 0}, {'J01': 6}, {'J01': 29}, 
110.0, {'J01': -298.6, 'top_mgr': 0}, {'J01': 6}, {'J01': 32}, 
