5.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -0.0, 'top_mgr': 0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -0.0, 'top_mgr': 1}, {'J01': 0}, {'J01': 0}, 
20.0, {'J01': -7.4, 'top_mgr': 2}, {'J01': 1}, {'J01': 3}, 
25.0, {'J01': -22.6, 'top_mgr': 0}, {'J01': 1}, {'J01': 5}, 
30.0, {'J01': -36.0, 'top_mgr': 2}, {'J01': 2}, {'J01': 6}, 
35.0, {'J01': -36.00000000000001, 'top_mgr': 2}, {'J01': 3}, {'J01': 10}, 
40.0, {'J01': -55.800000000000004, 'top_mgr': 2}, {'J01': 5}, {'J01': 11}, 
45.0, {'J01': -73.39999999999999, 'top_mgr': 2}, {'J01': 5}, {'J01': 14}, 
50.0, {'J01': -101.80000000000001, 'top_mgr': 2}, {'J01': 6}, {'J01': 20}, 
55.0, {'J01': -130.0, 'top_mgr': 2}, {'J01': 7}, {'J01': 23}, 
60.0, {'J01': -160.0, 'top_mgr': 1}, {'J01': 7}, {'J01': 25}, 
65.0, {'J01': -200.00000000000003, 'top_mgr': 1}, {'J01': 8}, {'J01': 30}, 
70.0, {'J01': -206.0, 'top_mgr': 3}, {'J01': 8}, {'J01': 29}, 
75.0, {'J01': -220.00000000000003, 'top_mgr': 3}, {'J01': 8}, {'J01': 26}, 
80.0, {'J01': -248.00000000000003, 'top_mgr': 3}, {'J01': 8}, {'J01': 26}, 
85.0, {'J01': -279.40000000000003, 'top_mgr': 1}, {'J01': 8}, {'J01': 28}, 
90.0, {'J01': -305.00000000000006, 'top_mgr': 3}, {'J01': 8}, {'J01': 27}, 
95.0, {'J01': -317.4000000000001, 'top_mgr': 1}, {'J01': 8}, {'J01': 30}, 
100.0, {'J01': -354.4000000000001, 'top_mgr': 0}, {'J01': 8}, {'J01': 33}, 
105.0, {'J01': -392.40000000000003, 'top_mgr': 0}, {'J01': 8}, {'J01': 35}, 
