episode,agent,car_wait_total,bike_wait_total,ped_wait_total,car_queue_total,bike_queue_total,ped_queue_total,reward_mean,reward_std,reward_min,reward_max,bike_wait_frac,ped_wait_frac,bike_queue_frac,ped_queue_frac,epsilon,mean_q,mean_loss,decisions,wall_seconds
1,MAXPRESSURE,44020138.0,8872410.5,859478.0,42341.0,15070.0,14149.0,-48974.58194,37182.35013,-171580.5,0.0,0.1651,0.016,0.2106,0.1977,0.0,0.0,0.0,1080,27.5
2,MAXPRESSURE,72779114.5,62071.5,29457.0,26690.0,2034.0,4809.0,-67445.54259,41260.23761,-152273.0,0.0,0.0009,0.0004,0.0607,0.1434,0.0,0.0,0.0,1080,24.1
3,MAXPRESSURE,40493825.5,4257378.0,584738.5,36097.0,10029.0,11313.0,-41436.29954,28476.49801,-127525.5,0.0,0.0939,0.0129,0.1746,0.197,0.0,0.0,0.0,1080,26.5
4,MAXPRESSURE,70231781.5,65605.0,28457.5,26655.0,2094.0,4897.0,-65090.17269,40583.41245,-146981.0,0.0,0.0009,0.0004,0.0622,0.1455,0.0,0.0,0.0,1080,25.3
5,MAXPRESSURE,73982592.0,40066.0,31294.5,25875.0,1662.0,4890.0,-68539.49815,38750.24758,-145188.5,0.0,0.0005,0.0004,0.0513,0.1508,0.0,0.0,0.0,1080,24.5
6,MAXPRESSURE,74546953.0,48521.0,30888.5,25840.0,1712.0,4910.0,-69069.88333,43446.56627,-155194.5,0.0,0.0007,0.0004,0.0527,0.1513,0.0,0.0,0.0,1080,24.6
7,MAXPRESSURE,73290383.0,49055.5,25284.5,26221.0,1815.0,4497.0,-67906.8875,43841.74142,-154824.0,0.0,0.0007,0.0003,0.0558,0.1382,0.0,0.0,0.0,1080,24.7
8,MAXPRESSURE,76734343.0,42656.5,29230.0,25422.0,1583.0,4678.0,-71089.81435,40579.1486,-150632.0,0.0,0.0006,0.0004,0.05,0.1477,0.0,0.0,0.0,1080,24.7
9,MAXPRESSURE,41908044.0,4012036.5,687554.0,36357.0,10061.0,12726.0,-42518.59306,28876.50336,-132440.5,0.0,0.0861,0.0148,0.1701,0.2152,0.0,0.0,0.0,1080,26.6
10,MAXPRESSURE,44075539.0,5965868.0,837414.0,38317.0,11850.0,13744.0,-46334.63611,33929.24446,-147287.5,0.0,0.1173,0.0165,0.1854,0.215,0.0,0.0,0.0,1080,26.4
11,MAXPRESSURE,42805073.5,5401383.5,790224.5,38509.0,11428.0,13512.0,-44635.60833,32344.90001,-144910.5,0.0,0.1102,0.0161,0.1801,0.213,0.0,0.0,0.0,1080,26.6
12,MAXPRESSURE,71090494.5,35944.5,25755.5,25866.0,1544.0,4753.0,-65857.81389,40555.99153,-149731.0,0.0,0.0005,0.0004,0.048,0.1478,0.0,0.0,0.0,1080,24.2
13,MAXPRESSURE,36955825.5,4367060.5,662953.0,36451.0,10274.0,12190.0,-38261.93148,23219.56971,-116380.0,0.0,0.104,0.0158,0.1744,0.2069,0.0,0.0,0.0,1080,27.0
14,MAXPRESSURE,72859749.5,46653.0,37374.5,26102.0,1754.0,5185.0,-67505.92824,40769.33855,-145492.0,0.0,0.0006,0.0005,0.0531,0.1569,0.0,0.0,0.0,1080,24.9
