5.0, {'J01': np.float32(-0.0)}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': np.float32(-0.0)}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': np.float32(-0.18502975)}, {'J01': 1}, {'J01': 2}, 
20.0, {'J01': np.float32(-0.2848419)}, {'J01': 3}, {'J01': 7}, 
25.0, {'J01': np.float32(-0.3596782)}, {'J01': 4}, {'J01': 9}, 
30.0, {'J01': np.float32(-0.4407813)}, {'J01': 4}, {'J01': 11}, 
35.0, {'J01': np.float32(-0.65574557)}, {'J01': 4}, {'J01': 14}, 
40.0, {'J01': np.float32(1.2329055)}, {'J01': 3}, {'J01': 15}, 
45.0, {'J01': np.float32(-0.35963255)}, {'J01': 5}, {'J01': 19}, 
50.0, {'J01': np.float32(-1.1175596)}, {'J01': 5}, {'J01': 24}, 
55.0, {'J01': np.float32(-1.328476)}, {'J01': 7}, {'J01': 29}, 
60.0, {'J01': np.float32(-1.4083418)}, {'J01': 8}, {'J01': 34}, 
65.0, {'J01': np.float32(-1.4678123)}, {'J01': 8}, {'J01': 37}, 
70.0, {'J01': np.float32(-1.5640082)}, {'J01': 8}, {'J01': 37}, 
75.0, {'J01': np.float32(-1.7169055)}, {'J01': 8}, {'J01': 37}, 
80.0, {'J01': np.float32(-2.0301669)}, {'J01': 8}, {'J01': 39}, 
85.0, {'J01': np.float32(-2.1068945)}, {'J01': 8}, {'J01': 40}, 
90.0, {'J01': np.float32(-2.5037923)}, {'J01': 8}, {'J01': 40}, 
95.0, {'J01': np.float32(-2.7677686)}, {'J01': 8}, {'J01': 42}, 
100.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 45}, 
105.0, {'J01': np.float32(3.0)}, {'J01': 7}, {'J01': 38}, 
110.0, {'J01': np.float32(-1.360764)}, {'J01': 6}, {'J01': 33}, 
115.0, {'J01': np.float32(-3.0)}, {'J01': 6}, {'J01': 39}, 
120.0, {'J01': np.float32(-3.0)}, {'J01': 7}, {'J01': 41}, 
125.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 39}, 
130.0, {'J01': np.float32(-2.0478096)}, {'J01': 8}, {'J01': 42}, 
135.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 47}, 
140.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 48}, 
145.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 50}, 
150.0, {'J01': np.float32(-3.0)}, {'J01': 10}, {'J01': 54}, 
155.0, {'J01': np.float32(-3.0)}, {'J01': 10}, {'J01': 55}, 
160.0, {'J01': np.float32(-3.0)}, {'J01': 10}, {'J01': 56}, 
165.0, {'J01': np.float32(-3.0)}, {'J01': 10}, {'J01': 58}, 
170.0, {'J01': np.float32(-3.0)}, {'J01': 10}, {'J01': 60}, 
175.0, {'J01': np.float32(-3.0)}, {'J01': 11}, {'J01': 62}, 
180.0, {'J01': np.float32(-3.0)}, {'J01': 11}, {'J01': 63}, 
185.0, {'J01': np.float32(-3.0)}, {'J01': 11}, {'J01': 65}, 
190.0, {'J01': np.float32(3.0)}, {'J01': 8}, {'J01': 55}, 
195.0, {'J01': np.float32(-3.0)}, {'J01': 7}, {'J01': 49}, 
200.0, {'J01': np.float32(-3.0)}, {'J01': 7}, {'J01': 54}, 
205.0, {'J01': np.float32(-3.0)}, {'J01': 9}, {'J01': 59}, 
210.0, {'J01': np.float32(-1.417498)}, {'J01': 7}, {'J01': 51}, 
215.0, {'J01': np.float32(-3.0)}, {'J01': 6}, {'J01': 45}, 
220.0, {'J01': np.float32(3.0)}, {'J01': 6}, {'J01': 44}, 
225.0, {'J01': np.float32(-3.0)}, {'J01': 7}, {'J01': 49}, 
230.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 52}, 
235.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 55}, 
240.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 56}, 
245.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 56}, 
250.0, {'J01': np.float32(-3.0)}, {'J01': 9}, {'J01': 59}, 
255.0, {'J01': np.float32(3.0)}, {'J01': 9}, {'J01': 53}, 
260.0, {'J01': np.float32(0.19438139)}, {'J01': 9}, {'J01': 51}, 
265.0, {'J01': np.float32(-2.4288893)}, {'J01': 9}, {'J01': 54}, 
270.0, {'J01': np.float32(-3.0)}, {'J01': 9}, {'J01': 56}, 
275.0, {'J01': np.float32(-3.0)}, {'J01': 10}, {'J01': 58}, 
280.0, {'J01': np.float32(-3.0)}, {'J01': 10}, {'J01': 58}, 
285.0, {'J01': np.float32(-3.0)}, {'J01': 10}, {'J01': 58}, 
290.0, {'J01': np.float32(-3.0)}, {'J01': 11}, {'J01': 59}, 
295.0, {'J01': np.float32(-3.0)}, {'J01': 12}, {'J01': 61}, 
300.0, {'J01': np.float32(-3.0)}, {'J01': 14}, {'J01': 64}, 
305.0, {'J01': np.float32(-3.0)}, {'J01': 14}, {'J01': 65}, 
310.0, {'J01': np.float32(-3.0)}, {'J01': 14}, {'J01': 66}, 
315.0, {'J01': np.float32(-3.0)}, {'J01': 14}, {'J01': 66}, 
320.0, {'J01': np.float32(3.0)}, {'J01': 12}, {'J01': 57}, 
325.0, {'J01': np.float32(2.9615812)}, {'J01': 10}, {'J01': 43}, 
330.0, {'J01': np.float32(-2.8993056)}, {'J01': 9}, {'J01': 40}, 
335.0, {'J01': np.float32(-3.0)}, {'J01': 10}, {'J01': 46}, 
340.0, {'J01': np.float32(-3.0)}, {'J01': 12}, {'J01': 54}, 
345.0, {'J01': np.float32(-3.0)}, {'J01': 13}, {'J01': 59}, 
350.0, {'J01': np.float32(-0.8812707)}, {'J01': 11}, {'J01': 51}, 
355.0, {'J01': np.float32(-3.0)}, {'J01': 9}, {'J01': 45}, 
360.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 48}, 
365.0, {'J01': np.float32(-3.0)}, {'J01': 6}, {'J01': 43}, 
370.0, {'J01': np.float32(-3.0)}, {'J01': 6}, {'J01': 37}, 
375.0, {'J01': np.float32(-3.0)}, {'J01': 6}, {'J01': 43}, 
380.0, {'J01': np.float32(-3.0)}, {'J01': 7}, {'J01': 48}, 
385.0, {'J01': np.float32(-3.0)}, {'J01': 7}, {'J01': 43}, 
390.0, {'J01': np.float32(-3.0)}, {'J01': 7}, {'J01': 39}, 
395.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 34}, 
400.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 34}, 
405.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 39}, 
410.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 46}, 
415.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 41}, 
420.0, {'J01': np.float32(-3.0)}, {'J01': 8}, {'J01': 39}, 
425.0, {'J01': np.float32(-3.0)}, {'J01': 9}, {'J01': 43}, 
430.0, {'J01': np.float32(-3.0)}, {'J01': 9}, {'J01': 47}, 
435.0, {'J01': np.float32(-3.0)}, {'J01': 9}, {'J01': 50}, 
440.0, {'J01': np.float32(-3.0)}, {'J01': 9}, {'J01': 51}, 
445.0, {'J01': np.float32(-3.0)}, {'J01': 9}, {'J01': 51}, 
450.0, {'J01': np.float32(-3.0)}, {'J01': 9}, {'J01': 51}, 
455.0, {'J01': np.float32(-3.0)}, {'J01': 10}, {'J01': 55}, 
460.0, {'J01': np.float32(-3.0)}, {'J01': 10}, {'J01': 56}, 
465.0, {'J01': np.float32(-3.0)}, {'J01': 10}, {'J01': 56}, 
470.0, {'J01': np.float32(-3.0)}, {'J01': 10}, {'J01': 57}, 
475.0, {'J01': np.float32(-3.0)}, {'J01': 10}, {'J01': 58}, 
480.0, {'J01': np.float32(3.0)}, {'J01': 10}, {'J01': 47}, 
485.0, {'J01': np.float32(-3.0)}, {'J01': 10}, {'J01': 45}, 
490.0, {'J01': np.float32(-3.0)}, {'J01': 10}, {'J01': 49}, 
495.0, {'J01': np.float32(-3.0)}, {'J01': 10}, {'J01': 55}, 
500.0, {'J01': np.float32(-3.0)}, {'J01': 10}, {'J01': 59}, 
505.0, {'J01': np.float32(-3.0)}, {'J01': 10}, {'J01': 50}, 
510.0, {'J01': np.float32(-3.0)}, {'J01': 11}, {'J01': 46}, 
515.0, {'J01': np.float32(-3.0)}, {'J01': 11}, {'J01': 52}, 
520.0, {'J01': np.float32(3.0)}, {'J01': 12}, {'J01': 51}, 
525.0, {'J01': np.float32(3.0)}, {'J01': 13}, {'J01': 57}, 
530.0, {'J01': np.float32(-3.0)}, {'J01': 13}, {'J01': 61}, 
535.0, {'J01': np.float32(-3.0)}, {'J01': 13}, {'J01': 63}, 
540.0, {'J01': np.float32(-3.0)}, {'J01': 13}, {'J01': 64}, 
545.0, {'J01': np.float32(-3.0)}, {'J01': 13}, {'J01': 65}, 
550.0, {'J01': np.float32(-3.0)}, {'J01': 13}, {'J01': 65}, 
555.0, {'J01': np.float32(-3.0)}, {'J01': 13}, {'J01': 65}, 
560.0, {'J01': np.float32(3.0)}, {'J01': 13}, {'J01': 66}, 
565.0, {'J01': np.float32(3.0)}, {'J01': 13}, {'J01': 62}, 
570.0, {'J01': np.float32(-3.0)}, {'J01': 13}, {'J01': 59}, 
575.0, {'J01': np.float32(-3.0)}, {'J01': 13}, {'J01': 65}, 
580.0, {'J01': np.float32(-3.0)}, {'J01': 13}, {'J01': 67}, 
585.0, {'J01': np.float32(-3.0)}, {'J01': 13}, {'J01': 69}, 
590.0, {'J01': np.float32(-3.0)}, {'J01': 13}, {'J01': 72}, 
595.0, {'J01': np.float32(-3.0)}, {'J01': 13}, {'J01': 73}, 
600.0, {'J01': np.float32(-3.0)}, {'J01': 13}, {'J01': 74}, 
605.0, {'J01': np.float32(-3.0)}, {'J01': 15}, {'J01': 77}, 
610.0, {'J01': np.float32(-3.0)}, {'J01': 15}, {'J01': 77}, 
615.0, {'J01': np.float32(3.0)}, {'J01': 15}, {'J01': 71}, 
620.0, {'J01': np.float32(3.0)}, {'J01': 15}, {'J01': 70}, 
625.0, {'J01': np.float32(-3.0)}, {'J01': 15}, {'J01': 73}, 
630.0, {'J01': np.float32(-3.0)}, {'J01': 16}, {'J01': 78}, 
635.0, {'J01': np.float32(-3.0)}, {'J01': 19}, {'J01': 82}, 
640.0, {'J01': np.float32(-3.0)}, {'J01': 19}, {'J01': 82}, 
645.0, {'J01': np.float32(-3.0)}, {'J01': 19}, {'J01': 83}, 
650.0, {'J01': np.float32(-3.0)}, {'J01': 19}, {'J01': 83}, 
655.0, {'J01': np.float32(-3.0)}, {'J01': 20}, {'J01': 84}, 
660.0, {'J01': np.float32(-3.0)}, {'J01': 20}, {'J01': 84}, 
665.0, {'J01': np.float32(-3.0)}, {'J01': 23}, {'J01': 88}, 
670.0, {'J01': np.float32(3.0)}, {'J01': 21}, {'J01': 81}, 
675.0, {'J01': np.float32(-3.0)}, {'J01': 17}, {'J01': 74}, 
680.0, {'J01': np.float32(-3.0)}, {'J01': 16}, {'J01': 78}, 
685.0, {'J01': np.float32(-3.0)}, {'J01': 16}, {'J01': 80}, 
690.0, {'J01': np.float32(-3.0)}, {'J01': 17}, {'J01': 89}, 
695.0, {'J01': np.float32(-3.0)}, {'J01': 20}, {'J01': 93}, 
700.0, {'J01': np.float32(-3.0)}, {'J01': 21}, {'J01': 94}, 
705.0, {'J01': np.float32(-3.0)}, {'J01': 21}, {'J01': 94}, 
710.0, {'J01': np.float32(-3.0)}, {'J01': 21}, {'J01': 94}, 
715.0, {'J01': np.float32(-3.0)}, {'J01': 22}, {'J01': 95}, 
720.0, {'J01': np.float32(-3.0)}, {'J01': 22}, {'J01': 95}, 
725.0, {'J01': np.float32(-3.0)}, {'J01': 22}, {'J01': 95}, 
730.0, {'J01': np.float32(-3.0)}, {'J01': 22}, {'J01': 95}, 
735.0, {'J01': np.float32(3.0)}, {'J01': 20}, {'J01': 86}, 
740.0, {'J01': np.float32(-3.0)}, {'J01': 18}, {'J01': 81}, 
745.0, {'J01': np.float32(-3.0)}, {'J01': 18}, {'J01': 84}, 
750.0, {'J01': np.float32(-3.0)}, {'J01': 18}, {'J01': 87}, 
755.0, {'J01': np.float32(-3.0)}, {'J01': 19}, {'J01': 92}, 
760.0, {'J01': np.float32(3.0)}, {'J01': 20}, {'J01': 91}, 
765.0, {'J01': np.float32(-3.0)}, {'J01': 20}, {'J01': 91}, 
770.0, {'J01': np.float32(-3.0)}, {'J01': 21}, {'J01': 94}, 
775.0, {'J01': np.float32(-3.0)}, {'J01': 21}, {'J01': 95}, 
780.0, {'J01': np.float32(3.0)}, {'J01': 21}, {'J01': 89}, 
785.0, {'J01': np.float32(1.4921614)}, {'J01': 22}, {'J01': 87}, 
790.0, {'J01': np.float32(-3.0)}, {'J01': 22}, {'J01': 90}, 
795.0, {'J01': np.float32(-3.0)}, {'J01': 22}, {'J01': 91}, 
800.0, {'J01': np.float32(3.0)}, {'J01': 22}, {'J01': 82}, 
805.0, {'J01': np.float32(-1.2319525)}, {'J01': 22}, {'J01': 79}, 
810.0, {'J01': np.float32(-3.0)}, {'J01': 23}, {'J01': 84}, 
815.0, {'J01': np.float32(-3.0)}, {'J01': 23}, {'J01': 88}, 
820.0, {'J01': np.float32(1.2199701)}, {'J01': 23}, {'J01': 80}, 
825.0, {'J01': np.float32(-2.4820995)}, {'J01': 26}, {'J01': 84}, 
830.0, {'J01': np.float32(-3.0)}, {'J01': 26}, {'J01': 88}, 
835.0, {'J01': np.float32(-2.1594462)}, {'J01': 27}, {'J01': 82}, 
840.0, {'J01': np.float32(-3.0)}, {'J01': 27}, {'J01': 78}, 
845.0, {'J01': np.float32(-3.0)}, {'J01': 28}, {'J01': 85}, 
850.0, {'J01': np.float32(-3.0)}, {'J01': 29}, {'J01': 89}, 
855.0, {'J01': np.float32(-3.0)}, {'J01': 29}, {'J01': 89}, 
860.0, {'J01': np.float32(-3.0)}, {'J01': 29}, {'J01': 90}, 
865.0, {'J01': np.float32(-3.0)}, {'J01': 30}, {'J01': 91}, 
870.0, {'J01': np.float32(-3.0)}, {'J01': 31}, {'J01': 92}, 
875.0, {'J01': np.float32(-3.0)}, {'J01': 31}, {'J01': 92}, 
880.0, {'J01': np.float32(3.0)}, {'J01': 32}, {'J01': 85}, 
885.0, {'J01': np.float32(-3.0)}, {'J01': 32}, {'J01': 82}, 
890.0, {'J01': np.float32(-3.0)}, {'J01': 32}, {'J01': 85}, 
895.0, {'J01': np.float32(3.0)}, {'J01': 33}, {'J01': 87}, 
900.0, {'J01': np.float32(-3.0)}, {'J01': 34}, {'J01': 88}, 
905.0, {'J01': np.float32(-3.0)}, {'J01': 35}, {'J01': 90}, 
910.0, {'J01': np.float32(-3.0)}, {'J01': 35}, {'J01': 93}, 
915.0, {'J01': np.float32(-3.0)}, {'J01': 35}, {'J01': 93}, 
920.0, {'J01': np.float32(-3.0)}, {'J01': 36}, {'J01': 94}, 
925.0, {'J01': np.float32(3.0)}, {'J01': 36}, {'J01': 92}, 
930.0, {'J01': np.float32(-3.0)}, {'J01': 37}, {'J01': 96}, 
935.0, {'J01': np.float32(-3.0)}, {'J01': 37}, {'J01': 99}, 
940.0, {'J01': np.float32(-3.0)}, {'J01': 37}, {'J01': 99}, 
945.0, {'J01': np.float32(-3.0)}, {'J01': 37}, {'J01': 99}, 
950.0, {'J01': np.float32(3.0)}, {'J01': 36}, {'J01': 92}, 
955.0, {'J01': np.float32(-1.4257026)}, {'J01': 36}, {'J01': 90}, 
960.0, {'J01': np.float32(3.0)}, {'J01': 36}, {'J01': 88}, 
965.0, {'J01': np.float32(-0.7268507)}, {'J01': 36}, {'J01': 90}, 
970.0, {'J01': np.float32(-2.5384161)}, {'J01': 36}, {'J01': 92}, 
975.0, {'J01': np.float32(-3.0)}, {'J01': 38}, {'J01': 95}, 
980.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 97}, 
985.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 98}, 
990.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 98}, 
995.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 98}, 
1000.0, {'J01': np.float32(2.6575723)}, {'J01': 40}, {'J01': 99}, 
1005.0, {'J01': np.float32(-2.979799)}, {'J01': 40}, {'J01': 101}, 
1010.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 102}, 
1015.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 102}, 
1020.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 102}, 
1025.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 102}, 
1030.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 102}, 
1035.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 102}, 
1040.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 102}, 
1045.0, {'J01': np.float32(3.0)}, {'J01': 40}, {'J01': 94}, 
1050.0, {'J01': np.float32(-0.2827621)}, {'J01': 40}, {'J01': 91}, 
1055.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 95}, 
1060.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 97}, 
1065.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 97}, 
1070.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 97}, 
1075.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 97}, 
1080.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 98}, 
1085.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 98}, 
1090.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 98}, 
1095.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 98}, 
1100.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 98}, 
1105.0, {'J01': np.float32(-3.0)}, {'J01': 40}, {'J01': 98}, 
