5.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
15.0, {'J01': -10.5}, {'J01': 1}, {'J01': 4}, 
20.0, {'J01': -60.5}, {'J01': 3}, {'J01': 8}, 
25.0, {'J01': -107.0}, {'J01': 4}, {'J01': 8}, 
30.0, {'J01': -165.5}, {'J01': 4}, {'J01': 7}, 
35.0, {'J01': -158.5}, {'J01': 4}, {'J01': 7}, 
40.0, {'J01': -214.5}, {'J01': 4}, {'J01': 12}, 
45.0, {'J01': -259.0}, {'J01': 3}, {'J01': 15}, 
50.0, {'J01': -254.5}, {'J01': 5}, {'J01': 19}, 
55.0, {'J01': -398.0}, {'J01': 6}, {'J01': 24}, 
60.0, {'J01': -631.5}, {'J01': 8}, {'J01': 31}, 
65.0, {'J01': -666.5}, {'J01': 7}, {'J01': 28}, 
70.0, {'J01': -446.0}, {'J01': 4}, {'J01': 19}, 
75.0, {'J01': -444.5}, {'J01': 4}, {'J01': 19}, 
80.0, {'J01': -647.5}, {'J01': 4}, {'J01': 26}, 
85.0, {'J01': -838.0}, {'J01': 7}, {'J01': 29}, 
90.0, {'J01': -950.0}, {'J01': 8}, {'J01': 28}, 
95.0, {'J01': -1070.5}, {'J01': 8}, {'J01': 30}, 
100.0, {'J01': -1378.0}, {'J01': 8}, {'J01': 34}, 
105.0, {'J01': -1333.0}, {'J01': 7}, {'J01': 31}, 
110.0, {'J01': -847.0}, {'J01': 5}, {'J01': 21}, 
115.0, {'J01': -820.5}, {'J01': 4}, {'J01': 21}, 
120.0, {'J01': -993.0}, {'J01': 4}, {'J01': 26}, 
125.0, {'J01': -1047.0}, {'J01': 6}, {'J01': 27}, 
130.0, {'J01': -1035.0}, {'J01': 8}, {'J01': 25}, 
135.0, {'J01': -1296.5}, {'J01': 8}, {'J01': 30}, 
140.0, {'J01': -1611.5}, {'J01': 8}, {'J01': 36}, 
145.0, {'J01': -1651.5}, {'J01': 8}, {'J01': 34}, 
150.0, {'J01': -1116.5}, {'J01': 6}, {'J01': 25}, 
155.0, {'J01': -1175.0}, {'J01': 6}, {'J01': 24}, 
160.0, {'J01': -1427.0}, {'J01': 6}, {'J01': 30}, 
165.0, {'J01': -1441.0}, {'J01': 7}, {'J01': 30}, 
170.0, {'J01': -1583.0}, {'J01': 8}, {'J01': 35}, 
175.0, {'J01': -1862.0}, {'J01': 8}, {'J01': 39}, 
180.0, {'J01': -2260.5}, {'J01': 8}, {'J01': 43}, 
185.0, {'J01': -2139.5}, {'J01': 8}, {'J01': 39}, 
190.0, {'J01': -1294.5}, {'J01': 5}, {'J01': 26}, 
195.0, {'J01': -1268.0}, {'J01': 4}, {'J01': 24}, 
200.0, {'J01': -1438.5}, {'J01': 4}, {'J01': 27}, 
205.0, {'J01': -1281.0}, {'J01': 7}, {'J01': 28}, 
210.0, {'J01': -1320.0}, {'J01': 8}, {'J01': 26}, 
215.0, {'J01': -1584.0}, {'J01': 8}, {'J01': 28}, 
220.0, {'J01': -1877.0}, {'J01': 8}, {'J01': 32}, 
225.0, {'J01': -1452.0}, {'J01': 7}, {'J01': 25}, 
230.0, {'J01': -642.0}, {'J01': 4}, {'J01': 15}, 
235.0, {'J01': -698.0}, {'J01': 4}, {'J01': 16}, 
240.0, {'J01': -867.5}, {'J01': 4}, {'J01': 20}, 
245.0, {'J01': -887.0}, {'J01': 7}, {'J01': 24}, 
250.0, {'J01': -909.5}, {'J01': 8}, {'J01': 26}, 
255.0, {'J01': -1172.0}, {'J01': 8}, {'J01': 29}, 
260.0, {'J01': -1468.0}, {'J01': 8}, {'J01': 31}, 
265.0, {'J01': -1629.5}, {'J01': 8}, {'J01': 30}, 
270.0, {'J01': -1811.5}, {'J01': 8}, {'J01': 30}, 
275.0, {'J01': -2023.0}, {'J01': 8}, {'J01': 31}, 
280.0, {'J01': -2342.5}, {'J01': 8}, {'J01': 35}, 
285.0, {'J01': -2620.5}, {'J01': 8}, {'J01': 33}, 
290.0, {'J01': -2758.0}, {'J01': 8}, {'J01': 32}, 
295.0, {'J01': -2988.0}, {'J01': 8}, {'J01': 34}, 
300.0, {'J01': -3339.5}, {'J01': 8}, {'J01': 39}, 
305.0, {'J01': -2922.0}, {'J01': 7}, {'J01': 33}, 
310.0, {'J01': -1859.0}, {'J01': 5}, {'J01': 22}, 
315.0, {'J01': -1591.5}, {'J01': 4}, {'J01': 22}, 
320.0, {'J01': -1626.0}, {'J01': 4}, {'J01': 26}, 
325.0, {'J01': -1775.5}, {'J01': 6}, {'J01': 31}, 
330.0, {'J01': -1982.5}, {'J01': 8}, {'J01': 35}, 
335.0, {'J01': -2232.5}, {'J01': 8}, {'J01': 36}, 
340.0, {'J01': -2596.0}, {'J01': 8}, {'J01': 38}, 
345.0, {'J01': -2309.5}, {'J01': 7}, {'J01': 35}, 
350.0, {'J01': -972.5}, {'J01': 5}, {'J01': 21}, 
355.0, {'J01': -1037.0}, {'J01': 5}, {'J01': 21}, 
360.0, {'J01': -1260.0}, {'J01': 5}, {'J01': 27}, 
365.0, {'J01': -940.0}, {'J01': 7}, {'J01': 27}, 
370.0, {'J01': -977.5}, {'J01': 8}, {'J01': 27}, 
375.0, {'J01': -1193.5}, {'J01': 8}, {'J01': 29}, 
380.0, {'J01': -1490.0}, {'J01': 8}, {'J01': 32}, 
385.0, {'J01': -1700.0}, {'J01': 8}, {'J01': 32}, 
390.0, {'J01': -1871.0}, {'J01': 8}, {'J01': 32}, 
395.0, {'J01': -2135.0}, {'J01': 8}, {'J01': 34}, 
400.0, {'J01': -2479.0}, {'J01': 8}, {'J01': 36}, 
405.0, {'J01': -2608.5}, {'J01': 8}, {'J01': 32}, 
410.0, {'J01': -2758.5}, {'J01': 8}, {'J01': 32}, 
415.0, {'J01': -2982.5}, {'J01': 8}, {'J01': 33}, 
420.0, {'J01': -3323.0}, {'J01': 8}, {'J01': 38}, 
425.0, {'J01': -2541.0}, {'J01': 7}, {'J01': 31}, 
430.0, {'J01': -1314.5}, {'J01': 4}, {'J01': 19}, 
435.0, {'J01': -1227.5}, {'J01': 4}, {'J01': 18}, 
440.0, {'J01': -1418.0}, {'J01': 4}, {'J01': 23}, 
445.0, {'J01': -1482.0}, {'J01': 7}, {'J01': 27}, 
450.0, {'J01': -1637.5}, {'J01': 8}, {'J01': 29}, 
455.0, {'J01': -1937.5}, {'J01': 8}, {'J01': 33}, 
460.0, {'J01': -2271.5}, {'J01': 8}, {'J01': 35}, 
465.0, {'J01': -2040.0}, {'J01': 7}, {'J01': 32}, 
470.0, {'J01': -1135.0}, {'J01': 5}, {'J01': 22}, 
475.0, {'J01': -818.0}, {'J01': 4}, {'J01': 16}, 
480.0, {'J01': -990.5}, {'J01': 4}, {'J01': 21}, 
485.0, {'J01': -1077.5}, {'J01': 6}, {'J01': 24}, 
490.0, {'J01': -1133.0}, {'J01': 8}, {'J01': 27}, 
495.0, {'J01': -1267.5}, {'J01': 8}, {'J01': 29}, 
500.0, {'J01': -1570.5}, {'J01': 8}, {'J01': 34}, 
505.0, {'J01': -1497.0}, {'J01': 7}, {'J01': 31}, 
510.0, {'J01': -787.5}, {'J01': 5}, {'J01': 21}, 
515.0, {'J01': -944.5}, {'J01': 5}, {'J01': 21}, 
520.0, {'J01': -1109.5}, {'J01': 5}, {'J01': 24}, 
525.0, {'J01': -1189.0}, {'J01': 7}, {'J01': 30}, 
530.0, {'J01': -1258.5}, {'J01': 8}, {'J01': 29}, 
535.0, {'J01': -1464.5}, {'J01': 8}, {'J01': 30}, 
540.0, {'J01': -1778.0}, {'J01': 8}, {'J01': 34}, 
545.0, {'J01': -1218.5}, {'J01': 6}, {'J01': 27}, 
550.0, {'J01': -681.0}, {'J01': 4}, {'J01': 20}, 
555.0, {'J01': -631.5}, {'J01': 4}, {'J01': 19}, 
560.0, {'J01': -744.0}, {'J01': 4}, {'J01': 22}, 
565.0, {'J01': -917.0}, {'J01': 6}, {'J01': 28}, 
570.0, {'J01': -1114.5}, {'J01': 8}, {'J01': 30}, 
575.0, {'J01': -1203.5}, {'J01': 8}, {'J01': 30}, 
580.0, {'J01': -1511.5}, {'J01': 8}, {'J01': 34}, 
585.0, {'J01': -1405.0}, {'J01': 7}, {'J01': 28}, 
590.0, {'J01': -999.5}, {'J01': 6}, {'J01': 19}, 
595.0, {'J01': -1025.5}, {'J01': 5}, {'J01': 19}, 
600.0, {'J01': -1229.5}, {'J01': 5}, {'J01': 25}, 
605.0, {'J01': -1192.0}, {'J01': 7}, {'J01': 26}, 
610.0, {'J01': -1409.5}, {'J01': 8}, {'J01': 31}, 
615.0, {'J01': -1725.0}, {'J01': 8}, {'J01': 33}, 
620.0, {'J01': -2065.0}, {'J01': 8}, {'J01': 37}, 
625.0, {'J01': -1968.5}, {'J01': 7}, {'J01': 32}, 
630.0, {'J01': -1339.5}, {'J01': 5}, {'J01': 25}, 
635.0, {'J01': -1152.5}, {'J01': 5}, {'J01': 21}, 
640.0, {'J01': -1374.0}, {'J01': 5}, {'J01': 26}, 
645.0, {'J01': -1517.5}, {'J01': 6}, {'J01': 31}, 
650.0, {'J01': -1647.0}, {'J01': 8}, {'J01': 36}, 
655.0, {'J01': -1906.0}, {'J01': 8}, {'J01': 35}, 
660.0, {'J01': -2261.5}, {'J01': 8}, {'J01': 37}, 
665.0, {'J01': -1968.5}, {'J01': 7}, {'J01': 32}, 
670.0, {'J01': -1189.0}, {'J01': 4}, {'J01': 21}, 
675.0, {'J01': -1252.5}, {'J01': 4}, {'J01': 22}, 
680.0, {'J01': -1487.0}, {'J01': 4}, {'J01': 29}, 
685.0, {'J01': -1473.0}, {'J01': 7}, {'J01': 36}, 
690.0, {'J01': -1505.5}, {'J01': 8}, {'J01': 35}, 
695.0, {'J01': -1859.0}, {'J01': 8}, {'J01': 37}, 
700.0, {'J01': -2238.5}, {'J01': 8}, {'J01': 41}, 
705.0, {'J01': -2103.0}, {'J01': 7}, {'J01': 36}, 
710.0, {'J01': -1253.5}, {'J01': 4}, {'J01': 21}, 
715.0, {'J01': -1243.5}, {'J01': 4}, {'J01': 19}, 
720.0, {'J01': -1440.5}, {'J01': 4}, {'J01': 23}, 
725.0, {'J01': -1024.5}, {'J01': 6}, {'J01': 23}, 
730.0, {'J01': -924.0}, {'J01': 8}, {'J01': 25}, 
735.0, {'J01': -1052.5}, {'J01': 8}, {'J01': 26}, 
