episode,car_wait_total,bike_wait_total,ped_wait_total,car_queue_total,bike_queue_total,reward_mean,reward_std,reward_min,reward_max,bike_wait_frac,ped_wait_frac,epsilon,mean_q,mean_loss,decisions,wall_seconds
1,59490962.0,132119249.5,38585.5,67350.0,47337.0,-0.25525,0.23603,-0.66385,1.83157,0.6894,0.0002,nan,7.9206,nan,720,27.3
2,61836449.5,186350188.0,408318.0,83481.0,63736.0,-0.31152,0.41,-0.74137,3.0,0.7496,0.0016,0.9644,17.95351,0.366548,720,32.9
3,57939247.0,130430820.5,36213.0,65887.0,46511.0,-0.24476,0.25895,-0.58098,3.0,0.6923,0.0002,0.9407,15.97429,0.409488,720,25.6
4,35989382.5,102604817.0,190815.0,64322.0,44553.0,-0.21387,0.33507,-0.74142,3.0,0.7393,0.0014,0.9169,8.809,0.230819,720,25.4
5,57492049.5,165320365.5,187190.0,73452.0,54506.0,-0.27252,0.29802,-0.57138,3.0,0.7413,0.0008,0.8932,3.62559,0.163526,720,30.7
6,46036193.5,117427858.0,328449.0,68596.0,48874.0,-0.25258,0.41198,-0.68623,3.0,0.7169,0.002,0.8694,1.83941,0.14359,720,29.0
7,60194472.5,167090279.0,25996.0,74552.0,54885.0,-0.27846,0.21087,-0.55572,3.0,0.7351,0.0001,0.8457,1.34922,0.117167,720,29.9
8,60197472.5,165617403.0,294019.5,74364.0,54857.0,-0.28283,0.33642,-0.71145,3.0,0.7325,0.0013,0.8219,-0.21451,0.124874,720,31.6
9,53079580.5,158017090.5,226562.0,74055.0,54668.0,-0.26754,0.36286,-0.83971,3.0,0.7478,0.0011,0.7982,-1.5485,0.135044,720,29.6
10,64282799.0,191323328.0,265209.5,87043.0,65546.0,-0.32863,0.40123,-0.67493,3.0,0.7477,0.001,0.7744,-2.05463,0.08988,720,35.5
11,68294748.0,212324458.0,578128.0,88197.0,68314.0,-0.33666,0.48401,-0.86185,3.0,0.7551,0.0021,0.7507,-2.29001,0.122212,720,33.8
12,68158012.0,200300758.0,886120.0,87590.0,66399.0,-0.34607,0.58947,-0.96512,3.0,0.7437,0.0033,0.7269,-1.62642,0.379838,720,38.7
13,35389394.5,108394654.5,568203.0,72312.0,52631.0,-0.25637,0.60068,-0.91332,3.0,0.7509,0.0039,0.7032,4.90201,1.051514,720,35.5
14,43357956.5,139679984.0,348930.0,77429.0,57994.0,-0.27104,0.4586,-0.89292,3.0,0.7617,0.0019,0.6794,13.43681,1.837979,720,31.5
15,65286371.5,201647214.0,839319.0,86926.0,67120.0,-0.3363,0.5238,-0.824,3.0,0.7531,0.0031,0.6557,21.60671,2.353178,720,35.4
16,34345133.0,102258489.0,73806.0,65795.0,46899.0,-0.21566,0.42339,-0.72985,3.0,0.7482,0.0005,0.6319,26.71994,2.624733,720,27.8
17,70078627.0,202205674.5,378167.5,89453.0,67642.0,-0.34688,0.48064,-0.82092,3.0,0.7416,0.0014,0.6082,31.56795,2.952863,720,35.6
18,63202970.5,169836331.5,835613.5,83549.0,61433.0,-0.33284,0.5905,-0.99852,3.0,0.7262,0.0036,0.5844,36.87674,3.827177,720,32.4
19,65667999.0,205201368.0,481847.0,88714.0,68331.0,-0.35129,0.54758,-1.01352,3.0,0.7562,0.0018,0.5607,47.70299,5.245209,720,35.1
20,61889285.5,185067021.0,368588.5,87362.0,65851.0,-0.32947,0.51937,-0.89517,3.0,0.7483,0.0015,0.5369,64.92745,6.280171,720,33.9
21,70872097.0,209713666.5,425083.0,90007.0,68438.0,-0.35473,0.50857,-0.88516,3.0,0.7463,0.0015,0.5132,63.89081,7.318014,720,35.0
22,73190129.5,206833894.5,534269.5,88947.0,66912.0,-0.3758,0.60243,-1.00253,3.0,0.7372,0.0019,0.4894,121.50154,13.173634,720,41.1
23,65202625.0,203559264.0,844230.5,86519.0,66883.0,-0.35067,0.66036,-1.01569,3.0,0.755,0.0031,0.4657,226.17969,20.428834,720,39.3
24,74644385.0,212711770.0,526459.0,90289.0,67930.0,-0.35924,0.52091,-0.84057,3.0,0.7389,0.0018,0.4419,379.06869,34.164029,720,34.9
25,66061954.0,208988558.0,849750.0,88088.0,68126.0,-0.35774,0.67362,-1.02014,3.0,0.7575,0.0031,0.4182,674.57243,58.364822,720,34.9
26,67119168.0,205209722.5,554344.5,86946.0,66706.0,-0.35924,0.622,-1.02165,3.0,0.752,0.002,0.3944,1024.77466,77.599244,720,34.3
27,58532618.0,163997470.5,243135.0,72752.0,53949.0,-0.30941,0.48553,-0.77604,3.0,0.7362,0.0011,0.3707,1193.68273,77.140978,720,30.5
28,72882764.0,202665133.5,660822.0,88694.0,66284.0,-0.3924,0.67237,-1.17733,3.0,0.7337,0.0024,0.3469,1549.50778,94.870254,720,35.7
29,69197252.0,215308510.0,621195.0,90741.0,69633.0,-0.36731,0.70186,-1.00774,3.0,0.7551,0.0022,0.3232,2173.80389,135.754773,720,35.8
30,71411014.0,209641977.5,839272.0,88832.0,67393.0,-0.39334,0.66674,-1.21042,3.0,0.7437,0.003,0.2994,3076.18969,187.642605,720,36.0
31,57924931.5,164873478.5,280922.0,75364.0,55272.0,-0.31536,0.52852,-1.16074,3.0,0.7391,0.0013,0.2757,4434.39959,262.817972,720,33.0
32,9892225.5,41261598.5,341982.0,58781.0,38066.0,-0.12807,0.84199,-0.9722,3.0,0.8013,0.0066,0.2519,6189.80403,422.888731,720,30.5
33,62796394.0,208154433.0,1053206.0,89131.0,69104.0,-0.44957,0.79972,-1.17517,3.0,0.7653,0.0039,0.2282,8941.42051,743.881929,720,37.7
34,63180650.5,208553187.0,1125889.0,88762.0,68129.0,-0.43752,0.85062,-1.36807,3.0,0.7643,0.0041,0.2044,12424.65867,951.144022,720,34.6
35,66939605.5,202885788.0,1152925.0,90652.0,68372.0,-0.49529,0.86347,-1.28404,3.0,0.7487,0.0043,0.1807,14998.3188,929.062348,720,37.3
