5.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
10.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
15.0, {'J8': np.float32(0.0)}, {'J8': 0}, {'J8': 0}, 
20.0, {'J8': np.float32(-0.03348214)}, {'J8': 1}, {'J8': 2}, 
25.0, {'J8': np.float32(-0.08928572)}, {'J8': 1}, {'J8': 2}, 
30.0, {'J8': np.float32(-0.09598214)}, {'J8': 2}, {'J8': 3}, 
35.0, {'J8': np.float32(-0.13392857)}, {'J8': 2}, {'J8': 3}, 
40.0, {'J8': np.float32(-0.16294643)}, {'J8': 4}, {'J8': 5}, 
45.0, {'J8': np.float32(-0.22321428)}, {'J8': 4}, {'J8': 5}, 
50.0, {'J8': np.float32(-0.25)}, {'J8': 6}, {'J8': 7}, 
55.0, {'J8': np.float32(0.004464286)}, {'J8': 6}, {'J8': 7}, 
60.0, {'J8': np.float32(0.3125)}, {'J8': 3}, {'J8': 7}, 
65.0, {'J8': np.float32(-0.04017857)}, {'J8': 4}, {'J8': 6}, 
70.0, {'J8': np.float32(-0.12723215)}, {'J8': 4}, {'J8': 5}, 
75.0, {'J8': np.float32(-0.22991072)}, {'J8': 4}, {'J8': 6}, 
80.0, {'J8': np.float32(-0.29910713)}, {'J8': 4}, {'J8': 8}, 
85.0, {'J8': np.float32(-0.35714287)}, {'J8': 4}, {'J8': 8}, 
90.0, {'J8': np.float32(-0.35714287)}, {'J8': 4}, {'J8': 8}, 
95.0, {'J8': np.float32(-0.35714287)}, {'J8': 4}, {'J8': 8}, 
100.0, {'J8': np.float32(-0.35714287)}, {'J8': 4}, {'J8': 8}, 
105.0, {'J8': np.float32(-0.37723213)}, {'J8': 5}, {'J8': 9}, 
110.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
115.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
120.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
125.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
130.0, {'J8': np.float32(0.22991072)}, {'J8': 5}, {'J8': 8}, 
135.0, {'J8': np.float32(0.18526785)}, {'J8': 5}, {'J8': 7}, 
140.0, {'J8': np.float32(-0.3236607)}, {'J8': 5}, {'J8': 9}, 
145.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
150.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
155.0, {'J8': np.float32(-0.42410713)}, {'J8': 5}, {'J8': 10}, 
160.0, {'J8': np.float32(-0.44642857)}, {'J8': 5}, {'J8': 10}, 
165.0, {'J8': np.float32(0.328125)}, {'J8': 5}, {'J8': 10}, 
170.0, {'J8': np.float32(0.35044643)}, {'J8': 5}, {'J8': 10}, 
175.0, {'J8': np.float32(-0.2544643)}, {'J8': 5}, {'J8': 10}, 
180.0, {'J8': np.float32(-0.22321428)}, {'J8': 5}, {'J8': 9}, 
185.0, {'J8': np.float32(-0.4017857)}, {'J8': 5}, {'J8': 9}, 
190.0, {'J8': np.float32(-0.40625)}, {'J8': 5}, {'J8': 10}, 
195.0, {'J8': np.float32(-0.39732143)}, {'J8': 5}, {'J8': 9}, 
200.0, {'J8': np.float32(-0.40401787)}, {'J8': 5}, {'J8': 10}, 
205.0, {'J8': np.float32(-0.453125)}, {'J8': 5}, {'J8': 11}, 
210.0, {'J8': np.float32(-0.51116073)}, {'J8': 5}, {'J8': 12}, 
215.0, {'J8': np.float32(0.12276786)}, {'J8': 5}, {'J8': 12}, 
220.0, {'J8': np.float32(1.0736607)}, {'J8': 5}, {'J8': 9}, 
225.0, {'J8': np.float32(-0.41964287)}, {'J8': 5}, {'J8': 10}, 
230.0, {'J8': np.float32(-0.5714286)}, {'J8': 7}, {'J8': 12}, 
235.0, {'J8': np.float32(-0.5379464)}, {'J8': 8}, {'J8': 13}, 
240.0, {'J8': np.float32(-0.38169643)}, {'J8': 7}, {'J8': 12}, 
245.0, {'J8': np.float32(-0.53571427)}, {'J8': 7}, {'J8': 12}, 
250.0, {'J8': np.float32(-0.734375)}, {'J8': 8}, {'J8': 13}, 
255.0, {'J8': np.float32(-0.58035713)}, {'J8': 8}, {'J8': 13}, 
260.0, {'J8': np.float32(-0.2924107)}, {'J8': 7}, {'J8': 12}, 
265.0, {'J8': np.float32(-0.53571427)}, {'J8': 7}, {'J8': 12}, 
270.0, {'J8': np.float32(-0.82366073)}, {'J8': 8}, {'J8': 13}, 
275.0, {'J8': np.float32(-0.58035713)}, {'J8': 8}, {'J8': 13}, 
